respondent_id,weight,age_group4,education,raceeth,gender,pid_base,region,q28,q29,q30,q31,q32,q33,q34,q35,attention_fail,speeder,straight_line,duration_seconds,completion_date,project_id,device_type
rnjq1t28hgsj0xswofn6k1z8,1.144717,65+,4-yr/post-graduate degree,White,Female,Republican,South,Somewhat accurate,Not very trustworthy,Very important,I would never participate in a phone survey,No,Not at all likely,It would be one I would likely choose,It depends on who is asking,FALSE,FALSE,FALSE,327,2025-06-25,2024-104,Tablet
ul8a6rymjqbur6ekjy1545fr,0.757687,65+,HS or less,White,Female,Democrat,Northeast,Not at all accurate,Somewhat trustworthy,Not very important,Somewhat likely,Yes,Not very likely,It would not interest me,Yes,FALSE,FALSE,FALSE,450,2025-06-21,2024-104,Desktop
ow4g3kc26heef71qwwf63u4b,1.008182,65+,4-yr/post-graduate degree,Hispanic,Male,Democrat,Midwest,Not very accurate,Very trustworthy,Somewhat important,Not likely,Maybe,Not at all likely,It would not interest me,It depends on who is asking,FALSE,FALSE,FALSE,232,2025-07-08,2024-104,Tablet
1nnr984vghr7tvujtk7n7k7w,0.716689,65+,HS or less,Hispanic,Female,Republican,South,Very accurate,Somewhat trustworthy,Extremely important,Not likely,Maybe,Very likely,It would be one I would likely choose,Yes,FALSE,FALSE,FALSE,336,2025-07-12,2024-104,Tablet
0caq7hg51xztk9neh37whkwu,1.221845,50-64,HS or less,White,Female,Democrat,Northeast,Not very accurate,Very trustworthy,Not very important,Not likely,Yes,Not very likely,It would be one I would likely choose,Yes,FALSE,FALSE,FALSE,306,2025-07-16,2024-104,Mobile
ydkp3087et21utu9oup6rbt6,0.968655,50-64,HS or less,Black,Male,Independent,Northeast,Somewhat accurate,Somewhat trustworthy,Very important,Not likely,No,Very likely,It would be one I would likely choose,It depends on who is asking,FALSE,FALSE,FALSE,341,2025-06-24,2024-104,Tablet
i8kd63fgkr98hl2jevkyho1s,1.248029,65+,HS or less,Black,Female,Democrat,South,Very accurate,Not very trustworthy,Not very important,Not likely,Maybe,Not at all likely,It would be one I would likely choose,No,FALSE,FALSE,FALSE,371,2025-07-03,2024-104,Tablet
ey7vi4u56m6eruui8nja09n0,0.706434,50-64,4-yr/post-graduate degree,White,Female,Republican,West,Not very accurate,Somewhat trustworthy,Not very important,Not likely,Yes,Likely,It would not interest me,No,FALSE,FALSE,FALSE,307,2025-06-28,2024-104,Tablet
jqss6ieonxrix63s0q1szv87,1.244326,65+,4-yr/post-graduate degree,White,Female,Independent,Midwest,Somewhat accurate,Not at all trustworthy,Somewhat important,I would never participate in a phone survey,Yes,Not at all likely,It would be one I would likely choose,Yes,FALSE,FALSE,FALSE,451,2025-06-18,2024-104,Desktop
pkx91k7zp2o29gq6dchokw6s,0.699812,50-64,HS or less,White,Male,Independent,Midwest,Somewhat accurate,Not very trustworthy,Somewhat important,Very likely,Yes,Not very likely,It would be one I would likely choose,No,TRUE,TRUE,FALSE,114,2025-06-30,2024-104,Desktop
