respondent_id,weight,age_group4,education,raceeth,gender,pid_base,region,q28,q29,q30,q31,q32,q33,q34,q35,attn_check_fail,speeder,straight_line,duration_seconds,completion_date,project_id
tz8qxk6hytkxb5ucvmwthpig,1.077222,30-49,4-yr/post-graduate degree,Other,Male,Democrat,South,Not at all accurate,Not very trustworthy,Not very important,Not likely,Yes,Likely,It would become my preferred incentive offer,It depends on who is asking,FALSE,FALSE,FALSE,392,2025-07-05,2024-088
qgixcwk73x0fvgwwod0c5mhd,0.880472,50-64,Some college/2-yr degree,White,Female,Democrat,West,Very accurate,Somewhat trustworthy,Very important,Not likely,No,Not very likely,It would be one I would likely choose,It depends on who is asking,FALSE,FALSE,FALSE,323,2025-07-04,2024-088
6m5031icnopx2u23tdcry39v,1.086626,30-49,Some college/2-yr degree,White,Female,Republican,Northeast,Not very accurate,Somewhat trustworthy,Extremely important,I would never participate in a phone survey,Yes,Very likely,It would be one I would likely choose,It depends on who is asking,FALSE,FALSE,FALSE,279,2025-07-06,2024-088
9fuatr690t7o2gq4yvvqof0s,1.238891,18-29,4-yr/post-graduate degree,White,Male,Republican,Midwest,Not very accurate,Not at all trustworthy,Very important,I would never participate in a phone survey,Yes,Not very likely,It would be one I would likely choose,It depends on who is asking,TRUE,TRUE,FALSE,90,2025-07-05,2024-088
12a1vfr6tdzsmv37gsbzff12,0.84029,65+,4-yr/post-graduate degree,Black,Female,Democrat,West,Somewhat accurate,Not very trustworthy,Somewhat important,Very likely,Yes,Not at all likely,It would be one I would likely choose,It depends on who is asking,FALSE,FALSE,FALSE,270,2025-07-11,2024-088
n0lscwgw8hprj0fng4xan05a,0.793241,30-49,Some college/2-yr degree,Black,Female,Republican,Northeast,Somewhat accurate,Not very trustworthy,Somewhat important,Not likely,Maybe,Not at all likely,It would be one I would likely choose,Yes,FALSE,FALSE,TRUE,354,2025-07-07,2024-088
d1p7xfu1lih0aw5ediq27ib8,1.180418,50-64,Some college/2-yr degree,White,Male,Democrat,Northeast,Very accurate,Not very trustworthy,Somewhat important,Not likely,Maybe,Likely,It would not interest me,Yes,FALSE,FALSE,FALSE,420,2025-06-30,2024-088
da5r6nywvxs24tyad7kpj3hr,1.208285,30-49,4-yr/post-graduate degree,Hispanic,Male,Independent,West,Not very accurate,Somewhat trustworthy,Somewhat important,Very likely,No,Likely,It would not interest me,No,FALSE,FALSE,FALSE,403,2025-07-17,2024-088
63177minqcm2gbek9xa7qmxq,1.034613,30-49,HS or less,White,Male,Other or none,South,Not at all accurate,Not very trustworthy,Very important,I would never participate in a phone survey,No,Not at all likely,It would be one I would likely choose,It depends on who is asking,FALSE,FALSE,FALSE,357,2025-07-08,2024-088
nndh7uab1y21tpm1wfp06ncw,0.30911,50-64,4-yr/post-graduate degree,Black,Male,Democrat,South,Not very accurate,Somewhat trustworthy,Not at all important,Somewhat likely,Maybe,Not very likely,It would be one I would likely choose,It depends on who is asking,FALSE,FALSE,FALSE,408,2025-06-19,2024-088
5avahwarni0hrf9xq48jjrlj,0.977458,65+,4-yr/post-graduate degree,White,Male,Democrat,South,Not at all accurate,Not very trustworthy,Very important,Somewhat likely,Maybe,Not very likely,It would be one I would likely choose,It depends on who is asking,FALSE,FALSE,FALSE,258,2025-06-18,2024-088
1yq2nteeywoygbgt3l7qq2j8,1.337503,30-49,4-yr/post-graduate degree,White,Male,Democrat,Northeast,Not very accurate,Not very trustworthy,Not very important,Very likely,Yes,Not at all likely,It would be one I would likely choose,Yes,TRUE,TRUE,FALSE,96,2025-07-02,2024-088
ovegjux56sm759v0wqeeypuw,0.86597,18-29,Some college/2-yr degree,White,Male,Democrat,South,Not very accurate,Not very trustworthy,Extremely important,Not likely,Yes,Very likely,It would become my preferred incentive offer,It depends on who is asking,FALSE,FALSE,FALSE,515,2025-06-23,2024-088
qvqygmdgzq6ve6byn9vv5jgp,0.520984,50-64,4-yr/post-graduate degree,Hispanic,Male,Independent,Midwest,Somewhat accurate,Somewhat trustworthy,Very important,Not likely,Maybe,Not at all likely,It would be one I would likely choose,No,FALSE,FALSE,FALSE,325,2025-07-16,2024-088
sormikk7bn8lva2myogo0zzk,1.127128,18-29,4-yr/post-graduate degree,Hispanic,Female,Republican,South,Somewhat accurate,Somewhat trustworthy,Very important,Not likely,Yes,Not very likely,It would be one I would likely choose,No,FALSE,FALSE,FALSE,481,2025-07-04,2024-088
il12mh9vtv6dqq1ntv8ttisl,1.320488,65+,Some college/2-yr degree,White,Female,Republican,South,Somewhat accurate,Somewhat trustworthy,Somewhat important,Somewhat likely,Maybe,Likely,It would not interest me,Yes,FALSE,FALSE,FALSE,393,2025-06-25,2024-088
92djvzqocpd8364ksqh1z1bg,1.050819,65+,HS or less,White,Male,Democrat,West,Very accurate,Somewhat trustworthy,Not very important,Not likely,Maybe,Not at all likely,It would be one I would likely choose,It depends on who is asking,FALSE,FALSE,FALSE,326,2025-06-24,2024-088
jx1opln3egluyxzthohm7h72,1.042189,18-29,Some college/2-yr degree,Other,Male,Democrat,Midwest,Somewhat accurate,Not at all trustworthy,Not very important,Not likely,Yes,Not at all likely,It would become my preferred incentive offer,It depends on who is asking,FALSE,TRUE,FALSE,86,2025-07-02,2024-088
zpfr3110b9u14l6rocj1wayh,0.947212,18-29,4-yr/post-graduate degree,Hispanic,Male,Democrat,South,Not very accurate,Somewhat trustworthy,Not very important,Not likely,No,Not very likely,It would be one I would likely choose,No,FALSE,FALSE,FALSE,183,2025-06-20,2024-088
kk3c94ymeplrq2s6wjfd633n,1.366698,18-29,HS or less,White,Male,Republican,South,Not very accurate,Not very trustworthy,Somewhat important,Somewhat likely,Maybe,Not at all likely,It would not interest me,It depends on who is asking,FALSE,TRUE,FALSE,120,2025-06-17,2024-088
yms4fsh5h4tq0m2snvp3it7s,1.348957,30-49,Some college/2-yr degree,White,Female,Independent,West,Not at all accurate,Somewhat trustworthy,Very important,Very likely,Yes,Not very likely,It would become my preferred incentive offer,Yes,FALSE,FALSE,FALSE,343,2025-06-18,2024-088
jdpvg8avj4yk3o8h8c4ylgf7,1.328078,30-49,4-yr/post-graduate degree,Other,Male,Republican,South,Very accurate,Somewhat trustworthy,Very important,Somewhat likely,Yes,Not at all likely,It would become my preferred incentive offer,Yes,FALSE,FALSE,FALSE,372,2025-07-05,2024-088
ar6z8rpf24n7hiq4vvn32d18,1.194246,50-64,Some college/2-yr degree,Hispanic,Male,Independent,Northeast,Somewhat accurate,Somewhat trustworthy,Somewhat important,Not likely,No,Very likely,It would not interest me,Yes,FALSE,FALSE,FALSE,378,2025-07-05,2024-088
8zqu7rge2y4cveute6iqbak0,1.098161,18-29,4-yr/post-graduate degree,White,Male,Democrat,Northeast,Very accurate,Not very trustworthy,Not very important,I would never participate in a phone survey,Yes,Likely,It would be one I would likely choose,It depends on who is asking,TRUE,FALSE,FALSE,301,2025-06-21,2024-088
rknxm3km9uv12r3l6bm1t9na,0.609692,18-29,HS or less,Black,Male,Other or none,Northeast,Not very accurate,Not very trustworthy,Very important,Somewhat likely,Maybe,Not very likely,It would become my preferred incentive offer,Yes,FALSE,TRUE,FALSE,102,2025-07-13,2024-088
1eicdl26i7zdwzw34rnz21o9,1.143765,30-49,Some college/2-yr degree,Hispanic,Male,Other or none,South,Not very accurate,Somewhat trustworthy,Somewhat important,Not likely,Yes,Not at all likely,It would not interest me,It depends on who is asking,FALSE,FALSE,FALSE,433,2025-06-28,2024-088
sz8ek5ecciiopzgvamkf28h3,1.26357,65+,HS or less,Black,Male,Republican,South,Not very accurate,Not at all trustworthy,Somewhat important,I would never participate in a phone survey,No,Not very likely,It would be one I would likely choose,Yes,FALSE,TRUE,FALSE,135,2025-06-21,2024-088
2yggk1bix7cr7rg1eo915iwb,1.320282,50-64,Some college/2-yr degree,White,Other,Independent,South,Somewhat accurate,Very trustworthy,Very important,Somewhat likely,Maybe,Likely,It would be one I would likely choose,Yes,FALSE,TRUE,FALSE,99,2025-07-10,2024-088
wh4hzh1fwohgiwlx40vf3pzr,1.416842,30-49,4-yr/post-graduate degree,White,Male,Republican,Midwest,Somewhat accurate,Not very trustworthy,Not very important,Not likely,Yes,Not at all likely,It would become my preferred incentive offer,It depends on who is asking,FALSE,FALSE,FALSE,281,2025-06-17,2024-088
swo4a6z6ow7xznltatw0ggjz,0.557083,50-64,Some college/2-yr degree,White,Female,Republican,South,Not very accurate,Not at all trustworthy,Very important,Somewhat likely,No,Not very likely,It would be one I would likely choose,No,FALSE,FALSE,FALSE,575,2025-07-17,2024-088
ogx6zst656v18ucubo9htzh6,1.354224,30-49,HS or less,White,Female,Independent,Midwest,Very accurate,Not very trustworthy,Very important,Not likely,Yes,Very likely,It would become my preferred incentive offer,Yes,FALSE,FALSE,FALSE,276,2025-06-21,2024-088
