respondent_id,weight,age_group4,education,raceeth,gender,pid_base,region,q28,q29,q30,q31,q32,q33,q34,q35,attention_fail,speed_flag,straight_line,duration_seconds,completion_date,project_id
j91945g3wgc23wq6zsy03m7a,1.308772,30-49,4-yr/post-graduate degree,Other,Female,Independent,South,Somewhat accurate,Very trustworthy,Somewhat important,Not likely,Yes,Not very likely,It would be one I would likely choose,It depends on who is asking,FALSE,FALSE,FALSE,460,2025-06-21,2024-013
4fsbpf33bbgxwopjhcydmccg,1.265683,50-64,4-yr/post-graduate degree,White,Female,Republican,Northeast,Somewhat accurate,Not very trustworthy,Somewhat important,Not likely,Maybe,Likely,It would not interest me,It depends on who is asking,FALSE,FALSE,FALSE,289,2025-06-19,2024-013
l45979i5tyh605nycs4jsjcj,0.840767,30-49,4-yr/post-graduate degree,White,Male,Other or none,South,Not at all accurate,Not very trustworthy,Somewhat important,Not likely,Maybe,Likely,It would be one I would likely choose,It depends on who is asking,FALSE,FALSE,FALSE,259,2025-07-09,2024-013
qt8htggoi3nmm3xayobz7np8,1.215307,50-64,HS or less,Black,Male,Republican,Midwest,Not very accurate,Somewhat trustworthy,Somewhat important,Very likely,Yes,Very likely,It would be one I would likely choose,Yes,FALSE,FALSE,FALSE,412,2025-07-05,2024-013
m7nk6xg7bh397e51me1wurz7,1.261433,18-29,Some college/2-yr degree,Hispanic,Male,Democrat,South,Somewhat accurate,Somewhat trustworthy,Very important,Not likely,Maybe,Not very likely,It would be one I would likely choose,No,TRUE,TRUE,FALSE,98,2025-06-30,2024-013
to4x9f7i8rgfic43kk0ko81w,0.473899,50-64,Some college/2-yr degree,White,Male,Democrat,Midwest,Somewhat accurate,Not very trustworthy,Not very important,I would never participate in a phone survey,Maybe,Not very likely,It would become my preferred incentive offer,Yes,FALSE,FALSE,FALSE,281,2025-07-10,2024-013
ldb3xqgq566gbrufb0vr6ln1,1.039401,18-29,HS or less,White,Female,Republican,West,Somewhat accurate,Not very trustworthy,Not very important,Somewhat likely,Yes,Very likely,It would become my preferred incentive offer,It depends on who is asking,TRUE,TRUE,FALSE,95,2025-07-01,2024-013
2ybeyriaoe3s16myd4e95zrc,1.239418,50-64,4-yr/post-graduate degree,White,Other,Other or none,West,Not very accurate,Not very trustworthy,Not very important,Not likely,No,Not very likely,It would be one I would likely choose,It depends on who is asking,FALSE,FALSE,FALSE,293,2025-06-19,2024-013
w9an0c6n7e441ga85iy5xlbo,1.263617,30-49,HS or less,Black,Female,Other or none,South,Not very accurate,Not very trustworthy,Somewhat important,Not likely,Maybe,Not very likely,It would be one I would likely choose,It depends on who is asking,FALSE,TRUE,FALSE,93,2025-07-14,2024-013
wm9bswdt7quxka95g93alj8j,0.882376,30-49,4-yr/post-graduate degree,Hispanic,Male,Other or none,South,Very accurate,Somewhat trustworthy,Not very important,Not likely,Yes,Likely,It would be one I would likely choose,It depends on who is asking,FALSE,TRUE,FALSE,134,2025-06-17,2024-013
airnvda1ckqevnaxy03pch0m,1.317638,18-29,Some college/2-yr degree,Other,Male,Republican,South,Not at all accurate,Very trustworthy,Very important,Somewhat likely,Yes,Not very likely,It would not interest me,It depends on who is asking,TRUE,FALSE,FALSE,398,2025-07-16,2024-013
ho3jowztm7euot5v6p367abo,0.434958,30-49,4-yr/post-graduate degree,Black,Male,Democrat,South,Somewhat accurate,Somewhat trustworthy,Not very important,Somewhat likely,Maybe,Very likely,It would be one I would likely choose,It depends on who is asking,FALSE,FALSE,FALSE,282,2025-07-06,2024-013
v4nno9qy5rsqdumvt4ok9ukq,0.675655,30-49,HS or less,Black,Female,Republican,South,Not very accurate,Not very trustworthy,Somewhat important,I would never participate in a phone survey,No,Not at all likely,It would be one I would likely choose,Yes,FALSE,FALSE,FALSE,425,2025-07-04,2024-013
z8j35pdm405kjnbppe6tmghx,0.999495,65+,Some college/2-yr degree,White,Female,Republican,West,Not very accurate,Not at all trustworthy,Somewhat important,Somewhat likely,Yes,Not at all likely,It would become my preferred incentive offer,No,FALSE,FALSE,FALSE,465,2025-06-27,2024-013
djk4dtujbtifh1yic9g102ut,0.902319,30-49,4-yr/post-graduate degree,Hispanic,Female,Independent,Northeast,Somewhat accurate,Somewhat trustworthy,Somewhat important,Not likely,Yes,Not very likely,It would be one I would likely choose,It depends on who is asking,FALSE,FALSE,FALSE,420,2025-07-02,2024-013
