respondent_id,weight,age_group4,education,raceeth,gender,pid_base,region,q28,q29,q30,q31,q32,q33,q34,q35,attn_check_fail,speeder,straight_line,duration_seconds,completion_date,project_id
3cpwi6x6x6t97y2xam1nv43r,0.763871,30-49,4-yr/post-graduate degree,White,Female,Republican,West,Not very accurate,Not at all trustworthy,Somewhat important,Very likely,Yes,Not very likely,It would become my preferred incentive offer,No,TRUE,FALSE,FALSE,380,2025-07-14,2024-066
oz5q9zlsb82k7l6wkqtlhbnh,0.611923,50-64,HS or less,White,Male,Democrat,South,Not very accurate,Very trustworthy,Not at all important,Very likely,Yes,Likely,It would not interest me,Yes,FALSE,FALSE,FALSE,152,2025-07-07,2024-066
coqqmt41jmrwwt1pw5jprawn,0.656102,50-64,HS or less,White,Female,Independent,West,Somewhat accurate,Not very trustworthy,Very important,I would never participate in a phone survey,Maybe,Not very likely,It would become my preferred incentive offer,No,FALSE,FALSE,FALSE,346,2025-06-27,2024-066
82p8xjazv4bqtnb50dlvlbh2,0.629147,50-64,Some college/2-yr degree,Black,Female,Democrat,Midwest,Not at all accurate,Not very trustworthy,Very important,I would never participate in a phone survey,Maybe,Not at all likely,It would not interest me,It depends on who is asking,FALSE,FALSE,FALSE,285,2025-06-27,2024-066
gdj0759kyruq4lz47m44acxi,0.69682,18-29,4-yr/post-graduate degree,White,Male,Republican,West,Very accurate,Somewhat trustworthy,Not very important,Not likely,Maybe,Likely,It would not interest me,Yes,FALSE,FALSE,FALSE,309,2025-06-17,2024-066
0fr0l9997ghg0g2pzmpp2g6q,0.619863,65+,Some college/2-yr degree,White,Male,Republican,West,Somewhat accurate,Not at all trustworthy,Extremely important,Very likely,Maybe,Likely,It would become my preferred incentive offer,It depends on who is asking,FALSE,FALSE,FALSE,502,2025-06-25,2024-066
6fah5in2l8orro7fqslahdpe,0.416228,65+,Some college/2-yr degree,Black,Female,Democrat,South,Somewhat accurate,Not very trustworthy,Somewhat important,I would never participate in a phone survey,Yes,Very likely,It would become my preferred incentive offer,It depends on who is asking,FALSE,FALSE,FALSE,302,2025-07-04,2024-066
190oymfmepae8vqyoweafpcr,0.893186,65+,4-yr/post-graduate degree,White,Female,Republican,West,Not very accurate,Not very trustworthy,Somewhat important,Very likely,No,Not at all likely,It would be one I would likely choose,It depends on who is asking,FALSE,FALSE,FALSE,366,2025-07-01,2024-066
wm34lgi7vmqz1sk4qqnpiug7,1.029502,18-29,Some college/2-yr degree,White,Female,Independent,West,Very accurate,Very trustworthy,Somewhat important,Somewhat likely,Maybe,Not at all likely,It would be one I would likely choose,It depends on who is asking,FALSE,FALSE,FALSE,343,2025-07-04,2024-066
2cdggv6ymcelfowqr8jpm814,1.046642,50-64,Some college/2-yr degree,Other,Male,Independent,South,Not very accurate,Somewhat trustworthy,Somewhat important,Not likely,Maybe,Not at all likely,It would be one I would likely choose,It depends on who is asking,FALSE,FALSE,FALSE,327,2025-07-13,2024-066
447cbyt89nwj6xze6967adl3,0.758503,50-64,Some college/2-yr degree,Other,Female,Republican,South,Not at all accurate,Very trustworthy,Somewhat important,Somewhat likely,Yes,Not very likely,It would be one I would likely choose,Yes,FALSE,FALSE,FALSE,328,2025-07-15,2024-066
0jpq3mtjewectpywttktbjz2,1.026568,50-64,Some college/2-yr degree,White,Male,Independent,Northeast,Somewhat accurate,Not at all trustworthy,Not very important,Very likely,Yes,Not very likely,It would be one I would likely choose,No,FALSE,FALSE,FALSE,317,2025-07-06,2024-066
77f5j1emaa2tg6tcrmlm74jm,1.133803,50-64,HS or less,White,Male,Democrat,South,Not at all accurate,Somewhat trustworthy,Somewhat important,Not likely,Maybe,Likely,It would be one I would likely choose,It depends on who is asking,FALSE,FALSE,FALSE,448,2025-07-10,2024-066
iflxi23y2i271dn3ll9xg77d,1.085565,65+,4-yr/post-graduate degree,Black,Male,Independent,South,Very accurate,Not very trustworthy,Very important,Very likely,Yes,Very likely,It would become my preferred incentive offer,It depends on who is asking,FALSE,FALSE,FALSE,223,2025-07-07,2024-066
qur7vc1koobgaz5cjw6f6c02,0.799809,30-49,Some college/2-yr degree,Other,Female,Democrat,South,Somewhat accurate,Somewhat trustworthy,Somewhat important,Very likely,Yes,Very likely,It would become my preferred incentive offer,It depends on who is asking,FALSE,FALSE,FALSE,365,2025-07-07,2024-066
ty2rjj52xo0x3cn8nbbwj77o,0.871622,65+,Some college/2-yr degree,White,Male,Independent,South,Very accurate,Very trustworthy,Somewhat important,I would never participate in a phone survey,Yes,Not very likely,It would be one I would likely choose,No,FALSE,FALSE,FALSE,521,2025-06-24,2024-066
ll9yw17sbxdbwnvta3d9ke6v,0.514856,50-64,Some college/2-yr degree,White,Female,Democrat,South,Very accurate,Somewhat trustworthy,Somewhat important,Somewhat likely,No,Not very likely,It would be one I would likely choose,It depends on who is asking,FALSE,FALSE,FALSE,508,2025-07-05,2024-066
6oehky6rw9chxr9f6h8fufjd,0.777391,50-64,4-yr/post-graduate degree,White,Male,Republican,West,Somewhat accurate,Not very trustworthy,Not at all important,I would never participate in a phone survey,Maybe,Not very likely,It would not interest me,It depends on who is asking,TRUE,FALSE,FALSE,285,2025-06-29,2024-066
ajox4gspgzdioozjuy0zpgd0,1.129466,30-49,4-yr/post-graduate degree,Black,Female,Republican,West,Somewhat accurate,Very trustworthy,Somewhat important,Very likely,Maybe,Very likely,It would not interest me,No,FALSE,FALSE,TRUE,246,2025-06-22,2024-066
c6zf9hh7j3dqnrf7if6latpq,1.121615,50-64,Some college/2-yr degree,Other,Female,Democrat,South,Not at all accurate,Somewhat trustworthy,Not very important,Not likely,Maybe,Not at all likely,It would be one I would likely choose,It depends on who is asking,FALSE,FALSE,FALSE,104,2025-07-16,2024-066
f4sdqv8l7n29j9wlrdjj3jan,1.495473,18-29,4-yr/post-graduate degree,White,Male,Republican,South,Somewhat accurate,Somewhat trustworthy,Extremely important,Somewhat likely,Maybe,Likely,It would be one I would likely choose,It depends on who is asking,FALSE,FALSE,FALSE,284,2025-07-17,2024-066
m8bmrijpu3uhdk2dctzr21zy,0.53315,50-64,HS or less,White,Female,Democrat,Northeast,Not at all accurate,Somewhat trustworthy,Somewhat important,Somewhat likely,Maybe,Not very likely,It would be one I would likely choose,It depends on who is asking,FALSE,FALSE,FALSE,302,2025-07-13,2024-066
7w703ine52omzpl5ct58upni,0.892251,50-64,HS or less,White,Male,Democrat,Midwest,Somewhat accurate,Somewhat trustworthy,Not very important,Somewhat likely,Maybe,Very likely,It would become my preferred incentive offer,Yes,FALSE,FALSE,FALSE,258,2025-06-20,2024-066
vockzdemkjhm2jap37wl5ddx,1.106942,18-29,Some college/2-yr degree,Black,Male,Republican,South,Somewhat accurate,Somewhat trustworthy,Not very important,Very likely,Maybe,Not at all likely,It would be one I would likely choose,No,FALSE,TRUE,TRUE,103,2025-07-05,2024-066
jpcn9t2oy6o4myx6uwa8wxnl,1.032035,30-49,HS or less,Black,Female,Democrat,West,Not very accurate,Very trustworthy,Very important,Not likely,Maybe,Very likely,It would not interest me,No,FALSE,FALSE,TRUE,393,2025-07-01,2024-066
lfbenfo268fckz0wqwiqcvt5,0.817793,30-49,HS or less,White,Male,Democrat,Northeast,Not at all accurate,Somewhat trustworthy,Somewhat important,Somewhat likely,Yes,Likely,It would become my preferred incentive offer,Yes,FALSE,FALSE,FALSE,383,2025-07-12,2024-066
96mu1nd0oth8b6o7iw1jj4mw,1.265322,30-49,Some college/2-yr degree,White,Male,Republican,Midwest,Very accurate,Somewhat trustworthy,Somewhat important,Not likely,Maybe,Not very likely,It would be one I would likely choose,No,FALSE,FALSE,FALSE,318,2025-06-30,2024-066
