respondent_id,weight,age_group4,education,raceeth,gender,pid_base,region,q28,q29,q30,q31,q32,q33,q34,q35,attn_check_fail,speeder,straight_line,duration_seconds,completion_date,project_id
gn77s5dtrz9sn2ezz9hk1ip7,0.882655,18-29,Some college/2-yr degree,White,Female,Independent,West,Not at all accurate,Not very trustworthy,Somewhat important,Somewhat likely,Yes,Not very likely,It would be one I would likely choose,It depends on who is asking,TRUE,TRUE,TRUE,125,2025-07-13,2024-050
uthtl6edrj2v2pphdx06hrtd,0.696885,65+,Some college/2-yr degree,White,Female,Republican,Midwest,Not very accurate,Very trustworthy,Extremely important,I would never participate in a phone survey,Yes,Not very likely,It would be one I would likely choose,It depends on who is asking,FALSE,FALSE,FALSE,481,2025-06-27,2024-050
xy3mm89qntyjncvmtoodclxt,1.397159,50-64,Some college/2-yr degree,White,Female,Republican,South,Somewhat accurate,Somewhat trustworthy,Somewhat important,Not likely,Yes,Not at all likely,It would become my preferred incentive offer,Yes,FALSE,FALSE,FALSE,308,2025-06-28,2024-050
oo8q18jhkkf172p4pj9jfbwx,1.037952,18-29,4-yr/post-graduate degree,Hispanic,Female,Republican,South,Somewhat accurate,Not very trustworthy,Not at all important,Somewhat likely,Maybe,Not very likely,It would be one I would likely choose,Yes,FALSE,FALSE,FALSE,335,2025-06-27,2024-050
o0qkct53wow9grngxdjtrr8l,0.339367,50-64,Some college/2-yr degree,White,Other,Democrat,South,Very accurate,Not very trustworthy,Somewhat important,Somewhat likely,Maybe,Not very likely,It would become my preferred incentive offer,Yes,FALSE,FALSE,FALSE,333,2025-07-06,2024-050
9p5gam92h1eg2yokgsoa10fe,0.997677,18-29,Some college/2-yr degree,Black,Male,Democrat,West,Not very accurate,Not very trustworthy,Very important,Not likely,Maybe,Not very likely,It would not interest me,It depends on who is asking,FALSE,FALSE,TRUE,501,2025-06-23,2024-050
iomau2ahfnpt79zh650mt8x8,0.755988,30-49,4-yr/post-graduate degree,Hispanic,Female,Republican,South,Somewhat accurate,Somewhat trustworthy,Not very important,Not likely,No,Not very likely,It would be one I would likely choose,It depends on who is asking,FALSE,TRUE,FALSE,89,2025-07-04,2024-050
hbt5lr041r6nb558h88b3rfj,0.940428,30-49,HS or less,White,Female,Republican,South,Very accurate,Somewhat trustworthy,Somewhat important,Very likely,No,Not very likely,It would be one I would likely choose,It depends on who is asking,FALSE,FALSE,FALSE,400,2025-07-06,2024-050
d1u5ir896lg75bt03ev4yd2o,0.957462,30-49,4-yr/post-graduate degree,White,Female,Independent,Northeast,Very accurate,Somewhat trustworthy,Somewhat important,Somewhat likely,Maybe,Not very likely,It would become my preferred incentive offer,It depends on who is asking,TRUE,TRUE,FALSE,85,2025-06-28,2024-050
rnbzj5y945y589pca9vjyxlg,0.373885,18-29,4-yr/post-graduate degree,White,Male,Democrat,South,Somewhat accurate,Not very trustworthy,Very important,Not likely,No,Very likely,It would be one I would likely choose,Yes,FALSE,FALSE,FALSE,360,2025-06-23,2024-050
j9xnz6pkajt7wls2jnqe2y2d,0.8159,50-64,Some college/2-yr degree,Hispanic,Male,Democrat,Northeast,Not at all accurate,Somewhat trustworthy,Somewhat important,Not likely,Yes,Not at all likely,It would become my preferred incentive offer,It depends on who is asking,TRUE,TRUE,FALSE,130,2025-06-22,2024-050
gkgt8eefgeyavvrmiizpbzd7,0.946637,30-49,4-yr/post-graduate degree,White,Male,Independent,Midwest,Somewhat accurate,Somewhat trustworthy,Somewhat important,Not likely,No,Likely,It would become my preferred incentive offer,It depends on who is asking,FALSE,FALSE,FALSE,199,2025-06-24,2024-050
1t11iyr2lcuvrkcvvf3edn6x,1.383699,30-49,HS or less,White,Female,Republican,Northeast,Very accurate,Very trustworthy,Somewhat important,Somewhat likely,Maybe,Very likely,It would be one I would likely choose,It depends on who is asking,FALSE,FALSE,TRUE,224,2025-07-10,2024-050
njfmhl4omzmu74j1lm64b7si,1.174807,30-49,4-yr/post-graduate degree,White,Female,Republican,South,Not very accurate,Somewhat trustworthy,Somewhat important,Not likely,Yes,Not at all likely,It would be one I would likely choose,Yes,FALSE,FALSE,TRUE,402,2025-06-26,2024-050
4odbbn5qkvmg353eutny615q,0.699896,30-49,HS or less,White,Male,Democrat,Midwest,Somewhat accurate,Not very trustworthy,Very important,Not likely,Yes,Not at all likely,It would be one I would likely choose,Yes,FALSE,FALSE,FALSE,466,2025-07-14,2024-050
