respondent_id,weight,age_group4,education,raceeth,gender,pid_base,region,q28,q29,q30,q31,q32,q33,q34,q35,attention_fail,speed_flag,straight_line,duration_seconds,completion_date,project_id
s36zi9dymepa7orvjiapfgns,1.274193,30-49,4-yr/post-graduate degree,Other,Male,Democrat,South,Somewhat accurate,Not very trustworthy,Somewhat important,Somewhat likely,No,Not very likely,It would become my preferred incentive offer,It depends on who is asking,FALSE,FALSE,TRUE,300,2025-07-11,2024-074
0v2y0mtrv2rta3jv9poi1fz9,0.867543,18-29,Some college/2-yr degree,White,Male,Republican,South,Somewhat accurate,Somewhat trustworthy,Somewhat important,Not likely,Maybe,Likely,It would become my preferred incentive offer,It depends on who is asking,FALSE,FALSE,FALSE,500,2025-06-23,2024-074
0tgkgwirvsc98urejpppfrp7,0.926003,65+,Some college/2-yr degree,Other,Female,Republican,West,Not very accurate,Somewhat trustworthy,Somewhat important,Very likely,No,Likely,It would be one I would likely choose,It depends on who is asking,FALSE,FALSE,FALSE,316,2025-07-15,2024-074
0rvnbujtsmolbalt3kroviel,0.780524,30-49,4-yr/post-graduate degree,White,Female,Republican,Midwest,Somewhat accurate,Somewhat trustworthy,Somewhat important,Somewhat likely,Yes,Not at all likely,It would be one I would likely choose,Yes,TRUE,FALSE,FALSE,402,2025-06-29,2024-074
2rpz80i2owkn08yrzvoq718i,1.341977,30-49,HS or less,White,Female,Democrat,West,Very accurate,Not very trustworthy,Somewhat important,Very likely,Yes,Likely,It would be one I would likely choose,Yes,FALSE,FALSE,FALSE,359,2025-06-27,2024-074
pahf28zhfhp104gpel2fxwca,0.865227,30-49,Some college/2-yr degree,White,Male,Democrat,West,Not very accurate,Somewhat trustworthy,Not very important,Not likely,No,Not very likely,It would not interest me,It depends on who is asking,FALSE,FALSE,FALSE,367,2025-06-27,2024-074
ze3s55kznhjouo7tljzhgjtd,0.821049,18-29,HS or less,White,Male,Republican,South,Somewhat accurate,Somewhat trustworthy,Extremely important,Very likely,Maybe,Not very likely,It would be one I would likely choose,It depends on who is asking,FALSE,FALSE,FALSE,405,2025-07-02,2024-074
s6evjybgl4eo55mgaf6cxmhs,0.915751,30-49,Some college/2-yr degree,Black,Female,Democrat,South,Very accurate,Somewhat trustworthy,Not very important,Very likely,Yes,Very likely,It would be one I would likely choose,Yes,FALSE,FALSE,FALSE,336,2025-06-23,2024-074
kh8iykva342g0a1kh2q1olyr,1.151723,50-64,4-yr/post-graduate degree,Hispanic,Female,Independent,South,Not at all accurate,Somewhat trustworthy,Very important,Somewhat likely,Maybe,Not at all likely,It would be one I would likely choose,Yes,FALSE,FALSE,FALSE,357,2025-07-17,2024-074
h2h11h2afsfb2o8h0g0m7ztv,1.052827,65+,HS or less,Hispanic,Male,Republican,South,Very accurate,Not very trustworthy,Very important,Very likely,Yes,Not at all likely,It would be one I would likely choose,No,FALSE,FALSE,FALSE,306,2025-06-22,2024-074
fk5mjqvoey2lrhbzdzftz47i,0.893687,30-49,4-yr/post-graduate degree,White,Female,Republican,Northeast,Very accurate,Somewhat trustworthy,Very important,Not likely,No,Likely,It would become my preferred incentive offer,It depends on who is asking,TRUE,FALSE,FALSE,365,2025-07-03,2024-074
lj6ku4w2gk6vvp0y00d3shhd,1.256197,30-49,4-yr/post-graduate degree,Other,Male,Democrat,Northeast,Not very accurate,Somewhat trustworthy,Somewhat important,Not likely,Maybe,Likely,It would become my preferred incentive offer,It depends on who is asking,FALSE,FALSE,FALSE,267,2025-07-10,2024-074
y0rsale4m5cxywajejq1l5a4,1.415922,18-29,4-yr/post-graduate degree,White,Male,Republican,West,Somewhat accurate,Not very trustworthy,Somewhat important,Not likely,Maybe,Not very likely,It would be one I would likely choose,It depends on who is asking,FALSE,FALSE,FALSE,448,2025-07-08,2024-074
yn12dqkhvuo4uigx9m2goo4a,0.882679,30-49,Some college/2-yr degree,White,Female,Democrat,Northeast,Very accurate,Somewhat trustworthy,Not very important,Not likely,Maybe,Very likely,It would become my preferred incentive offer,Yes,FALSE,FALSE,FALSE,325,2025-06-21,2024-074
ycumm0apjwdg3xw366w008p4,0.943707,30-49,4-yr/post-graduate degree,Hispanic,Male,Democrat,Midwest,Somewhat accurate,Not very trustworthy,Somewhat important,Not likely,Yes,Likely,It would become my preferred incentive offer,Yes,FALSE,FALSE,FALSE,466,2025-07-14,2024-074
lsvjui7hjxsh2dkxcl2g6q24,1.368064,30-49,Some college/2-yr degree,White,Male,Democrat,South,Somewhat accurate,Somewhat trustworthy,Not very important,I would never participate in a phone survey,Maybe,Very likely,It would be one I would likely choose,No,FALSE,FALSE,FALSE,405,2025-06-28,2024-074
8qi34f7tid1quxsmd6v3jqly,1.026544,30-49,Some college/2-yr degree,Other,Male,Independent,Midwest,Not very accurate,Not very trustworthy,Somewhat important,I would never participate in a phone survey,Yes,Not at all likely,It would be one I would likely choose,Yes,FALSE,FALSE,FALSE,342,2025-06-21,2024-074
5ldbn8787lybr7zjkv4c6ljo,1.231872,65+,4-yr/post-graduate degree,Other,Male,Democrat,South,Somewhat accurate,Not very trustworthy,Extremely important,Somewhat likely,Yes,Likely,It would be one I would likely choose,No,FALSE,FALSE,FALSE,227,2025-07-09,2024-074
