respondent_id,weight,age_group4,education,raceeth,gender,pid_base,region,q28,q29,q30,q31,q32,q33,q34,q35,attention_fail,speed_flag,straight_line,duration_seconds,completion_date,project_id
l7hw17ob7ttmbqym849eqctf,1.086078,18-29,HS or less,Other,Male,Democrat,West,Not very accurate,Not very trustworthy,Somewhat important,Somewhat likely,Yes,Not very likely,It would be one I would likely choose,It depends on who is asking,FALSE,FALSE,FALSE,274,2025-06-25,2024-064
bski85e61kdt7a1hg4ibpunl,0.672193,65+,4-yr/post-graduate degree,White,Female,Independent,Northeast,Not at all accurate,Not very trustworthy,Not very important,I would never participate in a phone survey,No,Likely,It would not interest me,No,FALSE,FALSE,FALSE,323,2025-07-14,2024-064
bkaffhswuvftj6twzu4mlfe8,1.169667,18-29,4-yr/post-graduate degree,Hispanic,Female,Other or none,South,Not very accurate,Somewhat trustworthy,Extremely important,Somewhat likely,Yes,Likely,It would become my preferred incentive offer,No,FALSE,FALSE,FALSE,348,2025-07-03,2024-064
17bss4nvliro076ah6ma4zlu,0.503337,18-29,Some college/2-yr degree,White,Male,Republican,South,Somewhat accurate,Not very trustworthy,Very important,Very likely,Yes,Very likely,It would be one I would likely choose,No,FALSE,FALSE,FALSE,465,2025-07-11,2024-064
n8g16h30ff64cejdh35t8til,1.15144,50-64,4-yr/post-graduate degree,White,Male,Democrat,South,Not at all accurate,Not very trustworthy,Somewhat important,Somewhat likely,No,Likely,It would be one I would likely choose,It depends on who is asking,FALSE,FALSE,FALSE,468,2025-06-18,2024-064
9zdk1sq15wdjjg2u77znk7yy,0.730743,50-64,4-yr/post-graduate degree,White,Male,Democrat,South,Very accurate,Somewhat trustworthy,Not very important,Very likely,Yes,Not very likely,It would become my preferred incentive offer,It depends on who is asking,FALSE,TRUE,FALSE,172,2025-07-10,2024-064
ixf69g439x9p0czenow2flsd,0.812953,18-29,4-yr/post-graduate degree,White,Female,Democrat,Northeast,Not very accurate,Very trustworthy,Somewhat important,Not likely,Maybe,Not very likely,It would be one I would likely choose,It depends on who is asking,FALSE,FALSE,FALSE,435,2025-07-06,2024-064
z3xhda589f9c3mg7vkix8s1c,0.892999,30-49,4-yr/post-graduate degree,Hispanic,Female,Democrat,South,Not at all accurate,Not at all trustworthy,Somewhat important,Somewhat likely,Yes,Not very likely,It would be one I would likely choose,It depends on who is asking,FALSE,FALSE,TRUE,334,2025-07-12,2024-064
wa08ch4t4n214t362bxl3v1t,1.074974,18-29,Some college/2-yr degree,White,Male,Democrat,South,Not at all accurate,Not very trustworthy,Somewhat important,Very likely,Yes,Not very likely,It would be one I would likely choose,No,FALSE,FALSE,FALSE,313,2025-06-28,2024-064
om1rl2p1z6fa6dbvnltshpg2,0.385639,30-49,4-yr/post-graduate degree,Hispanic,Male,Republican,South,Not very accurate,Somewhat trustworthy,Extremely important,Not likely,Yes,Likely,It would be one I would likely choose,It depends on who is asking,FALSE,FALSE,FALSE,391,2025-07-15,2024-064
