respondent_id,weight,age_group4,education,raceeth,gender,pid_base,region,q28,q29,q30,q31,q32,q33,q34,q35,attention_fail,speeder,straight_line,duration_seconds,completion_date,project_id,device_type
ahlo7dowuzlpc9vf1fy41fan,0.999813,30-49,HS or less,Hispanic,Female,Republican,West,Very accurate,Not very trustworthy,Not at all important,Very likely,Maybe,Not very likely,It would become my preferred incentive offer,It depends on who is asking,FALSE,FALSE,TRUE,429,2025-07-14,2024-021,Mobile
mx0bvw99sb6p9697laxvlbvn,0.61059,30-49,4-yr/post-graduate degree,White,Female,Democrat,South,Somewhat accurate,Not very trustworthy,Not very important,Not likely,Yes,Not at all likely,It would be one I would likely choose,No,TRUE,TRUE,FALSE,101,2025-07-13,2024-021,Desktop
n1xj9y1wblp67jnkpe6qndjy,0.731266,30-49,Some college/2-yr degree,White,Male,Independent,Midwest,Not very accurate,Somewhat trustworthy,Not at all important,Very likely,Maybe,Likely,It would be one I would likely choose,It depends on who is asking,FALSE,FALSE,TRUE,367,2025-07-03,2024-021,Desktop
lww5f8npqdyjb7pffyw4umi0,1.052476,50-64,Some college/2-yr degree,Black,Female,Democrat,Midwest,Not very accurate,Very trustworthy,Somewhat important,Somewhat likely,Maybe,Not very likely,It would be one I would likely choose,Yes,FALSE,FALSE,FALSE,340,2025-06-28,2024-021,Desktop
efy9t4rlj8cdo5fjonr55bwx,0.249594,50-64,4-yr/post-graduate degree,White,Male,Other or none,Midwest,Not very accurate,Not at all trustworthy,Not at all important,Very likely,No,Likely,It would be one I would likely choose,No,FALSE,FALSE,FALSE,285,2025-06-18,2024-021,Tablet
n9yzo29yakl5m2g2kmnhjbip,0.913569,30-49,HS or less,Black,Female,Independent,Northeast,Somewhat accurate,Somewhat trustworthy,Not at all important,Very likely,No,Not very likely,It would become my preferred incentive offer,Yes,FALSE,FALSE,FALSE,281,2025-07-05,2024-021,Mobile
bhtvuhfe9qgkc96y2o9bppjz,1.29618,65+,Some college/2-yr degree,White,Male,Democrat,South,Somewhat accurate,Very trustworthy,Somewhat important,Very likely,No,Not very likely,It would be one I would likely choose,It depends on who is asking,FALSE,FALSE,FALSE,490,2025-06-30,2024-021,Tablet
sso51jcpqlo3a53r3zj27mzq,1.298165,50-64,HS or less,Hispanic,Female,Republican,West,Very accurate,Very trustworthy,Very important,Somewhat likely,Yes,Very likely,It would become my preferred incentive offer,No,FALSE,FALSE,FALSE,268,2025-06-19,2024-021,Desktop
9a1vnygrjvjd9z2vuzt95l2f,1.17646,65+,4-yr/post-graduate degree,Other,Male,Independent,South,Not very accurate,Somewhat trustworthy,Not very important,Not likely,No,Not very likely,It would become my preferred incentive offer,No,FALSE,FALSE,FALSE,324,2025-07-05,2024-021,Mobile
lfpke58l0nokh5mdt76q1l3y,1.045019,18-29,Some college/2-yr degree,Hispanic,Male,Republican,Midwest,Somewhat accurate,Not very trustworthy,Somewhat important,I would never participate in a phone survey,No,Not very likely,It would be one I would likely choose,It depends on who is asking,FALSE,FALSE,FALSE,251,2025-06-26,2024-021,Desktop
eadudggfvb4bpjx73jvxhb6z,1.195641,65+,HS or less,Black,Female,Democrat,Northeast,Somewhat accurate,Somewhat trustworthy,Not very important,Not likely,Yes,Very likely,It would become my preferred incentive offer,It depends on who is asking,FALSE,FALSE,FALSE,359,2025-06-30,2024-021,Mobile
tx4q81usg6cuk6yweco89knr,1.036316,18-29,HS or less,White,Male,Independent,Midwest,Not very accurate,Somewhat trustworthy,Very important,Very likely,No,Likely,It would not interest me,It depends on who is asking,TRUE,TRUE,FALSE,129,2025-06-26,2024-021,Mobile
l05myrfeve4m2sl5bkna7z8h,0.717035,18-29,Some college/2-yr degree,White,Male,Independent,Northeast,Somewhat accurate,Not very trustworthy,Very important,Very likely,No,Not very likely,It would become my preferred incentive offer,Yes,FALSE,FALSE,FALSE,357,2025-07-15,2024-021,Tablet
zaq0rx2bgpn1ce48y1qrjr83,0.655201,65+,HS or less,Other,Female,Independent,Northeast,Somewhat accurate,Somewhat trustworthy,Somewhat important,Very likely,Yes,Not at all likely,It would become my preferred incentive offer,It depends on who is asking,FALSE,FALSE,FALSE,254,2025-07-08,2024-021,Mobile
