respondent_id,weight,age_group4,education,raceeth,gender,pid_base,region,q28,q29,q30,q31,q32,q33,q34,q35,attn_check_fail,speeder,straight_line,duration_seconds,completion_date,project_id
w6j22ukj80fpsc0r6rmu51od,1.034003,30-49,4-yr/post-graduate degree,White,Female,Democrat,West,Very accurate,Not very trustworthy,Somewhat important,Not likely,Maybe,Likely,It would become my preferred incentive offer,It depends on who is asking,FALSE,FALSE,FALSE,447,2025-07-08,2024-072
m8issaku8da89bkvaevneloe,1.12132,50-64,Some college/2-yr degree,Hispanic,Male,Democrat,South,Not at all accurate,Not very trustworthy,Not at all important,Very likely,Maybe,Not very likely,It would be one I would likely choose,Yes,FALSE,FALSE,FALSE,368,2025-07-12,2024-072
jcm3fndm56ra1t1zt9zbwn46,1.196656,30-49,HS or less,White,Female,Republican,Midwest,Not very accurate,Not very trustworthy,Somewhat important,I would never participate in a phone survey,Yes,Not very likely,It would become my preferred incentive offer,It depends on who is asking,FALSE,FALSE,FALSE,348,2025-06-26,2024-072
v74j429zx78yvgx9hykmkcp2,1.456683,50-64,4-yr/post-graduate degree,White,Male,Democrat,West,Somewhat accurate,Very trustworthy,Somewhat important,Not likely,Maybe,Not very likely,It would be one I would likely choose,It depends on who is asking,FALSE,FALSE,FALSE,376,2025-07-10,2024-072
5atdfkmyaa6k67svwhbx6lqy,1.005377,50-64,4-yr/post-graduate degree,White,Male,Independent,South,Not very accurate,Somewhat trustworthy,Somewhat important,Not likely,Maybe,Not very likely,It would become my preferred incentive offer,It depends on who is asking,FALSE,FALSE,FALSE,525,2025-07-12,2024-072
ny9mfbaque5nt4jz3xb56hf0,0.928839,18-29,4-yr/post-graduate degree,White,Male,Republican,South,Somewhat accurate,Not very trustworthy,Somewhat important,Somewhat likely,Maybe,Not very likely,It would be one I would likely choose,Yes,FALSE,FALSE,FALSE,270,2025-07-03,2024-072
k9weo9sb6w50zntdy8h23z37,0.695531,50-64,4-yr/post-graduate degree,White,Male,Democrat,South,Somewhat accurate,Not very trustworthy,Not very important,Not likely,Yes,Not very likely,It would be one I would likely choose,It depends on who is asking,FALSE,FALSE,FALSE,364,2025-07-04,2024-072
olghtud7oc6bavxurwg4l3rw,1.033281,18-29,HS or less,White,Other,Other or none,South,Somewhat accurate,Somewhat trustworthy,Somewhat important,Not likely,Yes,Not very likely,It would not interest me,It depends on who is asking,FALSE,FALSE,TRUE,417,2025-06-24,2024-072
4dwtmcx9eibxdy2jrl3vve9k,0.913788,30-49,Some college/2-yr degree,Hispanic,Female,Democrat,South,Not very accurate,Somewhat trustworthy,Somewhat important,Not likely,Maybe,Not very likely,It would be one I would likely choose,It depends on who is asking,FALSE,FALSE,TRUE,509,2025-06-21,2024-072
ifpmshp8b0o2t5l3nn55bg3m,1.444249,30-49,Some college/2-yr degree,Other,Male,Democrat,West,Somewhat accurate,Not very trustworthy,Extremely important,Not likely,No,Not very likely,It would not interest me,It depends on who is asking,FALSE,FALSE,FALSE,266,2025-06-23,2024-072
b60ey1kl41xxtc0s59wdjyd0,1.244554,65+,Some college/2-yr degree,Black,Male,Independent,Midwest,Somewhat accurate,Somewhat trustworthy,Not very important,Somewhat likely,Yes,Not very likely,It would not interest me,No,FALSE,FALSE,FALSE,391,2025-07-11,2024-072
npcuntiib2fxsbwht0ov1amh,0.818666,50-64,HS or less,Hispanic,Female,Republican,South,Very accurate,Very trustworthy,Very important,Not likely,Maybe,Not very likely,It would be one I would likely choose,Yes,FALSE,FALSE,FALSE,375,2025-06-30,2024-072
k8j09ey0yur70w87tt5t7ayw,1.070813,50-64,Some college/2-yr degree,White,Female,Republican,West,Not very accurate,Somewhat trustworthy,Somewhat important,I would never participate in a phone survey,Maybe,Very likely,It would not interest me,It depends on who is asking,FALSE,FALSE,FALSE,306,2025-06-23,2024-072
skzx83ohw7q55atrczplrs14,0.936064,30-49,HS or less,Other,Female,Republican,South,Not at all accurate,Somewhat trustworthy,Very important,Very likely,Yes,Not very likely,It would be one I would likely choose,No,FALSE,FALSE,TRUE,380,2025-06-18,2024-072
aj9aebbjm0860n5uyxbulzz9,0.884187,18-29,Some college/2-yr degree,White,Female,Democrat,Midwest,Somewhat accurate,Somewhat trustworthy,Somewhat important,Not likely,Yes,Not very likely,It would be one I would likely choose,No,FALSE,FALSE,FALSE,549,2025-07-03,2024-072
i6lzu7ll8r77fwvn9p3qozbs,0.802574,30-49,4-yr/post-graduate degree,White,Male,Republican,Northeast,Not at all accurate,Not at all trustworthy,Very important,Not likely,Maybe,Not very likely,It would not interest me,It depends on who is asking,FALSE,FALSE,FALSE,262,2025-07-02,2024-072
