respondent_id,weight,age_group4,education,raceeth,gender,pid_base,region,q28,q29,q30,q31,q32,q33,q34,q35,attention_fail,speed_flag,straight_line,duration_seconds,completion_date,project_id
qsaytuul2wl5upz05zjzvd29,0.279076,30-49,4-yr/post-graduate degree,Hispanic,Female,Democrat,South,Somewhat accurate,Somewhat trustworthy,Very important,Not likely,Yes,Likely,It would become my preferred incentive offer,It depends on who is asking,FALSE,FALSE,FALSE,383,2025-06-21,2024-060
2lho7sxzzar46n6622gxf9gi,0.911016,50-64,HS or less,White,Male,Republican,Midwest,Somewhat accurate,Not very trustworthy,Somewhat important,Very likely,Yes,Not very likely,It would not interest me,Yes,FALSE,FALSE,FALSE,280,2025-07-16,2024-060
g20lkis4yp3llj9o1zxiyuat,1.40326,30-49,HS or less,White,Female,Republican,Midwest,Somewhat accurate,Very trustworthy,Somewhat important,I would never participate in a phone survey,Maybe,Likely,It would be one I would likely choose,No,FALSE,FALSE,FALSE,276,2025-07-14,2024-060
4tphl4gzbhr2wowlrqxzq0hz,0.372866,30-49,HS or less,White,Male,Independent,Midwest,Somewhat accurate,Somewhat trustworthy,Very important,Somewhat likely,Yes,Not at all likely,It would not interest me,No,FALSE,FALSE,FALSE,420,2025-06-18,2024-060
jwpvhq5crwrwgp9axt6mfbxm,1.528646,18-29,4-yr/post-graduate degree,White,Male,Democrat,Northeast,Not at all accurate,Not very trustworthy,Very important,Not likely,Maybe,Not very likely,It would be one I would likely choose,Yes,FALSE,FALSE,FALSE,346,2025-06-21,2024-060
m8ssihrg9ioa1im0a4cptj4x,0.844214,18-29,4-yr/post-graduate degree,White,Female,Democrat,South,Not very accurate,Somewhat trustworthy,Very important,Not likely,No,Not at all likely,It would be one I would likely choose,No,TRUE,TRUE,FALSE,116,2025-07-09,2024-060
wmziv1gnk3zzwlje58exbpn3,1.211618,50-64,Some college/2-yr degree,White,Female,Democrat,Midwest,Somewhat accurate,Not at all trustworthy,Somewhat important,Not likely,Maybe,Not at all likely,It would be one I would likely choose,Yes,FALSE,FALSE,FALSE,344,2025-06-29,2024-060
bw04l85ttjnwz9jse7vwo4a4,0.77022,30-49,Some college/2-yr degree,Other,Female,Independent,Midwest,Very accurate,Not very trustworthy,Somewhat important,Somewhat likely,Maybe,Not very likely,It would be one I would likely choose,Yes,FALSE,FALSE,FALSE,325,2025-06-19,2024-060
4d9h9n2gd4epfwaov7f7opto,1.11828,65+,Some college/2-yr degree,Hispanic,Male,Democrat,South,Somewhat accurate,Very trustworthy,Not very important,Not likely,Yes,Very likely,It would not interest me,It depends on who is asking,FALSE,FALSE,FALSE,265,2025-07-14,2024-060
i4opfc7jbmne2zw8vmr9cr80,1.447716,50-64,HS or less,Other,Male,Republican,South,Not very accurate,Not very trustworthy,Somewhat important,Not likely,Maybe,Likely,It would be one I would likely choose,It depends on who is asking,FALSE,FALSE,FALSE,294,2025-06-20,2024-060
txo7ntvu6o277r6e41cg4yi3,0.11249,50-64,4-yr/post-graduate degree,Hispanic,Male,Democrat,Northeast,Not at all accurate,Somewhat trustworthy,Very important,I would never participate in a phone survey,Yes,Not at all likely,It would become my preferred incentive offer,Yes,FALSE,FALSE,FALSE,347,2025-07-09,2024-060
0qurfpdvrx0vm2x7caw63icb,1.196654,50-64,Some college/2-yr degree,Hispanic,Male,Democrat,Midwest,Not very accurate,Somewhat trustworthy,Somewhat important,Somewhat likely,Maybe,Likely,It would become my preferred incentive offer,No,FALSE,FALSE,FALSE,360,2025-07-04,2024-060
d4o0c5lp2pz7lm5t3b37lpp8,0.990903,30-49,HS or less,White,Male,Republican,South,Somewhat accurate,Somewhat trustworthy,Extremely important,Very likely,No,Not at all likely,It would be one I would likely choose,It depends on who is asking,FALSE,FALSE,FALSE,398,2025-06-23,2024-060
