respondent_id,weight,age_group4,education,raceeth,gender,pid_base,region,q28,q29,q30,q31,q32,q33,q34,q35,attention_fail,speed_flag,straight_line,duration_seconds,completion_date,project_id
ld4lt6mn81u6ccm8di8emx2y,1.085984,30-49,Some college/2-yr degree,Hispanic,Female,Independent,West,Not very accurate,Somewhat trustworthy,Very important,Very likely,Yes,Likely,It would be one I would likely choose,No,FALSE,FALSE,FALSE,452,2025-07-15,2024-062
wcfrhutwgapj828ycc7qfpt8,1.3554,30-49,HS or less,Hispanic,Female,Republican,South,Somewhat accurate,Not very trustworthy,Not very important,Not likely,Yes,Not at all likely,It would be one I would likely choose,It depends on who is asking,FALSE,FALSE,FALSE,276,2025-06-23,2024-062
pkcs0t8bn8i96aamie1io6u5,0.687166,30-49,Some college/2-yr degree,Other,Female,Republican,South,Not very accurate,Not very trustworthy,Not at all important,I would never participate in a phone survey,Maybe,Not very likely,It would become my preferred incentive offer,No,TRUE,TRUE,FALSE,140,2025-06-20,2024-062
k62ygekdawac26zvdbnos4vc,0.59052,30-49,Some college/2-yr degree,White,Female,Democrat,Midwest,Somewhat accurate,Somewhat trustworthy,Somewhat important,Very likely,No,Not very likely,It would be one I would likely choose,It depends on who is asking,FALSE,TRUE,FALSE,143,2025-07-17,2024-062
xlh6usekes2feyvqf5ldr73c,0.781253,50-64,HS or less,White,Male,Democrat,South,Not very accurate,Not at all trustworthy,Not very important,Somewhat likely,Yes,Not at all likely,It would not interest me,It depends on who is asking,FALSE,FALSE,FALSE,363,2025-06-18,2024-062
ns64ydvav6562znnhs9l050m,0.92295,30-49,HS or less,Other,Male,Democrat,West,Somewhat accurate,Very trustworthy,Very important,Not likely,No,Not at all likely,It would become my preferred incentive offer,It depends on who is asking,FALSE,FALSE,FALSE,367,2025-07-15,2024-062
2j7wy3jjyidj0dioxx5ghthk,0.331149,65+,HS or less,Black,Female,Republican,South,Somewhat accurate,Somewhat trustworthy,Very important,Not likely,Maybe,Very likely,It would become my preferred incentive offer,No,FALSE,FALSE,TRUE,280,2025-07-09,2024-062
g1yy1mh703il2dlu3eibngsf,0.904818,18-29,Some college/2-yr degree,White,Male,Republican,South,Somewhat accurate,Not very trustworthy,Extremely important,I would never participate in a phone survey,Yes,Likely,It would become my preferred incentive offer,Yes,FALSE,FALSE,FALSE,478,2025-07-09,2024-062
iwqzd236xw92cs2f759ovmvj,1.034175,18-29,Some college/2-yr degree,White,Male,Republican,Northeast,Somewhat accurate,Not very trustworthy,Extremely important,Somewhat likely,Yes,Likely,It would be one I would likely choose,Yes,FALSE,FALSE,FALSE,464,2025-07-04,2024-062
asngcbviapbn0n6bl2iwba9l,1.301322,65+,Some college/2-yr degree,White,Male,Republican,West,Somewhat accurate,Not at all trustworthy,Very important,Not likely,Maybe,Not at all likely,It would become my preferred incentive offer,No,FALSE,FALSE,FALSE,472,2025-06-25,2024-062
9i600a94ni7582wia0x8omzq,1.014567,50-64,HS or less,White,Female,Republican,West,Not at all accurate,Somewhat trustworthy,Somewhat important,Not likely,Maybe,Not very likely,It would become my preferred incentive offer,It depends on who is asking,FALSE,FALSE,FALSE,336,2025-06-24,2024-062
ux8ya1d4zlz1yn88n32zaxqh,1.43443,18-29,Some college/2-yr degree,White,Male,Independent,Northeast,Not very accurate,Not very trustworthy,Not very important,Very likely,No,Likely,It would become my preferred incentive offer,Yes,FALSE,FALSE,FALSE,397,2025-07-16,2024-062
v8gcgtzeb61x60mfa1aobwrc,1.346594,30-49,4-yr/post-graduate degree,Hispanic,Male,Republican,West,Not very accurate,Somewhat trustworthy,Not very important,Not likely,Maybe,Likely,It would be one I would likely choose,Yes,FALSE,TRUE,FALSE,116,2025-07-08,2024-062
xiaqors4qgauot3u3zamev6t,1.255171,18-29,4-yr/post-graduate degree,White,Female,Independent,South,Very accurate,Somewhat trustworthy,Somewhat important,Not likely,Maybe,Not very likely,It would become my preferred incentive offer,It depends on who is asking,FALSE,FALSE,FALSE,96,2025-06-29,2024-062
0wgnqonpv949khuzn01fhuts,0.783598,18-29,Some college/2-yr degree,White,Male,Independent,Northeast,Not at all accurate,Somewhat trustworthy,Extremely important,Very likely,Yes,Very likely,It would be one I would likely choose,It depends on who is asking,FALSE,TRUE,FALSE,149,2025-07-14,2024-062
m89nyrbskzbqyrzxgeg7dgh1,0.950267,30-49,Some college/2-yr degree,Hispanic,Female,Democrat,South,Somewhat accurate,Somewhat trustworthy,Somewhat important,Not likely,Yes,Not very likely,It would become my preferred incentive offer,It depends on who is asking,FALSE,FALSE,FALSE,285,2025-07-06,2024-062
ejynco92dcpmkvpe5rnvfhaa,0.397523,65+,4-yr/post-graduate degree,White,Female,Democrat,Midwest,Very accurate,Not at all trustworthy,Extremely important,Not likely,Maybe,Not at all likely,It would become my preferred incentive offer,Yes,FALSE,FALSE,FALSE,401,2025-06-19,2024-062
9wd7vsem4srcdkunhex48ziy,1.126957,50-64,Some college/2-yr degree,White,Male,Democrat,Northeast,Very accurate,Not very trustworthy,Somewhat important,Somewhat likely,Maybe,Not very likely,It would become my preferred incentive offer,It depends on who is asking,FALSE,FALSE,FALSE,371,2025-07-09,2024-062
d4cw53nka2voxikrwrx7rkds,0.794135,30-49,Some college/2-yr degree,Other,Female,Independent,West,Somewhat accurate,Somewhat trustworthy,Somewhat important,Not likely,Maybe,Not very likely,It would be one I would likely choose,No,TRUE,FALSE,FALSE,379,2025-07-07,2024-062
5r2k2wmzr2yqvnqmfa5zl7rt,0.413878,50-64,Some college/2-yr degree,White,Male,Republican,South,Somewhat accurate,Not at all trustworthy,Somewhat important,Somewhat likely,Yes,Not very likely,It would become my preferred incentive offer,It depends on who is asking,FALSE,FALSE,FALSE,354,2025-06-24,2024-062
ksv7w8dd7y4exf79r22ee6wb,1.099875,30-49,HS or less,Hispanic,Male,Democrat,South,Very accurate,Somewhat trustworthy,Not very important,Not likely,Maybe,Likely,It would become my preferred incentive offer,Yes,FALSE,FALSE,FALSE,385,2025-06-30,2024-062
429ting999erq842l0g355jb,1.199393,50-64,HS or less,White,Female,Democrat,West,Very accurate,Not at all trustworthy,Very important,Not likely,Yes,Not very likely,It would be one I would likely choose,No,FALSE,FALSE,FALSE,284,2025-07-15,2024-062
92m66qzd3lsv4vny3n88ncn3,1.65513,30-49,HS or less,Hispanic,Male,Independent,Northeast,Somewhat accurate,Not very trustworthy,Somewhat important,Very likely,Maybe,Not at all likely,It would be one I would likely choose,It depends on who is asking,FALSE,TRUE,FALSE,109,2025-06-28,2024-062
1o9g9wpypfm9yebm2w9eaf3a,0.973305,50-64,HS or less,Hispanic,Female,Democrat,South,Not at all accurate,Not very trustworthy,Extremely important,Somewhat likely,Maybe,Likely,It would be one I would likely choose,It depends on who is asking,FALSE,FALSE,FALSE,467,2025-07-15,2024-062
i3a4f668sdte3cpjd6c7vkut,1.013027,50-64,Some college/2-yr degree,Other,Female,Independent,West,Somewhat accurate,Not very trustworthy,Somewhat important,Not likely,Maybe,Likely,It would be one I would likely choose,It depends on who is asking,FALSE,FALSE,FALSE,362,2025-07-02,2024-062
