respondent_id,weight,age_group4,education,raceeth,gender,pid_base,region,q28,q29,q30,q31,q32,q33,q34,q35,attn_check_fail,speeder,straight_line,duration_seconds,completion_date,project_id
to539wrjiowvzos8ewgsne6o,0.936675,18-29,4-yr/post-graduate degree,Black,Male,Independent,Midwest,Very accurate,Not very trustworthy,Very important,Somewhat likely,Maybe,Likely,It would not interest me,It depends on who is asking,FALSE,FALSE,TRUE,326,2025-06-27,2024-061
4qo8178hkyhtq1qc522mxceh,0.619846,30-49,Some college/2-yr degree,White,Male,Democrat,Midwest,Somewhat accurate,Somewhat trustworthy,Not very important,Not likely,Yes,Not very likely,It would be one I would likely choose,It depends on who is asking,FALSE,FALSE,FALSE,306,2025-07-07,2024-061
a7mibrach2brnj8i9it5soqb,0.509724,65+,Some college/2-yr degree,Hispanic,Female,Republican,South,Not very accurate,Somewhat trustworthy,Somewhat important,Not likely,Maybe,Not very likely,It would be one I would likely choose,It depends on who is asking,FALSE,FALSE,FALSE,367,2025-07-05,2024-061
q9b6cxkh3vx7ar9ne2ano7st,0.813068,50-64,HS or less,White,Male,Democrat,South,Very accurate,Not very trustworthy,Not very important,I would never participate in a phone survey,Yes,Not at all likely,It would become my preferred incentive offer,It depends on who is asking,FALSE,FALSE,FALSE,289,2025-06-27,2024-061
fzw3rzcz75omcxo7ejfuxkxp,1.102018,30-49,4-yr/post-graduate degree,White,Female,Independent,South,Somewhat accurate,Somewhat trustworthy,Somewhat important,Not likely,No,Not very likely,It would be one I would likely choose,It depends on who is asking,TRUE,TRUE,FALSE,147,2025-07-16,2024-061
vwr5rdgics5olhy29h0ft6to,1.003775,30-49,Some college/2-yr degree,White,Male,Republican,Midwest,Not very accurate,Not very trustworthy,Not at all important,Not likely,No,Not very likely,It would be one I would likely choose,Yes,FALSE,FALSE,FALSE,381,2025-06-28,2024-061
5iqm06l8npgp4anagti0l4j8,1.037155,30-49,4-yr/post-graduate degree,Hispanic,Female,Independent,Midwest,Very accurate,Not very trustworthy,Somewhat important,Not likely,No,Likely,It would be one I would likely choose,It depends on who is asking,FALSE,FALSE,FALSE,280,2025-06-19,2024-061
16znevbuvpcoixuycu1v8v22,1.074098,50-64,Some college/2-yr degree,White,Male,Democrat,West,Not at all accurate,Not very trustworthy,Somewhat important,Not likely,Yes,Not at all likely,It would be one I would likely choose,It depends on who is asking,FALSE,FALSE,FALSE,460,2025-07-06,2024-061
8upfwdoq4eh1ky1txlkokkly,0.937898,50-64,Some college/2-yr degree,Other,Male,Independent,South,Somewhat accurate,Not very trustworthy,Somewhat important,Very likely,Maybe,Not at all likely,It would be one I would likely choose,Yes,FALSE,FALSE,FALSE,377,2025-07-01,2024-061
hdeb0skupelivha5hg4rmph3,0.967973,30-49,Some college/2-yr degree,Hispanic,Male,Democrat,South,Somewhat accurate,Very trustworthy,Not very important,Not likely,Maybe,Not at all likely,It would become my preferred incentive offer,It depends on who is asking,FALSE,FALSE,FALSE,392,2025-06-18,2024-061
06wx5rybsd3nkxmif3gzca9a,0.667748,30-49,Some college/2-yr degree,White,Male,Independent,West,Not very accurate,Somewhat trustworthy,Not at all important,I would never participate in a phone survey,Maybe,Likely,It would be one I would likely choose,It depends on who is asking,FALSE,FALSE,FALSE,356,2025-06-23,2024-061
kmznuygslcp8vlqj3uco1hrn,0.626945,18-29,4-yr/post-graduate degree,Hispanic,Male,Democrat,West,Very accurate,Somewhat trustworthy,Not at all important,Somewhat likely,Yes,Very likely,It would become my preferred incentive offer,It depends on who is asking,FALSE,FALSE,FALSE,342,2025-07-12,2024-061
pvn5s506uqssms8pfz74ru86,1.147341,50-64,Some college/2-yr degree,Hispanic,Female,Independent,Midwest,Very accurate,Somewhat trustworthy,Somewhat important,Not likely,Yes,Likely,It would become my preferred incentive offer,No,FALSE,FALSE,FALSE,329,2025-06-19,2024-061
qjcj34eujbq96ehj7ew0er44,0.723871,18-29,Some college/2-yr degree,White,Female,Independent,South,Somewhat accurate,Somewhat trustworthy,Somewhat important,Not likely,Yes,Not very likely,It would be one I would likely choose,Yes,FALSE,FALSE,FALSE,281,2025-06-17,2024-061
ernkpr3yyrn6n2fs2qi639qu,1.609891,50-64,Some college/2-yr degree,White,Male,Independent,South,Very accurate,Somewhat trustworthy,Not at all important,I would never participate in a phone survey,No,Likely,It would be one I would likely choose,It depends on who is asking,FALSE,FALSE,FALSE,411,2025-07-03,2024-061
j7ghga20ebv38basd4bt5kw7,0.972062,65+,Some college/2-yr degree,White,Male,Republican,South,Not at all accurate,Not very trustworthy,Somewhat important,Not likely,No,Likely,It would be one I would likely choose,It depends on who is asking,FALSE,FALSE,FALSE,480,2025-07-03,2024-061
r57htyfeba8ti81lho5q02z4,0.701914,30-49,Some college/2-yr degree,White,Male,Republican,West,Somewhat accurate,Not at all trustworthy,Not very important,Somewhat likely,Yes,Likely,It would be one I would likely choose,No,FALSE,FALSE,TRUE,297,2025-07-06,2024-061
b9yw83kf8ur2631mkmlq3d7p,0.949492,30-49,Some college/2-yr degree,White,Male,Democrat,South,Not very accurate,Not very trustworthy,Extremely important,Not likely,Maybe,Very likely,It would not interest me,It depends on who is asking,FALSE,FALSE,FALSE,469,2025-06-22,2024-061
oz4zyhqkh905roumthlmp5ti,1.19902,30-49,4-yr/post-graduate degree,Other,Female,Democrat,West,Not very accurate,Very trustworthy,Extremely important,Not likely,Yes,Not at all likely,It would not interest me,Yes,FALSE,FALSE,FALSE,315,2025-07-02,2024-061
mrsfnu2vju8it0rx11n91es2,0.830494,18-29,4-yr/post-graduate degree,Black,Male,Independent,Midwest,Somewhat accurate,Very trustworthy,Not very important,Somewhat likely,Maybe,Not at all likely,It would be one I would likely choose,Yes,TRUE,TRUE,FALSE,166,2025-07-10,2024-061
hfh2r7pwevbcznvo300gc3hd,1.625337,18-29,4-yr/post-graduate degree,Hispanic,Female,Democrat,Midwest,Somewhat accurate,Not very trustworthy,Very important,Somewhat likely,Yes,Likely,It would become my preferred incentive offer,It depends on who is asking,FALSE,FALSE,FALSE,314,2025-07-17,2024-061
8oiir839nd6mz3ksx1owo3t3,0.900058,50-64,Some college/2-yr degree,White,Male,Democrat,Midwest,Not at all accurate,Somewhat trustworthy,Very important,Somewhat likely,Maybe,Not very likely,It would become my preferred incentive offer,Yes,FALSE,FALSE,FALSE,303,2025-06-25,2024-061
063kdey1eulh2kwto06iljnr,1.338925,50-64,Some college/2-yr degree,White,Female,Independent,South,Not very accurate,Not very trustworthy,Very important,Somewhat likely,No,Likely,It would not interest me,Yes,FALSE,FALSE,TRUE,308,2025-07-02,2024-061
8rfj64r80werl3fy7vyj7c4p,0.6829,30-49,4-yr/post-graduate degree,White,Female,Republican,Northeast,Somewhat accurate,Not at all trustworthy,Extremely important,Somewhat likely,No,Very likely,It would not interest me,It depends on who is asking,TRUE,FALSE,FALSE,414,2025-06-20,2024-061
blo44f37utzzqr0yqlo13da2,1.321237,30-49,4-yr/post-graduate degree,White,Female,Democrat,Midwest,Not very accurate,Somewhat trustworthy,Somewhat important,I would never participate in a phone survey,Yes,Likely,It would be one I would likely choose,No,FALSE,FALSE,TRUE,337,2025-07-11,2024-061
4et162kn533taiwqx402pcbj,1.032596,65+,4-yr/post-graduate degree,White,Male,Republican,West,Very accurate,Somewhat trustworthy,Not very important,Very likely,Yes,Not very likely,It would be one I would likely choose,It depends on who is asking,FALSE,FALSE,FALSE,480,2025-07-12,2024-061
5588n4jr6l3r1out85lbm5x2,0.899673,30-49,4-yr/post-graduate degree,Other,Female,Democrat,Midwest,Not very accurate,Somewhat trustworthy,Not at all important,Somewhat likely,Maybe,Likely,It would become my preferred incentive offer,No,FALSE,FALSE,FALSE,264,2025-06-22,2024-061
er8zgwlfamyuu3oayydwjoye,1.279026,18-29,HS or less,Hispanic,Female,Democrat,South,Not at all accurate,Somewhat trustworthy,Not very important,Somewhat likely,Maybe,Not at all likely,It would be one I would likely choose,No,FALSE,FALSE,FALSE,382,2025-07-02,2024-061
lmekrz3c902jnkv5f4pfjcp3,0.929118,30-49,Some college/2-yr degree,White,Female,Democrat,South,Not at all accurate,Somewhat trustworthy,Not at all important,Somewhat likely,No,Not at all likely,It would be one I would likely choose,It depends on who is asking,FALSE,FALSE,TRUE,148,2025-06-21,2024-061
3f3rvgfaco3y8wuyrs5hinxt,0.828064,30-49,Some college/2-yr degree,Other,Female,Republican,Midwest,Not very accurate,Somewhat trustworthy,Very important,I would never participate in a phone survey,Maybe,Likely,It would be one I would likely choose,It depends on who is asking,FALSE,FALSE,FALSE,392,2025-06-23,2024-061
yey4t3mmb476ewcbvh0xon3b,0.588181,30-49,4-yr/post-graduate degree,White,Male,Independent,Midwest,Very accurate,Somewhat trustworthy,Extremely important,I would never participate in a phone survey,Maybe,Not very likely,It would be one I would likely choose,Yes,FALSE,FALSE,FALSE,351,2025-06-29,2024-061
c24nom2mhfwwi9dn1y8ft8l8,1.511225,65+,4-yr/post-graduate degree,White,Male,Democrat,South,Very accurate,Somewhat trustworthy,Very important,Very likely,Maybe,Not at all likely,It would be one I would likely choose,It depends on who is asking,FALSE,FALSE,FALSE,360,2025-07-15,2024-061
b4w07xuo0e1nq458bxcthtdh,1.106434,18-29,Some college/2-yr degree,Black,Female,Republican,South,Somewhat accurate,Somewhat trustworthy,Very important,Not likely,No,Not very likely,It would not interest me,Yes,FALSE,FALSE,FALSE,407,2025-06-27,2024-061
bca9bnckfj15997quwaevm7y,1.170177,30-49,Some college/2-yr degree,White,Male,Democrat,Midwest,Somewhat accurate,Very trustworthy,Not very important,Somewhat likely,Yes,Likely,It would become my preferred incentive offer,Yes,FALSE,FALSE,FALSE,385,2025-07-16,2024-061
