respondent_id,weight,age_group4,education,raceeth,gender,pid_base,region,q28,q29,q30,q31,q32,q33,q34,q35,attn_check_fail,speeder,straight_line,duration_seconds,completion_date,project_id
5ysq6uavk7novpzikgi85vf8,0.438549,18-29,Some college/2-yr degree,White,Female,Republican,Northeast,Somewhat accurate,Not very trustworthy,Extremely important,Not likely,Maybe,Not very likely,It would not interest me,No,FALSE,FALSE,FALSE,355,2025-07-16,2024-099
zk19p5xg0qhtcjwjo6fpk93z,0.756413,30-49,4-yr/post-graduate degree,White,Female,Republican,South,Somewhat accurate,Not at all trustworthy,Somewhat important,Not likely,Yes,Not very likely,It would be one I would likely choose,It depends on who is asking,FALSE,FALSE,FALSE,237,2025-07-08,2024-099
8tv5f3plr0p9tpirku7fefc3,0.676282,18-29,4-yr/post-graduate degree,Hispanic,Female,Republican,West,Somewhat accurate,Not very trustworthy,Extremely important,Somewhat likely,Yes,Not at all likely,It would become my preferred incentive offer,It depends on who is asking,TRUE,FALSE,FALSE,205,2025-06-29,2024-099
uj0fjws5mz3ookcc8y8ea6zn,0.784124,30-49,4-yr/post-graduate degree,White,Male,Republican,Northeast,Not very accurate,Somewhat trustworthy,Extremely important,Not likely,Yes,Very likely,It would not interest me,No,FALSE,FALSE,FALSE,368,2025-06-22,2024-099
utxd53ko0b9sb787pi6uioyl,0.860587,65+,4-yr/post-graduate degree,White,Female,Democrat,Northeast,Not at all accurate,Not at all trustworthy,Very important,Not likely,Yes,Not at all likely,It would be one I would likely choose,It depends on who is asking,FALSE,FALSE,FALSE,487,2025-06-25,2024-099
sl5t73iv8lepe8yo2fmpxowm,1.139883,30-49,HS or less,White,Female,Republican,Midwest,Not very accurate,Very trustworthy,Somewhat important,Very likely,Yes,Not at all likely,It would become my preferred incentive offer,No,FALSE,FALSE,FALSE,528,2025-06-28,2024-099
bepv7w7u4f6p4cdk9ob5uk0r,1.038602,30-49,4-yr/post-graduate degree,White,Female,Independent,Northeast,Somewhat accurate,Somewhat trustworthy,Very important,I would never participate in a phone survey,No,Not at all likely,It would be one I would likely choose,It depends on who is asking,FALSE,FALSE,FALSE,307,2025-07-13,2024-099
k9yefwgjybth27czbt78ij8k,0.642569,30-49,4-yr/post-graduate degree,Black,Male,Independent,West,Somewhat accurate,Somewhat trustworthy,Not at all important,Not likely,No,Likely,It would be one I would likely choose,It depends on who is asking,TRUE,FALSE,FALSE,286,2025-07-12,2024-099
s5f9di9u1fshdh21jbbnjxi4,1.425453,18-29,Some college/2-yr degree,White,Female,Independent,Northeast,Somewhat accurate,Not very trustworthy,Extremely important,Not likely,Yes,Not at all likely,It would be one I would likely choose,It depends on who is asking,TRUE,FALSE,FALSE,323,2025-06-23,2024-099
jjgk0mu3elagiv7v1g1tz1fl,0.925352,30-49,Some college/2-yr degree,White,Male,Independent,South,Somewhat accurate,Not very trustworthy,Somewhat important,Not likely,Maybe,Not very likely,It would not interest me,No,FALSE,FALSE,TRUE,434,2025-06-28,2024-099
ot7la0q747k72b31rhkhw9id,1.084818,30-49,HS or less,White,Female,Democrat,South,Somewhat accurate,Very trustworthy,Very important,Not likely,Yes,Likely,It would be one I would likely choose,Yes,FALSE,FALSE,FALSE,307,2025-06-20,2024-099
dcf4r8natjz45wg2w6rdz1q9,0.992825,18-29,HS or less,White,Female,Republican,South,Somewhat accurate,Very trustworthy,Somewhat important,I would never participate in a phone survey,Yes,Very likely,It would become my preferred incentive offer,No,TRUE,TRUE,FALSE,114,2025-06-23,2024-099
p21l22hxpsvx84wnvu9unlzp,1.17915,65+,Some college/2-yr degree,Hispanic,Male,Republican,South,Somewhat accurate,Somewhat trustworthy,Somewhat important,Somewhat likely,No,Very likely,It would be one I would likely choose,No,FALSE,FALSE,FALSE,287,2025-07-04,2024-099
0w4uhqbqkz1pqoajpa6uccaf,1.467789,30-49,4-yr/post-graduate degree,White,Male,Democrat,South,Somewhat accurate,Not very trustworthy,Somewhat important,Not likely,Yes,Very likely,It would not interest me,It depends on who is asking,FALSE,FALSE,FALSE,248,2025-07-07,2024-099
2dz83e9bahfuf0zm0vesb88a,0.492226,30-49,4-yr/post-graduate degree,White,Male,Republican,Northeast,Somewhat accurate,Somewhat trustworthy,Not very important,Very likely,Yes,Very likely,It would become my preferred incentive offer,No,FALSE,FALSE,FALSE,408,2025-06-18,2024-099
