respondent_id,weight,age_group4,education,raceeth,gender,pid_base,region,q28,q29,q30,q31,q32,q33,q34,q35,attention_fail,speeder,straight_line,duration_seconds,completion_date,project_id
pemz8xwx2isyrvsfz3co0tt4,0.984267,30-49,HS or less,Hispanic,Female,Democrat,South,Somewhat accurate,Somewhat trustworthy,Somewhat important,Somewhat likely,Yes,Not very likely,It would become my preferred incentive offer,Yes,FALSE,FALSE,FALSE,350,2025-06-26,2024-094
i7wflrdzdcpo9leg3cqry6wa,1.373812,18-29,HS or less,White,Male,Republican,South,Not at all accurate,Not very trustworthy,Very important,Not likely,Yes,Very likely,It would be one I would likely choose,It depends on who is asking,TRUE,TRUE,FALSE,198,2025-06-18,2024-094
9llzl7l9mi358xq56lktls6d,0.842505,65+,Some college/2-yr degree,White,Female,Independent,Northeast,Somewhat accurate,Somewhat trustworthy,Not very important,I would never participate in a phone survey,No,Likely,It would become my preferred incentive offer,It depends on who is asking,FALSE,FALSE,FALSE,313,2025-07-01,2024-094
gbwi1xkaqkmcnazfcv6tj34m,0.902223,30-49,Some college/2-yr degree,White,Male,Democrat,West,Somewhat accurate,Somewhat trustworthy,Somewhat important,Somewhat likely,Yes,Not very likely,It would become my preferred incentive offer,No,FALSE,FALSE,FALSE,333,2025-07-14,2024-094
v0q4djn94rf5giilo7ycvj4b,1.259862,65+,HS or less,White,Female,Other or none,Northeast,Somewhat accurate,Somewhat trustworthy,Extremely important,Somewhat likely,Maybe,Very likely,It would be one I would likely choose,It depends on who is asking,FALSE,FALSE,FALSE,344,2025-06-25,2024-094
ufirp6fec4kbhi8t3a0h3me0,1.458718,50-64,HS or less,White,Male,Democrat,Midwest,Very accurate,Not very trustworthy,Somewhat important,Very likely,Maybe,Very likely,It would be one I would likely choose,No,FALSE,FALSE,FALSE,221,2025-06-29,2024-094
ynheeqqtcnjvorl265h4u3bz,0.932317,30-49,Some college/2-yr degree,White,Female,Democrat,West,Very accurate,Very trustworthy,Extremely important,Not likely,Maybe,Not very likely,It would be one I would likely choose,Yes,TRUE,FALSE,FALSE,304,2025-07-03,2024-094
hq61jyda1bob5ypszo4ctdp5,0.769003,18-29,HS or less,Other,Male,Republican,West,Very accurate,Somewhat trustworthy,Somewhat important,Very likely,Maybe,Not very likely,It would be one I would likely choose,It depends on who is asking,FALSE,FALSE,FALSE,489,2025-07-14,2024-094
xz3xwnvq4j3f23doueiekcmg,0.303829,50-64,Some college/2-yr degree,White,Female,Republican,West,Not very accurate,Somewhat trustworthy,Somewhat important,Not likely,Yes,Not very likely,It would become my preferred incentive offer,It depends on who is asking,FALSE,FALSE,FALSE,501,2025-07-17,2024-094
eua6270gj0u9e58kn8mfptxg,0.892126,50-64,Some college/2-yr degree,White,Female,Democrat,Midwest,Not very accurate,Somewhat trustworthy,Somewhat important,Somewhat likely,No,Likely,It would be one I would likely choose,No,FALSE,FALSE,FALSE,477,2025-06-24,2024-094
b0h0gn0wd6w3ji4acs1lt3df,0.931206,65+,4-yr/post-graduate degree,Hispanic,Male,Independent,West,Very accurate,Not very trustworthy,Very important,I would never participate in a phone survey,Maybe,Likely,It would be one I would likely choose,Yes,FALSE,FALSE,FALSE,339,2025-07-06,2024-094
2771ttuu4o4g5itx202rl2l0,0.945005,30-49,HS or less,White,Male,Democrat,South,Not very accurate,Somewhat trustworthy,Somewhat important,Not likely,Maybe,Likely,It would become my preferred incentive offer,It depends on who is asking,FALSE,FALSE,TRUE,275,2025-06-18,2024-094
ymhxu13y74xi4d0mhqcookfc,0.958458,30-49,Some college/2-yr degree,White,Female,Independent,South,Somewhat accurate,Somewhat trustworthy,Not at all important,Not likely,Maybe,Not at all likely,It would be one I would likely choose,It depends on who is asking,TRUE,FALSE,FALSE,287,2025-06-25,2024-094
wmf2i0udb1x7gx9aphqbaidu,0.571506,50-64,HS or less,White,Female,Democrat,South,Somewhat accurate,Not very trustworthy,Somewhat important,Very likely,Maybe,Not very likely,It would be one I would likely choose,It depends on who is asking,FALSE,FALSE,FALSE,325,2025-07-16,2024-094
gqy4pvj6o9m05hoi5qj8jbg0,0.857827,50-64,HS or less,White,Female,Democrat,South,Not very accurate,Not very trustworthy,Very important,I would never participate in a phone survey,Maybe,Very likely,It would become my preferred incentive offer,It depends on who is asking,FALSE,FALSE,FALSE,345,2025-06-21,2024-094
3eiw7ismk4t97km4x3h6a2rj,1.070707,50-64,4-yr/post-graduate degree,Other,Male,Independent,South,Somewhat accurate,Somewhat trustworthy,Not very important,I would never participate in a phone survey,No,Likely,It would become my preferred incentive offer,It depends on who is asking,FALSE,FALSE,FALSE,308,2025-07-01,2024-094
92kb7ktud77xh2xqon9kmz8k,1.15498,50-64,Some college/2-yr degree,White,Female,Republican,Midwest,Not at all accurate,Somewhat trustworthy,Somewhat important,Somewhat likely,Yes,Likely,It would become my preferred incentive offer,It depends on who is asking,FALSE,FALSE,FALSE,380,2025-06-18,2024-094
akiggb7t3py4ae5w7iyf4vu1,1.003362,30-49,Some college/2-yr degree,White,Female,Democrat,Midwest,Not at all accurate,Somewhat trustworthy,Very important,Not likely,Maybe,Not very likely,It would be one I would likely choose,It depends on who is asking,FALSE,FALSE,FALSE,366,2025-07-11,2024-094
ufsah8rijwk8x8rp2hsc03wz,0.701658,50-64,4-yr/post-graduate degree,White,Male,Independent,West,Not very accurate,Very trustworthy,Somewhat important,I would never participate in a phone survey,Maybe,Not very likely,It would become my preferred incentive offer,It depends on who is asking,FALSE,FALSE,TRUE,169,2025-06-20,2024-094
w3spa5v0vp7hagxe0g2jfb3v,1.180295,18-29,HS or less,White,Male,Republican,West,Somewhat accurate,Somewhat trustworthy,Not at all important,Not likely,No,Not very likely,It would become my preferred incentive offer,No,FALSE,TRUE,FALSE,135,2025-07-01,2024-094
cmpneag1dx2621tbu7tw4u89,0.907619,50-64,Some college/2-yr degree,White,Female,Independent,South,Not very accurate,Somewhat trustworthy,Somewhat important,Somewhat likely,Yes,Not very likely,It would be one I would likely choose,Yes,FALSE,FALSE,FALSE,376,2025-07-06,2024-094
liit1ash80kbvz0m5z5rc3cw,0.479915,18-29,4-yr/post-graduate degree,White,Female,Independent,Northeast,Very accurate,Somewhat trustworthy,Somewhat important,Not likely,Maybe,Not very likely,It would be one I would likely choose,It depends on who is asking,FALSE,TRUE,FALSE,144,2025-07-09,2024-094
efe04duv0v90i823xpj2e1yf,1.435653,30-49,Some college/2-yr degree,White,Male,Democrat,West,Somewhat accurate,Somewhat trustworthy,Somewhat important,Somewhat likely,Maybe,Very likely,It would be one I would likely choose,Yes,FALSE,FALSE,FALSE,368,2025-07-07,2024-094
8biqdolhyooc5x59b68bo6o4,0.807224,65+,HS or less,White,Female,Democrat,South,Somewhat accurate,Not very trustworthy,Very important,Somewhat likely,Maybe,Not very likely,It would become my preferred incentive offer,It depends on who is asking,FALSE,FALSE,TRUE,341,2025-07-16,2024-094
9p5njztl1nvcq3ui8arqk980,0.893117,30-49,Some college/2-yr degree,Hispanic,Female,Democrat,South,Not at all accurate,Not very trustworthy,Somewhat important,Very likely,No,Very likely,It would be one I would likely choose,It depends on who is asking,FALSE,FALSE,FALSE,438,2025-06-21,2024-094
0t2m964qzjhurzmfldfr0qki,0.741899,65+,Some college/2-yr degree,White,Female,Democrat,Midwest,Very accurate,Somewhat trustworthy,Somewhat important,I would never participate in a phone survey,Maybe,Not very likely,It would be one I would likely choose,Yes,FALSE,FALSE,FALSE,293,2025-07-14,2024-094
py56f113zhhmtvs8wtz711n2,1.515457,30-49,4-yr/post-graduate degree,White,Male,Democrat,West,Somewhat accurate,Not at all trustworthy,Not very important,Somewhat likely,Yes,Not very likely,It would become my preferred incentive offer,Yes,FALSE,FALSE,FALSE,409,2025-06-30,2024-094
blzuj9bgenxwt9orl0c6p7ba,1.043172,50-64,4-yr/post-graduate degree,Hispanic,Male,Republican,South,Not very accurate,Somewhat trustworthy,Very important,Very likely,Maybe,Very likely,It would become my preferred incentive offer,No,FALSE,FALSE,FALSE,433,2025-07-14,2024-094
18aeb8gvmsephizezv4543ck,1.088028,65+,Some college/2-yr degree,Black,Female,Democrat,South,Not very accurate,Somewhat trustworthy,Very important,Somewhat likely,Maybe,Likely,It would become my preferred incentive offer,Yes,FALSE,FALSE,FALSE,243,2025-06-28,2024-094
o53kyhsslmk9yw24tfzq7vpc,0.863037,50-64,Some college/2-yr degree,Other,Male,Republican,Midwest,Not very accurate,Somewhat trustworthy,Very important,Somewhat likely,Yes,Very likely,It would be one I would likely choose,Yes,FALSE,FALSE,FALSE,360,2025-07-01,2024-094
5u0qyx8m87kfmh7wivvrru2z,0.971312,50-64,Some college/2-yr degree,White,Male,Democrat,South,Very accurate,Not very trustworthy,Very important,Very likely,Yes,Very likely,It would become my preferred incentive offer,Yes,FALSE,FALSE,FALSE,345,2025-07-11,2024-094
brikndvn8uqjtrohurxx0osi,0.370904,65+,HS or less,White,Female,Independent,South,Somewhat accurate,Very trustworthy,Very important,Not likely,Maybe,Not very likely,It would be one I would likely choose,It depends on who is asking,FALSE,FALSE,FALSE,395,2025-06-29,2024-094
8ki7mam0tka2fh13f21c3vyl,0.769018,18-29,Some college/2-yr degree,Hispanic,Other,Republican,Northeast,Not very accurate,Somewhat trustworthy,Extremely important,I would never participate in a phone survey,Maybe,Very likely,It would become my preferred incentive offer,Yes,FALSE,FALSE,FALSE,499,2025-06-21,2024-094
a1woojkmzwoxeaivd47b2vjp,0.92142,30-49,4-yr/post-graduate degree,Hispanic,Female,Democrat,Northeast,Not very accurate,Very trustworthy,Somewhat important,Not likely,Yes,Not at all likely,It would be one I would likely choose,Yes,FALSE,FALSE,FALSE,311,2025-07-06,2024-094
m3cfajrbw2uc5jb65p52w9tg,0.877309,50-64,HS or less,White,Female,Democrat,South,Not very accurate,Somewhat trustworthy,Somewhat important,Somewhat likely,Yes,Not very likely,It would be one I would likely choose,It depends on who is asking,FALSE,FALSE,FALSE,392,2025-06-22,2024-094
cwt205v62mszl883yqgbz10q,1.332424,18-29,4-yr/post-graduate degree,White,Male,Democrat,South,Not very accurate,Somewhat trustworthy,Very important,Not likely,Maybe,Not at all likely,It would not interest me,It depends on who is asking,FALSE,FALSE,FALSE,321,2025-06-29,2024-094
ezf0kuz3k1g51rydaixbkfyc,1.23331,65+,4-yr/post-graduate degree,Hispanic,Male,Democrat,Midwest,Not very accurate,Not very trustworthy,Somewhat important,Somewhat likely,Yes,Not very likely,It would be one I would likely choose,It depends on who is asking,FALSE,FALSE,FALSE,310,2025-06-22,2024-094
zulwfoungssp0grg4exwjmho,0.62079,18-29,Some college/2-yr degree,Black,Female,Independent,South,Somewhat accurate,Somewhat trustworthy,Not very important,Somewhat likely,Maybe,Not at all likely,It would be one I would likely choose,It depends on who is asking,FALSE,FALSE,FALSE,329,2025-06-21,2024-094
fn0i41bjxu4i79c2rfzexa00,1.338807,30-49,HS or less,White,Male,Democrat,West,Somewhat accurate,Somewhat trustworthy,Not very important,I would never participate in a phone survey,Yes,Not very likely,It would be one I would likely choose,It depends on who is asking,FALSE,FALSE,TRUE,358,2025-07-17,2024-094
ju0w8u26z0w1zgegy9xp7lnm,0.742598,18-29,Some college/2-yr degree,Hispanic,Male,Republican,Midwest,Somewhat accurate,Not very trustworthy,Extremely important,I would never participate in a phone survey,Yes,Likely,It would be one I would likely choose,No,FALSE,FALSE,FALSE,103,2025-07-13,2024-094
x254ipj85cxyai484uwy2rvb,1.168906,18-29,HS or less,Hispanic,Female,Republican,South,Somewhat accurate,Very trustworthy,Very important,Very likely,Maybe,Not very likely,It would not interest me,It depends on who is asking,TRUE,FALSE,FALSE,439,2025-07-15,2024-094
h14s0wq1g1pbnpaqltybo9tn,0.361801,18-29,Some college/2-yr degree,Black,Male,Independent,South,Not at all accurate,Very trustworthy,Somewhat important,Not likely,No,Not very likely,It would not interest me,No,FALSE,FALSE,FALSE,419,2025-06-23,2024-094
7l4di7yoj1xb23bcgcm98bk8,1.182123,18-29,4-yr/post-graduate degree,Hispanic,Male,Republican,West,Not at all accurate,Somewhat trustworthy,Somewhat important,I would never participate in a phone survey,Maybe,Likely,It would be one I would likely choose,Yes,FALSE,TRUE,FALSE,179,2025-07-09,2024-094
huumcrajm5935esc33uoljm8,0.255128,65+,HS or less,Hispanic,Female,Democrat,West,Not very accurate,Somewhat trustworthy,Somewhat important,Very likely,No,Not very likely,It would not interest me,Yes,FALSE,FALSE,FALSE,378,2025-06-30,2024-094
o2xvjyt1iqaepcunfccpy4zf,1.19739,18-29,HS or less,Other,Female,Independent,South,Somewhat accurate,Not very trustworthy,Not at all important,Very likely,Yes,Not at all likely,It would become my preferred incentive offer,It depends on who is asking,TRUE,FALSE,FALSE,484,2025-06-17,2024-094
