respondent_id,weight,age_group4,education,raceeth,gender,pid_base,region,q28,q29,q30,q31,q32,q33,q34,q35,attention_fail,speed_flag,straight_line,duration_seconds,completion_date,project_id
f8m18ml8h7phlfnnb5j8zs2q,0.92152,18-29,HS or less,White,Male,Republican,West,Not very accurate,Somewhat trustworthy,Not at all important,Not likely,Maybe,Not very likely,It would not interest me,It depends on who is asking,FALSE,TRUE,FALSE,97,2025-07-01,2024-053
5bcmdkgaokhdonexwfa2thrl,0.963729,18-29,4-yr/post-graduate degree,White,Female,Republican,Midwest,Not very accurate,Somewhat trustworthy,Somewhat important,Not likely,Maybe,Not very likely,It would be one I would likely choose,No,FALSE,FALSE,FALSE,479,2025-06-27,2024-053
13aggb8rcgykw5hj3d3ns66u,0.98081,18-29,HS or less,White,Male,Independent,West,Very accurate,Somewhat trustworthy,Not at all important,Very likely,Yes,Not very likely,It would become my preferred incentive offer,Yes,FALSE,FALSE,TRUE,414,2025-07-15,2024-053
47b7rxgscfsoudy6ehng1wnz,1.247189,50-64,4-yr/post-graduate degree,Hispanic,Male,Independent,Midwest,Somewhat accurate,Somewhat trustworthy,Not at all important,Very likely,Yes,Likely,It would not interest me,It depends on who is asking,FALSE,FALSE,FALSE,352,2025-07-14,2024-053
ugiesrsqlqx9r4julbzae1kz,0.838462,50-64,HS or less,White,Female,Republican,West,Somewhat accurate,Somewhat trustworthy,Very important,Somewhat likely,Yes,Not very likely,It would be one I would likely choose,It depends on who is asking,FALSE,FALSE,FALSE,270,2025-07-16,2024-053
wdjuzb6cxyamluobpvn69uci,0.821246,50-64,HS or less,White,Male,Independent,South,Not very accurate,Somewhat trustworthy,Very important,Somewhat likely,No,Likely,It would become my preferred incentive offer,It depends on who is asking,FALSE,FALSE,FALSE,403,2025-06-27,2024-053
7ya0emvpgatvx4nnj7e78eu2,0.452682,65+,4-yr/post-graduate degree,White,Female,Republican,Midwest,Not at all accurate,Not very trustworthy,Somewhat important,Very likely,Maybe,Not at all likely,It would not interest me,It depends on who is asking,FALSE,FALSE,FALSE,357,2025-07-01,2024-053
m6e3pp2l451tcx5zfd747clb,1.293164,18-29,HS or less,Hispanic,Female,Democrat,Northeast,Somewhat accurate,Somewhat trustworthy,Not very important,Somewhat likely,Yes,Likely,It would be one I would likely choose,Yes,FALSE,FALSE,FALSE,463,2025-06-24,2024-053
xyo109mxnw83jot9xpnlr1qt,0.775438,18-29,HS or less,White,Male,Republican,Midwest,Somewhat accurate,Not at all trustworthy,Somewhat important,Somewhat likely,Yes,Not very likely,It would be one I would likely choose,Yes,FALSE,FALSE,FALSE,346,2025-07-15,2024-053
op3hhd91gpmze46umav6kwpf,1.11313,18-29,Some college/2-yr degree,White,Male,Democrat,West,Not very accurate,Very trustworthy,Very important,Somewhat likely,Yes,Not very likely,It would not interest me,It depends on who is asking,TRUE,FALSE,FALSE,311,2025-07-17,2024-053
