respondent_id,weight,age_group4,education,raceeth,gender,pid_base,region,q28,q29,q30,q31,q32,q33,q34,q35,attention_fail,speeder,straight_line,duration_seconds,completion_date,project_id,device_type
pr0wprer0pg7lyrejau8xs65,1.258676,30-49,4-yr/post-graduate degree,Hispanic,Female,Democrat,Midwest,Not very accurate,Somewhat trustworthy,Somewhat important,Not likely,Yes,Likely,It would be one I would likely choose,It depends on who is asking,FALSE,FALSE,FALSE,229,2025-07-01,2024-103,Tablet
hs300hhpqoxh1v3613772rpp,0.730128,65+,Some college/2-yr degree,Black,Female,Democrat,Midwest,Somewhat accurate,Somewhat trustworthy,Very important,Somewhat likely,Yes,Likely,It would not interest me,It depends on who is asking,FALSE,FALSE,FALSE,303,2025-06-19,2024-103,Mobile
pxctg0p31jvqfr5tcrg4j8ls,0.439456,30-49,Some college/2-yr degree,White,Male,Democrat,South,Somewhat accurate,Somewhat trustworthy,Somewhat important,Very likely,Yes,Likely,It would be one I would likely choose,It depends on who is asking,FALSE,FALSE,FALSE,274,2025-06-22,2024-103,Mobile
u95v19y0jzhttc6eksqu0taq,1.051826,65+,4-yr/post-graduate degree,White,Female,Democrat,Midwest,Somewhat accurate,Not very trustworthy,Extremely important,Very likely,Maybe,Not very likely,It would become my preferred incentive offer,Yes,FALSE,FALSE,FALSE,209,2025-06-22,2024-103,Mobile
c7w6inad7xh3bforil1ibdpz,1.12316,30-49,HS or less,Other,Male,Republican,West,Somewhat accurate,Somewhat trustworthy,Extremely important,Very likely,Maybe,Not very likely,It would be one I would likely choose,No,FALSE,FALSE,FALSE,347,2025-06-27,2024-103,Mobile
m1x3bc39ued9fsl37qb9id2v,0.824916,50-64,4-yr/post-graduate degree,Black,Other,Republican,South,Somewhat accurate,Not very trustworthy,Not very important,Not likely,Yes,Not very likely,It would be one I would likely choose,It depends on who is asking,TRUE,TRUE,FALSE,124,2025-07-07,2024-103,Mobile
gw2pqeaw7l3uch1d9mecbzde,0.743277,65+,Some college/2-yr degree,Black,Male,Democrat,South,Not very accurate,Somewhat trustworthy,Somewhat important,Somewhat likely,Yes,Not very likely,It would be one I would likely choose,It depends on who is asking,FALSE,FALSE,FALSE,432,2025-07-11,2024-103,Tablet
mubu3gndvr4c7zj9rkike2cx,0.859625,30-49,Some college/2-yr degree,Hispanic,Male,Republican,Midwest,Very accurate,Not very trustworthy,Very important,I would never participate in a phone survey,Maybe,Not at all likely,It would not interest me,It depends on who is asking,FALSE,FALSE,FALSE,374,2025-06-22,2024-103,Tablet
jcr7ekf1q1yzkn10fcsjnwdv,0.812727,30-49,HS or less,White,Female,Democrat,West,Not very accurate,Not very trustworthy,Very important,Somewhat likely,No,Not very likely,It would become my preferred incentive offer,It depends on who is asking,FALSE,FALSE,FALSE,329,2025-06-28,2024-103,Tablet
xidu7hvy1qcgkdav6huvu3rk,0.798675,30-49,HS or less,White,Female,Independent,Midwest,Somewhat accurate,Somewhat trustworthy,Somewhat important,Somewhat likely,Maybe,Not very likely,It would be one I would likely choose,It depends on who is asking,FALSE,FALSE,FALSE,404,2025-06-26,2024-103,Tablet
milgyr1578illy8rw1l2f7z2,1.146759,30-49,4-yr/post-graduate degree,Black,Male,Republican,South,Somewhat accurate,Somewhat trustworthy,Somewhat important,Somewhat likely,Maybe,Very likely,It would be one I would likely choose,Yes,FALSE,FALSE,FALSE,384,2025-07-12,2024-103,Desktop
uok67hf8wbvjs94kmw0pcjjn,1.136735,65+,Some college/2-yr degree,Other,Male,Independent,Midwest,Not very accurate,Somewhat trustworthy,Very important,Very likely,Maybe,Not very likely,It would not interest me,It depends on who is asking,FALSE,FALSE,FALSE,310,2025-07-08,2024-103,Desktop
19zh43ier7i11xh0bunw98xa,1.225766,65+,Some college/2-yr degree,White,Male,Independent,Midwest,Not at all accurate,Somewhat trustworthy,Very important,I would never participate in a phone survey,No,Not very likely,It would become my preferred incentive offer,Yes,FALSE,FALSE,FALSE,393,2025-07-16,2024-103,Desktop
