respondent_id,weight,age_group4,education,raceeth,gender,pid_base,region,q28,q29,q30,q31,q32,q33,q34,q35,attention_fail,speeder,straight_line,duration_seconds,completion_date,project_id
1eu3nu3g0qjlxrs9xgjc1sbv,0.752933,30-49,HS or less,White,Female,Independent,Northeast,Somewhat accurate,Somewhat trustworthy,Not very important,Very likely,Yes,Likely,It would become my preferred incentive offer,Yes,FALSE,FALSE,FALSE,334,2025-07-14,2024-019
rwk3l92s8vmfijhxjhzqtc2k,1.1558059999999999,30-49,Some college/2-yr degree,White,Male,Independent,South,Very accurate,Somewhat trustworthy,Somewhat important,Very likely,Maybe,Not very likely,It would be one I would likely choose,No,FALSE,FALSE,FALSE,350,2025-07-10,2024-019
knhj3wijhtw3e6iphl1o8786,1.145083,30-49,Some college/2-yr degree,White,Female,Independent,Northeast,Not at all accurate,Somewhat trustworthy,Very important,Somewhat likely,No,Not very likely,It would become my preferred incentive offer,Yes,FALSE,FALSE,FALSE,200,2025-07-14,2024-019
a0dssr8iowun41isht5zrlr7,0.895925,65+,4-yr/post-graduate degree,White,Female,Democrat,South,Somewhat accurate,Not very trustworthy,Somewhat important,Not likely,Yes,Not very likely,It would be one I would likely choose,Yes,FALSE,FALSE,FALSE,364,2025-06-27,2024-019
d1eb5m3xwto6qk80leae4wv8,0.950441,50-64,4-yr/post-graduate degree,White,Female,Democrat,Midwest,Not very accurate,Not very trustworthy,Very important,Very likely,Maybe,Not at all likely,It would be one I would likely choose,It depends on who is asking,FALSE,FALSE,FALSE,374,2025-06-27,2024-019
h07vueg8h564vwrwht27l0xc,0.364267,30-49,4-yr/post-graduate degree,Other,Female,Independent,Northeast,Somewhat accurate,Very trustworthy,Somewhat important,Not likely,Maybe,Not very likely,It would be one I would likely choose,It depends on who is asking,FALSE,FALSE,FALSE,437,2025-06-17,2024-019
5cv99923kwd4rluzv5xethv2,0.913162,65+,Some college/2-yr degree,White,Female,Democrat,South,Not very accurate,Not very trustworthy,Very important,Somewhat likely,Yes,Not very likely,It would be one I would likely choose,Yes,FALSE,FALSE,FALSE,484,2025-07-13,2024-019
8ynkk6osfqxmmkgiuq79w031,1.057177,30-49,HS or less,Black,Female,Independent,South,Somewhat accurate,Not very trustworthy,Somewhat important,Not likely,Maybe,Not very likely,It would not interest me,It depends on who is asking,FALSE,FALSE,FALSE,411,2025-07-14,2024-019
3bfz0jl0nf9bemldcwjh5q4n,1.191822,50-64,Some college/2-yr degree,White,Male,Republican,Northeast,Somewhat accurate,Not very trustworthy,Not very important,Somewhat likely,Yes,Not very likely,It would be one I would likely choose,It depends on who is asking,FALSE,FALSE,FALSE,435,2025-07-10,2024-019
cvl24tbuwpao3vih2lt1ypmz,1.028335,50-64,4-yr/post-graduate degree,White,Male,Republican,South,Very accurate,Somewhat trustworthy,Very important,Somewhat likely,No,Not at all likely,It would be one I would likely choose,It depends on who is asking,FALSE,FALSE,FALSE,435,2025-06-27,2024-019
oj5hc2u7utd4id2l1er6fhy0,0.392116,65+,HS or less,White,Male,Independent,South,Not very accurate,Very trustworthy,Somewhat important,Not likely,Yes,Not very likely,It would be one I would likely choose,It depends on who is asking,FALSE,FALSE,FALSE,373,2025-07-03,2024-019
2s6mdim7sgs0ecrqgjgusyyt,0.555369,50-64,Some college/2-yr degree,Other,Female,Democrat,West,Somewhat accurate,Somewhat trustworthy,Somewhat important,I would never participate in a phone survey,Maybe,Likely,It would be one I would likely choose,Yes,FALSE,FALSE,FALSE,267,2025-06-29,2024-019
p44txiqsyitd3h1tpgq0uf3n,1.15754,50-64,Some college/2-yr degree,White,Female,Democrat,West,Not at all accurate,Not very trustworthy,Not at all important,I would never participate in a phone survey,Maybe,Not very likely,It would be one I would likely choose,Yes,FALSE,FALSE,FALSE,388,2025-07-01,2024-019
e3urga9wkvhaezbs35xnh0nh,1.038543,30-49,Some college/2-yr degree,White,Male,Republican,Northeast,Somewhat accurate,Not at all trustworthy,Extremely important,Somewhat likely,Yes,Likely,It would become my preferred incentive offer,It depends on who is asking,FALSE,FALSE,FALSE,375,2025-07-10,2024-019
8tx6uurom2fnlj4erdnyi0zt,1.246219,30-49,4-yr/post-graduate degree,Other,Male,Republican,South,Somewhat accurate,Not at all trustworthy,Somewhat important,Not likely,Maybe,Not very likely,It would be one I would likely choose,It depends on who is asking,TRUE,FALSE,FALSE,364,2025-07-10,2024-019
hfgfsrbl7pe94xe9439sh8zb,1.168626,18-29,HS or less,White,Male,Independent,South,Not at all accurate,Somewhat trustworthy,Somewhat important,Somewhat likely,Yes,Not very likely,It would be one I would likely choose,It depends on who is asking,FALSE,FALSE,FALSE,272,2025-07-12,2024-019
75ewp9uheq1858990tzd71oh,0.551759,30-49,Some college/2-yr degree,Other,Male,Independent,South,Very accurate,Somewhat trustworthy,Very important,I would never participate in a phone survey,Yes,Not at all likely,It would be one I would likely choose,No,TRUE,FALSE,FALSE,371,2025-07-01,2024-019
8bqfrkraj4a04farrxu04p7k,0.891753,65+,4-yr/post-graduate degree,White,Female,Independent,West,Somewhat accurate,Not very trustworthy,Very important,I would never participate in a phone survey,Yes,Likely,It would become my preferred incentive offer,It depends on who is asking,FALSE,FALSE,FALSE,188,2025-07-17,2024-019
57n0wk0cley9dodv3x6rrhtc,1.206593,30-49,Some college/2-yr degree,White,Male,Republican,Midwest,Not very accurate,Somewhat trustworthy,Somewhat important,Very likely,Yes,Not very likely,It would not interest me,Yes,FALSE,FALSE,FALSE,381,2025-07-16,2024-019
b1ajoqf3vps3r8ty3dedgosr,0.613595,65+,HS or less,White,Female,Independent,Midwest,Not at all accurate,Somewhat trustworthy,Somewhat important,Not likely,Yes,Likely,It would become my preferred incentive offer,Yes,FALSE,FALSE,FALSE,343,2025-07-02,2024-019
ie0rvcgmu3wosmzclhx157ur,1.285213,50-64,4-yr/post-graduate degree,White,Female,Republican,West,Very accurate,Somewhat trustworthy,Very important,Somewhat likely,Yes,Not very likely,It would become my preferred incentive offer,It depends on who is asking,FALSE,FALSE,FALSE,423,2025-06-28,2024-019
f4lxj6uwg0p5pavgctxuudsk,0.833351,50-64,Some college/2-yr degree,Other,Female,Independent,West,Not very accurate,Somewhat trustworthy,Extremely important,Not likely,No,Not very likely,It would be one I would likely choose,It depends on who is asking,FALSE,FALSE,TRUE,294,2025-06-25,2024-019
0aximkw9ddvynegea1lay8tu,1.274682,50-64,4-yr/post-graduate degree,White,Female,Democrat,West,Somewhat accurate,Somewhat trustworthy,Somewhat important,Somewhat likely,Yes,Not at all likely,It would become my preferred incentive offer,Yes,FALSE,FALSE,FALSE,366,2025-07-12,2024-019
pjm3kx9dl4dvhmxkcie9hw8y,0.451848,50-64,4-yr/post-graduate degree,Hispanic,Female,Democrat,Midwest,Not very accurate,Somewhat trustworthy,Somewhat important,Very likely,Maybe,Not very likely,It would be one I would likely choose,Yes,FALSE,FALSE,FALSE,263,2025-07-06,2024-019
729j7n61166x51iszghz8pci,1.142435,18-29,HS or less,Hispanic,Female,Independent,South,Not very accurate,Very trustworthy,Somewhat important,Very likely,Yes,Not very likely,It would become my preferred incentive offer,It depends on who is asking,FALSE,FALSE,FALSE,320,2025-06-22,2024-019
zaivt1bjz8wbea4ttwfjk35m,1.065568,30-49,4-yr/post-graduate degree,White,Male,Independent,South,Not very accurate,Very trustworthy,Not very important,Very likely,Yes,Not very likely,It would become my preferred incentive offer,Yes,FALSE,TRUE,FALSE,138,2025-06-17,2024-019
4ou0pkxe15typa2t2nfgfetq,0.940258,18-29,HS or less,White,Male,Democrat,South,Somewhat accurate,Very trustworthy,Not very important,Very likely,Yes,Likely,It would be one I would likely choose,It depends on who is asking,FALSE,TRUE,FALSE,134,2025-06-29,2024-019
m1ar6r9hny8gt1hwvtcfnbpa,0.415856,50-64,4-yr/post-graduate degree,White,Male,Other or none,West,Not at all accurate,Somewhat trustworthy,Somewhat important,Not likely,Yes,Not very likely,It would be one I would likely choose,It depends on who is asking,FALSE,FALSE,FALSE,429,2025-07-12,2024-019
yzn60uq67tnw66dz0qxl8kil,1.112171,30-49,4-yr/post-graduate degree,White,Other,Republican,West,Not at all accurate,Not very trustworthy,Somewhat important,I would never participate in a phone survey,Maybe,Not at all likely,It would be one I would likely choose,No,FALSE,FALSE,FALSE,377,2025-07-02,2024-019
q6we1fd0b258oew9v47sv9g6,0.708062,18-29,HS or less,Black,Female,Other or none,South,Somewhat accurate,Not very trustworthy,Very important,Not likely,Maybe,Likely,It would be one I would likely choose,Yes,FALSE,FALSE,FALSE,422,2025-07-07,2024-019
w0gfspeix8adendluuwqqipd,0.578336,50-64,HS or less,Black,Female,Independent,South,Somewhat accurate,Somewhat trustworthy,Not very important,Not likely,Yes,Very likely,It would not interest me,It depends on who is asking,FALSE,FALSE,FALSE,249,2025-07-10,2024-019
vky8nt802v8w6l1li7mx27sc,0.894875,18-29,4-yr/post-graduate degree,White,Female,Republican,South,Somewhat accurate,Not very trustworthy,Extremely important,I would never participate in a phone survey,Yes,Not very likely,It would be one I would likely choose,It depends on who is asking,FALSE,FALSE,FALSE,363,2025-07-09,2024-019
