respondent_id,weight,age_group4,education,raceeth,gender,pid_base,region,q28,q29,q30,q31,q32,q33,q34,q35,attention_fail,speeder,straight_line,duration_seconds,completion_date,project_id,device_type
mpywht0q3s4n526x9xwajwy7,1.442832,18-29,4-yr/post-graduate degree,White,Female,Independent,Midwest,Somewhat accurate,Not very trustworthy,Somewhat important,Somewhat likely,Yes,Not very likely,It would become my preferred incentive offer,No,FALSE,FALSE,FALSE,241,2025-07-05,2024-063,Mobile
172ijpb1wj0p7z2enlhoboqx,1.39209,50-64,4-yr/post-graduate degree,Other,Male,Democrat,South,Not very accurate,Not very trustworthy,Extremely important,Somewhat likely,Yes,Not very likely,It would be one I would likely choose,Yes,FALSE,FALSE,FALSE,237,2025-07-05,2024-063,Mobile
7uzk1lx0z0k6182vuzmnl7jk,1.184803,50-64,4-yr/post-graduate degree,Hispanic,Female,Republican,Northeast,Very accurate,Somewhat trustworthy,Not at all important,Somewhat likely,Yes,Not very likely,It would be one I would likely choose,No,FALSE,FALSE,FALSE,374,2025-06-26,2024-063,Mobile
kvab0ytj5wubmpde5thgpaub,1.137133,65+,HS or less,White,Male,Independent,South,Somewhat accurate,Somewhat trustworthy,Not very important,Somewhat likely,No,Not at all likely,It would become my preferred incentive offer,It depends on who is asking,FALSE,FALSE,FALSE,262,2025-06-17,2024-063,Desktop
5mvme8gqu2fb4g2zeiiowbko,1.13228,18-29,Some college/2-yr degree,Hispanic,Female,Republican,West,Not at all accurate,Not at all trustworthy,Extremely important,Not likely,Yes,Not very likely,It would be one I would likely choose,Yes,TRUE,FALSE,FALSE,344,2025-06-22,2024-063,Desktop
jhb8pgh9o8ky7iq866uyqaxr,1.180601,30-49,HS or less,White,Female,Democrat,South,Somewhat accurate,Very trustworthy,Very important,Somewhat likely,Maybe,Not very likely,It would not interest me,Yes,FALSE,FALSE,FALSE,267,2025-06-25,2024-063,Mobile
2azks2wceey0h1ut2awowmby,0.874243,65+,Some college/2-yr degree,White,Male,Other or none,South,Somewhat accurate,Somewhat trustworthy,Very important,Not likely,Maybe,Likely,It would be one I would likely choose,It depends on who is asking,FALSE,FALSE,FALSE,353,2025-07-12,2024-063,Mobile
bofojzfoxx9z6w134x0l5vbs,1.21566,50-64,HS or less,White,Female,Republican,West,Not at all accurate,Not very trustworthy,Somewhat important,Not likely,Yes,Not very likely,It would be one I would likely choose,It depends on who is asking,FALSE,FALSE,FALSE,462,2025-07-16,2024-063,Mobile
4ggov7pkysafeyu1eszev0rk,0.946364,18-29,Some college/2-yr degree,Other,Female,Other or none,West,Not very accurate,Somewhat trustworthy,Somewhat important,I would never participate in a phone survey,Yes,Not very likely,It would be one I would likely choose,No,FALSE,FALSE,FALSE,428,2025-07-10,2024-063,Mobile
io17qe58wkhiirqbfr85yiop,1.291117,50-64,4-yr/post-graduate degree,Other,Other,Republican,Midwest,Not very accurate,Somewhat trustworthy,Somewhat important,Very likely,Yes,Likely,It would not interest me,Yes,FALSE,FALSE,FALSE,428,2025-07-15,2024-063,Desktop
4nap24whford76qral6qalam,0.823994,18-29,4-yr/post-graduate degree,Hispanic,Female,Independent,Midwest,Not very accurate,Somewhat trustworthy,Very important,Somewhat likely,Yes,Very likely,It would not interest me,It depends on who is asking,FALSE,FALSE,TRUE,291,2025-06-17,2024-063,Tablet
f893yqu3ov2mena4u6gv9mi4,1.53321,50-64,HS or less,Hispanic,Female,Republican,West,Not at all accurate,Not very trustworthy,Extremely important,Somewhat likely,Maybe,Likely,It would not interest me,Yes,FALSE,FALSE,FALSE,355,2025-07-08,2024-063,Desktop
t4owtcy2n2a8p9r8rvaz2bu9,1.348506,65+,4-yr/post-graduate degree,White,Female,Democrat,West,Somewhat accurate,Somewhat trustworthy,Extremely important,Somewhat likely,Maybe,Likely,It would be one I would likely choose,It depends on who is asking,FALSE,FALSE,FALSE,445,2025-06-17,2024-063,Mobile
btmoow39j0yjwq3vkhsbwfaa,0.896028,30-49,Some college/2-yr degree,Black,Female,Independent,South,Very accurate,Somewhat trustworthy,Very important,Very likely,Yes,Not very likely,It would be one I would likely choose,It depends on who is asking,FALSE,FALSE,TRUE,416,2025-07-16,2024-063,Mobile
3x62yssh6z2iagc79cayuv0c,1.02747,18-29,Some college/2-yr degree,White,Other,Other or none,West,Not very accurate,Not very trustworthy,Somewhat important,Somewhat likely,Yes,Not very likely,It would become my preferred incentive offer,Yes,FALSE,FALSE,FALSE,253,2025-06-20,2024-063,Mobile
ie0bpkcna7ipz7iioda8m0vh,1.386379,30-49,HS or less,Black,Female,Republican,Midwest,Not very accurate,Somewhat trustworthy,Somewhat important,I would never participate in a phone survey,Maybe,Likely,It would be one I would likely choose,No,FALSE,FALSE,FALSE,297,2025-07-04,2024-063,Desktop
9g9j18e937y7t5wkyn09gsey,1.599054,30-49,4-yr/post-graduate degree,Hispanic,Male,Independent,South,Not very accurate,Somewhat trustworthy,Very important,Not likely,No,Very likely,It would be one I would likely choose,Yes,FALSE,FALSE,FALSE,463,2025-06-28,2024-063,Desktop
e05uguqoehlqe0ele2exvd1c,1.024703,30-49,Some college/2-yr degree,White,Male,Democrat,South,Somewhat accurate,Not very trustworthy,Very important,Not likely,No,Not very likely,It would be one I would likely choose,It depends on who is asking,FALSE,FALSE,FALSE,294,2025-06-29,2024-063,Mobile
xk78icerd4hfrda62gw8h2fx,1.191612,65+,4-yr/post-graduate degree,White,Male,Other or none,Midwest,Very accurate,Somewhat trustworthy,Very important,Somewhat likely,Maybe,Not very likely,It would be one I would likely choose,Yes,FALSE,TRUE,FALSE,107,2025-07-09,2024-063,Mobile
u6lq98ok4g8gek41nvhtphps,0.662674,18-29,4-yr/post-graduate degree,White,Male,Independent,Midwest,Somewhat accurate,Somewhat trustworthy,Somewhat important,Very likely,No,Likely,It would not interest me,It depends on who is asking,FALSE,TRUE,FALSE,60,2025-06-26,2024-063,Mobile
bt1xb4q4aen9xbsg6d7jf7uu,1.557243,50-64,Some college/2-yr degree,Other,Female,Democrat,Midwest,Somewhat accurate,Very trustworthy,Not very important,Very likely,Yes,Likely,It would become my preferred incentive offer,Yes,FALSE,FALSE,FALSE,436,2025-07-12,2024-063,Mobile
l3h7dhvzt7f4smqxlpdrdr75,0.847746,50-64,4-yr/post-graduate degree,Hispanic,Other,Republican,West,Somewhat accurate,Not very trustworthy,Not very important,I would never participate in a phone survey,Maybe,Not at all likely,It would be one I would likely choose,Yes,FALSE,FALSE,FALSE,384,2025-07-09,2024-063,Tablet
4ep0ce57p9xpsg13gi20qc0d,0.775692,65+,Some college/2-yr degree,White,Female,Democrat,South,Not very accurate,Not very trustworthy,Very important,Somewhat likely,No,Not very likely,It would become my preferred incentive offer,It depends on who is asking,FALSE,FALSE,FALSE,344,2025-06-21,2024-063,Mobile
bpy5r9orwwje57ek3jafh9t3,0.724699,65+,HS or less,White,Male,Independent,Midwest,Somewhat accurate,Somewhat trustworthy,Very important,Not likely,Yes,Not very likely,It would be one I would likely choose,Yes,FALSE,TRUE,FALSE,80,2025-07-14,2024-063,Tablet
atix4tkllwqmkhrpogbzfrjz,1.011338,30-49,4-yr/post-graduate degree,Hispanic,Female,Democrat,Northeast,Not at all accurate,Somewhat trustworthy,Not very important,Not likely,Maybe,Not very likely,It would become my preferred incentive offer,No,FALSE,FALSE,FALSE,399,2025-07-03,2024-063,Mobile
ytg66q58aecm2qrr5zfzy4m4,1.333442,18-29,Some college/2-yr degree,White,Female,Independent,South,Not very accurate,Not very trustworthy,Somewhat important,Somewhat likely,Yes,Very likely,It would be one I would likely choose,It depends on who is asking,FALSE,FALSE,FALSE,376,2025-06-26,2024-063,Mobile
ialtwdgiyl4a8itf57nookyt,0.526268,30-49,Some college/2-yr degree,Hispanic,Male,Republican,Midwest,Very accurate,Very trustworthy,Not at all important,I would never participate in a phone survey,Maybe,Not at all likely,It would become my preferred incentive offer,It depends on who is asking,FALSE,FALSE,FALSE,371,2025-07-08,2024-063,Tablet
lgw852q8b9xwznxjf1xwzi19,1.233159,30-49,Some college/2-yr degree,White,Male,Republican,South,Somewhat accurate,Somewhat trustworthy,Very important,Not likely,Yes,Not very likely,It would not interest me,It depends on who is asking,FALSE,FALSE,FALSE,339,2025-06-17,2024-063,Tablet
o126g90sj4qc1mmw9wbjcow7,1.085522,18-29,4-yr/post-graduate degree,Hispanic,Male,Republican,West,Somewhat accurate,Somewhat trustworthy,Very important,Very likely,Maybe,Likely,It would be one I would likely choose,It depends on who is asking,FALSE,FALSE,FALSE,443,2025-06-18,2024-063,Tablet
3vbwbhlegd5ab8sxc34la85m,1.074366,65+,Some college/2-yr degree,White,Female,Republican,Midwest,Somewhat accurate,Somewhat trustworthy,Extremely important,Not likely,Maybe,Likely,It would be one I would likely choose,No,FALSE,TRUE,FALSE,140,2025-07-03,2024-063,Mobile
5zryx6ek5d3dyh4gdc4a7cyf,0.772412,65+,4-yr/post-graduate degree,White,Female,Other or none,West,Somewhat accurate,Somewhat trustworthy,Very important,Very likely,Yes,Not at all likely,It would become my preferred incentive offer,No,FALSE,FALSE,FALSE,277,2025-06-29,2024-063,Desktop
p2p75xyoporzhuska1nq6dd3,1.076972,50-64,HS or less,White,Male,Republican,Midwest,Somewhat accurate,Somewhat trustworthy,Not very important,Not likely,Yes,Not very likely,It would not interest me,It depends on who is asking,TRUE,FALSE,FALSE,298,2025-06-22,2024-063,Mobile
g67jro2u6awj5ztch1scynxm,1.223213,50-64,Some college/2-yr degree,White,Female,Republican,Northeast,Somewhat accurate,Somewhat trustworthy,Somewhat important,I would never participate in a phone survey,Yes,Likely,It would be one I would likely choose,Yes,FALSE,FALSE,FALSE,319,2025-07-01,2024-063,Desktop
e0k4hxwtnabocmvv384pgj5c,0.787764,30-49,4-yr/post-graduate degree,Hispanic,Female,Independent,Midwest,Not at all accurate,Not at all trustworthy,Extremely important,Very likely,Yes,Very likely,It would be one I would likely choose,It depends on who is asking,FALSE,FALSE,FALSE,362,2025-07-15,2024-063,Mobile
9bv0qheohvg6ybm94fmjnxf7,1.418854,18-29,Some college/2-yr degree,Black,Male,Independent,South,Very accurate,Somewhat trustworthy,Very important,Very likely,Yes,Not very likely,It would be one I would likely choose,It depends on who is asking,FALSE,FALSE,FALSE,416,2025-06-29,2024-063,Mobile
20z46owiuc3qdkyxqzfz41sj,0.945586,50-64,Some college/2-yr degree,White,Female,Democrat,South,Somewhat accurate,Somewhat trustworthy,Somewhat important,Not likely,Maybe,Not very likely,It would be one I would likely choose,It depends on who is asking,FALSE,FALSE,FALSE,422,2025-06-28,2024-063,Tablet
