respondent_id,weight,age_group4,education,raceeth,gender,pid_base,region,q28,q29,q30,q31,q32,q33,q34,q35,attention_fail,speeder,straight_line,duration_seconds,completion_date,project_id,device_type
8yqkqfxezmd6nzq0pi0g2bba,1.083203,65+,4-yr/post-graduate degree,White,Male,Independent,West,Not very accurate,Not very trustworthy,Somewhat important,Somewhat likely,Maybe,Likely,It would be one I would likely choose,It depends on who is asking,FALSE,FALSE,FALSE,382,2025-06-19,2024-105,Desktop
70e1miqyc4jqu2pw67oe9d0q,1.544149,30-49,Some college/2-yr degree,Other,Male,Independent,South,Not very accurate,Somewhat trustworthy,Somewhat important,Not likely,Yes,Very likely,It would not interest me,It depends on who is asking,FALSE,FALSE,FALSE,309,2025-07-17,2024-105,Mobile
agvbcmv15gpqgneks1ukb2n5,1.39474,50-64,HS or less,Black,Female,Independent,West,Somewhat accurate,Very trustworthy,Very important,Somewhat likely,Maybe,Likely,It would become my preferred incentive offer,It depends on who is asking,FALSE,FALSE,FALSE,364,2025-07-15,2024-105,Mobile
niyxpug1os1bjhv0ds4ejpvt,1.439147,50-64,Some college/2-yr degree,White,Other,Independent,South,Not very accurate,Somewhat trustworthy,Not at all important,Not likely,Yes,Very likely,It would be one I would likely choose,Yes,FALSE,FALSE,FALSE,403,2025-06-25,2024-105,Tablet
b1xxhow0o19d43b2k49zdjrl,0.878516,50-64,4-yr/post-graduate degree,White,Male,Democrat,Midwest,Somewhat accurate,Somewhat trustworthy,Not at all important,Very likely,Maybe,Likely,It would be one I would likely choose,It depends on who is asking,FALSE,FALSE,FALSE,301,2025-06-17,2024-105,Mobile
no7xly702w396lmor22cc91a,1.037976,50-64,4-yr/post-graduate degree,White,Female,Independent,South,Very accurate,Somewhat trustworthy,Extremely important,Somewhat likely,Maybe,Not very likely,It would be one I would likely choose,It depends on who is asking,FALSE,FALSE,FALSE,291,2025-07-02,2024-105,Mobile
02nsuqep9798ek04e563b2m2,0.992877,30-49,HS or less,White,Female,Republican,South,Not very accurate,Somewhat trustworthy,Extremely important,Not likely,Yes,Likely,It would become my preferred incentive offer,Yes,TRUE,FALSE,FALSE,369,2025-06-27,2024-105,Desktop
nzj5wm1jtraa93cr872xvmio,1.004633,65+,Some college/2-yr degree,White,Male,Democrat,Northeast,Not very accurate,Somewhat trustworthy,Very important,Not likely,Yes,Not at all likely,It would be one I would likely choose,It depends on who is asking,FALSE,FALSE,FALSE,303,2025-06-24,2024-105,Mobile
b99bfgt21ga1shh0hyq1p7fu,1.014406,18-29,4-yr/post-graduate degree,White,Male,Democrat,South,Somewhat accurate,Not very trustworthy,Somewhat important,Somewhat likely,Yes,Very likely,It would be one I would likely choose,Yes,FALSE,FALSE,FALSE,227,2025-07-07,2024-105,Tablet
r06uysntnat263ux2op4bl5o,1.125469,18-29,4-yr/post-graduate degree,Other,Other,Republican,South,Not very accurate,Somewhat trustworthy,Somewhat important,Somewhat likely,Yes,Very likely,It would be one I would likely choose,It depends on who is asking,FALSE,FALSE,FALSE,267,2025-06-19,2024-105,Mobile
1hvu1dmfs2gi70ucnp200z15,1.342863,65+,4-yr/post-graduate degree,Black,Male,Independent,South,Not very accurate,Somewhat trustworthy,Not very important,Somewhat likely,Yes,Not at all likely,It would be one I would likely choose,It depends on who is asking,FALSE,FALSE,FALSE,459,2025-07-14,2024-105,Mobile
sbdcy49vo4f3aatvuz0py10p,1.327894,50-64,Some college/2-yr degree,White,Female,Republican,West,Very accurate,Not very trustworthy,Not very important,Somewhat likely,Maybe,Not very likely,It would be one I would likely choose,It depends on who is asking,FALSE,FALSE,FALSE,256,2025-06-22,2024-105,Desktop
25zu3bh2lpkz14c8pdjhsnok,0.864984,18-29,Some college/2-yr degree,White,Female,Democrat,Northeast,Somewhat accurate,Not very trustworthy,Very important,Somewhat likely,Maybe,Likely,It would be one I would likely choose,It depends on who is asking,TRUE,TRUE,FALSE,98,2025-07-13,2024-105,Mobile
mdj2wrbdk3xc87hpbig13k6r,1.072142,50-64,Some college/2-yr degree,Hispanic,Male,Democrat,South,Not very accurate,Somewhat trustworthy,Somewhat important,Not likely,Yes,Likely,It would become my preferred incentive offer,It depends on who is asking,FALSE,TRUE,FALSE,119,2025-06-21,2024-105,Tablet
oqg3te6xf7chnmg7bv91nkpw,1.129522,65+,HS or less,Black,Male,Democrat,Northeast,Not very accurate,Very trustworthy,Not at all important,Not likely,Yes,Very likely,It would not interest me,It depends on who is asking,FALSE,FALSE,FALSE,390,2025-07-16,2024-105,Desktop
xaelz8ubylozh0u84jhx997l,1.183729,50-64,HS or less,White,Female,Democrat,Northeast,Not very accurate,Not very trustworthy,Not at all important,I would never participate in a phone survey,Maybe,Likely,It would be one I would likely choose,Yes,FALSE,FALSE,FALSE,384,2025-06-29,2024-105,Tablet
1w03gu7ejedaz04932x8ky9m,0.801729,30-49,4-yr/post-graduate degree,White,Female,Republican,Northeast,Somewhat accurate,Somewhat trustworthy,Not at all important,Somewhat likely,No,Not at all likely,It would be one I would likely choose,Yes,FALSE,FALSE,FALSE,358,2025-06-19,2024-105,Mobile
us4bkzr3f6u8jrtljfg2pmtn,0.936206,30-49,Some college/2-yr degree,White,Female,Democrat,West,Not very accurate,Not very trustworthy,Not very important,I would never participate in a phone survey,Yes,Not very likely,It would become my preferred incentive offer,It depends on who is asking,FALSE,FALSE,FALSE,329,2025-07-16,2024-105,Tablet
kkod6vy6rdfxwezgpuxyrzhn,0.84643,30-49,Some college/2-yr degree,White,Male,Republican,South,Somewhat accurate,Somewhat trustworthy,Extremely important,Not likely,Maybe,Not very likely,It would be one I would likely choose,It depends on who is asking,FALSE,TRUE,TRUE,110,2025-07-05,2024-105,Tablet
8qeyzh3ikn3epcn6h1g1vi0k,1.093758,30-49,HS or less,Black,Female,Independent,Midwest,Very accurate,Not very trustworthy,Very important,Somewhat likely,Yes,Likely,It would not interest me,Yes,FALSE,FALSE,FALSE,214,2025-07-02,2024-105,Desktop
pac7sx8o5qj1455aoxelrw4h,1.114541,18-29,4-yr/post-graduate degree,Hispanic,Male,Democrat,Northeast,Somewhat accurate,Not very trustworthy,Not very important,Very likely,No,Very likely,It would become my preferred incentive offer,It depends on who is asking,FALSE,FALSE,TRUE,317,2025-06-23,2024-105,Desktop
a1rskirt09rityqffqyt69vh,0.671579,30-49,HS or less,White,Male,Other or none,South,Somewhat accurate,Somewhat trustworthy,Somewhat important,I would never participate in a phone survey,Maybe,Not very likely,It would be one I would likely choose,Yes,FALSE,FALSE,FALSE,313,2025-06-26,2024-105,Mobile
39348do5eocdjnqyx66uuk17,1.0653030000000001,18-29,4-yr/post-graduate degree,White,Male,Democrat,South,Not at all accurate,Not at all trustworthy,Not very important,Somewhat likely,Yes,Not very likely,It would become my preferred incentive offer,Yes,FALSE,FALSE,FALSE,396,2025-07-14,2024-105,Mobile
8vear9cib6g90q6d3he0l07r,1.08282,30-49,4-yr/post-graduate degree,White,Male,Democrat,Midwest,Not very accurate,Not very trustworthy,Extremely important,Somewhat likely,Yes,Not at all likely,It would be one I would likely choose,It depends on who is asking,FALSE,FALSE,TRUE,408,2025-07-10,2024-105,Mobile
yjvobnmb0rcw60uth16jo10e,1.206234,50-64,Some college/2-yr degree,White,Male,Independent,West,Somewhat accurate,Somewhat trustworthy,Very important,Not likely,Yes,Likely,It would not interest me,Yes,FALSE,FALSE,FALSE,232,2025-07-17,2024-105,Mobile
b7zpkuz817cuawf1lqdb010c,0.566711,50-64,4-yr/post-graduate degree,Other,Other,Republican,South,Not very accurate,Somewhat trustworthy,Somewhat important,Very likely,Yes,Likely,It would not interest me,It depends on who is asking,FALSE,TRUE,FALSE,199,2025-06-22,2024-105,Mobile
73js19hfvbqlixw5o13ou0dx,1.132298,30-49,Some college/2-yr degree,White,Male,Democrat,Northeast,Not at all accurate,Not very trustworthy,Somewhat important,Very likely,Maybe,Likely,It would be one I would likely choose,It depends on who is asking,FALSE,FALSE,FALSE,291,2025-07-10,2024-105,Mobile
agfuohjwxagt1g3rox5jb35w,1.212362,30-49,Some college/2-yr degree,White,Female,Republican,Midwest,Not very accurate,Very trustworthy,Very important,Not likely,Maybe,Likely,It would become my preferred incentive offer,It depends on who is asking,FALSE,FALSE,FALSE,347,2025-06-24,2024-105,Mobile
hr8741rzvhjfwnroiattbhm7,0.774878,18-29,HS or less,White,Male,Independent,South,Not very accurate,Somewhat trustworthy,Not very important,Not likely,Maybe,Likely,It would become my preferred incentive offer,Yes,FALSE,TRUE,FALSE,135,2025-07-13,2024-105,Desktop
q238ztk8fjntsqcbpy5n73c8,0.715057,50-64,4-yr/post-graduate degree,White,Male,Republican,West,Not very accurate,Somewhat trustworthy,Not very important,Somewhat likely,Maybe,Not very likely,It would not interest me,No,FALSE,FALSE,FALSE,336,2025-06-17,2024-105,Tablet
o0cq3lwsqdpn7b7rz3li74jr,1.392012,30-49,HS or less,White,Male,Republican,South,Very accurate,Somewhat trustworthy,Extremely important,Somewhat likely,Yes,Not at all likely,It would become my preferred incentive offer,Yes,FALSE,FALSE,FALSE,274,2025-06-28,2024-105,Mobile
