respondent_id,weight,age_group4,education,raceeth,gender,pid_base,region,q28,q29,q30,q31,q32,q33,q34,q35,attn_check_fail,speeder,straight_line,duration_seconds,completion_date,project_id
0qawc940d2sduejpum8tn60v,1.08003,30-49,HS or less,Hispanic,Male,Democrat,West,Very accurate,Somewhat trustworthy,Very important,Very likely,Yes,Not very likely,It would not interest me,No,FALSE,FALSE,FALSE,399,2025-06-26,2024-058
rmrrdiyrwgvsuzv2rzkh414m,0.811071,18-29,4-yr/post-graduate degree,White,Female,Democrat,West,Somewhat accurate,Somewhat trustworthy,Very important,Very likely,Yes,Very likely,It would become my preferred incentive offer,It depends on who is asking,FALSE,FALSE,TRUE,343,2025-06-17,2024-058
6t6s5h0iajbe5bg4h2dfvxck,0.953062,30-49,Some college/2-yr degree,Other,Male,Independent,South,Very accurate,Somewhat trustworthy,Somewhat important,I would never participate in a phone survey,Yes,Likely,It would become my preferred incentive offer,Yes,FALSE,FALSE,FALSE,271,2025-06-26,2024-058
m2dp5ybft1ouphs7ow7b05b6,1.013371,50-64,HS or less,Hispanic,Female,Republican,Midwest,Very accurate,Somewhat trustworthy,Very important,Somewhat likely,Maybe,Not very likely,It would not interest me,It depends on who is asking,FALSE,FALSE,FALSE,403,2025-06-26,2024-058
9k7a1dd4l00oqj7pxbii3um3,0.762154,18-29,Some college/2-yr degree,White,Female,Republican,Midwest,Somewhat accurate,Not very trustworthy,Not very important,Somewhat likely,Yes,Not very likely,It would be one I would likely choose,It depends on who is asking,FALSE,FALSE,FALSE,275,2025-06-27,2024-058
8bbmeoknpe2dd1j2ivopjcrs,1.473278,65+,Some college/2-yr degree,Hispanic,Female,Other or none,South,Somewhat accurate,Somewhat trustworthy,Extremely important,Very likely,Yes,Very likely,It would be one I would likely choose,It depends on who is asking,FALSE,FALSE,FALSE,316,2025-07-02,2024-058
xx0uu1pvnlclylf96rgh9ory,0.838497,18-29,HS or less,White,Male,Independent,Midwest,Somewhat accurate,Somewhat trustworthy,Very important,Very likely,No,Not at all likely,It would not interest me,It depends on who is asking,FALSE,FALSE,FALSE,314,2025-07-11,2024-058
oeibq6e4r2xljbgidipco2bs,0.593096,50-64,HS or less,Black,Female,Independent,South,Somewhat accurate,Somewhat trustworthy,Very important,Somewhat likely,Yes,Not very likely,It would be one I would likely choose,It depends on who is asking,FALSE,FALSE,FALSE,355,2025-07-03,2024-058
9ieyre97ueqn74frxolhwis0,1.084063,30-49,Some college/2-yr degree,White,Male,Democrat,Northeast,Not very accurate,Not at all trustworthy,Not very important,Somewhat likely,No,Not very likely,It would not interest me,It depends on who is asking,FALSE,FALSE,FALSE,433,2025-06-22,2024-058
eflu9yhi9fu1awuv62xefvsa,1.1198,30-49,Some college/2-yr degree,White,Male,Democrat,Northeast,Very accurate,Not very trustworthy,Not very important,I would never participate in a phone survey,Maybe,Not very likely,It would be one I would likely choose,It depends on who is asking,TRUE,FALSE,FALSE,353,2025-07-05,2024-058
w8715uk56qxg1l85zu9tkhym,1.500025,65+,Some college/2-yr degree,Black,Male,Democrat,Northeast,Somewhat accurate,Not very trustworthy,Somewhat important,Not likely,Maybe,Very likely,It would be one I would likely choose,It depends on who is asking,FALSE,FALSE,FALSE,440,2025-07-10,2024-058
hfcgpy9b6rgvdsuh2ypem8nf,0.866988,50-64,HS or less,Black,Male,Democrat,Midwest,Very accurate,Somewhat trustworthy,Somewhat important,Not likely,No,Not at all likely,It would become my preferred incentive offer,No,FALSE,FALSE,FALSE,168,2025-06-21,2024-058
au8lzbq1qmrib8x8jcxer7il,0.493343,65+,Some college/2-yr degree,Other,Female,Independent,South,Somewhat accurate,Somewhat trustworthy,Somewhat important,Very likely,Yes,Very likely,It would become my preferred incentive offer,It depends on who is asking,FALSE,FALSE,FALSE,440,2025-07-14,2024-058
d96mrptv1tr3jwdxenidawhi,1.344477,30-49,Some college/2-yr degree,White,Other,Democrat,South,Somewhat accurate,Somewhat trustworthy,Somewhat important,Very likely,No,Not very likely,It would be one I would likely choose,It depends on who is asking,FALSE,FALSE,FALSE,428,2025-06-25,2024-058
33m4zetzjl808ogqkaertpm1,0.640101,50-64,Some college/2-yr degree,White,Male,Democrat,South,Very accurate,Not at all trustworthy,Somewhat important,Not likely,Maybe,Not very likely,It would be one I would likely choose,It depends on who is asking,FALSE,FALSE,FALSE,343,2025-07-04,2024-058
bj4m4734k9r87g5kjvuhheyz,1.15438,18-29,Some college/2-yr degree,White,Male,Democrat,South,Not very accurate,Somewhat trustworthy,Not very important,Somewhat likely,No,Very likely,It would be one I would likely choose,It depends on who is asking,FALSE,FALSE,FALSE,205,2025-07-12,2024-058
lf5zb6qmbkv8wosf75jxu438,1.073965,18-29,4-yr/post-graduate degree,White,Male,Democrat,West,Not very accurate,Very trustworthy,Very important,I would never participate in a phone survey,Maybe,Very likely,It would become my preferred incentive offer,No,FALSE,FALSE,FALSE,284,2025-06-26,2024-058
hrdhnfvrlv48enfj7r8ku1l0,0.862268,30-49,HS or less,White,Male,Democrat,South,Very accurate,Somewhat trustworthy,Very important,I would never participate in a phone survey,No,Not very likely,It would become my preferred incentive offer,It depends on who is asking,FALSE,FALSE,FALSE,442,2025-06-22,2024-058
hhdym1ye9vv5u0q3a7hnp6ne,1.406359,18-29,4-yr/post-graduate degree,White,Female,Independent,Northeast,Somewhat accurate,Somewhat trustworthy,Somewhat important,I would never participate in a phone survey,Yes,Likely,It would be one I would likely choose,It depends on who is asking,FALSE,FALSE,FALSE,348,2025-06-25,2024-058
8oeh9rw4aea7b34v1o26neig,1.452663,65+,HS or less,White,Male,Republican,West,Not very accurate,Very trustworthy,Very important,Somewhat likely,Maybe,Not very likely,It would become my preferred incentive offer,It depends on who is asking,FALSE,FALSE,FALSE,353,2025-06-21,2024-058
xgkamhe2dbncyjxrboxnfnps,1.077461,18-29,4-yr/post-graduate degree,White,Female,Independent,South,Somewhat accurate,Not very trustworthy,Somewhat important,Somewhat likely,Yes,Likely,It would be one I would likely choose,It depends on who is asking,FALSE,FALSE,FALSE,474,2025-07-13,2024-058
nvnokz28cn9vusb2vw8f8uha,1.306347,50-64,Some college/2-yr degree,White,Female,Democrat,Northeast,Not very accurate,Not very trustworthy,Very important,Not likely,Maybe,Not at all likely,It would be one I would likely choose,Yes,FALSE,FALSE,FALSE,233,2025-07-12,2024-058
b6xjupdiyu74sejm86k7kull,0.490326,65+,Some college/2-yr degree,White,Female,Democrat,South,Not at all accurate,Not very trustworthy,Somewhat important,Not likely,No,Not very likely,It would become my preferred incentive offer,It depends on who is asking,FALSE,FALSE,FALSE,356,2025-06-28,2024-058
h66lrfyhy45r7fpi7ja2y033,0.751075,30-49,Some college/2-yr degree,Other,Male,Democrat,South,Not at all accurate,Somewhat trustworthy,Somewhat important,Somewhat likely,No,Very likely,It would be one I would likely choose,It depends on who is asking,FALSE,FALSE,FALSE,347,2025-06-21,2024-058
