respondent_id,weight,age_group4,education,raceeth,gender,pid_base,region,q28,q29,q30,q31,q32,q33,q34,q35,attn_check_fail,speeder,straight_line,duration_seconds,completion_date,project_id
ar6g9u4tcc5odg9pakorn9jt,0.85007,50-64,Some college/2-yr degree,Hispanic,Female,Independent,South,Somewhat accurate,Not very trustworthy,Extremely important,Not likely,Maybe,Likely,It would not interest me,No,FALSE,TRUE,FALSE,101,2025-07-17,2024-054
np3dpaqe0xl7s7ffcweki9ge,0.173757,30-49,4-yr/post-graduate degree,White,Female,Independent,South,Somewhat accurate,Not at all trustworthy,Extremely important,Very likely,Maybe,Not at all likely,It would be one I would likely choose,It depends on who is asking,FALSE,FALSE,FALSE,213,2025-06-19,2024-054
9j80frp5p66vasiq4u0jzdml,1.033952,65+,Some college/2-yr degree,White,Male,Democrat,South,Not very accurate,Somewhat trustworthy,Not very important,Somewhat likely,No,Not very likely,It would be one I would likely choose,It depends on who is asking,FALSE,FALSE,FALSE,273,2025-07-10,2024-054
valt3xefupcr366ukp60wjo2,1.081469,18-29,HS or less,White,Female,Independent,West,Somewhat accurate,Somewhat trustworthy,Somewhat important,Very likely,Yes,Very likely,It would be one I would likely choose,It depends on who is asking,FALSE,FALSE,TRUE,305,2025-07-12,2024-054
n1tytd16p8oi67drdaoo47y1,1.496024,50-64,HS or less,White,Female,Independent,South,Somewhat accurate,Not at all trustworthy,Extremely important,Very likely,No,Likely,It would become my preferred incentive offer,It depends on who is asking,FALSE,FALSE,FALSE,249,2025-06-30,2024-054
cnknsald8xjhmj7fgxtzdxsb,1.489374,50-64,Some college/2-yr degree,Black,Female,Independent,South,Very accurate,Somewhat trustworthy,Very important,Very likely,No,Not at all likely,It would become my preferred incentive offer,It depends on who is asking,FALSE,FALSE,FALSE,277,2025-07-07,2024-054
revwrat3jh0rrgpe2ikthtk9,0.904114,65+,4-yr/post-graduate degree,White,Male,Independent,South,Somewhat accurate,Somewhat trustworthy,Very important,Somewhat likely,No,Likely,It would be one I would likely choose,Yes,FALSE,FALSE,FALSE,398,2025-06-25,2024-054
qyd6869jw8718f9kxer2qbu9,0.597407,65+,Some college/2-yr degree,White,Female,Democrat,Northeast,Not very accurate,Somewhat trustworthy,Very important,Somewhat likely,No,Not very likely,It would not interest me,It depends on who is asking,FALSE,FALSE,FALSE,324,2025-06-28,2024-054
q63stehcaqg82pvogvdz376d,1.017019,18-29,Some college/2-yr degree,White,Male,Democrat,Northeast,Very accurate,Somewhat trustworthy,Not very important,Somewhat likely,Maybe,Not very likely,It would be one I would likely choose,Yes,FALSE,FALSE,FALSE,383,2025-07-12,2024-054
kj89okpaoczj88gylvlip6qq,1.100878,18-29,Some college/2-yr degree,Hispanic,Male,Republican,Midwest,Somewhat accurate,Somewhat trustworthy,Somewhat important,I would never participate in a phone survey,Yes,Likely,It would be one I would likely choose,No,FALSE,FALSE,FALSE,420,2025-07-03,2024-054
