respondent_id,weight,age_group4,education,raceeth,gender,pid_base,region,q28,q29,q30,q31,q32,q33,q34,q35,attn_check_fail,speeder,straight_line,duration_seconds,completion_date,project_id
awaa8rhwjsdo4fuxudriho1x,1.072085,65+,HS or less,White,Male,Democrat,South,Somewhat accurate,Not very trustworthy,Not very important,Not likely,Yes,Not at all likely,It would be one I would likely choose,Yes,FALSE,FALSE,FALSE,406,2025-07-05,2024-076
y70d1py3e4449dfnog63qb5q,0.957609,18-29,Some college/2-yr degree,White,Male,Democrat,West,Not at all accurate,Not at all trustworthy,Somewhat important,Not likely,Maybe,Likely,It would be one I would likely choose,It depends on who is asking,FALSE,FALSE,TRUE,344,2025-06-23,2024-076
eotxqaxczappckcylrxgk6la,0.990343,30-49,Some college/2-yr degree,White,Female,Democrat,South,Somewhat accurate,Not very trustworthy,Somewhat important,Not likely,Yes,Very likely,It would be one I would likely choose,No,FALSE,FALSE,FALSE,342,2025-06-22,2024-076
drl4jmsffcjmv3ytvs5asglc,1.095803,18-29,Some college/2-yr degree,Black,Female,Independent,South,Not at all accurate,Somewhat trustworthy,Somewhat important,Not likely,Yes,Very likely,It would become my preferred incentive offer,Yes,FALSE,FALSE,FALSE,252,2025-06-21,2024-076
vljc6c3bs0bczd1aikq5ts4s,1.725791,50-64,4-yr/post-graduate degree,White,Female,Republican,Midwest,Somewhat accurate,Very trustworthy,Somewhat important,Somewhat likely,No,Not at all likely,It would not interest me,It depends on who is asking,FALSE,FALSE,FALSE,501,2025-06-30,2024-076
6sjs1gbwsszwirprzaiafnv1,1.092029,65+,4-yr/post-graduate degree,Black,Female,Independent,West,Somewhat accurate,Somewhat trustworthy,Not at all important,Not likely,Yes,Likely,It would be one I would likely choose,It depends on who is asking,FALSE,FALSE,TRUE,439,2025-06-29,2024-076
bno29nk5tqhpjdcuvqc9062y,1.35932,65+,HS or less,Hispanic,Female,Democrat,South,Very accurate,Not very trustworthy,Extremely important,Not likely,Maybe,Not at all likely,It would not interest me,It depends on who is asking,FALSE,FALSE,FALSE,321,2025-06-20,2024-076
2t6b2za6hu7nl09tq9s0bm4f,0.702511,30-49,Some college/2-yr degree,White,Male,Democrat,Midwest,Not very accurate,Not very trustworthy,Extremely important,Not likely,Maybe,Likely,It would become my preferred incentive offer,Yes,FALSE,FALSE,FALSE,336,2025-07-07,2024-076
fpgc7oqnxbyqatns13vvqb24,1.487962,50-64,Some college/2-yr degree,Hispanic,Male,Independent,South,Not very accurate,Somewhat trustworthy,Somewhat important,Somewhat likely,No,Not at all likely,It would be one I would likely choose,Yes,FALSE,FALSE,FALSE,419,2025-06-26,2024-076
yezi9a0sni9hnylt2f2hvsqw,0.77782,30-49,Some college/2-yr degree,Black,Male,Independent,West,Not very accurate,Not very trustworthy,Not very important,Somewhat likely,Yes,Not very likely,It would be one I would likely choose,It depends on who is asking,FALSE,FALSE,FALSE,290,2025-07-09,2024-076
c1m8siq64bu3k55rv34p52n9,1.275122,18-29,4-yr/post-graduate degree,White,Female,Republican,Midwest,Not very accurate,Very trustworthy,Very important,Very likely,Maybe,Not very likely,It would become my preferred incentive offer,It depends on who is asking,FALSE,FALSE,FALSE,301,2025-07-15,2024-076
wt862263kyj6eqs29v1ziynp,0.893781,50-64,Some college/2-yr degree,Hispanic,Male,Republican,South,Somewhat accurate,Somewhat trustworthy,Not very important,Not likely,Yes,Very likely,It would be one I would likely choose,It depends on who is asking,FALSE,FALSE,FALSE,287,2025-06-25,2024-076
rigf2ccicr52956rbi28lebi,1.046162,65+,4-yr/post-graduate degree,Black,Female,Republican,Midwest,Somewhat accurate,Very trustworthy,Not at all important,Not likely,Maybe,Not very likely,It would become my preferred incentive offer,Yes,FALSE,FALSE,FALSE,462,2025-07-02,2024-076
nv6ti669vozrjkztoedpkzsi,0.554625,30-49,Some college/2-yr degree,White,Female,Democrat,South,Somewhat accurate,Very trustworthy,Somewhat important,Very likely,Yes,Not very likely,It would not interest me,It depends on who is asking,FALSE,FALSE,FALSE,468,2025-07-10,2024-076
8hoa0g7idozb7mfla6myrxfc,0.859987,50-64,HS or less,Black,Male,Republican,Northeast,Not at all accurate,Somewhat trustworthy,Very important,Not likely,Maybe,Not at all likely,It would be one I would likely choose,No,FALSE,FALSE,FALSE,339,2025-06-23,2024-076
nufx43r2adhp2g8h8l11348d,1.134626,65+,4-yr/post-graduate degree,Hispanic,Female,Democrat,West,Somewhat accurate,Somewhat trustworthy,Very important,Not likely,Yes,Very likely,It would not interest me,It depends on who is asking,FALSE,FALSE,FALSE,418,2025-06-17,2024-076
6e7dbu3mxgpfhr4r5rp8pi9p,0.812586,30-49,4-yr/post-graduate degree,Hispanic,Male,Independent,West,Very accurate,Not very trustworthy,Very important,Not likely,Maybe,Not very likely,It would not interest me,No,FALSE,FALSE,FALSE,339,2025-06-18,2024-076
