respondent_id,weight,age_group4,education,raceeth,gender,pid_base,region,q28,q29,q30,q31,q32,q33,q34,q35,attention_fail,speeder,straight_line,duration_seconds,completion_date,project_id,device_type
g0leut9mjkwrqoqargs4rt0w,1.707477,50-64,Some college/2-yr degree,White,Female,Democrat,South,Very accurate,Somewhat trustworthy,Somewhat important,Very likely,Maybe,Not very likely,It would not interest me,It depends on who is asking,FALSE,FALSE,FALSE,294,2025-06-26,2024-044,Mobile
8nqq2jflonalbshxszlusnn0,0.966986,50-64,Some college/2-yr degree,White,Female,Republican,Midwest,Very accurate,Somewhat trustworthy,Very important,Very likely,Maybe,Very likely,It would be one I would likely choose,No,FALSE,FALSE,FALSE,322,2025-07-10,2024-044,Desktop
uc4h88ewj978axjv44oicfu4,0.782876,30-49,HS or less,White,Female,Democrat,West,Somewhat accurate,Not very trustworthy,Not very important,Not likely,Maybe,Not at all likely,It would become my preferred incentive offer,No,FALSE,FALSE,FALSE,329,2025-07-16,2024-044,Mobile
afpznrscgopw0109ra0cp1jg,1.355328,50-64,Some college/2-yr degree,White,Male,Republican,Midwest,Not at all accurate,Somewhat trustworthy,Not very important,Somewhat likely,No,Likely,It would be one I would likely choose,It depends on who is asking,TRUE,FALSE,FALSE,310,2025-06-26,2024-044,Mobile
gkm3p8w8rd45hbpel5la44s7,0.725317,65+,HS or less,Black,Female,Independent,West,Somewhat accurate,Very trustworthy,Somewhat important,Somewhat likely,Yes,Not very likely,It would not interest me,It depends on who is asking,FALSE,FALSE,FALSE,312,2025-07-14,2024-044,Mobile
z1vmpit12nbgp9ih4gixqa44,0.730714,18-29,Some college/2-yr degree,Other,Other,Republican,South,Not very accurate,Somewhat trustworthy,Somewhat important,Very likely,Yes,Not very likely,It would be one I would likely choose,Yes,FALSE,FALSE,FALSE,398,2025-06-24,2024-044,Mobile
chyasr5cvpplm74bnjz863u2,1.064371,30-49,HS or less,Other,Male,Democrat,Northeast,Not very accurate,Somewhat trustworthy,Somewhat important,Somewhat likely,Yes,Not at all likely,It would be one I would likely choose,It depends on who is asking,FALSE,FALSE,FALSE,298,2025-07-07,2024-044,Mobile
aryv3txr83rwe3ofj6jx59wg,0.323486,50-64,HS or less,Black,Female,Independent,West,Not very accurate,Somewhat trustworthy,Somewhat important,I would never participate in a phone survey,No,Not at all likely,It would be one I would likely choose,Yes,FALSE,TRUE,FALSE,119,2025-06-19,2024-044,Tablet
nphmvqjlyfgvaut829vs8g8a,1.30497,50-64,HS or less,White,Male,Independent,South,Somewhat accurate,Somewhat trustworthy,Somewhat important,I would never participate in a phone survey,No,Not very likely,It would be one I would likely choose,No,FALSE,FALSE,FALSE,443,2025-06-19,2024-044,Desktop
2v4n3awnpvl1jlccm81093zd,1.317629,18-29,4-yr/post-graduate degree,Other,Male,Independent,South,Not very accurate,Very trustworthy,Somewhat important,I would never participate in a phone survey,Yes,Not very likely,It would be one I would likely choose,It depends on who is asking,FALSE,FALSE,FALSE,260,2025-07-13,2024-044,Mobile
b3u8ovaknlkcr7zkchwg3gt0,0.647903,30-49,Some college/2-yr degree,Black,Female,Independent,South,Somewhat accurate,Somewhat trustworthy,Not very important,Not likely,No,Very likely,It would not interest me,It depends on who is asking,FALSE,FALSE,FALSE,176,2025-07-07,2024-044,Tablet
za4urgg8ug4214bc3staaxbc,1.111777,30-49,Some college/2-yr degree,White,Male,Republican,Midwest,Somewhat accurate,Somewhat trustworthy,Somewhat important,Not likely,No,Not at all likely,It would not interest me,It depends on who is asking,FALSE,FALSE,FALSE,430,2025-07-16,2024-044,Tablet
w8jjjvbm0fmjlqxpn5y8ugu9,0.362243,30-49,4-yr/post-graduate degree,Black,Female,Democrat,South,Somewhat accurate,Very trustworthy,Not at all important,Somewhat likely,Yes,Not very likely,It would be one I would likely choose,It depends on who is asking,FALSE,FALSE,FALSE,419,2025-06-26,2024-044,Tablet
