respondent_id,weight,age_group4,education,raceeth,gender,pid_base,region,q28,q29,q30,q31,q32,q33,q34,q35,attention_fail,speeder,straight_line,duration_seconds,completion_date,project_id,device_type
650udt906stgjzq8jir27cke,1.32567,30-49,4-yr/post-graduate degree,White,Female,Democrat,Midwest,Not at all accurate,Somewhat trustworthy,Very important,Somewhat likely,No,Likely,It would not interest me,It depends on who is asking,FALSE,FALSE,FALSE,329,2025-07-13,2024-100,Tablet
hgy55s0be1vvsehgfk6a9ru8,1.236971,30-49,Some college/2-yr degree,White,Male,Republican,South,Somewhat accurate,Somewhat trustworthy,Extremely important,Not likely,Maybe,Not very likely,It would not interest me,It depends on who is asking,FALSE,FALSE,FALSE,359,2025-07-06,2024-100,Tablet
apy52qxrao0y8snsx1jd2b0s,0.742177,50-64,HS or less,White,Female,Independent,West,Somewhat accurate,Not at all trustworthy,Somewhat important,Not likely,Maybe,Not very likely,It would not interest me,Yes,FALSE,FALSE,FALSE,217,2025-07-07,2024-100,Tablet
ydvrlm01tpua1uhpre2m4e6j,1.501061,50-64,HS or less,White,Female,Republican,South,Not very accurate,Somewhat trustworthy,Somewhat important,Not likely,Yes,Not very likely,It would be one I would likely choose,No,FALSE,FALSE,TRUE,336,2025-06-17,2024-100,Tablet
d3edhd254gwwtgofmc81aycv,1.20806,30-49,Some college/2-yr degree,White,Male,Democrat,Midwest,Somewhat accurate,Not very trustworthy,Very important,Very likely,Yes,Very likely,It would become my preferred incentive offer,It depends on who is asking,FALSE,FALSE,FALSE,467,2025-06-18,2024-100,Tablet
15ejpl2qw7e3wwzri85msftd,1.523794,50-64,HS or less,White,Female,Independent,South,Not very accurate,Not very trustworthy,Very important,I would never participate in a phone survey,Yes,Not very likely,It would be one I would likely choose,No,FALSE,TRUE,FALSE,131,2025-06-20,2024-100,Tablet
gaa2sx99mspx480fqkp3u8dd,1.231145,65+,HS or less,White,Male,Democrat,South,Very accurate,Very trustworthy,Somewhat important,Somewhat likely,Yes,Not very likely,It would be one I would likely choose,Yes,FALSE,FALSE,FALSE,386,2025-07-01,2024-100,Tablet
xn6hqgoscc0xu8mqys2s1ief,0.88318700000000006,18-29,Some college/2-yr degree,Hispanic,Male,Republican,South,Somewhat accurate,Not at all trustworthy,Very important,Somewhat likely,Maybe,Likely,It would be one I would likely choose,It depends on who is asking,FALSE,FALSE,FALSE,265,2025-06-26,2024-100,Desktop
lralq8zna1lsd6if01gxloso,1.159764,30-49,4-yr/post-graduate degree,White,Male,Democrat,Northeast,Somewhat accurate,Somewhat trustworthy,Somewhat important,Somewhat likely,Maybe,Not at all likely,It would become my preferred incentive offer,It depends on who is asking,FALSE,FALSE,FALSE,317,2025-06-22,2024-100,Desktop
h4waxemklzbnw16qzp0e92lk,0.941087,18-29,4-yr/post-graduate degree,White,Male,Independent,Midwest,Somewhat accurate,Somewhat trustworthy,Somewhat important,Not likely,No,Not very likely,It would become my preferred incentive offer,It depends on who is asking,FALSE,FALSE,FALSE,408,2025-06-18,2024-100,Tablet
f6su95mohgv120r947t60l51,1.066381,65+,4-yr/post-graduate degree,White,Male,Independent,South,Somewhat accurate,Somewhat trustworthy,Somewhat important,Somewhat likely,Maybe,Not very likely,It would not interest me,No,FALSE,FALSE,FALSE,471,2025-07-07,2024-100,Mobile
lcl5bs3udu8mz3h30gzuzhg6,1.280153,18-29,Some college/2-yr degree,White,Male,Democrat,Northeast,Not at all accurate,Not very trustworthy,Very important,I would never participate in a phone survey,Yes,Not at all likely,It would not interest me,It depends on who is asking,FALSE,FALSE,FALSE,310,2025-06-30,2024-100,Mobile
09ovj69kwts59zjuophwqsh0,0.800806,18-29,Some college/2-yr degree,White,Male,Democrat,South,Somewhat accurate,Somewhat trustworthy,Somewhat important,Somewhat likely,Maybe,Likely,It would be one I would likely choose,Yes,FALSE,FALSE,FALSE,475,2025-07-04,2024-100,Desktop
es0eb87g2if9e88y99v56lfz,1.292833,65+,4-yr/post-graduate degree,White,Male,Independent,West,Very accurate,Very trustworthy,Somewhat important,I would never participate in a phone survey,Yes,Likely,It would become my preferred incentive offer,Yes,FALSE,FALSE,FALSE,485,2025-06-24,2024-100,Desktop
