respondent_id,weight,age_group4,education,raceeth,gender,pid_base,region,q28,q29,q30,q31,q32,q33,q34,q35,attention_fail,speeder,straight_line,duration_seconds,completion_date,project_id
efntnj296xwe90myy3laybxn,0.747168,50-64,Some college/2-yr degree,White,Male,Democrat,West,Somewhat accurate,Somewhat trustworthy,Not very important,Very likely,No,Not very likely,It would become my preferred incentive offer,It depends on who is asking,FALSE,FALSE,FALSE,399,2025-06-17,2024-011
w4kktmtdw3jnfar7h1p8nbzc,1.125544,65+,Some college/2-yr degree,Black,Female,Independent,West,Somewhat accurate,Somewhat trustworthy,Very important,Very likely,Yes,Not at all likely,It would be one I would likely choose,Yes,FALSE,FALSE,FALSE,459,2025-06-17,2024-011
93qnmd8wv9b1kosflze6qul2,1.111745,65+,Some college/2-yr degree,Hispanic,Male,Republican,West,Very accurate,Not very trustworthy,Somewhat important,I would never participate in a phone survey,Yes,Likely,It would become my preferred incentive offer,No,FALSE,FALSE,FALSE,428,2025-07-16,2024-011
3g026c3dkj87gpy1zpieh7mb,1.230927,18-29,Some college/2-yr degree,Hispanic,Male,Other or none,Northeast,Not very accurate,Somewhat trustworthy,Somewhat important,Very likely,Yes,Likely,It would become my preferred incentive offer,It depends on who is asking,FALSE,FALSE,FALSE,363,2025-07-08,2024-011
f2tfdzaftrd762mm4jl722at,1.337773,30-49,Some college/2-yr degree,White,Male,Independent,West,Not very accurate,Somewhat trustworthy,Not very important,Very likely,Yes,Likely,It would become my preferred incentive offer,It depends on who is asking,FALSE,FALSE,FALSE,298,2025-06-20,2024-011
6sip3i9q4ye1w2pkpr89nktv,0.965763,30-49,HS or less,White,Female,Republican,Midwest,Somewhat accurate,Not very trustworthy,Not at all important,Somewhat likely,Maybe,Likely,It would be one I would likely choose,Yes,FALSE,FALSE,FALSE,472,2025-06-26,2024-011
tffongk37711cvtl09mpgfbq,1.129866,30-49,HS or less,White,Male,Democrat,South,Not very accurate,Not very trustworthy,Somewhat important,Not likely,Yes,Not very likely,It would become my preferred incentive offer,No,FALSE,FALSE,FALSE,180,2025-07-17,2024-011
clajxymncc3ps5fkxvsnb4c2,1.631998,18-29,HS or less,White,Female,Republican,West,Somewhat accurate,Somewhat trustworthy,Somewhat important,Somewhat likely,Yes,Very likely,It would be one I would likely choose,Yes,FALSE,FALSE,FALSE,357,2025-07-01,2024-011
w45sbmzw05dic29zpbbyzzro,1.163994,50-64,Some college/2-yr degree,White,Male,Independent,South,Not very accurate,Somewhat trustworthy,Very important,Somewhat likely,Yes,Likely,It would be one I would likely choose,No,FALSE,FALSE,FALSE,262,2025-06-21,2024-011
ovxmvnaw3h2ary9jpt9ucv3i,1.094678,65+,Some college/2-yr degree,Hispanic,Male,Democrat,South,Somewhat accurate,Not very trustworthy,Extremely important,Somewhat likely,Yes,Not very likely,It would be one I would likely choose,Yes,FALSE,FALSE,FALSE,321,2025-07-14,2024-011
oujgp4md1g9rxyjzml73nyyx,0.887437,18-29,4-yr/post-graduate degree,White,Female,Republican,South,Somewhat accurate,Not at all trustworthy,Not very important,Not likely,Yes,Likely,It would not interest me,No,FALSE,FALSE,FALSE,285,2025-06-21,2024-011
3lzqeidraxomwotcf0ai47kv,1.259643,50-64,HS or less,Hispanic,Male,Other or none,Northeast,Somewhat accurate,Not at all trustworthy,Somewhat important,Very likely,Yes,Not very likely,It would be one I would likely choose,It depends on who is asking,FALSE,FALSE,FALSE,343,2025-07-03,2024-011
tqywn9chqy9roqq1m5mcly1u,0.937089,18-29,HS or less,Hispanic,Male,Democrat,Midwest,Not very accurate,Not very trustworthy,Somewhat important,Not likely,No,Not very likely,It would become my preferred incentive offer,It depends on who is asking,FALSE,FALSE,FALSE,203,2025-06-23,2024-011
1sju8hjz2zs82sr42lpfr2gu,1.024525,18-29,4-yr/post-graduate degree,Hispanic,Female,Democrat,West,Not at all accurate,Not very trustworthy,Not at all important,Not likely,No,Likely,It would not interest me,It depends on who is asking,FALSE,FALSE,FALSE,434,2025-06-22,2024-011
9hvx3lq6j46v6yek7d61v95v,1.079561,18-29,HS or less,White,Male,Other or none,Northeast,Not at all accurate,Not very trustworthy,Somewhat important,Not likely,Yes,Not very likely,It would not interest me,It depends on who is asking,FALSE,TRUE,FALSE,138,2025-06-17,2024-011
