respondent_id,weight,age_group4,education,raceeth,gender,pid_base,region,q28,q29,q30,q31,q32,q33,q34,q35,attn_check_fail,speeder,straight_line,duration_seconds,completion_date,project_id
973w8y5dauqmk9of9pp70sa8,0.745568,65+,Some college/2-yr degree,White,Male,Democrat,West,Not very accurate,Somewhat trustworthy,Not very important,Somewhat likely,Yes,Not at all likely,It would be one I would likely choose,Yes,FALSE,FALSE,FALSE,287,2025-06-29,2024-023
cyhul7iuzimi7uufotyoo5z2,0.968162,50-64,HS or less,Hispanic,Female,Republican,South,Not very accurate,Somewhat trustworthy,Not at all important,Somewhat likely,No,Very likely,It would become my preferred incentive offer,It depends on who is asking,FALSE,FALSE,FALSE,443,2025-06-21,2024-023
llrwnf1jrlkkgfluv2kxyzxb,0.436735,30-49,Some college/2-yr degree,Other,Female,Independent,South,Very accurate,Not very trustworthy,Very important,Somewhat likely,No,Not very likely,It would be one I would likely choose,Yes,FALSE,FALSE,FALSE,308,2025-06-29,2024-023
3eeq8voaqq8q9crq6h97016w,1.411427,18-29,Some college/2-yr degree,Other,Female,Independent,West,Somewhat accurate,Somewhat trustworthy,Somewhat important,I would never participate in a phone survey,No,Not at all likely,It would be one I would likely choose,Yes,FALSE,FALSE,FALSE,270,2025-06-23,2024-023
rvgs3bg4bu1jn6ljf5plqka4,1.496846,30-49,Some college/2-yr degree,White,Male,Other or none,Northeast,Somewhat accurate,Not very trustworthy,Somewhat important,I would never participate in a phone survey,Maybe,Not very likely,It would become my preferred incentive offer,It depends on who is asking,FALSE,FALSE,FALSE,403,2025-06-23,2024-023
owlvjg00wst43l9459dt4tsz,1.047846,30-49,HS or less,White,Female,Other or none,South,Very accurate,Not very trustworthy,Very important,Not likely,Maybe,Not very likely,It would not interest me,Yes,FALSE,TRUE,FALSE,105,2025-07-01,2024-023
7odhe8sb4qybtuua4j03imba,1.047539,50-64,4-yr/post-graduate degree,White,Male,Republican,Northeast,Not at all accurate,Not at all trustworthy,Somewhat important,Not likely,Maybe,Likely,It would become my preferred incentive offer,It depends on who is asking,FALSE,FALSE,FALSE,346,2025-07-04,2024-023
k33gx1dyfb4yi2j0kg84pnuq,1.161572,65+,Some college/2-yr degree,White,Female,Republican,Midwest,Somewhat accurate,Very trustworthy,Somewhat important,Not likely,Yes,Very likely,It would not interest me,It depends on who is asking,FALSE,FALSE,FALSE,383,2025-07-14,2024-023
t4y095i1d261pccjos1m1ozn,0.769166,50-64,Some college/2-yr degree,Hispanic,Female,Democrat,West,Not very accurate,Somewhat trustworthy,Very important,I would never participate in a phone survey,No,Not at all likely,It would become my preferred incentive offer,It depends on who is asking,FALSE,FALSE,FALSE,305,2025-06-26,2024-023
zpnv9e99d2akqurujrkdw4c3,0.744097,50-64,Some college/2-yr degree,Other,Female,Republican,South,Not at all accurate,Somewhat trustworthy,Very important,Not likely,Maybe,Not very likely,It would become my preferred incentive offer,It depends on who is asking,FALSE,FALSE,TRUE,354,2025-06-30,2024-023
rym8ggbnrix7531ne2tf0l2j,0.848339,50-64,4-yr/post-graduate degree,Black,Male,Republican,South,Somewhat accurate,Somewhat trustworthy,Somewhat important,Somewhat likely,No,Not very likely,It would be one I would likely choose,It depends on who is asking,FALSE,FALSE,FALSE,445,2025-07-03,2024-023
gurd5vc909uy8ilhoj2kycx4,0.594121,30-49,4-yr/post-graduate degree,Other,Male,Democrat,West,Very accurate,Not very trustworthy,Very important,I would never participate in a phone survey,Yes,Likely,It would become my preferred incentive offer,No,FALSE,TRUE,FALSE,90,2025-06-19,2024-023
08ku50opnkrzaf7ck9wybpxu,1.358392,50-64,HS or less,White,Male,Independent,Northeast,Not at all accurate,Very trustworthy,Somewhat important,Not likely,Maybe,Not very likely,It would become my preferred incentive offer,It depends on who is asking,FALSE,FALSE,TRUE,405,2025-07-09,2024-023
w6e7w5nq43rke90ys1k1k0bo,0.718022,50-64,HS or less,White,Female,Republican,West,Not very accurate,Somewhat trustworthy,Not very important,Not likely,No,Not at all likely,It would be one I would likely choose,No,FALSE,FALSE,TRUE,484,2025-07-17,2024-023
a06rzyr1qqihzq8l1u3oj4se,1.402688,65+,HS or less,White,Male,Republican,Northeast,Somewhat accurate,Not at all trustworthy,Somewhat important,Very likely,Yes,Likely,It would be one I would likely choose,It depends on who is asking,FALSE,FALSE,FALSE,406,2025-07-17,2024-023
1mms0hejtwtvcs0m0dodpu28,1.680221,30-49,Some college/2-yr degree,White,Female,Independent,West,Not very accurate,Very trustworthy,Very important,Not likely,Maybe,Very likely,It would not interest me,It depends on who is asking,FALSE,FALSE,FALSE,504,2025-06-21,2024-023
g5yvvxaeyrlf6054n53une0s,1.074919,18-29,HS or less,White,Male,Independent,South,Not at all accurate,Somewhat trustworthy,Somewhat important,Somewhat likely,No,Likely,It would be one I would likely choose,Yes,FALSE,FALSE,TRUE,432,2025-06-23,2024-023
c1ecgdwjtesdljivr1tbgl79,1.673676,50-64,4-yr/post-graduate degree,Hispanic,Female,Republican,Northeast,Somewhat accurate,Not very trustworthy,Extremely important,Not likely,Yes,Not at all likely,It would become my preferred incentive offer,It depends on who is asking,FALSE,FALSE,FALSE,385,2025-07-12,2024-023
6ayhfovub06jbwa5k9asba9i,0.894037,30-49,Some college/2-yr degree,White,Female,Democrat,West,Not very accurate,Somewhat trustworthy,Very important,Not likely,Yes,Likely,It would be one I would likely choose,It depends on who is asking,FALSE,FALSE,FALSE,210,2025-07-07,2024-023
cldz09qyck8hb844528dsx9g,0.343289,18-29,4-yr/post-graduate degree,White,Female,Democrat,South,Somewhat accurate,Not very trustworthy,Somewhat important,I would never participate in a phone survey,Yes,Not at all likely,It would become my preferred incentive offer,It depends on who is asking,FALSE,FALSE,FALSE,425,2025-07-16,2024-023
b0arr3t11hvj0uxwf7ge7kto,1.445076,18-29,Some college/2-yr degree,Other,Female,Independent,West,Very accurate,Not very trustworthy,Somewhat important,Very likely,No,Not very likely,It would be one I would likely choose,No,FALSE,FALSE,FALSE,381,2025-06-19,2024-023
rocu54hcg79s3bmtfpqgzovx,1.034186,65+,HS or less,Other,Female,Republican,South,Somewhat accurate,Very trustworthy,Not at all important,Somewhat likely,Maybe,Very likely,It would be one I would likely choose,It depends on who is asking,FALSE,FALSE,FALSE,568,2025-07-02,2024-023
6pj20llgj20soovi0by35f66,0.973697,30-49,Some college/2-yr degree,White,Female,Independent,West,Somewhat accurate,Somewhat trustworthy,Not very important,I would never participate in a phone survey,No,Likely,It would be one I would likely choose,It depends on who is asking,FALSE,FALSE,FALSE,222,2025-06-26,2024-023
x7fp1xpqde3oqenx6e0zv6ne,0.721956,18-29,4-yr/post-graduate degree,Hispanic,Male,Republican,Midwest,Somewhat accurate,Not very trustworthy,Somewhat important,Somewhat likely,Maybe,Not very likely,It would be one I would likely choose,It depends on who is asking,FALSE,FALSE,FALSE,239,2025-06-21,2024-023
q3kh27yoh9r0s64ai8n8mnoz,1.068803,18-29,Some college/2-yr degree,White,Female,Democrat,Northeast,Somewhat accurate,Somewhat trustworthy,Somewhat important,Not likely,No,Not very likely,It would not interest me,It depends on who is asking,FALSE,FALSE,FALSE,351,2025-07-03,2024-023
3hl6rna4j1l5vud6bpt6q5qm,1.186925,30-49,4-yr/post-graduate degree,Black,Female,Independent,Northeast,Very accurate,Very trustworthy,Not at all important,Somewhat likely,Yes,Not very likely,It would become my preferred incentive offer,Yes,FALSE,FALSE,FALSE,402,2025-07-15,2024-023
