respondent_id,weight,age_group4,education,raceeth,gender,pid_base,region,q28,q29,q30,q31,q32,q33,q34,q35,attention_fail,speed_flag,straight_line,duration_seconds,completion_date,project_id
90220l1xuz1ucouftk6b1o6w,0.748846,18-29,4-yr/post-graduate degree,Hispanic,Male,Democrat,Midwest,Very accurate,Not very trustworthy,Not very important,Very likely,Yes,Not very likely,It would be one I would likely choose,It depends on who is asking,FALSE,FALSE,FALSE,319,2025-06-25,2024-027
n3a965bd3qhxcncukcnsd900,1.346216,50-64,4-yr/post-graduate degree,Black,Female,Independent,South,Somewhat accurate,Very trustworthy,Very important,I would never participate in a phone survey,Yes,Likely,It would become my preferred incentive offer,Yes,FALSE,FALSE,FALSE,374,2025-06-21,2024-027
5ap0aw6z6adz5zhzk7he71s9,0.850895,50-64,HS or less,White,Female,Independent,West,Somewhat accurate,Somewhat trustworthy,Not very important,Somewhat likely,Maybe,Likely,It would not interest me,It depends on who is asking,FALSE,FALSE,TRUE,248,2025-07-03,2024-027
mt5mqlvbqs27xegtk42wcrgk,0.707871,65+,HS or less,Black,Male,Democrat,Northeast,Very accurate,Somewhat trustworthy,Not very important,Very likely,Maybe,Likely,It would be one I would likely choose,Yes,TRUE,FALSE,FALSE,376,2025-07-15,2024-027
7f3r2sj3r8yc3dif0shdpp9z,0.828783,50-64,Some college/2-yr degree,White,Male,Republican,Midwest,Somewhat accurate,Not at all trustworthy,Very important,Very likely,Maybe,Not very likely,It would be one I would likely choose,Yes,FALSE,FALSE,FALSE,312,2025-06-27,2024-027
4ykhgz9wfg9qpaktqwbagnel,1.026946,18-29,Some college/2-yr degree,Black,Female,Democrat,Midwest,Somewhat accurate,Not very trustworthy,Not very important,Very likely,Maybe,Not very likely,It would be one I would likely choose,It depends on who is asking,FALSE,FALSE,FALSE,188,2025-07-17,2024-027
dzcxfp1w2cc4sxd6uy9diqcn,1.319058,65+,Some college/2-yr degree,White,Male,Republican,South,Somewhat accurate,Very trustworthy,Very important,Somewhat likely,Yes,Not very likely,It would become my preferred incentive offer,It depends on who is asking,FALSE,FALSE,FALSE,240,2025-07-03,2024-027
p3h0ldnwshnso0rg9tzpzdwd,0.779619,18-29,Some college/2-yr degree,White,Female,Republican,Midwest,Somewhat accurate,Very trustworthy,Very important,Somewhat likely,Yes,Not very likely,It would become my preferred incentive offer,It depends on who is asking,FALSE,FALSE,FALSE,129,2025-07-11,2024-027
01m0lqo8uj7df6ozarmjtgx9,0.432041,18-29,Some college/2-yr degree,White,Female,Democrat,West,Not very accurate,Not at all trustworthy,Very important,Very likely,Maybe,Very likely,It would not interest me,It depends on who is asking,FALSE,FALSE,FALSE,224,2025-06-26,2024-027
4a16jvyd3xl0c8msbtuv238i,1.172431,65+,4-yr/post-graduate degree,White,Male,Democrat,South,Very accurate,Not very trustworthy,Somewhat important,Not likely,Maybe,Not very likely,It would not interest me,It depends on who is asking,FALSE,FALSE,FALSE,191,2025-06-19,2024-027
36k2ej6gpqp67foqkdshmxwe,1.638777,50-64,4-yr/post-graduate degree,Black,Female,Republican,Midwest,Somewhat accurate,Very trustworthy,Extremely important,Not likely,Yes,Not very likely,It would be one I would likely choose,It depends on who is asking,FALSE,FALSE,FALSE,327,2025-06-30,2024-027
lugz20w2ea9t5tyl7rpq64ly,0.810429,30-49,Some college/2-yr degree,Hispanic,Male,Democrat,West,Somewhat accurate,Somewhat trustworthy,Very important,Somewhat likely,Maybe,Very likely,It would be one I would likely choose,It depends on who is asking,FALSE,FALSE,FALSE,385,2025-06-27,2024-027
5h9owt9mylvdi3xhjqpobtml,1.007053,65+,Some college/2-yr degree,White,Female,Other or none,Midwest,Very accurate,Not very trustworthy,Extremely important,Not likely,No,Likely,It would become my preferred incentive offer,It depends on who is asking,FALSE,FALSE,FALSE,406,2025-07-16,2024-027
y2z7em2rce6k7r1plhbkpk79,0.570646,50-64,HS or less,Black,Male,Independent,Northeast,Somewhat accurate,Very trustworthy,Not very important,Not likely,Maybe,Very likely,It would become my preferred incentive offer,No,FALSE,FALSE,TRUE,405,2025-07-14,2024-027
vu4eo609tb79fg69aqub7dl5,0.517127,50-64,4-yr/post-graduate degree,Hispanic,Male,Democrat,Midwest,Not at all accurate,Somewhat trustworthy,Extremely important,Not likely,Maybe,Not very likely,It would be one I would likely choose,It depends on who is asking,FALSE,FALSE,FALSE,237,2025-06-24,2024-027
vmf4xj6cvetw5ekhwpl2b2v1,0.721313,65+,Some college/2-yr degree,White,Female,Democrat,Midwest,Somewhat accurate,Not very trustworthy,Very important,I would never participate in a phone survey,No,Very likely,It would be one I would likely choose,It depends on who is asking,FALSE,TRUE,FALSE,142,2025-06-23,2024-027
a0ldwc0vl9yopxrj293e70ke,1.390204,18-29,HS or less,Hispanic,Male,Republican,West,Somewhat accurate,Somewhat trustworthy,Not at all important,Not likely,Yes,Not very likely,It would be one I would likely choose,Yes,FALSE,FALSE,TRUE,355,2025-06-21,2024-027
l9bp9b178hrm3jm5zicgu46k,0.438807,50-64,Some college/2-yr degree,White,Female,Independent,Northeast,Somewhat accurate,Somewhat trustworthy,Very important,Not likely,Yes,Very likely,It would become my preferred incentive offer,It depends on who is asking,TRUE,FALSE,FALSE,471,2025-07-17,2024-027
