respondent_id,weight,age_group4,education,raceeth,gender,pid_base,region,q28,q29,q30,q31,q32,q33,q34,q35,attention_fail,speeder,straight_line,duration_seconds,completion_date,project_id,device_type
aorca6qoo8z5fej9spr3j7k5,1.312543,30-49,4-yr/post-graduate degree,Hispanic,Male,Democrat,South,Not very accurate,Somewhat trustworthy,Very important,Somewhat likely,Maybe,Not very likely,It would become my preferred incentive offer,Yes,TRUE,TRUE,FALSE,124,2025-07-11,2024-093,Mobile
dmobe7emhhqcsey7yaux7cdg,0.849314,30-49,Some college/2-yr degree,Hispanic,Male,Democrat,Midwest,Somewhat accurate,Somewhat trustworthy,Very important,Very likely,Yes,Not at all likely,It would become my preferred incentive offer,It depends on who is asking,FALSE,FALSE,FALSE,360,2025-07-09,2024-093,Desktop
b2s7votwy2dbw5c5g1ur5obv,1.303515,30-49,Some college/2-yr degree,White,Female,Democrat,West,Somewhat accurate,Somewhat trustworthy,Very important,Not likely,No,Likely,It would become my preferred incentive offer,It depends on who is asking,FALSE,TRUE,FALSE,104,2025-07-02,2024-093,Desktop
roplu0ss5z0wd7qlh9i0hl5f,0.709046,18-29,Some college/2-yr degree,White,Female,Republican,South,Very accurate,Somewhat trustworthy,Very important,Very likely,Yes,Not very likely,It would become my preferred incentive offer,Yes,FALSE,FALSE,FALSE,327,2025-06-25,2024-093,Tablet
0jk39lmb7t2f1u3c1h095m8l,0.591928,65+,Some college/2-yr degree,White,Male,Independent,West,Not at all accurate,Somewhat trustworthy,Not very important,I would never participate in a phone survey,No,Not at all likely,It would be one I would likely choose,Yes,FALSE,TRUE,FALSE,95,2025-07-02,2024-093,Mobile
af6pgmesbp4gchmopwf47rdn,1.288152,18-29,4-yr/post-graduate degree,Other,Male,Republican,Midwest,Not very accurate,Somewhat trustworthy,Somewhat important,I would never participate in a phone survey,No,Likely,It would be one I would likely choose,It depends on who is asking,FALSE,FALSE,FALSE,416,2025-06-30,2024-093,Desktop
tpsul63q82u2qb8mwnf241k6,1.068337,65+,Some college/2-yr degree,White,Female,Republican,Midwest,Somewhat accurate,Somewhat trustworthy,Not very important,Very likely,Yes,Not at all likely,It would be one I would likely choose,No,FALSE,FALSE,FALSE,360,2025-06-27,2024-093,Desktop
mm5ygcwngp00hr1stqomgj92,1.09365,30-49,HS or less,White,Female,Independent,West,Somewhat accurate,Somewhat trustworthy,Not at all important,Somewhat likely,No,Not very likely,It would become my preferred incentive offer,It depends on who is asking,FALSE,FALSE,FALSE,414,2025-07-12,2024-093,Desktop
k0c1w8g8vv14jk6795yqef6q,0.846499,30-49,HS or less,White,Male,Republican,Northeast,Somewhat accurate,Not very trustworthy,Not at all important,I would never participate in a phone survey,No,Not at all likely,It would be one I would likely choose,Yes,FALSE,FALSE,FALSE,356,2025-07-12,2024-093,Tablet
hogmf3gysbiqduc4dfqzg267,1.084471,30-49,HS or less,White,Female,Republican,West,Not at all accurate,Not at all trustworthy,Somewhat important,Not likely,Yes,Not at all likely,It would become my preferred incentive offer,Yes,FALSE,FALSE,TRUE,365,2025-07-08,2024-093,Desktop
srortrtnbm350blbjbg5imit,0.893349,65+,Some college/2-yr degree,Other,Female,Democrat,Northeast,Somewhat accurate,Not very trustworthy,Extremely important,I would never participate in a phone survey,No,Not at all likely,It would be one I would likely choose,Yes,FALSE,FALSE,FALSE,310,2025-07-16,2024-093,Mobile
fqahitalnir0mx39jztg4j9b,1.238763,65+,Some college/2-yr degree,Hispanic,Female,Independent,Midwest,Very accurate,Very trustworthy,Somewhat important,Not likely,Yes,Likely,It would be one I would likely choose,Yes,FALSE,FALSE,FALSE,416,2025-07-05,2024-093,Tablet
