respondent_id,weight,age_group4,education,raceeth,gender,pid_base,region,q28,q29,q30,q31,q32,q33,q34,q35,attention_fail,speeder,straight_line,duration_seconds,completion_date,project_id,device_type
lnavrhtw50j6vlmiroxfooj1,0.881597,50-64,HS or less,Other,Female,Republican,South,Somewhat accurate,Not very trustworthy,Very important,I would never participate in a phone survey,Yes,Not very likely,It would be one I would likely choose,No,FALSE,FALSE,FALSE,446,2025-06-26,2024-056,Mobile
ihmfk5siuy7dxuvur39f19gw,1.300772,65+,Some college/2-yr degree,Other,Female,Democrat,South,Not very accurate,Somewhat trustworthy,Not at all important,Somewhat likely,Maybe,Not very likely,It would be one I would likely choose,It depends on who is asking,FALSE,FALSE,TRUE,152,2025-07-16,2024-056,Tablet
bhn80ussz8rd89874kyym8dm,0.514858,50-64,HS or less,White,Female,Democrat,West,Somewhat accurate,Not very trustworthy,Extremely important,Very likely,Yes,Very likely,It would become my preferred incentive offer,Yes,TRUE,FALSE,FALSE,446,2025-07-13,2024-056,Tablet
a9ijr6qp8hhztoxdpi26df6c,1.708464,30-49,Some college/2-yr degree,White,Female,Independent,South,Very accurate,Somewhat trustworthy,Somewhat important,Not likely,Yes,Not at all likely,It would not interest me,Yes,FALSE,FALSE,FALSE,337,2025-07-17,2024-056,Mobile
tbqeg6nluvbnou7rtuwlci8b,0.689905,50-64,4-yr/post-graduate degree,White,Female,Democrat,South,Somewhat accurate,Somewhat trustworthy,Somewhat important,Very likely,No,Very likely,It would become my preferred incentive offer,It depends on who is asking,FALSE,FALSE,FALSE,354,2025-06-21,2024-056,Tablet
a8dz311ksfggqkn7pfk11k4k,1.501213,30-49,Some college/2-yr degree,Black,Female,Republican,South,Not at all accurate,Not at all trustworthy,Very important,Not likely,Yes,Not very likely,It would become my preferred incentive offer,It depends on who is asking,TRUE,TRUE,FALSE,107,2025-06-30,2024-056,Tablet
0kys2wd3eparllznrw73wakq,1.522966,30-49,4-yr/post-graduate degree,Hispanic,Female,Independent,South,Somewhat accurate,Somewhat trustworthy,Very important,Not likely,Maybe,Likely,It would not interest me,It depends on who is asking,FALSE,FALSE,FALSE,481,2025-07-09,2024-056,Desktop
h6sn5x0lwdhhq41nn1wdc2y3,1.208158,30-49,HS or less,White,Male,Republican,South,Somewhat accurate,Not at all trustworthy,Somewhat important,Not likely,No,Likely,It would not interest me,No,FALSE,TRUE,FALSE,155,2025-07-15,2024-056,Mobile
c6f6gup8zgz5vzb0ecm2ydqj,1.389803,30-49,4-yr/post-graduate degree,White,Male,Democrat,South,Somewhat accurate,Somewhat trustworthy,Not very important,I would never participate in a phone survey,Yes,Very likely,It would not interest me,It depends on who is asking,FALSE,FALSE,FALSE,383,2025-06-25,2024-056,Tablet
l1ui5s9wweh3erjl48mig35n,1.110655,50-64,Some college/2-yr degree,Black,Female,Republican,Midwest,Very accurate,Very trustworthy,Somewhat important,Not likely,No,Not very likely,It would become my preferred incentive offer,No,FALSE,FALSE,FALSE,311,2025-06-22,2024-056,Mobile
i8ze5k8wvmx3dr6g7pnj0ua3,1.050562,30-49,HS or less,White,Female,Democrat,Midwest,Somewhat accurate,Not very trustworthy,Somewhat important,Not likely,No,Not very likely,It would become my preferred incentive offer,It depends on who is asking,FALSE,FALSE,FALSE,411,2025-07-01,2024-056,Desktop
mx90e77n9ckd07xi9vs01fzk,0.946396,30-49,HS or less,White,Female,Republican,Midwest,Not very accurate,Somewhat trustworthy,Somewhat important,I would never participate in a phone survey,Yes,Likely,It would be one I would likely choose,No,FALSE,FALSE,FALSE,307,2025-07-02,2024-056,Tablet
p0i3mtc7r0mb1wykd7mr3hi7,1.270375,18-29,HS or less,White,Male,Republican,Midwest,Not very accurate,Somewhat trustworthy,Very important,Somewhat likely,Maybe,Not at all likely,It would become my preferred incentive offer,It depends on who is asking,FALSE,TRUE,FALSE,132,2025-07-11,2024-056,Desktop
hzai2974li9pqh35n614pq42,0.779159,65+,Some college/2-yr degree,White,Male,Democrat,South,Very accurate,Somewhat trustworthy,Somewhat important,Very likely,No,Not very likely,It would be one I would likely choose,It depends on who is asking,FALSE,FALSE,FALSE,234,2025-07-13,2024-056,Tablet
