respondent_id,weight,age_group4,education,raceeth,gender,pid_base,region,q28,q29,q30,q31,q32,q33,q34,q35,attn_check_fail,speeder,straight_line,duration_seconds,completion_date,project_id
zr3muj0lshw0mm4j2sqh2v6h,1.147003,30-49,Some college/2-yr degree,Black,Female,Independent,South,Very accurate,Somewhat trustworthy,Somewhat important,Somewhat likely,Maybe,Not very likely,It would become my preferred incentive offer,It depends on who is asking,FALSE,FALSE,FALSE,357,2025-06-24,2024-077
5pra1rs1j8454bjyr109ahbk,1.47633,65+,HS or less,White,Male,Independent,Midwest,Somewhat accurate,Not very trustworthy,Somewhat important,Somewhat likely,Yes,Likely,It would be one I would likely choose,No,FALSE,FALSE,FALSE,277,2025-07-05,2024-077
pnnzawuoby6tw41sjcvfv0lf,1.37997,18-29,Some college/2-yr degree,White,Male,Democrat,South,Not very accurate,Not very trustworthy,Somewhat important,Not likely,Maybe,Not at all likely,It would become my preferred incentive offer,Yes,FALSE,FALSE,FALSE,407,2025-07-07,2024-077
g2rswg3yk8l93tf3bmkgsvs9,0.982798,65+,HS or less,White,Male,Independent,Midwest,Not very accurate,Somewhat trustworthy,Not very important,Somewhat likely,Maybe,Not very likely,It would not interest me,Yes,FALSE,FALSE,FALSE,325,2025-07-06,2024-077
zqesq754zsge5h0rd4llpbpn,1.042565,50-64,HS or less,Black,Female,Republican,West,Somewhat accurate,Not very trustworthy,Somewhat important,Somewhat likely,No,Very likely,It would be one I would likely choose,Yes,FALSE,FALSE,FALSE,431,2025-07-08,2024-077
iwnqtz26824o5z2bnyuyzxoz,0.77678,30-49,HS or less,Black,Male,Other or none,Midwest,Somewhat accurate,Not very trustworthy,Somewhat important,Not likely,Yes,Likely,It would be one I would likely choose,Yes,FALSE,FALSE,FALSE,430,2025-07-14,2024-077
p8uaqonepwo1n8h36hwchpqv,0.884385,30-49,4-yr/post-graduate degree,Other,Male,Independent,South,Somewhat accurate,Somewhat trustworthy,Not at all important,I would never participate in a phone survey,Maybe,Not at all likely,It would not interest me,No,FALSE,FALSE,FALSE,298,2025-06-28,2024-077
wve028xcs5fu3qez29cxog25,0.456899,65+,4-yr/post-graduate degree,White,Male,Other or none,West,Very accurate,Not at all trustworthy,Not very important,Very likely,No,Not very likely,It would not interest me,Yes,FALSE,FALSE,TRUE,306,2025-07-03,2024-077
hbsvbkvvtv4rkazut7265j6s,1.090864,30-49,Some college/2-yr degree,Other,Male,Republican,South,Not very accurate,Somewhat trustworthy,Somewhat important,Somewhat likely,Yes,Not very likely,It would become my preferred incentive offer,It depends on who is asking,FALSE,FALSE,FALSE,224,2025-07-01,2024-077
doh7buu6gs07dinsw5xd35je,0.580174,30-49,HS or less,White,Female,Republican,South,Very accurate,Not very trustworthy,Not very important,Somewhat likely,No,Likely,It would be one I would likely choose,It depends on who is asking,FALSE,FALSE,FALSE,474,2025-07-02,2024-077
