respondent_id,weight,age_group4,education,raceeth,gender,pid_base,region,q28,q29,q30,q31,q32,q33,q34,q35,attention_fail,speed_flag,straight_line,duration_seconds,completion_date,project_id
v67gv6v2qq4pnpmcgn3f172x,0.872666,18-29,HS or less,Black,Female,Republican,South,Very accurate,Not at all trustworthy,Not at all important,I would never participate in a phone survey,Yes,Likely,It would become my preferred incentive offer,Yes,FALSE,TRUE,FALSE,134,2025-06-20,2024-095
qr7o703a2md85deq7g2s2l00,1.079367,50-64,HS or less,White,Female,Independent,South,Not very accurate,Not very trustworthy,Somewhat important,Not likely,Yes,Not at all likely,It would be one I would likely choose,No,FALSE,FALSE,FALSE,144,2025-07-08,2024-095
t7brs417oxs9ts8n4m3kcxxd,1.351786,50-64,Some college/2-yr degree,White,Male,Republican,Northeast,Not very accurate,Not very trustworthy,Not very important,Somewhat likely,Maybe,Not very likely,It would be one I would likely choose,No,FALSE,FALSE,FALSE,377,2025-07-11,2024-095
1k6yw95vrs9xm3t4tkkvye5o,0.744377,65+,Some college/2-yr degree,White,Male,Republican,South,Not very accurate,Not very trustworthy,Somewhat important,Not likely,Yes,Not very likely,It would be one I would likely choose,Yes,FALSE,FALSE,FALSE,394,2025-06-21,2024-095
cz9wo73nzrsm8224quj0m24x,0.777742,65+,HS or less,White,Female,Democrat,West,Very accurate,Somewhat trustworthy,Very important,Not likely,Yes,Not very likely,It would be one I would likely choose,No,FALSE,FALSE,FALSE,401,2025-06-30,2024-095
obcsn7awijwygye9umfzvlxl,1.040483,30-49,HS or less,White,Male,Democrat,South,Not at all accurate,Not very trustworthy,Somewhat important,Not likely,Maybe,Very likely,It would be one I would likely choose,It depends on who is asking,FALSE,FALSE,FALSE,357,2025-07-13,2024-095
lrdxi50d6665u1l5355absmv,0.7478,18-29,Some college/2-yr degree,White,Other,Independent,South,Not at all accurate,Very trustworthy,Somewhat important,I would never participate in a phone survey,Yes,Not at all likely,It would be one I would likely choose,It depends on who is asking,FALSE,TRUE,FALSE,110,2025-06-28,2024-095
gglzy34nnai4mryzfhv0fir8,0.92611,65+,HS or less,Black,Male,Republican,Midwest,Not very accurate,Very trustworthy,Not very important,Somewhat likely,Yes,Not very likely,It would not interest me,It depends on who is asking,FALSE,FALSE,FALSE,277,2025-07-04,2024-095
tgsbyyr3waand6580ub38zrs,0.917621,30-49,Some college/2-yr degree,Other,Male,Democrat,South,Not very accurate,Not very trustworthy,Not very important,Somewhat likely,No,Likely,It would not interest me,No,FALSE,FALSE,FALSE,338,2025-06-21,2024-095
jzlyxlwu6smwmuoz7k61j4bn,0.894968,65+,4-yr/post-graduate degree,White,Female,Democrat,Midwest,Not at all accurate,Somewhat trustworthy,Somewhat important,Not likely,Yes,Very likely,It would become my preferred incentive offer,It depends on who is asking,FALSE,FALSE,FALSE,481,2025-07-16,2024-095
jofhj8qpv0xx0amlckrmumye,1.029213,18-29,Some college/2-yr degree,White,Female,Independent,South,Somewhat accurate,Somewhat trustworthy,Somewhat important,I would never participate in a phone survey,Maybe,Not at all likely,It would be one I would likely choose,It depends on who is asking,FALSE,FALSE,TRUE,415,2025-06-27,2024-095
s64k4j2xtj8k8s2sz70p3xq8,0.505949,65+,Some college/2-yr degree,White,Male,Democrat,Midwest,Somewhat accurate,Somewhat trustworthy,Somewhat important,Somewhat likely,Maybe,Likely,It would become my preferred incentive offer,It depends on who is asking,FALSE,FALSE,TRUE,437,2025-07-16,2024-095
vpojoyhq0oace2okv0diqk92,0.561462,30-49,HS or less,Hispanic,Male,Republican,Northeast,Not very accurate,Somewhat trustworthy,Very important,Very likely,Maybe,Not at all likely,It would be one I would likely choose,It depends on who is asking,FALSE,FALSE,FALSE,201,2025-06-19,2024-095
ejr4unst9wvgom80wo6n7hqr,0.680524,30-49,4-yr/post-graduate degree,White,Female,Independent,South,Somewhat accurate,Somewhat trustworthy,Very important,Somewhat likely,No,Not at all likely,It would be one I would likely choose,It depends on who is asking,FALSE,FALSE,FALSE,379,2025-07-07,2024-095
