respondent_id,weight,age_group4,education,raceeth,gender,pid_base,region,q28,q29,q30,q31,q32,q33,q34,q35,attention_fail,speeder,straight_line,duration_seconds,completion_date,project_id
8ewmlw8bj8w48z0uxbwr0enh,1.019794,50-64,4-yr/post-graduate degree,White,Female,Other or none,South,Not very accurate,Somewhat trustworthy,Not very important,Not likely,No,Likely,It would be one I would likely choose,It depends on who is asking,FALSE,FALSE,FALSE,410,2025-07-13,2024-080
g1hu0uo94fhgcrfkjse6dioi,0.597307,18-29,HS or less,White,Male,Democrat,South,Not very accurate,Very trustworthy,Somewhat important,Somewhat likely,Yes,Not very likely,It would be one I would likely choose,It depends on who is asking,FALSE,FALSE,TRUE,338,2025-07-08,2024-080
b8y3nsotipq5y6erf6of2eyj,0.923334,65+,Some college/2-yr degree,Hispanic,Female,Democrat,Northeast,Very accurate,Somewhat trustworthy,Not at all important,Very likely,Maybe,Not at all likely,It would be one I would likely choose,It depends on who is asking,FALSE,FALSE,FALSE,400,2025-07-08,2024-080
5r8l12icqmg6v8o5bntgu50b,1.319896,30-49,HS or less,Hispanic,Female,Democrat,West,Somewhat accurate,Somewhat trustworthy,Not very important,Not likely,Yes,Not very likely,It would be one I would likely choose,It depends on who is asking,TRUE,FALSE,FALSE,439,2025-06-24,2024-080
aj12qpivw2tyislt5revuhna,0.747848,50-64,4-yr/post-graduate degree,White,Male,Republican,South,Not very accurate,Somewhat trustworthy,Not very important,Somewhat likely,Yes,Likely,It would be one I would likely choose,Yes,FALSE,TRUE,FALSE,135,2025-07-16,2024-080
m4d44i5jmcwocrydszq0f9sg,1.106918,50-64,4-yr/post-graduate degree,White,Female,Independent,West,Not at all accurate,Somewhat trustworthy,Very important,Very likely,No,Very likely,It would be one I would likely choose,No,TRUE,TRUE,FALSE,146,2025-07-16,2024-080
ardgzhdfbhculnhsskhmutwb,1.099218,50-64,HS or less,Black,Male,Democrat,West,Very accurate,Not at all trustworthy,Somewhat important,Very likely,Yes,Likely,It would become my preferred incentive offer,It depends on who is asking,FALSE,FALSE,FALSE,263,2025-06-25,2024-080
s1jjgjbppubn74gv10l56bf5,1.327489,30-49,HS or less,White,Male,Democrat,Midwest,Very accurate,Somewhat trustworthy,Not at all important,Not likely,No,Not at all likely,It would become my preferred incentive offer,It depends on who is asking,FALSE,FALSE,FALSE,373,2025-07-07,2024-080
1grseg9ftyor0twgym8ajv00,1.013523,30-49,Some college/2-yr degree,White,Male,Independent,South,Somewhat accurate,Not very trustworthy,Very important,I would never participate in a phone survey,Maybe,Not very likely,It would be one I would likely choose,It depends on who is asking,TRUE,FALSE,FALSE,438,2025-07-02,2024-080
hw19cbwxqw3lx83w1f9bvpsg,0.383693,18-29,4-yr/post-graduate degree,White,Male,Independent,Midwest,Somewhat accurate,Somewhat trustworthy,Very important,Not likely,Yes,Likely,It would become my preferred incentive offer,It depends on who is asking,FALSE,FALSE,FALSE,418,2025-07-02,2024-080
