respondent_id,weight,age_group4,education,raceeth,gender,pid_base,region,q28,q29,q30,q31,q32,q33,q34,q35,attention_fail,speed_flag,straight_line,duration_seconds,completion_date,project_id
urxmthswo2xnq2nyty3f8gti,1.27892,50-64,4-yr/post-graduate degree,White,Female,Republican,Northeast,Somewhat accurate,Somewhat trustworthy,Not very important,Not likely,Yes,Likely,It would become my preferred incentive offer,No,FALSE,FALSE,FALSE,366,2025-07-04,2024-001
gtarp4jbwycu5fnyzmnwwr9f,1.37014,50-64,4-yr/post-graduate degree,Black,Female,Republican,West,Somewhat accurate,Somewhat trustworthy,Very important,Very likely,Yes,Not at all likely,It would not interest me,It depends on who is asking,FALSE,FALSE,FALSE,396,2025-07-16,2024-001
3o2ai3h2420q9o5uhwhvv4yo,0.874844,30-49,Some college/2-yr degree,White,Male,Independent,West,Somewhat accurate,Somewhat trustworthy,Somewhat important,Not likely,Yes,Likely,It would become my preferred incentive offer,Yes,FALSE,FALSE,FALSE,290,2025-07-02,2024-001
smq5wszg42sgcv5s4eq5ts8l,0.573926,18-29,Some college/2-yr degree,White,Female,Republican,South,Somewhat accurate,Not very trustworthy,Very important,Somewhat likely,No,Not at all likely,It would be one I would likely choose,No,TRUE,TRUE,FALSE,100,2025-07-14,2024-001
0dsfzh4jw18qwpxhx5jrcn4z,0.684945,65+,4-yr/post-graduate degree,White,Male,Democrat,South,Very accurate,Somewhat trustworthy,Not very important,Somewhat likely,Yes,Not very likely,It would be one I would likely choose,No,FALSE,FALSE,FALSE,337,2025-06-29,2024-001
51gq5kw6f8m0uaupruv2krs6,0.525693,30-49,4-yr/post-graduate degree,White,Other,Democrat,South,Very accurate,Not very trustworthy,Somewhat important,Not likely,No,Not very likely,It would be one I would likely choose,It depends on who is asking,FALSE,FALSE,TRUE,168,2025-07-08,2024-001
mrjbny4z3v6lajnv4zz85hd5,1.288395,65+,Some college/2-yr degree,Other,Female,Democrat,Midwest,Very accurate,Somewhat trustworthy,Extremely important,Somewhat likely,Maybe,Not at all likely,It would become my preferred incentive offer,Yes,FALSE,FALSE,FALSE,214,2025-07-05,2024-001
s7st60w62d2n9d46n5hga1de,1.323211,18-29,Some college/2-yr degree,White,Male,Independent,South,Not very accurate,Not very trustworthy,Somewhat important,Somewhat likely,Yes,Not very likely,It would become my preferred incentive offer,It depends on who is asking,FALSE,FALSE,FALSE,450,2025-06-18,2024-001
r7ydgark9uzrtppow2z0hdt3,0.935996,50-64,HS or less,Hispanic,Male,Republican,South,Somewhat accurate,Very trustworthy,Somewhat important,Not likely,No,Likely,It would not interest me,It depends on who is asking,FALSE,FALSE,FALSE,507,2025-07-16,2024-001
05nqnivmvj6cmfy1fvu99yqd,0.995391,65+,HS or less,Hispanic,Female,Independent,South,Not very accurate,Somewhat trustworthy,Somewhat important,Somewhat likely,No,Not at all likely,It would become my preferred incentive offer,Yes,FALSE,FALSE,FALSE,236,2025-06-28,2024-001
8zdn5nmbe5n1iknwbejc4m4g,0.773699,30-49,4-yr/post-graduate degree,White,Male,Independent,Northeast,Somewhat accurate,Somewhat trustworthy,Somewhat important,Somewhat likely,Yes,Not at all likely,It would be one I would likely choose,It depends on who is asking,FALSE,FALSE,FALSE,424,2025-07-08,2024-001
y2c7zpw5w88abhlgeooh31qt,0.793224,30-49,Some college/2-yr degree,Hispanic,Male,Independent,West,Somewhat accurate,Not very trustworthy,Somewhat important,Not likely,Maybe,Likely,It would be one I would likely choose,It depends on who is asking,FALSE,FALSE,FALSE,313,2025-06-24,2024-001
