respondent_id,weight,age_group4,education,raceeth,gender,pid_base,region,q28,q29,q30,q31,q32,q33,q34,q35,attention_fail,speeder,straight_line,duration_seconds,completion_date,project_id
e3kb563br9y9ebo6vo4bp6io,0.642157,30-49,Some college/2-yr degree,White,Female,Republican,West,Somewhat accurate,Somewhat trustworthy,Very important,Not likely,Maybe,Not at all likely,It would not interest me,Yes,TRUE,FALSE,FALSE,237,2025-07-08,2024-052
tc95vhm7buf3g05mx5nmno1b,1.215686,65+,Some college/2-yr degree,White,Female,Republican,South,Somewhat accurate,Not very trustworthy,Somewhat important,I would never participate in a phone survey,Yes,Not at all likely,It would become my preferred incentive offer,It depends on who is asking,FALSE,TRUE,FALSE,128,2025-07-13,2024-052
l0ojeb4fsuj6enjsv4dweqj4,1.444214,65+,Some college/2-yr degree,White,Male,Republican,South,Very accurate,Somewhat trustworthy,Not very important,Not likely,Maybe,Not very likely,It would become my preferred incentive offer,It depends on who is asking,FALSE,FALSE,FALSE,373,2025-07-06,2024-052
jej1syzub8c3nzxm8133v11a,1.08029,30-49,HS or less,White,Female,Independent,Northeast,Very accurate,Very trustworthy,Very important,Not likely,Yes,Not very likely,It would be one I would likely choose,No,FALSE,FALSE,TRUE,323,2025-07-08,2024-052
r39czqio0lqm0p9a34bhbgv9,1.025034,30-49,Some college/2-yr degree,Hispanic,Male,Independent,West,Not at all accurate,Somewhat trustworthy,Somewhat important,Not likely,Maybe,Not very likely,It would become my preferred incentive offer,No,FALSE,FALSE,FALSE,436,2025-06-19,2024-052
4oeoq4xr3vug512q6babtpxg,1.131548,65+,Some college/2-yr degree,White,Female,Republican,West,Not at all accurate,Somewhat trustworthy,Somewhat important,Very likely,Maybe,Likely,It would be one I would likely choose,Yes,FALSE,FALSE,FALSE,449,2025-07-01,2024-052
xte78ylwt8m46p41tga0lwq2,1.164785,50-64,4-yr/post-graduate degree,Hispanic,Female,Republican,Midwest,Not very accurate,Somewhat trustworthy,Very important,Not likely,Maybe,Very likely,It would not interest me,No,FALSE,FALSE,FALSE,536,2025-06-22,2024-052
0bn1nrstezagdpm6yie5ma2v,1.124584,50-64,Some college/2-yr degree,Hispanic,Male,Republican,Midwest,Very accurate,Not at all trustworthy,Not very important,Not likely,No,Likely,It would become my preferred incentive offer,It depends on who is asking,FALSE,FALSE,FALSE,275,2025-06-28,2024-052
rs5860c7b0okguspxzhopbpi,0.682799,18-29,Some college/2-yr degree,White,Male,Republican,Northeast,Somewhat accurate,Somewhat trustworthy,Somewhat important,Very likely,Maybe,Very likely,It would be one I would likely choose,It depends on who is asking,FALSE,TRUE,FALSE,134,2025-06-29,2024-052
n6tqj2k17xnit8lj3vtf5f4f,0.749881,50-64,Some college/2-yr degree,White,Male,Democrat,Midwest,Somewhat accurate,Not very trustworthy,Somewhat important,Not likely,Yes,Not at all likely,It would be one I would likely choose,Yes,FALSE,FALSE,FALSE,200,2025-07-11,2024-052
czyllfztb5azulex287a4zk4,1.215213,65+,Some college/2-yr degree,White,Female,Republican,Midwest,Somewhat accurate,Somewhat trustworthy,Somewhat important,Very likely,Maybe,Not at all likely,It would not interest me,No,FALSE,FALSE,FALSE,399,2025-07-04,2024-052
52xurnhxcteee4e60shyr7qo,0.669472,50-64,HS or less,White,Female,Republican,South,Very accurate,Somewhat trustworthy,Not very important,I would never participate in a phone survey,Maybe,Very likely,It would be one I would likely choose,No,FALSE,FALSE,FALSE,284,2025-06-18,2024-052
8q9d73owr0gda336cp511lli,1.175345,65+,4-yr/post-graduate degree,White,Female,Independent,South,Somewhat accurate,Not very trustworthy,Very important,I would never participate in a phone survey,Yes,Likely,It would be one I would likely choose,No,FALSE,FALSE,FALSE,441,2025-06-22,2024-052
eg4onu1wjsyp9arttj84e8jh,1.051866,50-64,4-yr/post-graduate degree,White,Male,Democrat,South,Somewhat accurate,Not very trustworthy,Somewhat important,Not likely,Yes,Likely,It would become my preferred incentive offer,It depends on who is asking,FALSE,TRUE,FALSE,93,2025-06-20,2024-052
297h6uit56w1nmw1ijhz3htp,1.220714,50-64,Some college/2-yr degree,White,Male,Democrat,Midwest,Very accurate,Not very trustworthy,Somewhat important,Not likely,Maybe,Not very likely,It would be one I would likely choose,Yes,FALSE,FALSE,TRUE,369,2025-07-07,2024-052
8whoj3yl5v9wq6i1mjfskp5b,1.419427,30-49,4-yr/post-graduate degree,Black,Female,Republican,West,Not very accurate,Not very trustworthy,Not at all important,Not likely,No,Not very likely,It would become my preferred incentive offer,No,FALSE,FALSE,FALSE,359,2025-06-20,2024-052
qklht49uve77gzqhvb9iyyfo,1.137463,18-29,HS or less,Hispanic,Male,Independent,Northeast,Not very accurate,Not at all trustworthy,Somewhat important,I would never participate in a phone survey,Yes,Likely,It would be one I would likely choose,It depends on who is asking,FALSE,FALSE,FALSE,313,2025-06-26,2024-052
sop5zle65hacic01885befwv,0.675732,30-49,HS or less,White,Female,Democrat,Northeast,Somewhat accurate,Not very trustworthy,Somewhat important,Very likely,Maybe,Likely,It would be one I would likely choose,It depends on who is asking,FALSE,FALSE,FALSE,416,2025-06-18,2024-052
zz6dn7bvpgsw4ccfwz3r54aq,1.075861,30-49,HS or less,Black,Male,Republican,South,Somewhat accurate,Somewhat trustworthy,Somewhat important,Not likely,Yes,Likely,It would become my preferred incentive offer,It depends on who is asking,TRUE,TRUE,FALSE,104,2025-07-08,2024-052
2odnmb7bg2up21lfv042hh2k,0.783331,18-29,HS or less,White,Female,Republican,West,Not very accurate,Very trustworthy,Somewhat important,Very likely,Maybe,Not very likely,It would become my preferred incentive offer,Yes,FALSE,FALSE,FALSE,441,2025-06-28,2024-052
