respondent_id,weight,age_group4,education,raceeth,gender,pid_base,region,q28,q29,q30,q31,q32,q33,q34,q35,attn_check_fail,speeder,straight_line,duration_seconds,completion_date,project_id
016z9y6pose9pzpao2tm2c6d,0.752126,18-29,HS or less,White,Other,Republican,West,Somewhat accurate,Somewhat trustworthy,Somewhat important,I would never participate in a phone survey,Maybe,Not very likely,It would not interest me,It depends on who is asking,FALSE,FALSE,FALSE,391,2025-06-23,2024-007
72tekjqqcy0lscv2upm9c61e,0.826449,18-29,Some college/2-yr degree,White,Female,Democrat,Northeast,Not very accurate,Somewhat trustworthy,Not very important,Very likely,Yes,Not very likely,It would become my preferred incentive offer,It depends on who is asking,FALSE,FALSE,TRUE,363,2025-07-02,2024-007
mr5tebgkrg48olpwf3wwnws3,0.432887,18-29,HS or less,Hispanic,Male,Independent,Midwest,Not very accurate,Somewhat trustworthy,Extremely important,Somewhat likely,No,Likely,It would not interest me,It depends on who is asking,FALSE,FALSE,FALSE,351,2025-07-08,2024-007
t54icomlrf99tfyrxp9ui8tz,0.698876,50-64,HS or less,White,Male,Independent,South,Not very accurate,Not very trustworthy,Extremely important,Very likely,Maybe,Not very likely,It would be one I would likely choose,It depends on who is asking,FALSE,FALSE,FALSE,239,2025-07-15,2024-007
hzv9572xjnh83s2gyqe1jgby,0.596137,65+,HS or less,Hispanic,Female,Democrat,South,Very accurate,Not very trustworthy,Somewhat important,Very likely,No,Likely,It would not interest me,It depends on who is asking,FALSE,FALSE,FALSE,292,2025-06-23,2024-007
4hmlz3gfd5e80d7uhg2wt771,0.659888,65+,HS or less,Hispanic,Male,Other or none,West,Not very accurate,Somewhat trustworthy,Very important,Not likely,Maybe,Not very likely,It would become my preferred incentive offer,It depends on who is asking,FALSE,FALSE,FALSE,306,2025-06-24,2024-007
yu46h7sjbujmttxg0jsl8exi,0.80966,30-49,HS or less,White,Female,Democrat,South,Not very accurate,Not at all trustworthy,Somewhat important,Not likely,Maybe,Not very likely,It would become my preferred incentive offer,It depends on who is asking,TRUE,FALSE,FALSE,475,2025-07-11,2024-007
y3y6pa344klcm1jsuydjqpw1,0.664529,50-64,Some college/2-yr degree,Black,Male,Democrat,South,Not very accurate,Not very trustworthy,Very important,Very likely,Yes,Not at all likely,It would not interest me,Yes,FALSE,TRUE,FALSE,83,2025-07-15,2024-007
jcq3tf0gjlnypg4ku54c8c0f,0.646517,50-64,Some college/2-yr degree,Hispanic,Female,Democrat,Northeast,Somewhat accurate,Somewhat trustworthy,Somewhat important,I would never participate in a phone survey,Yes,Not very likely,It would be one I would likely choose,It depends on who is asking,FALSE,FALSE,FALSE,226,2025-06-24,2024-007
fmt5orj2cv27q5dtrh19yc3o,1.278942,50-64,4-yr/post-graduate degree,White,Male,Democrat,South,Somewhat accurate,Somewhat trustworthy,Somewhat important,I would never participate in a phone survey,Yes,Not very likely,It would be one I would likely choose,Yes,FALSE,FALSE,FALSE,162,2025-07-06,2024-007
