respondent_id,weight,age_group4,education,raceeth,gender,pid_base,region,q28,q29,q30,q31,q32,q33,q34,q35,attention_fail,speed_flag,straight_line,duration_seconds,completion_date,project_id
oagwc7q72z9e6x2zd7xvxwne,1.179786,50-64,Some college/2-yr degree,Other,Male,Republican,Midwest,Somewhat accurate,Not very trustworthy,Not very important,Somewhat likely,No,Very likely,It would be one I would likely choose,Yes,FALSE,FALSE,FALSE,173,2025-07-14,2024-031
kqjw5ilxvuvx4m20x5moum53,0.923654,18-29,HS or less,Other,Male,Independent,Northeast,Somewhat accurate,Somewhat trustworthy,Extremely important,Not likely,Maybe,Not at all likely,It would be one I would likely choose,No,FALSE,FALSE,FALSE,334,2025-07-02,2024-031
dwwvv04n1s5966pcrx7di1n5,0.987011,65+,4-yr/post-graduate degree,White,Female,Democrat,West,Not at all accurate,Not very trustworthy,Very important,Somewhat likely,No,Not at all likely,It would not interest me,It depends on who is asking,FALSE,FALSE,FALSE,458,2025-07-12,2024-031
cfv0pmrxrqlvqfa5p07n0hl9,1.366707,30-49,HS or less,Hispanic,Female,Independent,West,Somewhat accurate,Somewhat trustworthy,Somewhat important,Somewhat likely,Yes,Very likely,It would not interest me,Yes,FALSE,FALSE,FALSE,339,2025-07-08,2024-031
huasao7zhu7026basakv0w7r,0.611062,18-29,HS or less,White,Female,Democrat,West,Not at all accurate,Not very trustworthy,Somewhat important,Somewhat likely,No,Likely,It would be one I would likely choose,Yes,FALSE,FALSE,FALSE,300,2025-06-23,2024-031
zk66njvy0nqbv022huu52c00,0.664816,50-64,Some college/2-yr degree,White,Female,Republican,West,Somewhat accurate,Not very trustworthy,Not very important,Somewhat likely,No,Likely,It would not interest me,No,FALSE,FALSE,FALSE,352,2025-06-22,2024-031
wpsfnj5rnyas2oaxkhdt18h9,1.414465,30-49,HS or less,Hispanic,Male,Independent,West,Somewhat accurate,Not very trustworthy,Not at all important,Very likely,Maybe,Not very likely,It would become my preferred incentive offer,It depends on who is asking,FALSE,FALSE,TRUE,320,2025-07-11,2024-031
0mxdqnfrjvj5fzea7pwgrbbu,0.943944,18-29,4-yr/post-graduate degree,Other,Female,Independent,South,Not very accurate,Somewhat trustworthy,Somewhat important,I would never participate in a phone survey,No,Not at all likely,It would be one I would likely choose,Yes,FALSE,FALSE,FALSE,376,2025-06-25,2024-031
xn81ghd1x1mndyyxxhwvyp93,1.357486,65+,Some college/2-yr degree,Black,Female,Independent,West,Somewhat accurate,Somewhat trustworthy,Somewhat important,I would never participate in a phone survey,Maybe,Very likely,It would become my preferred incentive offer,Yes,FALSE,FALSE,FALSE,380,2025-06-20,2024-031
5uqyc39grz1eox82fgrqam7s,1.831774,65+,Some college/2-yr degree,White,Male,Democrat,West,Not at all accurate,Not very trustworthy,Not very important,I would never participate in a phone survey,Yes,Not at all likely,It would become my preferred incentive offer,Yes,FALSE,FALSE,TRUE,418,2025-06-27,2024-031
lqricc2fesjg4qhpqvrt404f,0.751181,65+,HS or less,Hispanic,Female,Republican,South,Very accurate,Somewhat trustworthy,Not very important,Very likely,Maybe,Likely,It would be one I would likely choose,Yes,FALSE,FALSE,FALSE,388,2025-06-24,2024-031
rtxieqypvsfaor31he0sz7ws,0.841869,30-49,4-yr/post-graduate degree,White,Male,Democrat,South,Somewhat accurate,Very trustworthy,Very important,Very likely,Yes,Likely,It would be one I would likely choose,Yes,FALSE,FALSE,FALSE,388,2025-07-01,2024-031
6615v5yyopv4yrewoqib1g1z,1.114775,50-64,4-yr/post-graduate degree,Hispanic,Male,Republican,West,Somewhat accurate,Not very trustworthy,Not at all important,Not likely,Maybe,Not at all likely,It would be one I would likely choose,It depends on who is asking,FALSE,FALSE,FALSE,312,2025-06-18,2024-031
8rgqlsoi35ly6gzrwo4rmyg1,1.129764,65+,HS or less,White,Female,Independent,Northeast,Somewhat accurate,Somewhat trustworthy,Not at all important,Not likely,Yes,Not very likely,It would become my preferred incentive offer,It depends on who is asking,FALSE,TRUE,FALSE,102,2025-07-13,2024-031
chhg84k364tdwi7415z1fjfl,0.592601,50-64,4-yr/post-graduate degree,Black,Male,Independent,Northeast,Not very accurate,Not very trustworthy,Somewhat important,Very likely,Maybe,Not at all likely,It would be one I would likely choose,It depends on who is asking,FALSE,FALSE,FALSE,372,2025-06-22,2024-031
roax4tb9o59fto27u06q2gx5,0.717844,18-29,HS or less,White,Female,Republican,Northeast,Very accurate,Very trustworthy,Not at all important,Not likely,Yes,Not at all likely,It would be one I would likely choose,It depends on who is asking,FALSE,FALSE,TRUE,220,2025-07-08,2024-031
9h3bopubm1uvzdi9qhrw9whq,0.741754,30-49,Some college/2-yr degree,Other,Male,Democrat,West,Not very accurate,Somewhat trustworthy,Not very important,Not likely,Maybe,Very likely,It would be one I would likely choose,No,TRUE,FALSE,FALSE,215,2025-07-10,2024-031
esd0x085bz9q5jizqpsq12pq,1.148271,65+,4-yr/post-graduate degree,Hispanic,Female,Independent,Midwest,Very accurate,Somewhat trustworthy,Somewhat important,Very likely,Maybe,Not very likely,It would be one I would likely choose,It depends on who is asking,FALSE,FALSE,FALSE,307,2025-06-17,2024-031
a1lruskhi61bhnp8iebrtp9y,0.724615,30-49,Some college/2-yr degree,White,Male,Democrat,Northeast,Somewhat accurate,Not at all trustworthy,Somewhat important,Very likely,Yes,Very likely,It would be one I would likely choose,Yes,FALSE,FALSE,FALSE,340,2025-07-06,2024-031
immvrljbhcr3kuhsz1fdue4d,0.684736,50-64,4-yr/post-graduate degree,White,Female,Democrat,West,Not at all accurate,Not very trustworthy,Somewhat important,I would never participate in a phone survey,No,Not at all likely,It would be one I would likely choose,It depends on who is asking,FALSE,FALSE,FALSE,414,2025-07-07,2024-031
g5ynxpnvcap7ic9n1utgxpto,1.18521,50-64,4-yr/post-graduate degree,White,Female,Republican,West,Not very accurate,Somewhat trustworthy,Not very important,Not likely,Maybe,Likely,It would not interest me,It depends on who is asking,FALSE,FALSE,FALSE,438,2025-06-24,2024-031
oo90x0sib5ecat472zpnrl5o,0.754771,65+,HS or less,White,Male,Democrat,Northeast,Somewhat accurate,Somewhat trustworthy,Not very important,Somewhat likely,Yes,Not very likely,It would be one I would likely choose,It depends on who is asking,FALSE,FALSE,FALSE,374,2025-07-12,2024-031
xa3q7wppzowq857pubvmpznz,0.944047,30-49,HS or less,Black,Male,Democrat,South,Very accurate,Very trustworthy,Somewhat important,Very likely,Maybe,Not very likely,It would be one I would likely choose,It depends on who is asking,FALSE,FALSE,FALSE,407,2025-06-26,2024-031
yjdumt11yrvzr2fq1gmhc904,0.676785,18-29,HS or less,White,Male,Republican,Midwest,Somewhat accurate,Not very trustworthy,Somewhat important,Somewhat likely,No,Very likely,It would be one I would likely choose,It depends on who is asking,FALSE,FALSE,FALSE,316,2025-06-30,2024-031
tdix2ye9ejohg8e504y7j7ia,1.055106,50-64,Some college/2-yr degree,White,Male,Republican,Midwest,Not at all accurate,Very trustworthy,Very important,Somewhat likely,No,Likely,It would be one I would likely choose,No,FALSE,FALSE,FALSE,465,2025-06-18,2024-031
zucy7qpsm4xhn6sihyhzlizb,0.597672,65+,HS or less,White,Female,Independent,South,Not very accurate,Not very trustworthy,Somewhat important,Not likely,Yes,Likely,It would be one I would likely choose,No,FALSE,FALSE,FALSE,318,2025-07-05,2024-031
3aybx44ylxy0zojos8hqabwv,1.626098,30-49,Some college/2-yr degree,Other,Female,Independent,South,Very accurate,Somewhat trustworthy,Very important,Not likely,Maybe,Not very likely,It would be one I would likely choose,Yes,FALSE,FALSE,FALSE,266,2025-07-10,2024-031
c051e06dw81mlft9uy2r8h83,0.731893,30-49,Some college/2-yr degree,White,Male,Democrat,Midwest,Very accurate,Not very trustworthy,Not very important,Somewhat likely,Yes,Not at all likely,It would be one I would likely choose,Yes,FALSE,FALSE,FALSE,282,2025-07-11,2024-031
dg811dn2s5h6liigslfc69sl,0.736465,65+,Some college/2-yr degree,White,Female,Other or none,South,Not very accurate,Not very trustworthy,Not very important,Not likely,Maybe,Not at all likely,It would become my preferred incentive offer,Yes,FALSE,FALSE,FALSE,387,2025-06-18,2024-031
8r8rv8uvuua70g8pf5mxvycb,0.987644,50-64,HS or less,Black,Male,Republican,Midwest,Very accurate,Not very trustworthy,Not at all important,Very likely,Maybe,Very likely,It would become my preferred incentive offer,No,FALSE,FALSE,FALSE,346,2025-06-24,2024-031
lvjf6to2h3u15lju8cf40hew,1.018449,50-64,4-yr/post-graduate degree,White,Female,Independent,Midwest,Somewhat accurate,Somewhat trustworthy,Somewhat important,Very likely,No,Not very likely,It would become my preferred incentive offer,Yes,FALSE,FALSE,FALSE,427,2025-06-30,2024-031
q7b9imx7nheblgv3zwshomt5,1.360695,30-49,Some college/2-yr degree,White,Female,Democrat,Midwest,Somewhat accurate,Very trustworthy,Somewhat important,Somewhat likely,Maybe,Very likely,It would become my preferred incentive offer,No,FALSE,FALSE,FALSE,224,2025-07-09,2024-031
89w51e6oy69kxy313zz0nuxk,1.113004,65+,HS or less,White,Female,Independent,South,Not very accurate,Very trustworthy,Somewhat important,Somewhat likely,Maybe,Likely,It would be one I would likely choose,It depends on who is asking,FALSE,FALSE,FALSE,293,2025-07-16,2024-031
4az7exy8rwpz5iwrja3mtnwx,0.718153,65+,4-yr/post-graduate degree,White,Male,Republican,South,Very accurate,Not very trustworthy,Somewhat important,Very likely,Maybe,Not at all likely,It would be one I would likely choose,No,FALSE,FALSE,FALSE,229,2025-06-29,2024-031
