respondent_id,weight,age_group4,education,raceeth,gender,pid_base,region,q28,q29,q30,q31,q32,q33,q34,q35,attention_fail,speeder,straight_line,duration_seconds,completion_date,project_id
ylhbvz5oa3apa3fjv0zqfrwd,0.736086,50-64,4-yr/post-graduate degree,White,Female,Republican,South,Very accurate,Somewhat trustworthy,Somewhat important,Not likely,Maybe,Not very likely,It would be one I would likely choose,Yes,FALSE,FALSE,FALSE,301,2025-06-26,2024-040
qthupkx0pdfjtojf5je474c2,0.87294,65+,Some college/2-yr degree,Other,Female,Other or none,West,Somewhat accurate,Not very trustworthy,Very important,Very likely,Yes,Likely,It would become my preferred incentive offer,Yes,FALSE,FALSE,FALSE,315,2025-07-16,2024-040
28m4i1r9igw9j9owmjyd9ji8,1.058215,50-64,HS or less,Other,Female,Republican,South,Very accurate,Somewhat trustworthy,Somewhat important,Very likely,Yes,Not at all likely,It would be one I would likely choose,No,FALSE,FALSE,TRUE,257,2025-06-27,2024-040
mvtc0fl6t7tl60oj0h9okwhv,0.734031,65+,HS or less,Other,Male,Independent,Northeast,Not very accurate,Somewhat trustworthy,Somewhat important,Very likely,Yes,Not very likely,It would become my preferred incentive offer,It depends on who is asking,FALSE,FALSE,FALSE,324,2025-07-03,2024-040
nzuusylx14iocpnh8p8vlves,1.238732,50-64,HS or less,Black,Male,Republican,West,Somewhat accurate,Somewhat trustworthy,Very important,Very likely,Maybe,Not at all likely,It would not interest me,No,FALSE,FALSE,FALSE,361,2025-06-30,2024-040
snghifdavieojo7hool8htue,0.173683,30-49,HS or less,White,Female,Independent,Midwest,Somewhat accurate,Somewhat trustworthy,Very important,Somewhat likely,Maybe,Very likely,It would not interest me,No,FALSE,FALSE,FALSE,257,2025-07-05,2024-040
0bgu8ksxe291v5bpcpcw676t,0.686293,18-29,4-yr/post-graduate degree,White,Male,Democrat,Midwest,Somewhat accurate,Very trustworthy,Not very important,Somewhat likely,Maybe,Not very likely,It would become my preferred incentive offer,It depends on who is asking,FALSE,FALSE,FALSE,288,2025-07-14,2024-040
osoo3a04a6ly1x52g1xhuhhf,0.766793,18-29,HS or less,Hispanic,Female,Independent,Midwest,Not very accurate,Somewhat trustworthy,Not at all important,Somewhat likely,Maybe,Not at all likely,It would be one I would likely choose,It depends on who is asking,FALSE,FALSE,FALSE,285,2025-06-21,2024-040
c3s27ykxznkwecaewqgz2chn,1.25107,30-49,4-yr/post-graduate degree,White,Female,Democrat,Northeast,Somewhat accurate,Somewhat trustworthy,Not very important,Very likely,Yes,Not very likely,It would be one I would likely choose,It depends on who is asking,FALSE,FALSE,FALSE,372,2025-07-06,2024-040
5pqjcdo62kti44chp89nxgte,0.916064,30-49,HS or less,White,Female,Republican,South,Somewhat accurate,Somewhat trustworthy,Extremely important,Somewhat likely,Maybe,Not at all likely,It would not interest me,Yes,FALSE,FALSE,FALSE,389,2025-07-09,2024-040
