respondent_id,weight,age_group4,education,raceeth,gender,pid_base,region,q28,q29,q30,q31,q32,q33,q34,q35,attention_fail,speed_flag,straight_line,duration_seconds,completion_date,project_id
dfg9d9wtnf6dvxdhmpqeoicn,0.606152,50-64,HS or less,White,Male,Independent,West,Very accurate,Somewhat trustworthy,Somewhat important,Not likely,Maybe,Likely,It would be one I would likely choose,No,FALSE,FALSE,TRUE,376,2025-07-17,2024-030
15t7mqqpzyqi5160e0r9r04s,1.158164,18-29,4-yr/post-graduate degree,White,Female,Republican,South,Not very accurate,Somewhat trustworthy,Not at all important,Very likely,No,Very likely,It would not interest me,No,FALSE,TRUE,TRUE,130,2025-06-17,2024-030
etlbq9ggq7sqofvdw4nonfnt,0.96053,18-29,4-yr/post-graduate degree,Black,Female,Democrat,West,Somewhat accurate,Not very trustworthy,Not at all important,Very likely,Maybe,Likely,It would become my preferred incentive offer,It depends on who is asking,FALSE,FALSE,FALSE,215,2025-06-24,2024-030
bvuy7jeyt43mo5lcp77qln29,1.12576,18-29,Some college/2-yr degree,White,Female,Republican,Midwest,Somewhat accurate,Somewhat trustworthy,Not very important,Somewhat likely,Maybe,Likely,It would be one I would likely choose,It depends on who is asking,FALSE,TRUE,FALSE,91,2025-06-17,2024-030
vfk3dmdblfjmtyx962nhrnb0,1.021513,65+,HS or less,Black,Female,Other or none,West,Very accurate,Somewhat trustworthy,Not very important,I would never participate in a phone survey,No,Very likely,It would not interest me,No,FALSE,FALSE,FALSE,314,2025-06-29,2024-030
qf1l0bqnqxlprlfy7dq7wata,1.386441,30-49,HS or less,Hispanic,Male,Republican,West,Somewhat accurate,Somewhat trustworthy,Somewhat important,I would never participate in a phone survey,Yes,Not at all likely,It would be one I would likely choose,No,FALSE,FALSE,FALSE,332,2025-07-02,2024-030
0s076hf52oj401rfhmgg6alu,0.729543,50-64,HS or less,Black,Female,Democrat,Midwest,Very accurate,Not at all trustworthy,Very important,Somewhat likely,Yes,Likely,It would be one I would likely choose,Yes,FALSE,TRUE,FALSE,116,2025-06-21,2024-030
p87z4jufupweuuyr6sqwmwu3,0.966224,50-64,4-yr/post-graduate degree,Black,Female,Democrat,Northeast,Somewhat accurate,Not very trustworthy,Not at all important,Not likely,No,Not very likely,It would be one I would likely choose,It depends on who is asking,FALSE,FALSE,FALSE,458,2025-06-18,2024-030
6wyfw02hnfruymyo4s5x62gp,1.092679,30-49,Some college/2-yr degree,Other,Male,Independent,West,Not very accurate,Not very trustworthy,Not at all important,Somewhat likely,Yes,Very likely,It would become my preferred incentive offer,Yes,FALSE,FALSE,FALSE,234,2025-06-22,2024-030
vtepr6y5m7im90cxa1fgguot,1.052554,30-49,4-yr/post-graduate degree,Black,Male,Democrat,West,Not very accurate,Somewhat trustworthy,Somewhat important,Very likely,Yes,Not very likely,It would become my preferred incentive offer,No,FALSE,FALSE,FALSE,320,2025-06-23,2024-030
