respondent_id,weight,age_group4,education,raceeth,gender,pid_base,region,q28,q29,q30,q31,q32,q33,q34,q35,attention_fail,speeder,straight_line,duration_seconds,completion_date,project_id
zr9pg9z0stdea76mv4g6iykp,0.834823,30-49,HS or less,Hispanic,Male,Independent,South,Not very accurate,Not at all trustworthy,Not very important,Very likely,Maybe,Likely,It would be one I would likely choose,It depends on who is asking,FALSE,FALSE,TRUE,261,2025-06-30,2024-034
tdsqlv71glqx4xp0ifeygjs5,0.728533,18-29,Some college/2-yr degree,White,Female,Democrat,Northeast,Somewhat accurate,Somewhat trustworthy,Extremely important,Very likely,No,Not very likely,It would not interest me,No,FALSE,FALSE,FALSE,436,2025-07-09,2024-034
ixooj2us5tv366rlaqoc9z9z,1.052602,65+,Some college/2-yr degree,White,Male,Independent,Northeast,Very accurate,Somewhat trustworthy,Somewhat important,Not likely,Yes,Likely,It would be one I would likely choose,No,FALSE,FALSE,TRUE,317,2025-07-05,2024-034
3050sqsvo99w2106ane7q9q9,0.589246,50-64,4-yr/post-graduate degree,White,Male,Democrat,Northeast,Not very accurate,Very trustworthy,Somewhat important,Very likely,Yes,Not very likely,It would be one I would likely choose,No,FALSE,FALSE,TRUE,364,2025-07-17,2024-034
j73c2zk4tjfh0dxn3ei0bfgm,0.612355,30-49,4-yr/post-graduate degree,Hispanic,Male,Democrat,South,Not very accurate,Somewhat trustworthy,Not very important,Very likely,Yes,Not very likely,It would be one I would likely choose,It depends on who is asking,FALSE,FALSE,FALSE,432,2025-06-28,2024-034
xwspl6lu2hdsxgmde5auuui4,1.257933,65+,Some college/2-yr degree,Black,Male,Republican,West,Very accurate,Not very trustworthy,Somewhat important,Somewhat likely,Yes,Not at all likely,It would be one I would likely choose,It depends on who is asking,FALSE,FALSE,FALSE,368,2025-06-23,2024-034
1uga8ypp2ford0i4pp1v1d7m,1.090843,50-64,Some college/2-yr degree,White,Male,Democrat,West,Very accurate,Very trustworthy,Not at all important,Somewhat likely,Maybe,Likely,It would be one I would likely choose,It depends on who is asking,FALSE,FALSE,FALSE,287,2025-07-15,2024-034
zsdpsiddlheknyp14jitl7i5,0.824427,30-49,Some college/2-yr degree,White,Male,Republican,West,Somewhat accurate,Somewhat trustworthy,Somewhat important,I would never participate in a phone survey,No,Not very likely,It would be one I would likely choose,It depends on who is asking,FALSE,FALSE,FALSE,431,2025-07-02,2024-034
7pzj1g20eem8xwoj373pz7st,0.666901,30-49,4-yr/post-graduate degree,Black,Female,Republican,Northeast,Not at all accurate,Very trustworthy,Very important,Not likely,Yes,Not very likely,It would not interest me,Yes,FALSE,FALSE,FALSE,272,2025-06-28,2024-034
x5cx38tsl0avyvjjm3sox7gh,1.022546,50-64,Some college/2-yr degree,White,Female,Other or none,South,Not very accurate,Somewhat trustworthy,Somewhat important,I would never participate in a phone survey,Maybe,Likely,It would be one I would likely choose,Yes,FALSE,FALSE,FALSE,304,2025-07-01,2024-034
