respondent_id,weight,age_group4,education,raceeth,gender,pid_base,region,q28,q29,q30,q31,q32,q33,q34,q35,attention_fail,speeder,straight_line,duration_seconds,completion_date,project_id,device_type
qsf3xnpztgt7g7ideq295xui,1.230777,65+,Some college/2-yr degree,White,Male,Republican,South,Very accurate,Somewhat trustworthy,Very important,Not likely,No,Likely,It would be one I would likely choose,It depends on who is asking,FALSE,FALSE,FALSE,169,2025-07-07,2024-008,Mobile
oxonxv26pjpdy5y4btn347cr,1.149613,18-29,Some college/2-yr degree,White,Female,Republican,South,Not very accurate,Somewhat trustworthy,Somewhat important,Somewhat likely,No,Not at all likely,It would be one I would likely choose,Yes,FALSE,FALSE,FALSE,333,2025-06-18,2024-008,Desktop
90henwnehfx64vn7g7t7p0cs,0.940844,18-29,4-yr/post-graduate degree,Black,Female,Democrat,Midwest,Somewhat accurate,Not at all trustworthy,Not at all important,I would never participate in a phone survey,Yes,Not very likely,It would be one I would likely choose,Yes,FALSE,FALSE,FALSE,264,2025-07-01,2024-008,Mobile
yrzxefa6n8hukhzp18ezyv67,1.073009,30-49,4-yr/post-graduate degree,White,Female,Democrat,West,Not very accurate,Somewhat trustworthy,Extremely important,Not likely,Maybe,Not at all likely,It would be one I would likely choose,It depends on who is asking,FALSE,FALSE,FALSE,276,2025-07-11,2024-008,Mobile
fixh431cgoaikrao4c9tdkpa,1.204185,18-29,Some college/2-yr degree,White,Female,Democrat,Northeast,Somewhat accurate,Somewhat trustworthy,Somewhat important,Not likely,Yes,Likely,It would not interest me,It depends on who is asking,FALSE,FALSE,FALSE,289,2025-07-09,2024-008,Tablet
u1i2pn73gl6lt2ess6da2w8f,1.323945,50-64,Some college/2-yr degree,Hispanic,Male,Independent,South,Very accurate,Somewhat trustworthy,Very important,Somewhat likely,Yes,Not very likely,It would become my preferred incentive offer,It depends on who is asking,FALSE,FALSE,FALSE,446,2025-06-21,2024-008,Tablet
n1cigxq9svodugle2e8zdj27,1.682412,50-64,HS or less,Hispanic,Female,Independent,South,Not very accurate,Somewhat trustworthy,Extremely important,Not likely,Maybe,Not at all likely,It would be one I would likely choose,It depends on who is asking,FALSE,FALSE,FALSE,332,2025-06-29,2024-008,Desktop
ou6uuszc5laz3bj01r8l40te,1.051484,18-29,HS or less,Hispanic,Male,Republican,West,Not at all accurate,Somewhat trustworthy,Somewhat important,Not likely,Yes,Not at all likely,It would not interest me,Yes,FALSE,FALSE,FALSE,369,2025-06-18,2024-008,Mobile
nhltel4i3tc5wo2o099ohpp7,1.312825,50-64,4-yr/post-graduate degree,White,Female,Republican,Midwest,Somewhat accurate,Not at all trustworthy,Not at all important,Very likely,Yes,Not at all likely,It would be one I would likely choose,No,TRUE,TRUE,FALSE,142,2025-06-30,2024-008,Mobile
t8z5h26r0krzc5z7wr00b0s2,0.810236,65+,Some college/2-yr degree,Other,Other,Democrat,West,Not at all accurate,Not at all trustworthy,Somewhat important,Very likely,Maybe,Not at all likely,It would be one I would likely choose,It depends on who is asking,FALSE,FALSE,FALSE,337,2025-07-07,2024-008,Mobile
0dwcnv1kwiw0fujsxxehys1c,1.068227,18-29,4-yr/post-graduate degree,White,Female,Democrat,West,Somewhat accurate,Somewhat trustworthy,Not at all important,Not likely,Yes,Very likely,It would not interest me,It depends on who is asking,FALSE,FALSE,FALSE,409,2025-06-29,2024-008,Tablet
ysrrntx6xyoq93lp5ush8g49,1.009801,50-64,4-yr/post-graduate degree,White,Male,Republican,South,Not at all accurate,Somewhat trustworthy,Somewhat important,I would never participate in a phone survey,No,Likely,It would not interest me,No,FALSE,FALSE,FALSE,489,2025-07-02,2024-008,Tablet
1zmg83zhfbdx7wc4z4di1959,1.091356,30-49,4-yr/post-graduate degree,Other,Male,Independent,Northeast,Somewhat accurate,Somewhat trustworthy,Somewhat important,Somewhat likely,Yes,Not very likely,It would be one I would likely choose,It depends on who is asking,FALSE,FALSE,TRUE,285,2025-06-17,2024-008,Tablet
