respondent_id,weight,age_group4,education,raceeth,gender,pid_base,region,q28,q29,q30,q31,q32,q33,q34,q35,attn_check_fail,speeder,straight_line,duration_seconds,completion_date,project_id
qrz6yevwrejlmnmtszpwgld4,0.901317,50-64,HS or less,Black,Male,Republican,Northeast,Somewhat accurate,Somewhat trustworthy,Extremely important,Very likely,No,Not at all likely,It would be one I would likely choose,It depends on who is asking,FALSE,FALSE,FALSE,363,2025-07-13,2024-002
73qtksxqftgpph9m58a8jn3m,1.063438,65+,4-yr/post-graduate degree,White,Female,Democrat,South,Very accurate,Not very trustworthy,Very important,Not likely,Maybe,Not at all likely,It would be one I would likely choose,It depends on who is asking,FALSE,FALSE,FALSE,432,2025-06-24,2024-002
f81b5f004rkipwn55f6mzkad,1.144921,65+,HS or less,Black,Female,Independent,South,Somewhat accurate,Somewhat trustworthy,Somewhat important,Somewhat likely,Yes,Very likely,It would become my preferred incentive offer,Yes,FALSE,FALSE,FALSE,448,2025-07-07,2024-002
kuqdy6gaqkxv6cf1t5ajbbzh,0.326177,18-29,Some college/2-yr degree,Black,Female,Independent,South,Somewhat accurate,Somewhat trustworthy,Somewhat important,Not likely,Yes,Likely,It would be one I would likely choose,No,FALSE,FALSE,FALSE,393,2025-07-09,2024-002
k6hpigsvawzagqruefkeb1an,0.94207,50-64,4-yr/post-graduate degree,White,Female,Independent,South,Not at all accurate,Somewhat trustworthy,Not very important,I would never participate in a phone survey,Yes,Not very likely,It would not interest me,It depends on who is asking,FALSE,FALSE,FALSE,234,2025-07-06,2024-002
t17825z8eyd9duhbzulxk495,0.934062,65+,Some college/2-yr degree,White,Male,Democrat,Northeast,Somewhat accurate,Somewhat trustworthy,Very important,Somewhat likely,No,Not at all likely,It would be one I would likely choose,No,FALSE,FALSE,FALSE,192,2025-07-06,2024-002
zhede1e1a31pgf8e8kuu2aho,1.309436,18-29,HS or less,White,Male,Independent,South,Somewhat accurate,Not very trustworthy,Extremely important,Somewhat likely,Maybe,Very likely,It would become my preferred incentive offer,It depends on who is asking,FALSE,FALSE,FALSE,186,2025-07-05,2024-002
a4wm3tlnq2bisagqtgf6l7pl,0.966642,30-49,HS or less,White,Male,Democrat,Northeast,Very accurate,Not at all trustworthy,Somewhat important,Somewhat likely,Maybe,Likely,It would become my preferred incentive offer,Yes,FALSE,FALSE,FALSE,325,2025-06-28,2024-002
339bvjqa4w5ddz4kmg4ej864,0.838292,50-64,HS or less,White,Male,Other or none,Northeast,Not at all accurate,Very trustworthy,Not at all important,Somewhat likely,Yes,Likely,It would become my preferred incentive offer,It depends on who is asking,FALSE,FALSE,FALSE,451,2025-07-04,2024-002
34u4a1r70edgkoouyzrd36pc,0.628317,30-49,Some college/2-yr degree,Hispanic,Female,Democrat,South,Not very accurate,Somewhat trustworthy,Somewhat important,Not likely,Yes,Likely,It would be one I would likely choose,It depends on who is asking,FALSE,FALSE,FALSE,326,2025-07-13,2024-002
