respondent_id,weight,age_group4,education,raceeth,gender,pid_base,region,q28,q29,q30,q31,q32,q33,q34,q35,attention_fail,speed_flag,straight_line,duration_seconds,completion_date,project_id
rc3eya0x4j9ti174icbc29gc,0.870657,65+,HS or less,White,Male,Republican,Midwest,Somewhat accurate,Not at all trustworthy,Somewhat important,Not likely,Yes,Not very likely,It would not interest me,It depends on who is asking,FALSE,TRUE,FALSE,158,2025-06-24,2024-041
96ngpkczid5snyx4bp9biibg,0.872171,65+,4-yr/post-graduate degree,White,Female,Democrat,South,Somewhat accurate,Very trustworthy,Very important,Not likely,Yes,Not at all likely,It would not interest me,It depends on who is asking,FALSE,FALSE,FALSE,409,2025-06-29,2024-041
a4c02ixml3wpwj2ba608y5f4,1.231596,30-49,Some college/2-yr degree,Other,Female,Republican,Midwest,Not very accurate,Not very trustworthy,Somewhat important,Somewhat likely,Maybe,Not very likely,It would be one I would likely choose,Yes,FALSE,FALSE,FALSE,479,2025-06-29,2024-041
d7th5jccti0iya6cyvvjx7lx,0.614904,65+,HS or less,Black,Female,Democrat,South,Not very accurate,Somewhat trustworthy,Very important,Not likely,No,Very likely,It would be one I would likely choose,It depends on who is asking,FALSE,FALSE,FALSE,435,2025-07-14,2024-041
c1ta5ka0tt5l1p2a8zh6s8d2,1.316309,65+,HS or less,White,Male,Democrat,South,Very accurate,Somewhat trustworthy,Somewhat important,Very likely,No,Not very likely,It would be one I would likely choose,It depends on who is asking,FALSE,FALSE,FALSE,442,2025-06-22,2024-041
8lpkxzc7nr0wpd33ekkavx1a,1.284531,18-29,4-yr/post-graduate degree,White,Male,Republican,Northeast,Somewhat accurate,Somewhat trustworthy,Not very important,Very likely,Yes,Likely,It would not interest me,It depends on who is asking,FALSE,FALSE,FALSE,291,2025-06-21,2024-041
3sv73q6kvtl03ohl4jdasy9k,0.938727,30-49,4-yr/post-graduate degree,Hispanic,Female,Democrat,South,Not very accurate,Somewhat trustworthy,Somewhat important,Somewhat likely,No,Not very likely,It would become my preferred incentive offer,It depends on who is asking,FALSE,FALSE,FALSE,385,2025-06-26,2024-041
te12hlv4gs76jzjp8irftou1,1.191632,50-64,HS or less,Black,Female,Independent,Midwest,Very accurate,Not very trustworthy,Not at all important,Very likely,Yes,Likely,It would become my preferred incentive offer,Yes,FALSE,FALSE,FALSE,492,2025-07-06,2024-041
kv9xvjezyz9c40vzv711jg1y,0.672705,50-64,Some college/2-yr degree,White,Female,Republican,Northeast,Not very accurate,Somewhat trustworthy,Very important,Very likely,No,Very likely,It would be one I would likely choose,Yes,FALSE,FALSE,TRUE,285,2025-07-04,2024-041
8gg5scix34mlhtpr0qf3d7js,0.827165,30-49,4-yr/post-graduate degree,White,Female,Democrat,South,Somewhat accurate,Somewhat trustworthy,Somewhat important,Very likely,No,Not very likely,It would become my preferred incentive offer,It depends on who is asking,FALSE,FALSE,FALSE,357,2025-06-27,2024-041
h38p8fym3a2l5omoiris02t1,1.018863,30-49,HS or less,White,Female,Republican,West,Not very accurate,Somewhat trustworthy,Very important,Somewhat likely,Maybe,Not very likely,It would be one I would likely choose,It depends on who is asking,FALSE,FALSE,FALSE,221,2025-07-15,2024-041
