respondent_id,weight,age_group4,education,raceeth,gender,pid_base,region,q28,q29,q30,q31,q32,q33,q34,q35,attn_check_fail,speeder,straight_line,duration_seconds,completion_date,project_id
2r75ejv5ks1mw940r6i1nq0a,1.230235,18-29,Some college/2-yr degree,White,Male,Other or none,South,Somewhat accurate,Very trustworthy,Very important,Very likely,No,Not very likely,It would not interest me,No,FALSE,FALSE,FALSE,325,2025-06-24,2024-024
dpjrnqltuqarv9sh816rfh4o,0.524508,30-49,HS or less,Hispanic,Female,Republican,South,Not very accurate,Not very trustworthy,Somewhat important,Not likely,Yes,Not at all likely,It would become my preferred incentive offer,Yes,FALSE,FALSE,FALSE,337,2025-06-30,2024-024
4iwllqqeh94heg1qfj3co54y,1.163165,65+,4-yr/post-graduate degree,White,Male,Democrat,South,Somewhat accurate,Somewhat trustworthy,Not very important,Not likely,Yes,Likely,It would not interest me,Yes,FALSE,FALSE,FALSE,450,2025-07-12,2024-024
pnel4jvk3dutjg860jsxu8pz,0.896468,18-29,HS or less,Black,Female,Republican,South,Not very accurate,Not very trustworthy,Somewhat important,Very likely,Yes,Likely,It would be one I would likely choose,It depends on who is asking,FALSE,FALSE,FALSE,296,2025-07-05,2024-024
zwzwvt1l75hcpmjbh72u7gio,1.311247,50-64,HS or less,Other,Female,Democrat,Midwest,Somewhat accurate,Not very trustworthy,Somewhat important,Not likely,Yes,Not at all likely,It would be one I would likely choose,No,FALSE,FALSE,FALSE,469,2025-07-14,2024-024
960z2fjhxplhjn0rlm8ifslj,0.786931,30-49,HS or less,Black,Male,Democrat,South,Somewhat accurate,Not very trustworthy,Not very important,Somewhat likely,No,Not at all likely,It would be one I would likely choose,It depends on who is asking,FALSE,FALSE,FALSE,266,2025-07-17,2024-024
qjh4d2iyh0t2rv6swakhkmij,0.966223,30-49,4-yr/post-graduate degree,Black,Male,Independent,Northeast,Somewhat accurate,Somewhat trustworthy,Somewhat important,Very likely,Yes,Not very likely,It would not interest me,It depends on who is asking,FALSE,FALSE,FALSE,418,2025-07-04,2024-024
hjuk2cm7x7lg2hi6pe8ghaon,0.795259,30-49,HS or less,White,Female,Other or none,West,Very accurate,Not at all trustworthy,Extremely important,Very likely,Yes,Likely,It would not interest me,It depends on who is asking,FALSE,FALSE,FALSE,425,2025-07-09,2024-024
huarbqmwr9gzvd5yvy9t1m0p,1.018628,65+,HS or less,White,Female,Republican,South,Very accurate,Somewhat trustworthy,Not at all important,Somewhat likely,Yes,Very likely,It would be one I would likely choose,Yes,TRUE,TRUE,FALSE,103,2025-07-01,2024-024
mi0ijd72oxu6my08767adw85,1.330757,65+,Some college/2-yr degree,White,Male,Republican,South,Somewhat accurate,Not very trustworthy,Somewhat important,Somewhat likely,Yes,Not at all likely,It would be one I would likely choose,It depends on who is asking,FALSE,FALSE,TRUE,366,2025-07-02,2024-024
b67k7ix2y2xc7lgokydiajq8,1.567073,65+,Some college/2-yr degree,White,Male,Republican,Northeast,Very accurate,Not very trustworthy,Somewhat important,Somewhat likely,Maybe,Likely,It would be one I would likely choose,Yes,FALSE,FALSE,FALSE,393,2025-06-28,2024-024
