respondent_id,weight,age_group4,education,raceeth,gender,pid_base,region,q28,q29,q30,q31,q32,q33,q34,q35,attention_fail,speeder,straight_line,duration_seconds,completion_date,project_id
7e64iyld1tt7x1mlwv374ut0,1.353714,18-29,Some college/2-yr degree,White,Female,Independent,South,Not very accurate,Not very trustworthy,Very important,Not likely,Maybe,Not very likely,It would be one I would likely choose,It depends on who is asking,FALSE,FALSE,FALSE,390,2025-06-17,2024-092
34r08q1jaw57icxwelgok0re,1.115868,18-29,HS or less,Hispanic,Female,Republican,South,Somewhat accurate,Not very trustworthy,Extremely important,Somewhat likely,Maybe,Not at all likely,It would not interest me,Yes,FALSE,FALSE,TRUE,263,2025-07-05,2024-092
bcdweac2352y7qijxa6zipra,0.675834,18-29,HS or less,White,Female,Independent,West,Somewhat accurate,Not very trustworthy,Somewhat important,Somewhat likely,Yes,Not very likely,It would be one I would likely choose,It depends on who is asking,FALSE,FALSE,FALSE,370,2025-07-14,2024-092
1dzix8537lvuslhxhz2mfib0,0.53538,50-64,Some college/2-yr degree,White,Male,Democrat,West,Somewhat accurate,Not very trustworthy,Very important,Not likely,No,Not very likely,It would be one I would likely choose,Yes,FALSE,FALSE,FALSE,344,2025-07-11,2024-092
57t4kfsrij4k4vj1xhd2ood5,1.349202,50-64,4-yr/post-graduate degree,White,Male,Democrat,West,Not very accurate,Somewhat trustworthy,Very important,Not likely,Yes,Very likely,It would be one I would likely choose,It depends on who is asking,FALSE,FALSE,FALSE,369,2025-06-28,2024-092
5o74jzrrinar5b4td91h8glw,1.08592,50-64,Some college/2-yr degree,Other,Female,Independent,South,Somewhat accurate,Somewhat trustworthy,Somewhat important,Not likely,Yes,Very likely,It would not interest me,No,FALSE,FALSE,FALSE,426,2025-07-15,2024-092
loj4b8tq9jvy0kjamdwgjxu8,1.098431,18-29,Some college/2-yr degree,Hispanic,Female,Democrat,Midwest,Somewhat accurate,Not very trustworthy,Very important,Somewhat likely,Yes,Not very likely,It would be one I would likely choose,It depends on who is asking,FALSE,TRUE,FALSE,113,2025-06-22,2024-092
2m611kovqzx9pkb7jtgc3g7u,0.857604,50-64,Some college/2-yr degree,White,Male,Other or none,West,Somewhat accurate,Somewhat trustworthy,Not very important,Not likely,No,Not very likely,It would become my preferred incentive offer,Yes,FALSE,TRUE,FALSE,81,2025-06-30,2024-092
483705m14l4908egve7yvvfx,1.187457,30-49,4-yr/post-graduate degree,White,Male,Democrat,Northeast,Somewhat accurate,Not very trustworthy,Somewhat important,Not likely,No,Not very likely,It would be one I would likely choose,It depends on who is asking,FALSE,FALSE,FALSE,286,2025-06-29,2024-092
yekpnq1xdjrtn99b56ouh1e2,0.852307,18-29,HS or less,Black,Female,Independent,Midwest,Very accurate,Very trustworthy,Somewhat important,Not likely,Yes,Not very likely,It would become my preferred incentive offer,Yes,FALSE,FALSE,TRUE,408,2025-07-15,2024-092
z4lfu0vrhcvozprirmcbsybk,1.578338,50-64,HS or less,White,Female,Republican,Northeast,Somewhat accurate,Not very trustworthy,Very important,Very likely,No,Not at all likely,It would become my preferred incentive offer,It depends on who is asking,FALSE,FALSE,FALSE,252,2025-06-27,2024-092
yu9z9e4ubr9kvans4la9ia0h,1.13551,30-49,HS or less,White,Female,Democrat,Northeast,Very accurate,Not very trustworthy,Somewhat important,Very likely,Yes,Not at all likely,It would become my preferred incentive offer,It depends on who is asking,FALSE,FALSE,TRUE,410,2025-07-11,2024-092
g8nbest32rtgjij91sgxa8w5,0.964953,18-29,Some college/2-yr degree,White,Female,Democrat,South,Somewhat accurate,Somewhat trustworthy,Somewhat important,I would never participate in a phone survey,No,Not very likely,It would not interest me,It depends on who is asking,FALSE,FALSE,FALSE,406,2025-06-23,2024-092
wms1z5xb2k2i1kzn4ou4v9h9,1.211354,30-49,Some college/2-yr degree,White,Male,Republican,West,Very accurate,Somewhat trustworthy,Not very important,Not likely,Yes,Very likely,It would be one I would likely choose,It depends on who is asking,FALSE,FALSE,FALSE,341,2025-07-11,2024-092
nir26o37ma5zc5zkqpgdi1xa,0.977148,30-49,Some college/2-yr degree,White,Female,Democrat,South,Somewhat accurate,Somewhat trustworthy,Very important,Somewhat likely,Yes,Likely,It would not interest me,It depends on who is asking,FALSE,FALSE,FALSE,345,2025-07-14,2024-092
rz2y24349ar0n77uthpva7yt,1.478014,65+,Some college/2-yr degree,White,Female,Independent,Midwest,Very accurate,Somewhat trustworthy,Very important,Somewhat likely,No,Not very likely,It would be one I would likely choose,It depends on who is asking,FALSE,FALSE,FALSE,318,2025-06-25,2024-092
atlfaghecc1dmc9oyvqztci6,1.009975,18-29,4-yr/post-graduate degree,Hispanic,Male,Republican,Northeast,Not at all accurate,Very trustworthy,Very important,Not likely,Yes,Likely,It would be one I would likely choose,Yes,TRUE,FALSE,FALSE,319,2025-06-21,2024-092
j0sej0mlr80da6v2qkrxq8v4,1.661712,65+,4-yr/post-graduate degree,White,Male,Independent,Midwest,Not at all accurate,Not very trustworthy,Not at all important,Not likely,No,Not very likely,It would be one I would likely choose,Yes,FALSE,FALSE,FALSE,234,2025-06-22,2024-092
u9k8yond1hdrrw48vmhyqgth,1.040112,65+,HS or less,White,Male,Republican,Northeast,Somewhat accurate,Somewhat trustworthy,Somewhat important,I would never participate in a phone survey,Yes,Very likely,It would not interest me,It depends on who is asking,FALSE,FALSE,FALSE,266,2025-07-14,2024-092
rnl9iq3ekoss8efi7e9s403e,1.177163,18-29,4-yr/post-graduate degree,Black,Female,Democrat,Midwest,Not at all accurate,Somewhat trustworthy,Not very important,Somewhat likely,Maybe,Not at all likely,It would be one I would likely choose,Yes,FALSE,FALSE,FALSE,286,2025-07-06,2024-092
zbt2freg31b807t8ouy3p0v9,0.917484,18-29,Some college/2-yr degree,White,Male,Republican,Northeast,Not very accurate,Not very trustworthy,Somewhat important,Not likely,No,Likely,It would become my preferred incentive offer,It depends on who is asking,FALSE,FALSE,FALSE,289,2025-07-10,2024-092
w7j1dxk2ae03oz22nhg6x5vf,1.45605,30-49,HS or less,White,Female,Democrat,Midwest,Very accurate,Not very trustworthy,Somewhat important,Very likely,Yes,Not very likely,It would be one I would likely choose,No,FALSE,FALSE,TRUE,368,2025-07-16,2024-092
4sxsoykuyf19814l4yxcsehk,1.347064,50-64,Some college/2-yr degree,White,Female,Democrat,South,Very accurate,Not very trustworthy,Somewhat important,Somewhat likely,Maybe,Not very likely,It would become my preferred incentive offer,Yes,FALSE,FALSE,FALSE,178,2025-07-14,2024-092
pc9ryyvhnh3frq3msci683ay,1.182476,50-64,HS or less,White,Female,Republican,Midwest,Somewhat accurate,Not very trustworthy,Very important,I would never participate in a phone survey,Maybe,Likely,It would be one I would likely choose,It depends on who is asking,FALSE,FALSE,FALSE,343,2025-07-04,2024-092
ybujqh9gz6dzsdwducqllbii,0.849693,50-64,HS or less,White,Female,Republican,South,Somewhat accurate,Very trustworthy,Not very important,Somewhat likely,Maybe,Not at all likely,It would be one I would likely choose,No,FALSE,FALSE,FALSE,353,2025-06-24,2024-092
l372ubh3ry6bwj4rr2em71a0,1.287211,18-29,HS or less,White,Female,Republican,South,Somewhat accurate,Not at all trustworthy,Somewhat important,Not likely,Maybe,Likely,It would become my preferred incentive offer,Yes,FALSE,TRUE,FALSE,103,2025-07-08,2024-092
7evotxof1hbihb0a084fgyva,0.742198,65+,Some college/2-yr degree,Other,Male,Democrat,South,Somewhat accurate,Not very trustworthy,Very important,Not likely,Maybe,Likely,It would be one I would likely choose,It depends on who is asking,FALSE,FALSE,FALSE,428,2025-06-24,2024-092
q3xqvxw6t8wok9k0uav284ju,0.746628,18-29,HS or less,Black,Male,Independent,South,Not at all accurate,Somewhat trustworthy,Not very important,Somewhat likely,Maybe,Not very likely,It would not interest me,No,FALSE,FALSE,FALSE,348,2025-07-11,2024-092
s3wdpoqvdyef0irjfpp94pz8,1.248272,18-29,4-yr/post-graduate degree,White,Female,Democrat,Midwest,Very accurate,Not very trustworthy,Somewhat important,Very likely,Maybe,Not very likely,It would become my preferred incentive offer,It depends on who is asking,FALSE,TRUE,FALSE,116,2025-07-04,2024-092
mb28y6yoxi81nsjaburnkd0i,0.426061,18-29,4-yr/post-graduate degree,White,Male,Republican,West,Somewhat accurate,Somewhat trustworthy,Somewhat important,Not likely,Yes,Not very likely,It would be one I would likely choose,No,FALSE,FALSE,TRUE,436,2025-07-11,2024-092
1v1z1z7zrgav4e7ri4ap79rq,0.867378,18-29,Some college/2-yr degree,White,Male,Independent,Northeast,Very accurate,Not very trustworthy,Not very important,Not likely,No,Very likely,It would become my preferred incentive offer,Yes,FALSE,FALSE,FALSE,404,2025-07-01,2024-092
t460b6thed84r6chjizywhh4,0.879335,30-49,HS or less,White,Female,Republican,South,Very accurate,Not very trustworthy,Somewhat important,Very likely,Yes,Not very likely,It would not interest me,It depends on who is asking,FALSE,FALSE,FALSE,219,2025-06-23,2024-092
n9rxsjd1br4fgs29zv7ppz4g,0.797871,18-29,Some college/2-yr degree,White,Male,Republican,West,Somewhat accurate,Not very trustworthy,Very important,I would never participate in a phone survey,No,Not at all likely,It would be one I would likely choose,Yes,TRUE,TRUE,TRUE,125,2025-07-17,2024-092
e14d6eictsl9u4dy0dsg18rg,0.639248,18-29,Some college/2-yr degree,White,Female,Democrat,South,Somewhat accurate,Somewhat trustworthy,Somewhat important,Somewhat likely,Maybe,Not very likely,It would be one I would likely choose,Yes,FALSE,FALSE,FALSE,238,2025-06-21,2024-092
h3p30enpbtcrt2vqzqc7j10k,1.002789,30-49,4-yr/post-graduate degree,White,Female,Republican,West,Not at all accurate,Not at all trustworthy,Somewhat important,Not likely,No,Very likely,It would be one I would likely choose,No,FALSE,FALSE,FALSE,477,2025-07-04,2024-092
a464uwtuz82pe3an04a7kveb,1.213261,50-64,HS or less,White,Male,Democrat,South,Very accurate,Somewhat trustworthy,Not very important,Very likely,No,Very likely,It would be one I would likely choose,Yes,FALSE,FALSE,FALSE,268,2025-06-30,2024-092
v5ak43svg1jtjh84mvfft807,0.968764,30-49,Some college/2-yr degree,White,Male,Republican,Midwest,Not very accurate,Not very trustworthy,Not at all important,Very likely,Maybe,Not very likely,It would not interest me,It depends on who is asking,FALSE,FALSE,TRUE,364,2025-07-01,2024-092
9li8mb158vye04zvptvg2bhs,0.708123,30-49,HS or less,Hispanic,Female,Independent,South,Not at all accurate,Somewhat trustworthy,Somewhat important,I would never participate in a phone survey,Yes,Not very likely,It would become my preferred incentive offer,It depends on who is asking,FALSE,FALSE,FALSE,282,2025-07-15,2024-092
6yzaavpgtxtm2jgqsepinwo4,0.957571,65+,4-yr/post-graduate degree,Other,Male,Other or none,Midwest,Somewhat accurate,Not very trustworthy,Very important,Somewhat likely,Yes,Not very likely,It would be one I would likely choose,It depends on who is asking,FALSE,FALSE,FALSE,428,2025-06-28,2024-092
y1pqd49k9wuivwd8f1ja014y,1.057161,30-49,HS or less,White,Other,Independent,West,Somewhat accurate,Not at all trustworthy,Somewhat important,I would never participate in a phone survey,No,Not very likely,It would become my preferred incentive offer,Yes,FALSE,FALSE,FALSE,329,2025-06-21,2024-092
k1l44018dsrm3e8moij9qsvw,1.006592,65+,Some college/2-yr degree,Hispanic,Female,Democrat,Midwest,Not very accurate,Somewhat trustworthy,Not very important,Very likely,Yes,Not very likely,It would be one I would likely choose,Yes,FALSE,FALSE,TRUE,378,2025-07-14,2024-092
iz4yirar8r567edhohvslf2f,0.821566,30-49,4-yr/post-graduate degree,White,Male,Democrat,South,Somewhat accurate,Not very trustworthy,Not very important,Very likely,No,Not very likely,It would become my preferred incentive offer,It depends on who is asking,FALSE,FALSE,FALSE,407,2025-06-20,2024-092
etyzknin224370vqznfhp43r,1.471317,50-64,Some college/2-yr degree,Hispanic,Male,Republican,Northeast,Not very accurate,Somewhat trustworthy,Very important,Very likely,Yes,Likely,It would be one I would likely choose,Yes,FALSE,FALSE,FALSE,362,2025-07-08,2024-092
hxf2tachtursoqjyuwuqz954,1.187276,30-49,HS or less,Hispanic,Male,Republican,West,Not very accurate,Not very trustworthy,Very important,Somewhat likely,Maybe,Not at all likely,It would be one I would likely choose,Yes,FALSE,FALSE,FALSE,361,2025-06-24,2024-092
t82kjig29ifoe9oao9tikspz,1.055237,18-29,4-yr/post-graduate degree,White,Female,Republican,West,Somewhat accurate,Somewhat trustworthy,Somewhat important,Somewhat likely,Maybe,Likely,It would be one I would likely choose,It depends on who is asking,FALSE,FALSE,FALSE,363,2025-06-30,2024-092
kgu5nl7y0v4kngd1tw289eu2,1.057589,18-29,4-yr/post-graduate degree,Black,Female,Democrat,Midwest,Somewhat accurate,Very trustworthy,Somewhat important,Not likely,No,Not very likely,It would be one I would likely choose,Yes,TRUE,FALSE,FALSE,405,2025-06-24,2024-092
hs3l89vlozhvmxmcfdtadc3q,0.811043,30-49,4-yr/post-graduate degree,White,Female,Democrat,Northeast,Very accurate,Somewhat trustworthy,Not very important,Not likely,No,Not very likely,It would be one I would likely choose,It depends on who is asking,FALSE,FALSE,FALSE,411,2025-06-17,2024-092
ep0ho8rf1tzkshrx9ofi38pq,0.76418,18-29,Some college/2-yr degree,White,Male,Democrat,Northeast,Somewhat accurate,Not very trustworthy,Somewhat important,Not likely,Yes,Likely,It would not interest me,It depends on who is asking,FALSE,TRUE,FALSE,115,2025-07-08,2024-092
5wrxrtkcjfqcrd4wu2ncwt1f,0.654467,65+,HS or less,Hispanic,Female,Republican,West,Somewhat accurate,Somewhat trustworthy,Very important,Somewhat likely,No,Very likely,It would be one I would likely choose,It depends on who is asking,FALSE,FALSE,FALSE,264,2025-07-09,2024-092
plvkv2zpdldpa9pwau70jyct,0.983701,50-64,Some college/2-yr degree,Other,Female,Republican,Midwest,Somewhat accurate,Somewhat trustworthy,Somewhat important,Very likely,No,Not very likely,It would be one I would likely choose,No,FALSE,FALSE,FALSE,343,2025-07-12,2024-092
pt8wwhv5j8czn7rf9jsrvbsq,1.136813,50-64,Some college/2-yr degree,White,Male,Independent,Northeast,Somewhat accurate,Not very trustworthy,Somewhat important,I would never participate in a phone survey,Yes,Likely,It would become my preferred incentive offer,It depends on who is asking,FALSE,FALSE,FALSE,454,2025-07-02,2024-092
2lgbsbfisff2rug6u31oryc9,1.426074,30-49,Some college/2-yr degree,Hispanic,Male,Independent,South,Not at all accurate,Somewhat trustworthy,Extremely important,I would never participate in a phone survey,Yes,Likely,It would be one I would likely choose,It depends on who is asking,FALSE,FALSE,FALSE,368,2025-06-28,2024-092
vewrjg4ctd9u5an74c9jflbi,1.303629,50-64,Some college/2-yr degree,White,Female,Independent,West,Not at all accurate,Not very trustworthy,Somewhat important,Somewhat likely,Yes,Likely,It would not interest me,It depends on who is asking,FALSE,FALSE,FALSE,367,2025-06-17,2024-092
6d8bvlnmismmzau8b4p1x0gx,1.078692,18-29,HS or less,Black,Male,Democrat,South,Somewhat accurate,Somewhat trustworthy,Somewhat important,I would never participate in a phone survey,Maybe,Likely,It would be one I would likely choose,It depends on who is asking,FALSE,FALSE,FALSE,441,2025-07-01,2024-092
4nb34ecye409yc59zpizujmi,0.970617,30-49,Some college/2-yr degree,White,Female,Democrat,West,Very accurate,Somewhat trustworthy,Not very important,Somewhat likely,Yes,Not at all likely,It would be one I would likely choose,Yes,FALSE,FALSE,FALSE,415,2025-07-14,2024-092
