respondent_id,weight,age_group4,education,raceeth,gender,pid_base,region,q28,q29,q30,q31,q32,q33,q34,q35,attention_fail,speeder,straight_line,duration_seconds,completion_date,project_id,device_type
qjj4ey3h7yrcyr7iadj4gsjr,1.514919,65+,Some college/2-yr degree,Hispanic,Male,Independent,West,Somewhat accurate,Not at all trustworthy,Very important,Somewhat likely,Yes,Likely,It would be one I would likely choose,It depends on who is asking,FALSE,FALSE,FALSE,234,2025-06-20,2024-020,Desktop
8kyhjenh9rov54p9hjexz0p6,0.776579,50-64,4-yr/post-graduate degree,White,Male,Democrat,South,Somewhat accurate,Not very trustworthy,Not very important,Somewhat likely,Yes,Very likely,It would become my preferred incentive offer,It depends on who is asking,FALSE,FALSE,FALSE,450,2025-06-17,2024-020,Tablet
rjr1xq75xmqs2oqjxg1g9vgp,0.589682,50-64,Some college/2-yr degree,White,Female,Democrat,Northeast,Somewhat accurate,Not very trustworthy,Somewhat important,Not likely,Yes,Not very likely,It would be one I would likely choose,It depends on who is asking,FALSE,FALSE,FALSE,347,2025-07-11,2024-020,Desktop
5a9s7xbjqprie2arykeus0ly,0.714971,30-49,HS or less,White,Female,Republican,West,Not very accurate,Somewhat trustworthy,Extremely important,Not likely,No,Not very likely,It would become my preferred incentive offer,It depends on who is asking,FALSE,FALSE,TRUE,312,2025-07-16,2024-020,Mobile
dlz8qm8ootvsb9llcgahziey,1.368196,18-29,HS or less,White,Male,Republican,South,Somewhat accurate,Somewhat trustworthy,Somewhat important,I would never participate in a phone survey,Yes,Not very likely,It would be one I would likely choose,It depends on who is asking,FALSE,FALSE,FALSE,410,2025-07-05,2024-020,Tablet
0mpttgy8cvhu580qdt3td0kh,1.622584,30-49,Some college/2-yr degree,White,Female,Democrat,Midwest,Not very accurate,Not at all trustworthy,Somewhat important,Somewhat likely,No,Very likely,It would not interest me,It depends on who is asking,FALSE,FALSE,FALSE,363,2025-07-11,2024-020,Desktop
i80u6q7t5c4axmlsfe76elxs,0.670244,50-64,Some college/2-yr degree,White,Female,Republican,West,Somewhat accurate,Not at all trustworthy,Somewhat important,I would never participate in a phone survey,No,Likely,It would become my preferred incentive offer,It depends on who is asking,FALSE,FALSE,FALSE,362,2025-06-19,2024-020,Desktop
nugsrjqsxp134phl1bl9hpv0,1.783998,30-49,4-yr/post-graduate degree,White,Male,Independent,Northeast,Somewhat accurate,Somewhat trustworthy,Very important,I would never participate in a phone survey,Yes,Likely,It would be one I would likely choose,It depends on who is asking,TRUE,FALSE,FALSE,422,2025-06-25,2024-020,Mobile
sj6tbavkbvbryzt0753kf3ek,0.981318,30-49,HS or less,Hispanic,Female,Republican,Northeast,Very accurate,Not at all trustworthy,Not at all important,Not likely,Maybe,Not at all likely,It would not interest me,It depends on who is asking,FALSE,FALSE,FALSE,436,2025-07-14,2024-020,Desktop
4ifzqzlizy73sukgxwjyu15i,1.112424,65+,Some college/2-yr degree,White,Male,Republican,Northeast,Somewhat accurate,Somewhat trustworthy,Somewhat important,Not likely,Yes,Very likely,It would be one I would likely choose,No,TRUE,FALSE,FALSE,309,2025-06-17,2024-020,Tablet
f11ddwbxoma0j47xj8wvb77z,0.963238,50-64,Some college/2-yr degree,White,Male,Independent,South,Not very accurate,Not at all trustworthy,Very important,Not likely,Yes,Not very likely,It would become my preferred incentive offer,Yes,FALSE,FALSE,FALSE,324,2025-07-06,2024-020,Mobile
3wyfkniiihsqtld3xtmof9o0,1.416718,50-64,Some college/2-yr degree,White,Male,Democrat,South,Not at all accurate,Somewhat trustworthy,Somewhat important,Somewhat likely,No,Not very likely,It would be one I would likely choose,It depends on who is asking,FALSE,FALSE,FALSE,352,2025-06-20,2024-020,Tablet
nrz4w3m36lrnrwf898de3woa,1.201955,65+,4-yr/post-graduate degree,White,Female,Republican,Midwest,Not very accurate,Not very trustworthy,Not at all important,Very likely,Maybe,Likely,It would be one I would likely choose,It depends on who is asking,FALSE,FALSE,FALSE,484,2025-06-24,2024-020,Tablet
sc9kb20qch2xu4uuips83nhh,0.777214,30-49,Some college/2-yr degree,Black,Male,Democrat,South,Very accurate,Not very trustworthy,Very important,Somewhat likely,No,Not very likely,It would become my preferred incentive offer,No,FALSE,FALSE,FALSE,401,2025-07-16,2024-020,Mobile
3xc5n92ky379gsuhorjoio3o,0.78209,30-49,Some college/2-yr degree,White,Female,Independent,South,Very accurate,Not at all trustworthy,Very important,Somewhat likely,Yes,Not very likely,It would be one I would likely choose,It depends on who is asking,TRUE,FALSE,FALSE,302,2025-06-25,2024-020,Mobile
5fupvnug9tzd3pe2dncf3tkz,0.923405,50-64,HS or less,White,Female,Republican,Northeast,Somewhat accurate,Somewhat trustworthy,Not very important,Somewhat likely,No,Very likely,It would be one I would likely choose,It depends on who is asking,FALSE,FALSE,FALSE,390,2025-06-27,2024-020,Tablet
5r0pfxobbl13gixhnvar0qv0,1.172221,50-64,HS or less,White,Male,Democrat,Northeast,Somewhat accurate,Somewhat trustworthy,Somewhat important,Very likely,No,Not very likely,It would become my preferred incentive offer,Yes,FALSE,FALSE,FALSE,260,2025-06-28,2024-020,Desktop
3rszu36b6rfu7bkdedn2vyak,0.943003,30-49,Some college/2-yr degree,Hispanic,Female,Independent,Northeast,Not very accurate,Somewhat trustworthy,Somewhat important,Somewhat likely,Yes,Not very likely,It would become my preferred incentive offer,No,TRUE,FALSE,TRUE,438,2025-06-18,2024-020,Tablet
v3lx3g3s25ohwyqydsq5ub2b,0.734537,50-64,HS or less,Hispanic,Female,Independent,Midwest,Somewhat accurate,Somewhat trustworthy,Somewhat important,Somewhat likely,Yes,Not very likely,It would be one I would likely choose,It depends on who is asking,FALSE,FALSE,FALSE,313,2025-07-13,2024-020,Tablet
r18r17zn29xuruorshf2gh4i,1.089943,30-49,Some college/2-yr degree,Hispanic,Male,Democrat,Midwest,Somewhat accurate,Very trustworthy,Somewhat important,Very likely,No,Not at all likely,It would become my preferred incentive offer,It depends on who is asking,FALSE,FALSE,FALSE,466,2025-07-17,2024-020,Tablet
1d3qak3cpg6vmw9yvjosbq6g,1.12464,50-64,Some college/2-yr degree,Hispanic,Male,Independent,Midwest,Very accurate,Somewhat trustworthy,Not at all important,Somewhat likely,No,Not very likely,It would be one I would likely choose,It depends on who is asking,FALSE,FALSE,FALSE,338,2025-07-13,2024-020,Tablet
i6bsoyr0u1kje6eqjtztplu8,0.928012,50-64,Some college/2-yr degree,White,Female,Democrat,South,Not very accurate,Somewhat trustworthy,Not very important,Not likely,Yes,Not very likely,It would not interest me,It depends on who is asking,FALSE,FALSE,FALSE,383,2025-06-17,2024-020,Tablet
oy21euljumxntnj6xlossm56,0.723584,65+,Some college/2-yr degree,Black,Male,Republican,South,Very accurate,Somewhat trustworthy,Very important,Not likely,Maybe,Not very likely,It would be one I would likely choose,Yes,FALSE,FALSE,FALSE,541,2025-06-30,2024-020,Desktop
3svawnxc6o72b86pcmcg86ec,1.410971,50-64,4-yr/post-graduate degree,Hispanic,Female,Republican,South,Somewhat accurate,Not at all trustworthy,Somewhat important,Very likely,Yes,Not very likely,It would become my preferred incentive offer,Yes,FALSE,TRUE,FALSE,129,2025-07-08,2024-020,Mobile
