respondent_id,weight,age_group4,education,raceeth,gender,pid_base,region,q28,q29,q30,q31,q32,q33,q34,q35,attention_fail,speeder,straight_line,duration_seconds,completion_date,project_id,device_type
nrbr2036vpm34qcmkca8a2ku,0.226762,30-49,Some college/2-yr degree,White,Female,Independent,Midwest,Somewhat accurate,Somewhat trustworthy,Somewhat important,Somewhat likely,Yes,Not at all likely,It would be one I would likely choose,Yes,FALSE,FALSE,FALSE,385,2025-06-29,2024-055,Desktop
pjry0k6f2t2lqvzexcj1cj66,1.609376,65+,HS or less,Black,Male,Democrat,Northeast,Not very accurate,Not very trustworthy,Not very important,Not likely,No,Likely,It would be one I would likely choose,It depends on who is asking,FALSE,FALSE,FALSE,240,2025-06-17,2024-055,Mobile
950t42g6hlti6zj41x8vo81c,1.311767,65+,HS or less,Black,Female,Republican,Northeast,Not at all accurate,Very trustworthy,Not very important,Not likely,No,Not at all likely,It would be one I would likely choose,It depends on who is asking,FALSE,FALSE,FALSE,267,2025-06-17,2024-055,Desktop
ka207p5o9g3ubbcavb3r558e,0.445127,18-29,Some college/2-yr degree,Black,Male,Democrat,West,Very accurate,Not very trustworthy,Somewhat important,Very likely,Yes,Likely,It would be one I would likely choose,It depends on who is asking,FALSE,FALSE,FALSE,369,2025-06-19,2024-055,Tablet
e24yn5b0v9uwdmkblyugpm3b,0.664133,50-64,HS or less,Hispanic,Female,Democrat,Midwest,Not very accurate,Somewhat trustworthy,Not very important,Somewhat likely,Maybe,Not very likely,It would be one I would likely choose,Yes,FALSE,FALSE,FALSE,324,2025-07-01,2024-055,Tablet
ked45zc0aghaj9ju8oz8lv75,0.552068,30-49,4-yr/post-graduate degree,Other,Female,Republican,Midwest,Not very accurate,Somewhat trustworthy,Extremely important,I would never participate in a phone survey,Yes,Not at all likely,It would become my preferred incentive offer,Yes,TRUE,FALSE,FALSE,371,2025-07-09,2024-055,Desktop
z1qokbyiepixm9c2hmhg5orz,0.480432,30-49,4-yr/post-graduate degree,White,Female,Republican,Midwest,Somewhat accurate,Not very trustworthy,Somewhat important,Somewhat likely,Maybe,Likely,It would be one I would likely choose,It depends on who is asking,FALSE,FALSE,TRUE,283,2025-06-20,2024-055,Mobile
swcoilpl3pczyxya5jdhaeij,0.752247,50-64,HS or less,White,Female,Other or none,West,Somewhat accurate,Very trustworthy,Somewhat important,Not likely,Yes,Likely,It would not interest me,Yes,FALSE,FALSE,FALSE,277,2025-07-11,2024-055,Mobile
pk4on2x2ddd9n7ti3n5tbstt,1.271404,65+,4-yr/post-graduate degree,White,Male,Republican,Northeast,Somewhat accurate,Not very trustworthy,Very important,Not likely,Maybe,Not at all likely,It would not interest me,It depends on who is asking,FALSE,FALSE,FALSE,157,2025-07-12,2024-055,Tablet
i2u9ym1xnx2ip2izp4pkc682,1.084697,65+,4-yr/post-graduate degree,Other,Female,Republican,West,Not very accurate,Somewhat trustworthy,Very important,Not likely,Maybe,Not very likely,It would be one I would likely choose,It depends on who is asking,FALSE,FALSE,FALSE,471,2025-07-11,2024-055,Mobile
q8u39weztci8ncsj1ezvzf1b,1.216032,65+,HS or less,White,Female,Democrat,South,Not very accurate,Somewhat trustworthy,Somewhat important,Not likely,Maybe,Not at all likely,It would not interest me,Yes,FALSE,FALSE,FALSE,308,2025-06-25,2024-055,Tablet
8yunlhhmohnk14x9a6d5xqi0,0.963081,30-49,Some college/2-yr degree,White,Female,Independent,South,Somewhat accurate,Not very trustworthy,Somewhat important,Very likely,Yes,Not at all likely,It would be one I would likely choose,It depends on who is asking,FALSE,FALSE,FALSE,402,2025-06-28,2024-055,Mobile
sp09oq48y0r2003z6xczjfn0,0.87172,65+,HS or less,Other,Female,Republican,Northeast,Somewhat accurate,Not very trustworthy,Very important,Somewhat likely,Maybe,Very likely,It would be one I would likely choose,No,FALSE,FALSE,FALSE,370,2025-06-25,2024-055,Desktop
rjqnsi7zxnciyzxeist4f382,0.812079,65+,Some college/2-yr degree,White,Female,Independent,South,Somewhat accurate,Very trustworthy,Very important,Not likely,Maybe,Not very likely,It would become my preferred incentive offer,It depends on who is asking,FALSE,FALSE,FALSE,412,2025-06-24,2024-055,Mobile
f9m8leiwyqtxq66ggt0j6fqg,1.001929,18-29,4-yr/post-graduate degree,Hispanic,Female,Independent,West,Somewhat accurate,Somewhat trustworthy,Very important,Somewhat likely,Yes,Likely,It would not interest me,It depends on who is asking,FALSE,FALSE,FALSE,347,2025-06-25,2024-055,Mobile
aja2yg2vkfi2e1fu35zn9hfp,1.305716,18-29,Some college/2-yr degree,Hispanic,Female,Republican,South,Not very accurate,Not at all trustworthy,Very important,Very likely,Maybe,Not very likely,It would become my preferred incentive offer,It depends on who is asking,FALSE,FALSE,FALSE,325,2025-07-04,2024-055,Desktop
8d7b1b4j5645cl1ayifanyk7,0.475807,50-64,Some college/2-yr degree,Black,Male,Independent,Midwest,Somewhat accurate,Somewhat trustworthy,Very important,I would never participate in a phone survey,Maybe,Likely,It would be one I would likely choose,Yes,FALSE,FALSE,FALSE,244,2025-07-12,2024-055,Tablet
gcskpgvqsvk7jpjf6u0scdza,0.972929,65+,4-yr/post-graduate degree,White,Male,Republican,Midwest,Somewhat accurate,Somewhat trustworthy,Somewhat important,Somewhat likely,Maybe,Not very likely,It would be one I would likely choose,It depends on who is asking,FALSE,FALSE,FALSE,461,2025-07-05,2024-055,Mobile
0qmnircr438vyeoycpdjoyce,1.434638,18-29,4-yr/post-graduate degree,White,Male,Democrat,South,Somewhat accurate,Not very trustworthy,Somewhat important,Not likely,Yes,Very likely,It would be one I would likely choose,Yes,FALSE,FALSE,FALSE,373,2025-07-07,2024-055,Desktop
kawpxtpuaarvr8qo37sthwhw,0.928556,50-64,Some college/2-yr degree,Hispanic,Male,Republican,South,Not very accurate,Very trustworthy,Somewhat important,Not likely,Yes,Likely,It would be one I would likely choose,It depends on who is asking,FALSE,FALSE,TRUE,210,2025-07-06,2024-055,Tablet
85gsk8z292beq9n2gtx0bh9x,0.664473,65+,Some college/2-yr degree,White,Male,Independent,South,Somewhat accurate,Somewhat trustworthy,Somewhat important,Not likely,No,Very likely,It would not interest me,It depends on who is asking,FALSE,FALSE,FALSE,323,2025-06-29,2024-055,Tablet
xz4whuwqi51iaokv44mhdkds,1.147765,18-29,Some college/2-yr degree,White,Female,Independent,South,Not very accurate,Somewhat trustworthy,Somewhat important,I would never participate in a phone survey,Yes,Likely,It would be one I would likely choose,It depends on who is asking,FALSE,FALSE,FALSE,291,2025-07-03,2024-055,Mobile
lq87s44zv15vjsavd4qh06l8,0.907257,18-29,Some college/2-yr degree,White,Female,Independent,Midwest,Very accurate,Somewhat trustworthy,Very important,Not likely,No,Not very likely,It would become my preferred incentive offer,Yes,FALSE,FALSE,FALSE,364,2025-06-23,2024-055,Tablet
e4q8mjcyxko4pifxbzelh8q7,0.122944,65+,Some college/2-yr degree,White,Male,Democrat,Northeast,Somewhat accurate,Not very trustworthy,Not very important,Very likely,Yes,Not very likely,It would be one I would likely choose,It depends on who is asking,FALSE,FALSE,FALSE,377,2025-07-06,2024-055,Mobile
trbc7r9v0pu4abev3w6hoqme,0.877903,30-49,Some college/2-yr degree,White,Female,Republican,South,Somewhat accurate,Very trustworthy,Not at all important,Not likely,Maybe,Likely,It would not interest me,It depends on who is asking,FALSE,FALSE,FALSE,197,2025-06-23,2024-055,Tablet
m62483l5uujms28q051674h0,1.277435,50-64,Some college/2-yr degree,White,Male,Republican,West,Not very accurate,Not very trustworthy,Somewhat important,Somewhat likely,Yes,Not very likely,It would become my preferred incentive offer,Yes,FALSE,FALSE,FALSE,240,2025-06-21,2024-055,Desktop
ic00lvpxmcapbc63i7nijm8y,0.652485,65+,HS or less,Black,Female,Independent,West,Somewhat accurate,Somewhat trustworthy,Somewhat important,Very likely,Maybe,Very likely,It would become my preferred incentive offer,It depends on who is asking,FALSE,FALSE,FALSE,385,2025-07-13,2024-055,Tablet
8mp5x8p1or00uptb9wx2ikvt,1.368606,50-64,4-yr/post-graduate degree,White,Male,Independent,South,Not very accurate,Somewhat trustworthy,Somewhat important,Somewhat likely,Yes,Not at all likely,It would be one I would likely choose,Yes,FALSE,FALSE,FALSE,174,2025-06-24,2024-055,Desktop
q7hcyyu24g0ifc5f0qg9ty8i,1.390961,65+,4-yr/post-graduate degree,White,Male,Independent,South,Not very accurate,Somewhat trustworthy,Very important,I would never participate in a phone survey,Yes,Likely,It would become my preferred incentive offer,Yes,FALSE,FALSE,FALSE,261,2025-06-17,2024-055,Tablet
ci1dllrpxqxqfqnk7lnkqc76,1.151459,30-49,Some college/2-yr degree,Other,Female,Independent,South,Not very accurate,Somewhat trustworthy,Very important,Somewhat likely,Yes,Not at all likely,It would become my preferred incentive offer,No,FALSE,FALSE,FALSE,325,2025-06-19,2024-055,Tablet
1xqbm21kgive6deah2r1eg4u,0.746313,50-64,HS or less,White,Female,Democrat,South,Not very accurate,Very trustworthy,Very important,Very likely,Yes,Likely,It would not interest me,No,FALSE,FALSE,FALSE,316,2025-07-03,2024-055,Desktop
qhs2iewqc51wz7dd4pur8e0p,1.397892,65+,HS or less,White,Female,Republican,West,Somewhat accurate,Somewhat trustworthy,Somewhat important,Very likely,Yes,Very likely,It would be one I would likely choose,It depends on who is asking,FALSE,FALSE,FALSE,444,2025-07-01,2024-055,Tablet
8dgm3zmajqs1czsw2gz5ic13,1.353852,50-64,HS or less,White,Female,Republican,West,Somewhat accurate,Somewhat trustworthy,Somewhat important,Very likely,No,Not very likely,It would become my preferred incentive offer,It depends on who is asking,FALSE,FALSE,FALSE,316,2025-07-06,2024-055,Mobile
kn5930tbr4thtvwfiymjnjb3,0.559722,50-64,4-yr/post-graduate degree,Black,Male,Democrat,Midwest,Somewhat accurate,Very trustworthy,Very important,Somewhat likely,Maybe,Not very likely,It would become my preferred incentive offer,It depends on who is asking,FALSE,FALSE,FALSE,424,2025-07-09,2024-055,Tablet
pufs20408liebfv9s8elq7mz,0.870635,18-29,HS or less,Black,Male,Democrat,Northeast,Very accurate,Very trustworthy,Very important,Not likely,Maybe,Likely,It would be one I would likely choose,It depends on who is asking,FALSE,FALSE,FALSE,412,2025-07-04,2024-055,Tablet
b7h49al5ojw3izerlmyyp2ut,0.862232,18-29,HS or less,Other,Male,Democrat,Northeast,Somewhat accurate,Not very trustworthy,Somewhat important,Not likely,Yes,Not very likely,It would be one I would likely choose,Yes,FALSE,FALSE,FALSE,327,2025-07-10,2024-055,Desktop
t1nprhxszv711aiestbzivn8,1.232644,30-49,Some college/2-yr degree,White,Male,Republican,Northeast,Somewhat accurate,Not very trustworthy,Somewhat important,Somewhat likely,Yes,Likely,It would become my preferred incentive offer,No,FALSE,FALSE,FALSE,317,2025-06-24,2024-055,Desktop
yjfpvk735u033v5l71f1weh5,1.299461,30-49,Some college/2-yr degree,Black,Female,Independent,West,Not very accurate,Not very trustworthy,Somewhat important,Not likely,No,Likely,It would be one I would likely choose,Yes,TRUE,TRUE,FALSE,62,2025-06-18,2024-055,Mobile
ejz92vsucrk3y11xld3ij01g,1.42442,50-64,Some college/2-yr degree,White,Male,Republican,West,Somewhat accurate,Not very trustworthy,Extremely important,Not likely,Maybe,Likely,It would be one I would likely choose,Yes,FALSE,FALSE,FALSE,218,2025-06-24,2024-055,Tablet
qnf9a1brbx6ovayprreo0kgx,1.356004,30-49,HS or less,White,Female,Republican,South,Not very accurate,Somewhat trustworthy,Very important,Not likely,No,Likely,It would become my preferred incentive offer,It depends on who is asking,FALSE,FALSE,FALSE,448,2025-06-25,2024-055,Desktop
2nnhlxc01e7au44hg6mst1kj,0.87428,18-29,4-yr/post-graduate degree,White,Female,Democrat,Northeast,Not very accurate,Somewhat trustworthy,Somewhat important,Not likely,Yes,Not very likely,It would be one I would likely choose,It depends on who is asking,FALSE,FALSE,TRUE,513,2025-06-27,2024-055,Tablet
zsdmr0h8x9zn4l4o4k4zqfjr,0.948877,50-64,4-yr/post-graduate degree,White,Female,Independent,Midwest,Not very accurate,Not very trustworthy,Not at all important,Very likely,Maybe,Very likely,It would become my preferred incentive offer,No,FALSE,FALSE,FALSE,367,2025-07-16,2024-055,Tablet
9emr2zh44vcjszgrg83z278i,1.094676,65+,Some college/2-yr degree,Other,Male,Republican,South,Not very accurate,Not very trustworthy,Somewhat important,Somewhat likely,Yes,Not very likely,It would become my preferred incentive offer,It depends on who is asking,FALSE,FALSE,FALSE,435,2025-06-25,2024-055,Tablet
wln6stvu8a8q7zibkm5ofwtt,1.018003,50-64,4-yr/post-graduate degree,White,Male,Republican,West,Somewhat accurate,Somewhat trustworthy,Somewhat important,Somewhat likely,Maybe,Not very likely,It would be one I would likely choose,Yes,FALSE,FALSE,TRUE,322,2025-06-20,2024-055,Mobile
frqdj2p9kdj8vildp8f5xzr6,1.148068,30-49,HS or less,White,Female,Democrat,West,Somewhat accurate,Not at all trustworthy,Somewhat important,Very likely,No,Likely,It would become my preferred incentive offer,It depends on who is asking,FALSE,FALSE,FALSE,256,2025-06-30,2024-055,Desktop
4wdfr9jccaaa2yuqqwmlkg88,1.560109,65+,Some college/2-yr degree,Hispanic,Female,Independent,South,Somewhat accurate,Somewhat trustworthy,Somewhat important,Somewhat likely,Yes,Likely,It would become my preferred incentive offer,Yes,FALSE,FALSE,FALSE,349,2025-06-30,2024-055,Desktop
wdw3cpvbw3adfb78bopl0kdn,0.674168,65+,Some college/2-yr degree,White,Other,Independent,Midwest,Somewhat accurate,Somewhat trustworthy,Very important,Not likely,Yes,Not very likely,It would not interest me,It depends on who is asking,FALSE,FALSE,FALSE,395,2025-06-30,2024-055,Mobile
gfquq105z8qf8edtdpmc15lc,1.137069,50-64,4-yr/post-graduate degree,White,Male,Democrat,South,Very accurate,Not very trustworthy,Very important,Somewhat likely,Maybe,Not at all likely,It would become my preferred incentive offer,It depends on who is asking,FALSE,FALSE,FALSE,356,2025-07-15,2024-055,Desktop
2t5lvpypisfl28drqwzngq91,1.214602,18-29,4-yr/post-graduate degree,White,Male,Republican,South,Somewhat accurate,Very trustworthy,Not very important,Somewhat likely,Maybe,Very likely,It would become my preferred incentive offer,It depends on who is asking,FALSE,FALSE,FALSE,378,2025-07-05,2024-055,Tablet
vwnsc4fq998p5ebobl2njq1a,0.770178,18-29,HS or less,White,Male,Democrat,West,Somewhat accurate,Very trustworthy,Extremely important,Not likely,Yes,Likely,It would be one I would likely choose,No,FALSE,FALSE,FALSE,343,2025-07-08,2024-055,Desktop
nkt91p8ex9u7ym42la4cbokc,0.553845,50-64,HS or less,White,Female,Independent,Midwest,Very accurate,Not very trustworthy,Somewhat important,Not likely,Yes,Not at all likely,It would become my preferred incentive offer,Yes,FALSE,FALSE,FALSE,337,2025-06-29,2024-055,Tablet
5y2h0uueaets1j8yo4752fpd,0.904508,50-64,HS or less,Other,Male,Democrat,South,Somewhat accurate,Somewhat trustworthy,Not very important,Somewhat likely,Maybe,Likely,It would be one I would likely choose,Yes,TRUE,FALSE,FALSE,364,2025-07-08,2024-055,Mobile
pjh2jachcwdfl71am76h2xya,0.985727,18-29,4-yr/post-graduate degree,White,Male,Republican,South,Somewhat accurate,Somewhat trustworthy,Not at all important,Somewhat likely,Yes,Likely,It would be one I would likely choose,It depends on who is asking,TRUE,FALSE,FALSE,360,2025-07-03,2024-055,Tablet
r7v0mp4ds6n3rlod0fqcmgdh,0.704692,30-49,Some college/2-yr degree,White,Female,Republican,South,Somewhat accurate,Somewhat trustworthy,Not very important,Not likely,Yes,Not very likely,It would be one I would likely choose,It depends on who is asking,FALSE,FALSE,FALSE,234,2025-06-26,2024-055,Desktop
buvzv46ehcj6zcur25yg3ad7,0.489506,30-49,Some college/2-yr degree,Other,Male,Democrat,Northeast,Somewhat accurate,Not very trustworthy,Very important,Not likely,Yes,Not very likely,It would be one I would likely choose,Yes,FALSE,FALSE,FALSE,461,2025-06-18,2024-055,Mobile
