respondent_id,weight,age_group4,education,raceeth,gender,pid_base,region,q28,q29,q30,q31,q32,q33,q34,q35,attention_fail,speed_flag,straight_line,duration_seconds,completion_date,project_id
8erx01cwaepum1uqcawp2xlb,1.159179,30-49,Some college/2-yr degree,Hispanic,Female,Independent,South,Not at all accurate,Not very trustworthy,Somewhat important,Not likely,Maybe,Not very likely,It would become my preferred incentive offer,Yes,FALSE,FALSE,FALSE,344,2025-07-14,2024-026
3ogjb5xwx4b9k91qxidbtmji,0.709492,30-49,Some college/2-yr degree,Hispanic,Female,Democrat,West,Somewhat accurate,Somewhat trustworthy,Very important,I would never participate in a phone survey,Yes,Very likely,It would become my preferred incentive offer,Yes,FALSE,FALSE,FALSE,364,2025-07-05,2024-026
dmbmj2jl46tyhjd9duf1ffu3,1.163406,30-49,Some college/2-yr degree,Other,Female,Independent,Northeast,Not very accurate,Not very trustworthy,Somewhat important,Very likely,Maybe,Not at all likely,It would be one I would likely choose,It depends on who is asking,TRUE,TRUE,FALSE,74,2025-07-01,2024-026
30ytx3ksjvbtytcl35asvqgi,1.034721,30-49,4-yr/post-graduate degree,Hispanic,Male,Independent,South,Very accurate,Not at all trustworthy,Very important,Very likely,No,Very likely,It would not interest me,It depends on who is asking,FALSE,FALSE,FALSE,395,2025-07-03,2024-026
76l7mnc0tvfm1l25lgsen5bb,0.521478,30-49,HS or less,White,Male,Democrat,West,Very accurate,Very trustworthy,Not at all important,Very likely,Maybe,Not at all likely,It would be one I would likely choose,Yes,FALSE,FALSE,FALSE,364,2025-07-06,2024-026
dio8mq4s95x8wvasqir8f8sn,1.137653,30-49,4-yr/post-graduate degree,Hispanic,Male,Independent,South,Somewhat accurate,Not very trustworthy,Extremely important,Somewhat likely,Yes,Very likely,It would not interest me,It depends on who is asking,FALSE,FALSE,FALSE,322,2025-06-24,2024-026
306ilc8flz9e4a6bk6t7toxx,0.773079,50-64,HS or less,White,Male,Other or none,South,Somewhat accurate,Somewhat trustworthy,Not very important,Somewhat likely,Maybe,Not very likely,It would not interest me,Yes,FALSE,FALSE,FALSE,303,2025-07-08,2024-026
146qdhpwf6si8hhk0u3up8ad,1.242523,18-29,4-yr/post-graduate degree,White,Female,Republican,South,Somewhat accurate,Somewhat trustworthy,Somewhat important,Not likely,Yes,Not very likely,It would be one I would likely choose,It depends on who is asking,FALSE,FALSE,FALSE,289,2025-06-25,2024-026
dioboyfpmr14o87heep2uf23,0.815452,65+,Some college/2-yr degree,White,Female,Independent,Northeast,Not very accurate,Somewhat trustworthy,Somewhat important,Somewhat likely,Yes,Likely,It would not interest me,Yes,FALSE,FALSE,FALSE,294,2025-07-05,2024-026
9q7j5c7ftbsy0wtn2s9qwhw7,1.547489,50-64,HS or less,Hispanic,Female,Democrat,Midwest,Not very accurate,Not very trustworthy,Somewhat important,I would never participate in a phone survey,Maybe,Likely,It would be one I would likely choose,Yes,FALSE,FALSE,FALSE,426,2025-07-04,2024-026
