respondent_id,weight,age_group4,education,raceeth,gender,pid_base,region,q28,q29,q30,q31,q32,q33,q34,q35,attn_check_fail,speeder,straight_line,duration_seconds,completion_date,project_id
06nvzd4ryse4r37u0j98gmgc,0.631656,30-49,Some college/2-yr degree,White,Female,Democrat,West,Not very accurate,Not very trustworthy,Not very important,Very likely,Yes,Not very likely,It would be one I would likely choose,It depends on who is asking,FALSE,FALSE,FALSE,382,2025-06-17,2024-014
0gua41vzgot839stxt1y1vye,1.273379,30-49,4-yr/post-graduate degree,White,Female,Republican,West,Somewhat accurate,Not very trustworthy,Extremely important,Not likely,Maybe,Not very likely,It would be one I would likely choose,It depends on who is asking,FALSE,TRUE,FALSE,149,2025-06-29,2024-014
4do9yd70vy1fct5w0cts8q88,1.087006,30-49,Some college/2-yr degree,White,Female,Republican,West,Very accurate,Somewhat trustworthy,Somewhat important,Somewhat likely,No,Likely,It would not interest me,It depends on who is asking,FALSE,FALSE,FALSE,283,2025-06-30,2024-014
udqk8xb3ie8xyk7n3jwr11gi,0.944143,18-29,4-yr/post-graduate degree,White,Male,Other or none,Midwest,Somewhat accurate,Very trustworthy,Very important,Not likely,No,Not very likely,It would not interest me,No,TRUE,FALSE,FALSE,321,2025-07-14,2024-014
dsqibmy76x05y2f4y96em7v3,0.547363,65+,HS or less,Other,Male,Democrat,South,Not very accurate,Somewhat trustworthy,Somewhat important,Very likely,Yes,Not at all likely,It would not interest me,It depends on who is asking,FALSE,TRUE,FALSE,134,2025-07-13,2024-014
fisgrw5filjy4maheedpco3x,1.391568,30-49,Some college/2-yr degree,White,Male,Democrat,West,Somewhat accurate,Not very trustworthy,Not very important,I would never participate in a phone survey,No,Likely,It would be one I would likely choose,It depends on who is asking,FALSE,FALSE,FALSE,342,2025-07-07,2024-014
wjyixror7ufobpbnehuz1p9x,1.45555,50-64,4-yr/post-graduate degree,White,Female,Republican,South,Not at all accurate,Not very trustworthy,Somewhat important,I would never participate in a phone survey,Maybe,Not at all likely,It would be one I would likely choose,Yes,FALSE,FALSE,FALSE,423,2025-07-17,2024-014
t3dq9mv67h4jl9lr6jdw4pru,0.951095,30-49,4-yr/post-graduate degree,White,Male,Democrat,South,Somewhat accurate,Somewhat trustworthy,Not very important,Not likely,Yes,Not very likely,It would become my preferred incentive offer,No,FALSE,FALSE,FALSE,379,2025-07-11,2024-014
hbimzbdv9b1uyoi2fmkhtvg9,0.869473,30-49,Some college/2-yr degree,Black,Female,Democrat,South,Very accurate,Somewhat trustworthy,Somewhat important,Not likely,Yes,Not very likely,It would become my preferred incentive offer,Yes,FALSE,FALSE,FALSE,383,2025-07-08,2024-014
noyicgtu9khlb1uuf92xgthg,0.150509,18-29,HS or less,White,Female,Democrat,South,Somewhat accurate,Somewhat trustworthy,Extremely important,Not likely,Maybe,Not very likely,It would become my preferred incentive offer,It depends on who is asking,FALSE,FALSE,FALSE,350,2025-07-11,2024-014
ebbpa1shbsend18zaropieum,1.124955,30-49,HS or less,White,Male,Independent,Northeast,Somewhat accurate,Very trustworthy,Extremely important,Very likely,Maybe,Not very likely,It would be one I would likely choose,It depends on who is asking,FALSE,FALSE,FALSE,296,2025-06-21,2024-014
9mo2aauu47gtt5f5lubwc3jy,1.174273,18-29,HS or less,White,Male,Democrat,South,Somewhat accurate,Very trustworthy,Very important,Not likely,Yes,Not very likely,It would become my preferred incentive offer,It depends on who is asking,FALSE,FALSE,FALSE,320,2025-07-08,2024-014
dry6ha7oyrx5sxxqcwz2sece,0.888494,50-64,4-yr/post-graduate degree,White,Female,Democrat,Northeast,Very accurate,Somewhat trustworthy,Somewhat important,Somewhat likely,Yes,Very likely,It would not interest me,It depends on who is asking,FALSE,FALSE,FALSE,401,2025-07-10,2024-014
ww3ayqpfelnb9b4d7av6e2vs,0.698645,30-49,Some college/2-yr degree,White,Male,Independent,West,Somewhat accurate,Not very trustworthy,Somewhat important,Not likely,Yes,Not very likely,It would be one I would likely choose,It depends on who is asking,TRUE,TRUE,FALSE,98,2025-06-27,2024-014
2ssuyop3ksg0f39xl8v7xqwb,0.78941,18-29,4-yr/post-graduate degree,White,Female,Independent,Northeast,Not at all accurate,Somewhat trustworthy,Extremely important,Somewhat likely,Yes,Likely,It would not interest me,It depends on who is asking,TRUE,TRUE,FALSE,91,2025-06-29,2024-014
x7a5pud4yb9gu8rvwl9szxxu,0.904179,18-29,Some college/2-yr degree,White,Female,Democrat,South,Somewhat accurate,Somewhat trustworthy,Very important,Somewhat likely,Maybe,Likely,It would be one I would likely choose,It depends on who is asking,FALSE,TRUE,FALSE,120,2025-07-12,2024-014
dlit5oh1cn0qqulhngsq46ta,0.424834,65+,HS or less,White,Female,Republican,West,Somewhat accurate,Somewhat trustworthy,Not very important,Not likely,Yes,Likely,It would become my preferred incentive offer,It depends on who is asking,FALSE,FALSE,FALSE,334,2025-07-04,2024-014
0zjod8ew29ra6aftml3vqi0o,0.814731,30-49,Some college/2-yr degree,White,Male,Independent,Northeast,Somewhat accurate,Not very trustworthy,Somewhat important,Very likely,Maybe,Not very likely,It would not interest me,It depends on who is asking,FALSE,FALSE,TRUE,452,2025-07-16,2024-014
nbxs2e4jvzl1vcx6m7w5t5i4,0.37658,50-64,4-yr/post-graduate degree,White,Male,Republican,Midwest,Somewhat accurate,Very trustworthy,Very important,Very likely,Maybe,Not very likely,It would be one I would likely choose,Yes,FALSE,FALSE,FALSE,393,2025-06-17,2024-014
astxz0yagqr7x22htm4ydgkm,1.061341,18-29,Some college/2-yr degree,White,Female,Republican,South,Not very accurate,Not at all trustworthy,Somewhat important,Somewhat likely,Yes,Likely,It would be one I would likely choose,It depends on who is asking,TRUE,FALSE,FALSE,357,2025-07-08,2024-014
nd8if5rp31lgu042lbhn5m6r,1.024915,30-49,4-yr/post-graduate degree,White,Female,Democrat,Midwest,Somewhat accurate,Not very trustworthy,Extremely important,Not likely,No,Not at all likely,It would not interest me,Yes,FALSE,FALSE,FALSE,300,2025-07-01,2024-014
4m4kjvmqs8ofdpa8qqpoo2ht,0.674017,30-49,HS or less,White,Male,Republican,South,Not very accurate,Not very trustworthy,Extremely important,Very likely,Maybe,Likely,It would be one I would likely choose,It depends on who is asking,FALSE,FALSE,FALSE,203,2025-07-08,2024-014
sp2n5v680cjnnqwteugey6aw,1.453052,65+,Some college/2-yr degree,Black,Female,Other or none,Northeast,Somewhat accurate,Not very trustworthy,Not very important,Not likely,Yes,Very likely,It would be one I would likely choose,It depends on who is asking,FALSE,FALSE,FALSE,246,2025-06-22,2024-014
u3lebrpd1exspb8bu7jc9ww4,1.019362,50-64,4-yr/post-graduate degree,White,Male,Democrat,West,Not very accurate,Somewhat trustworthy,Somewhat important,Somewhat likely,Yes,Likely,It would become my preferred incentive offer,Yes,FALSE,FALSE,FALSE,331,2025-07-02,2024-014
g6r0khkxm3wu9qcpp0km11qq,0.96879,30-49,HS or less,White,Male,Independent,South,Somewhat accurate,Somewhat trustworthy,Somewhat important,Not likely,Yes,Not very likely,It would become my preferred incentive offer,No,FALSE,FALSE,FALSE,345,2025-07-07,2024-014
35d0af4bfc0dae8jnfp14al3,1.202686,65+,4-yr/post-graduate degree,White,Female,Independent,South,Not at all accurate,Somewhat trustworthy,Not at all important,I would never participate in a phone survey,Yes,Not very likely,It would become my preferred incentive offer,No,FALSE,FALSE,FALSE,383,2025-07-07,2024-014
a67avl1kfzufi8hm5kit25bc,1.006559,65+,4-yr/post-graduate degree,White,Male,Independent,Midwest,Very accurate,Somewhat trustworthy,Not very important,Not likely,Maybe,Likely,It would not interest me,It depends on who is asking,FALSE,FALSE,FALSE,349,2025-07-14,2024-014
s4o6fzj9a5jxupvo9h3ab0ax,0.805214,50-64,Some college/2-yr degree,Hispanic,Female,Other or none,Northeast,Not very accurate,Not very trustworthy,Somewhat important,I would never participate in a phone survey,Yes,Very likely,It would be one I would likely choose,It depends on who is asking,FALSE,FALSE,FALSE,296,2025-07-09,2024-014
mwiwa2r3zmdfwrc6fxo6mq10,0.769471,50-64,4-yr/post-graduate degree,White,Female,Democrat,Midwest,Not at all accurate,Somewhat trustworthy,Somewhat important,Not likely,Yes,Not at all likely,It would not interest me,Yes,FALSE,FALSE,FALSE,348,2025-06-23,2024-014
epegnsizbwh26aisptcvixaw,0.746831,18-29,Some college/2-yr degree,Hispanic,Male,Independent,Northeast,Not very accurate,Very trustworthy,Extremely important,Very likely,Yes,Likely,It would not interest me,Yes,FALSE,FALSE,FALSE,383,2025-06-22,2024-014
eekqdq4ab3rl6gbjfgio00xq,1.03263,18-29,HS or less,Hispanic,Male,Democrat,Midwest,Very accurate,Not very trustworthy,Very important,Very likely,Yes,Not very likely,It would not interest me,It depends on who is asking,FALSE,FALSE,FALSE,413,2025-07-13,2024-014
xo6nyeueu6h3xpumvks0iz9b,0.84838,30-49,Some college/2-yr degree,White,Male,Democrat,West,Somewhat accurate,Somewhat trustworthy,Very important,I would never participate in a phone survey,Yes,Very likely,It would become my preferred incentive offer,It depends on who is asking,FALSE,FALSE,TRUE,380,2025-06-30,2024-014
4j0ol353vteo1xu8s3hkeoyh,1.310845,30-49,HS or less,Hispanic,Female,Independent,Midwest,Not very accurate,Somewhat trustworthy,Very important,Not likely,Yes,Not very likely,It would become my preferred incentive offer,Yes,FALSE,FALSE,FALSE,304,2025-07-05,2024-014
kb9jk6jki1oi3h8wxpti1510,1.260433,50-64,Some college/2-yr degree,Black,Male,Democrat,Northeast,Somewhat accurate,Not very trustworthy,Somewhat important,Very likely,Yes,Likely,It would be one I would likely choose,No,FALSE,FALSE,FALSE,375,2025-07-11,2024-014
0rsii9568b4e8khqejywjgzz,1.45588,30-49,Some college/2-yr degree,White,Female,Democrat,South,Not very accurate,Not very trustworthy,Extremely important,I would never participate in a phone survey,Maybe,Not very likely,It would be one I would likely choose,Yes,FALSE,FALSE,FALSE,475,2025-07-04,2024-014
vr9yb8peryzgknxk4qjymrhp,1.193836,30-49,4-yr/post-graduate degree,Black,Female,Independent,Northeast,Not at all accurate,Somewhat trustworthy,Very important,Not likely,Yes,Not very likely,It would become my preferred incentive offer,It depends on who is asking,FALSE,FALSE,FALSE,358,2025-07-04,2024-014
le92tdeemc9r3wr3dzyp58b1,0.653418,30-49,Some college/2-yr degree,Hispanic,Male,Democrat,South,Somewhat accurate,Not very trustworthy,Somewhat important,Somewhat likely,Maybe,Not very likely,It would be one I would likely choose,Yes,TRUE,FALSE,FALSE,413,2025-07-10,2024-014
bbahfuh5kip252aljg1549ha,0.956703,50-64,HS or less,Black,Female,Democrat,West,Not very accurate,Not very trustworthy,Somewhat important,Very likely,Maybe,Likely,It would be one I would likely choose,Yes,FALSE,FALSE,FALSE,418,2025-07-03,2024-014
cxmld27nci8ed1ch0c6ymxkx,1.053411,18-29,HS or less,Hispanic,Female,Democrat,Midwest,Not at all accurate,Somewhat trustworthy,Very important,Not likely,Maybe,Not at all likely,It would be one I would likely choose,It depends on who is asking,FALSE,FALSE,FALSE,479,2025-07-01,2024-014
or4nke6nq0p96wdd1potcbg7,1.050266,30-49,Some college/2-yr degree,White,Male,Independent,South,Somewhat accurate,Somewhat trustworthy,Not very important,Not likely,Yes,Likely,It would be one I would likely choose,It depends on who is asking,FALSE,FALSE,TRUE,419,2025-07-06,2024-014
ue7m3ehp4mui59eji6zy69mj,1.141446,18-29,HS or less,Hispanic,Male,Republican,West,Not at all accurate,Not very trustworthy,Not very important,Very likely,No,Not very likely,It would be one I would likely choose,Yes,FALSE,FALSE,TRUE,427,2025-06-21,2024-014
czpg5aa5ivjvo2g8cyrapvks,1.554983,65+,Some college/2-yr degree,Hispanic,Female,Republican,West,Somewhat accurate,Not very trustworthy,Very important,Somewhat likely,No,Likely,It would become my preferred incentive offer,No,FALSE,FALSE,FALSE,282,2025-07-01,2024-014
dmuru8xb37nk1dbg4da98m42,0.399633,30-49,HS or less,White,Female,Republican,Northeast,Very accurate,Somewhat trustworthy,Not very important,Somewhat likely,Maybe,Not very likely,It would not interest me,No,FALSE,FALSE,FALSE,381,2025-07-03,2024-014
flxkjsn1yhdc77tv0akrqwz0,0.578117,30-49,Some college/2-yr degree,Hispanic,Female,Independent,South,Somewhat accurate,Not very trustworthy,Not very important,I would never participate in a phone survey,Yes,Likely,It would be one I would likely choose,No,FALSE,TRUE,FALSE,140,2025-06-29,2024-014
bbahg600qv5a9az8jw7ajvdf,0.737443,30-49,HS or less,White,Male,Republican,Northeast,Somewhat accurate,Somewhat trustworthy,Somewhat important,I would never participate in a phone survey,No,Not very likely,It would not interest me,It depends on who is asking,FALSE,FALSE,FALSE,325,2025-07-01,2024-014
he0jkvstbgxuulp5m576uaas,0.403066,50-64,4-yr/post-graduate degree,White,Male,Democrat,South,Very accurate,Not very trustworthy,Somewhat important,Not likely,No,Not at all likely,It would be one I would likely choose,It depends on who is asking,FALSE,FALSE,FALSE,292,2025-07-11,2024-014
vb90byskq97oq2qgf0pe36it,0.83299,30-49,4-yr/post-graduate degree,Black,Female,Other or none,Northeast,Somewhat accurate,Very trustworthy,Somewhat important,Not likely,No,Not very likely,It would be one I would likely choose,No,FALSE,FALSE,FALSE,446,2025-06-28,2024-014
s6vd0i7s82h0yjbv8ko7404q,1.155069,65+,HS or less,Black,Male,Other or none,Northeast,Somewhat accurate,Somewhat trustworthy,Somewhat important,Not likely,Yes,Not at all likely,It would not interest me,It depends on who is asking,FALSE,FALSE,FALSE,319,2025-07-01,2024-014
5tf0xxm3toy5x2hlleev8r70,0.761114,50-64,4-yr/post-graduate degree,Other,Female,Republican,South,Very accurate,Somewhat trustworthy,Not very important,Very likely,Maybe,Not very likely,It would not interest me,It depends on who is asking,FALSE,FALSE,FALSE,387,2025-07-15,2024-014
u06j8w6r73ac7rkqa2xg6koy,1.410129,30-49,Some college/2-yr degree,Black,Female,Democrat,South,Somewhat accurate,Somewhat trustworthy,Very important,Not likely,Maybe,Very likely,It would be one I would likely choose,Yes,FALSE,FALSE,FALSE,425,2025-07-07,2024-014
lm15mkfsy1dgkvndncw73vfv,1.158511,50-64,4-yr/post-graduate degree,White,Male,Independent,South,Somewhat accurate,Not very trustworthy,Very important,Very likely,Yes,Not very likely,It would be one I would likely choose,No,FALSE,FALSE,FALSE,286,2025-07-03,2024-014
94rxia1jc7jlxms839k8rwqe,0.676894,50-64,HS or less,Black,Female,Democrat,South,Not very accurate,Somewhat trustworthy,Not very important,Somewhat likely,Maybe,Not very likely,It would become my preferred incentive offer,It depends on who is asking,FALSE,FALSE,FALSE,410,2025-06-29,2024-014
ae6v17d6o7xth350257hz9qy,1.288567,30-49,4-yr/post-graduate degree,Hispanic,Male,Democrat,Northeast,Somewhat accurate,Somewhat trustworthy,Very important,Somewhat likely,Maybe,Not very likely,It would be one I would likely choose,It depends on who is asking,FALSE,FALSE,FALSE,303,2025-07-04,2024-014
ulabn2fl0uov3586kmpb3ct5,0.960771,50-64,4-yr/post-graduate degree,Black,Female,Republican,West,Somewhat accurate,Somewhat trustworthy,Somewhat important,Not likely,Yes,Not at all likely,It would be one I would likely choose,No,FALSE,FALSE,FALSE,406,2025-07-16,2024-014
g4qcofcblrmv2jzpg67hhxqo,1.026759,18-29,4-yr/post-graduate degree,Hispanic,Female,Democrat,South,Somewhat accurate,Somewhat trustworthy,Very important,Very likely,Maybe,Not very likely,It would become my preferred incentive offer,It depends on who is asking,FALSE,FALSE,FALSE,302,2025-06-25,2024-014
uiyn0mh1x4ityoqcit5yltfc,0.637539,30-49,Some college/2-yr degree,White,Male,Democrat,South,Somewhat accurate,Somewhat trustworthy,Not at all important,Somewhat likely,Yes,Not very likely,It would become my preferred incentive offer,It depends on who is asking,FALSE,FALSE,FALSE,309,2025-06-17,2024-014
hxrn8rhot63uffincijnx31p,1.450702,65+,Some college/2-yr degree,Black,Male,Independent,South,Not very accurate,Not at all trustworthy,Very important,I would never participate in a phone survey,Maybe,Likely,It would become my preferred incentive offer,No,FALSE,FALSE,FALSE,420,2025-07-14,2024-014
