respondent_id,weight,age_group4,education,raceeth,gender,pid_base,region,q28,q29,q30,q31,q32,q33,q34,q35,attention_fail,speeder,straight_line,duration_seconds,completion_date,project_id
bn8ask9fo5k7qxmwkpy860bg,1.17359,30-49,4-yr/post-graduate degree,Other,Female,Republican,West,Not very accurate,Not very trustworthy,Somewhat important,Not likely,Maybe,Not very likely,It would be one I would likely choose,It depends on who is asking,FALSE,FALSE,FALSE,341,2025-06-27,2024-047
p24m5gixvdyq99kbak8tg9ex,1.182773,50-64,4-yr/post-graduate degree,White,Female,Republican,South,Not very accurate,Somewhat trustworthy,Not at all important,Very likely,No,Not at all likely,It would not interest me,No,FALSE,FALSE,FALSE,367,2025-06-29,2024-047
a10ihxirzdz7dpl22xzc2rn7,1.220005,50-64,HS or less,Hispanic,Male,Republican,Midwest,Somewhat accurate,Not very trustworthy,Somewhat important,Somewhat likely,Yes,Not very likely,It would not interest me,It depends on who is asking,FALSE,FALSE,FALSE,277,2025-06-21,2024-047
2q0e3jc9lns8wtao4rjml3gv,0.656786,30-49,Some college/2-yr degree,White,Male,Other or none,Midwest,Not very accurate,Very trustworthy,Somewhat important,Not likely,No,Very likely,It would be one I would likely choose,It depends on who is asking,FALSE,FALSE,FALSE,294,2025-07-14,2024-047
glsruqb0cpf1r1lkfi3sf1c4,1.145469,30-49,HS or less,White,Male,Independent,South,Somewhat accurate,Somewhat trustworthy,Very important,Very likely,Maybe,Not very likely,It would become my preferred incentive offer,It depends on who is asking,TRUE,TRUE,FALSE,78,2025-07-12,2024-047
0uuvgv13zz8fh7q1p1chdc4y,1.020271,18-29,4-yr/post-graduate degree,White,Male,Democrat,South,Somewhat accurate,Somewhat trustworthy,Somewhat important,Very likely,Maybe,Very likely,It would be one I would likely choose,It depends on who is asking,FALSE,FALSE,TRUE,243,2025-06-29,2024-047
nyzvwoohowlpfsiluhhf2ddo,0.812982,30-49,4-yr/post-graduate degree,White,Female,Republican,South,Not at all accurate,Not very trustworthy,Extremely important,Very likely,Maybe,Not very likely,It would become my preferred incentive offer,Yes,FALSE,FALSE,FALSE,185,2025-06-17,2024-047
x97sqmt5xkqir1joq5mvqpan,0.526055,65+,4-yr/post-graduate degree,White,Male,Republican,South,Very accurate,Not very trustworthy,Somewhat important,I would never participate in a phone survey,Maybe,Very likely,It would become my preferred incentive offer,It depends on who is asking,FALSE,FALSE,TRUE,386,2025-06-25,2024-047
hbvqk7fjpe69dznwwqsx10lh,0.833867,30-49,Some college/2-yr degree,White,Male,Independent,Midwest,Somewhat accurate,Somewhat trustworthy,Extremely important,Somewhat likely,Yes,Not very likely,It would be one I would likely choose,It depends on who is asking,FALSE,FALSE,FALSE,418,2025-06-30,2024-047
6owc350mm4p60n0lvnn3gnw0,0.759652,18-29,Some college/2-yr degree,White,Female,Democrat,South,Not very accurate,Not very trustworthy,Somewhat important,Somewhat likely,No,Likely,It would become my preferred incentive offer,Yes,FALSE,FALSE,FALSE,293,2025-06-26,2024-047
70bw0dpcrhalxjfbkz442hw6,0.920186,30-49,HS or less,Hispanic,Male,Democrat,West,Somewhat accurate,Not very trustworthy,Not very important,Somewhat likely,No,Not very likely,It would become my preferred incentive offer,Yes,FALSE,FALSE,FALSE,324,2025-07-03,2024-047
thog4fevef7ponpwdd1hwgv3,0.956447,30-49,Some college/2-yr degree,White,Female,Republican,West,Somewhat accurate,Very trustworthy,Somewhat important,Somewhat likely,Maybe,Not very likely,It would become my preferred incentive offer,It depends on who is asking,FALSE,FALSE,FALSE,393,2025-07-08,2024-047
koaxuirr7et5u8g8ju7gne1q,1.590425,30-49,Some college/2-yr degree,White,Male,Independent,Northeast,Very accurate,Not very trustworthy,Somewhat important,Somewhat likely,Yes,Not very likely,It would be one I would likely choose,No,FALSE,FALSE,FALSE,432,2025-07-15,2024-047
pz71x8w9kg0nbphcksc06tio,0.679247,18-29,HS or less,White,Male,Independent,South,Very accurate,Somewhat trustworthy,Not very important,Very likely,Maybe,Not very likely,It would be one I would likely choose,It depends on who is asking,FALSE,TRUE,FALSE,91,2025-07-01,2024-047
vfd0k7r2ncen37o9y16bibyw,0.930026,50-64,HS or less,Hispanic,Male,Independent,West,Very accurate,Somewhat trustworthy,Somewhat important,Somewhat likely,No,Not at all likely,It would be one I would likely choose,Yes,FALSE,FALSE,FALSE,343,2025-07-06,2024-047
