respondent_id,weight,age_group4,education,raceeth,gender,pid_base,region,q28,q29,q30,q31,q32,q33,q34,q35,attn_check_fail,speeder,straight_line,duration_seconds,completion_date,project_id
pnx2b6r41370o3h8k6mix3jh,1.311079,18-29,HS or less,White,Male,Republican,South,Somewhat accurate,Not very trustworthy,Somewhat important,Somewhat likely,Maybe,Very likely,It would not interest me,It depends on who is asking,FALSE,FALSE,FALSE,362,2025-06-17,2024-098
jkunxd45rnyz9phqump6uiiq,0.898404,50-64,Some college/2-yr degree,Black,Female,Democrat,West,Somewhat accurate,Not very trustworthy,Very important,I would never participate in a phone survey,Maybe,Likely,It would become my preferred incentive offer,It depends on who is asking,FALSE,FALSE,FALSE,356,2025-06-22,2024-098
xi8tcv9dc0245o9va2m83ajl,0.832389,50-64,HS or less,Hispanic,Female,Democrat,Northeast,Somewhat accurate,Not very trustworthy,Not at all important,Very likely,Yes,Not at all likely,It would become my preferred incentive offer,It depends on who is asking,FALSE,FALSE,FALSE,385,2025-06-29,2024-098
x3xv2q1jb8036w69rs2dmnwn,0.90763,30-49,HS or less,Other,Male,Democrat,Midwest,Very accurate,Not very trustworthy,Somewhat important,Somewhat likely,Yes,Not at all likely,It would be one I would likely choose,It depends on who is asking,FALSE,FALSE,FALSE,308,2025-07-10,2024-098
u19lej2nj25e2h91nnuj97fm,0.741131,18-29,Some college/2-yr degree,White,Male,Democrat,West,Not very accurate,Not very trustworthy,Not very important,I would never participate in a phone survey,Yes,Very likely,It would become my preferred incentive offer,Yes,FALSE,FALSE,FALSE,254,2025-07-12,2024-098
nv74r2zjfda5k40o5urh3778,1.181974,65+,Some college/2-yr degree,Hispanic,Male,Democrat,West,Not at all accurate,Very trustworthy,Extremely important,Not likely,Yes,Not at all likely,It would become my preferred incentive offer,It depends on who is asking,FALSE,FALSE,FALSE,360,2025-06-25,2024-098
3r2b2fh48kuevp6r5xic3bzq,1.157485,30-49,Some college/2-yr degree,White,Male,Democrat,South,Not very accurate,Somewhat trustworthy,Somewhat important,Not likely,Maybe,Not very likely,It would not interest me,No,FALSE,FALSE,FALSE,312,2025-06-25,2024-098
u2br99fk1hn54pyry40w41bx,1.182583,30-49,HS or less,Black,Female,Democrat,Northeast,Not at all accurate,Not very trustworthy,Somewhat important,Not likely,Maybe,Not very likely,It would be one I would likely choose,Yes,FALSE,FALSE,FALSE,497,2025-06-23,2024-098
kn5t0bndk2u2cj5tskg6o25g,0.664089,50-64,Some college/2-yr degree,White,Male,Independent,Midwest,Not very accurate,Not very trustworthy,Somewhat important,Not likely,No,Likely,It would not interest me,No,FALSE,FALSE,FALSE,382,2025-07-14,2024-098
rxrwvpr9ouadysj0zfdxzg6x,0.72173,30-49,HS or less,White,Female,Other or none,West,Somewhat accurate,Somewhat trustworthy,Somewhat important,Not likely,Yes,Likely,It would become my preferred incentive offer,It depends on who is asking,FALSE,FALSE,FALSE,203,2025-06-21,2024-098
