respondent_id,weight,age_group4,education,raceeth,gender,pid_base,region,q28,q29,q30,q31,q32,q33,q34,q35,attention_fail,speed_flag,straight_line,duration_seconds,completion_date,project_id
1k5woso8u938abahxk58awzs,0.791718,30-49,HS or less,White,Male,Democrat,South,Somewhat accurate,Somewhat trustworthy,Extremely important,Not likely,Yes,Likely,It would be one I would likely choose,Yes,FALSE,FALSE,FALSE,356,2025-07-12,2024-042
12rhpslvhh2s5dgwdivic8lq,0.884828,65+,Some college/2-yr degree,Hispanic,Male,Democrat,West,Very accurate,Somewhat trustworthy,Extremely important,Not likely,No,Not at all likely,It would be one I would likely choose,Yes,FALSE,FALSE,FALSE,370,2025-07-04,2024-042
a0ytqcxdvd1px7xrhf2fqd2c,1.16464,18-29,Some college/2-yr degree,Other,Male,Democrat,South,Somewhat accurate,Not very trustworthy,Very important,Not likely,No,Not very likely,It would become my preferred incentive offer,No,FALSE,FALSE,FALSE,271,2025-07-04,2024-042
ckxamnu22k0y7wya58v3mkqr,0.945171,18-29,Some college/2-yr degree,White,Female,Independent,Midwest,Somewhat accurate,Not very trustworthy,Very important,Somewhat likely,Yes,Likely,It would be one I would likely choose,No,FALSE,FALSE,FALSE,316,2025-06-18,2024-042
yi6gqsv62gt81502bp9tgml0,0.898404,30-49,Some college/2-yr degree,White,Male,Democrat,Midwest,Somewhat accurate,Not very trustworthy,Extremely important,I would never participate in a phone survey,Yes,Not very likely,It would not interest me,It depends on who is asking,FALSE,FALSE,FALSE,458,2025-07-15,2024-042
01eomot1esei57aowjwq50r0,1.643694,50-64,4-yr/post-graduate degree,White,Male,Democrat,West,Very accurate,Somewhat trustworthy,Very important,Not likely,No,Very likely,It would become my preferred incentive offer,No,FALSE,FALSE,FALSE,276,2025-06-17,2024-042
0s6p4237kbm5z8g5edizzc0n,1.020121,30-49,4-yr/post-graduate degree,White,Male,Independent,Midwest,Very accurate,Somewhat trustworthy,Very important,Very likely,Yes,Not very likely,It would become my preferred incentive offer,It depends on who is asking,FALSE,FALSE,FALSE,260,2025-06-23,2024-042
52kizve18ecdd2l8vrnwa0tw,0.502345,18-29,Some college/2-yr degree,White,Female,Democrat,South,Very accurate,Not very trustworthy,Somewhat important,Not likely,No,Not very likely,It would become my preferred incentive offer,Yes,FALSE,FALSE,FALSE,278,2025-07-03,2024-042
ffpy4n9c8bz65c4429125yxi,1.003933,65+,HS or less,White,Female,Republican,Northeast,Not very accurate,Somewhat trustworthy,Somewhat important,Not likely,No,Not very likely,It would become my preferred incentive offer,It depends on who is asking,FALSE,FALSE,FALSE,455,2025-06-28,2024-042
4pv9mxzp7eiv5vk9xjienixd,0.947664,50-64,4-yr/post-graduate degree,Other,Male,Republican,West,Somewhat accurate,Somewhat trustworthy,Not very important,Very likely,Yes,Likely,It would be one I would likely choose,Yes,FALSE,FALSE,TRUE,345,2025-06-22,2024-042
r553o8l1qh2tof9takz9jg0n,0.650488,65+,4-yr/post-graduate degree,White,Male,Republican,West,Very accurate,Not very trustworthy,Somewhat important,Somewhat likely,Yes,Likely,It would be one I would likely choose,It depends on who is asking,FALSE,FALSE,FALSE,450,2025-06-17,2024-042
bdr6v9yy9azwnpbmzhuixevi,1.351277,30-49,4-yr/post-graduate degree,Other,Male,Republican,West,Somewhat accurate,Not very trustworthy,Not very important,Very likely,Yes,Very likely,It would become my preferred incentive offer,Yes,FALSE,FALSE,FALSE,338,2025-06-30,2024-042
tfkrne1w61k43qwrvaz089pm,1.171738,65+,4-yr/post-graduate degree,Black,Female,Republican,West,Not very accurate,Somewhat trustworthy,Very important,Not likely,Yes,Not very likely,It would become my preferred incentive offer,It depends on who is asking,FALSE,FALSE,FALSE,324,2025-06-24,2024-042
lkgns0y32dbz90v04xn8369y,0.602813,18-29,HS or less,White,Male,Republican,South,Somewhat accurate,Very trustworthy,Somewhat important,Not likely,Yes,Very likely,It would not interest me,It depends on who is asking,FALSE,FALSE,FALSE,271,2025-06-23,2024-042
sk0kyn741kcyiwbrilx0jeta,0.941363,50-64,Some college/2-yr degree,Black,Male,Republican,Midwest,Somewhat accurate,Somewhat trustworthy,Somewhat important,Not likely,No,Not very likely,It would become my preferred incentive offer,It depends on who is asking,FALSE,FALSE,FALSE,376,2025-07-02,2024-042
o9s1qb2q63yuldef18nke7i5,0.842252,50-64,HS or less,White,Male,Republican,South,Not very accurate,Very trustworthy,Not very important,Somewhat likely,Yes,Likely,It would be one I would likely choose,No,FALSE,FALSE,FALSE,365,2025-06-29,2024-042
f0x9qxx7xko0nwmw7c3y8th9,1.281963,65+,Some college/2-yr degree,White,Female,Democrat,West,Somewhat accurate,Not very trustworthy,Somewhat important,I would never participate in a phone survey,No,Likely,It would become my preferred incentive offer,It depends on who is asking,FALSE,FALSE,FALSE,368,2025-07-10,2024-042
m0r1xekbih9lpb5mc8z6uvil,0.392786,30-49,HS or less,Black,Female,Democrat,South,Not very accurate,Somewhat trustworthy,Very important,Not likely,Yes,Not very likely,It would become my preferred incentive offer,It depends on who is asking,FALSE,TRUE,FALSE,152,2025-06-19,2024-042
cg76jjckjz4mlyoigl0alsjt,1.308039,18-29,4-yr/post-graduate degree,White,Female,Democrat,Northeast,Not very accurate,Somewhat trustworthy,Not very important,Somewhat likely,Yes,Likely,It would become my preferred incentive offer,Yes,TRUE,TRUE,FALSE,153,2025-06-20,2024-042
2k16yxf5jg75bpfk8491gdol,0.752383,30-49,HS or less,White,Female,Independent,South,Somewhat accurate,Not at all trustworthy,Not very important,Somewhat likely,No,Not very likely,It would be one I would likely choose,It depends on who is asking,FALSE,FALSE,FALSE,328,2025-06-27,2024-042
aalvv5wwzjhtgi9y27d9683p,0.628177,18-29,4-yr/post-graduate degree,White,Other,Other or none,South,Very accurate,Very trustworthy,Not very important,Very likely,Maybe,Not at all likely,It would be one I would likely choose,No,FALSE,FALSE,FALSE,336,2025-06-23,2024-042
zezsl9rkiqkw5yjah30yd5n0,0.653435,65+,HS or less,White,Female,Independent,South,Somewhat accurate,Somewhat trustworthy,Somewhat important,I would never participate in a phone survey,Yes,Likely,It would become my preferred incentive offer,It depends on who is asking,FALSE,FALSE,FALSE,383,2025-07-11,2024-042
0lzh98r1t3fct3g0n380w0by,0.68438,30-49,HS or less,Other,Male,Independent,Northeast,Not very accurate,Not very trustworthy,Not very important,Somewhat likely,Yes,Not very likely,It would be one I would likely choose,Yes,FALSE,FALSE,FALSE,432,2025-06-29,2024-042
mop14vmthw3syfvn1r3l7l2a,1.070116,50-64,4-yr/post-graduate degree,White,Male,Democrat,West,Not very accurate,Somewhat trustworthy,Somewhat important,Somewhat likely,No,Not very likely,It would become my preferred incentive offer,It depends on who is asking,FALSE,FALSE,FALSE,357,2025-06-18,2024-042
4fxv45q8ewyzqdhq7he6katd,0.482914,30-49,Some college/2-yr degree,White,Female,Democrat,Northeast,Somewhat accurate,Not very trustworthy,Somewhat important,Not likely,Maybe,Not very likely,It would become my preferred incentive offer,It depends on who is asking,FALSE,FALSE,FALSE,367,2025-06-19,2024-042
s1iq8ztmek110foyf22qv8a5,1.439539,50-64,4-yr/post-graduate degree,Hispanic,Female,Other or none,Midwest,Not very accurate,Somewhat trustworthy,Not at all important,Somewhat likely,Yes,Not at all likely,It would become my preferred incentive offer,Yes,FALSE,TRUE,FALSE,104,2025-06-28,2024-042
nw9ze38856y469ybkdujkgkl,1.155007,50-64,HS or less,White,Male,Democrat,West,Somewhat accurate,Not very trustworthy,Somewhat important,I would never participate in a phone survey,Maybe,Not very likely,It would become my preferred incentive offer,No,FALSE,FALSE,FALSE,261,2025-06-28,2024-042
xiorllru53wrv0he79ekumj8,1.523129,50-64,4-yr/post-graduate degree,White,Female,Republican,South,Somewhat accurate,Not at all trustworthy,Somewhat important,Very likely,Maybe,Likely,It would become my preferred incentive offer,No,FALSE,FALSE,FALSE,246,2025-07-08,2024-042
3107k9kpuvwmcwybram4f7pz,1.120376,50-64,Some college/2-yr degree,White,Male,Independent,South,Somewhat accurate,Somewhat trustworthy,Very important,Somewhat likely,No,Not very likely,It would be one I would likely choose,Yes,FALSE,TRUE,FALSE,125,2025-07-15,2024-042
v3hplahgkapj0c66f276asny,0.885093,30-49,HS or less,Hispanic,Female,Democrat,South,Not very accurate,Somewhat trustworthy,Not very important,Somewhat likely,Yes,Likely,It would become my preferred incentive offer,No,FALSE,FALSE,FALSE,363,2025-06-24,2024-042
arliyvtqdssrw864d1g5ragx,1.054039,65+,Some college/2-yr degree,White,Female,Democrat,Midwest,Somewhat accurate,Somewhat trustworthy,Somewhat important,Somewhat likely,Yes,Not at all likely,It would become my preferred incentive offer,It depends on who is asking,FALSE,FALSE,FALSE,399,2025-06-20,2024-042
ckpcvdrvsot3ijhjg3hi3cqf,1.282645,18-29,Some college/2-yr degree,White,Female,Republican,West,Not very accurate,Somewhat trustworthy,Extremely important,Somewhat likely,Yes,Likely,It would be one I would likely choose,No,FALSE,FALSE,FALSE,362,2025-07-03,2024-042
