respondent_id,weight,age_group4,education,raceeth,gender,pid_base,region,q28,q29,q30,q31,q32,q33,q34,q35,attn_check_fail,speeder,straight_line,duration_seconds,completion_date,project_id
j6qzujcnls76q2ilirlpp81h,1.138175,65+,Some college/2-yr degree,Black,Male,Democrat,South,Somewhat accurate,Somewhat trustworthy,Somewhat important,Very likely,Maybe,Not very likely,It would be one I would likely choose,It depends on who is asking,FALSE,FALSE,FALSE,458,2025-06-26,2024-101
anl4n9esir1eklr98luafnhk,0.666613,30-49,HS or less,White,Female,Republican,Northeast,Not at all accurate,Very trustworthy,Very important,I would never participate in a phone survey,Yes,Likely,It would not interest me,Yes,FALSE,FALSE,FALSE,579,2025-07-10,2024-101
84m6gp588c4m7mxfjq5m1fgn,1.136,18-29,4-yr/post-graduate degree,Other,Female,Republican,South,Somewhat accurate,Somewhat trustworthy,Very important,Somewhat likely,Yes,Likely,It would be one I would likely choose,It depends on who is asking,FALSE,FALSE,FALSE,351,2025-07-11,2024-101
grnquu06qod9afalxtw4o4vg,1.375666,18-29,HS or less,Hispanic,Female,Republican,Midwest,Very accurate,Very trustworthy,Very important,Very likely,Yes,Not at all likely,It would be one I would likely choose,Yes,FALSE,FALSE,FALSE,405,2025-06-28,2024-101
46lm6qywkkov1i3q3miko1hn,0.956387,18-29,Some college/2-yr degree,Hispanic,Male,Republican,South,Somewhat accurate,Not very trustworthy,Somewhat important,Somewhat likely,Maybe,Not very likely,It would become my preferred incentive offer,Yes,FALSE,TRUE,FALSE,136,2025-07-13,2024-101
6xdarnz6fn5gr8ohnomxojdb,1.53183,18-29,4-yr/post-graduate degree,White,Male,Democrat,West,Somewhat accurate,Not very trustworthy,Somewhat important,Somewhat likely,Yes,Not very likely,It would be one I would likely choose,It depends on who is asking,TRUE,TRUE,FALSE,126,2025-07-10,2024-101
9vvoagrhf8t8un5odzqoaeih,0.329018,30-49,4-yr/post-graduate degree,Other,Female,Republican,Northeast,Somewhat accurate,Not very trustworthy,Somewhat important,Not likely,Maybe,Likely,It would be one I would likely choose,It depends on who is asking,FALSE,FALSE,FALSE,325,2025-06-18,2024-101
jspqfj8dl6en9hy4lc7ex1c1,0.312951,30-49,4-yr/post-graduate degree,Hispanic,Female,Republican,West,Not at all accurate,Somewhat trustworthy,Very important,Very likely,Maybe,Likely,It would become my preferred incentive offer,It depends on who is asking,FALSE,FALSE,FALSE,207,2025-06-18,2024-101
n9ff48vxr2heoaw1a1416i2b,0.91141,50-64,Some college/2-yr degree,Other,Female,Independent,Midwest,Somewhat accurate,Somewhat trustworthy,Somewhat important,Not likely,No,Very likely,It would become my preferred incentive offer,It depends on who is asking,FALSE,TRUE,FALSE,119,2025-06-20,2024-101
qnl72lzq063nxqiira240j3u,0.719259,30-49,HS or less,White,Male,Republican,Northeast,Not very accurate,Not very trustworthy,Very important,I would never participate in a phone survey,Maybe,Very likely,It would be one I would likely choose,Yes,FALSE,FALSE,FALSE,457,2025-06-26,2024-101
