respondent_id,weight,age_group4,education,raceeth,gender,pid_base,region,q28,q29,q30,q31,q32,q33,q34,q35,attention_fail,speed_flag,straight_line,duration_seconds,completion_date,project_id
x623hssfl7hvvgvbf445i6tm,0.816274,65+,Some college/2-yr degree,White,Female,Democrat,West,Somewhat accurate,Somewhat trustworthy,Very important,Somewhat likely,Yes,Not very likely,It would be one I would likely choose,It depends on who is asking,FALSE,FALSE,FALSE,409,2025-07-09,2024-089
cmnhdqpcdhy60j4a5rdev5xx,0.857911,65+,HS or less,Hispanic,Male,Republican,Northeast,Not very accurate,Somewhat trustworthy,Very important,Somewhat likely,Yes,Not very likely,It would be one I would likely choose,It depends on who is asking,FALSE,FALSE,TRUE,344,2025-07-13,2024-089
488nrt2fiuz7byeazoo4y191,0.80731,50-64,HS or less,White,Male,Independent,Midwest,Not at all accurate,Not very trustworthy,Somewhat important,Somewhat likely,Maybe,Likely,It would be one I would likely choose,It depends on who is asking,FALSE,FALSE,FALSE,404,2025-06-24,2024-089
zkmcn1a7lx2fagt4iii401dd,1.226856,30-49,Some college/2-yr degree,White,Male,Democrat,West,Somewhat accurate,Somewhat trustworthy,Somewhat important,Somewhat likely,Yes,Very likely,It would become my preferred incentive offer,It depends on who is asking,FALSE,FALSE,FALSE,506,2025-06-20,2024-089
q13rb45lqrf46p6s98ifxmlt,1.366385,30-49,HS or less,Hispanic,Female,Republican,South,Not at all accurate,Very trustworthy,Very important,I would never participate in a phone survey,Maybe,Not at all likely,It would be one I would likely choose,It depends on who is asking,FALSE,FALSE,FALSE,326,2025-07-13,2024-089
6u60kznpgnnfmiwmt8adjdxg,1.298057,65+,4-yr/post-graduate degree,Hispanic,Female,Democrat,South,Not very accurate,Somewhat trustworthy,Somewhat important,Somewhat likely,Yes,Very likely,It would not interest me,It depends on who is asking,FALSE,FALSE,FALSE,436,2025-06-24,2024-089
em89hampa6u0axv0973mwo60,0.431677,30-49,4-yr/post-graduate degree,White,Female,Democrat,Midwest,Somewhat accurate,Somewhat trustworthy,Very important,Not likely,Maybe,Very likely,It would become my preferred incentive offer,No,TRUE,TRUE,FALSE,80,2025-07-02,2024-089
inkabhuk9jmnevzokuz0o7gt,0.60465,50-64,4-yr/post-graduate degree,Black,Male,Democrat,South,Not at all accurate,Somewhat trustworthy,Not very important,Not likely,Maybe,Not very likely,It would be one I would likely choose,It depends on who is asking,TRUE,FALSE,FALSE,308,2025-07-13,2024-089
o9a7j7dpt1fptmrprocddlvh,0.791818,30-49,4-yr/post-graduate degree,White,Female,Democrat,Northeast,Not at all accurate,Not very trustworthy,Somewhat important,Somewhat likely,No,Likely,It would be one I would likely choose,Yes,FALSE,FALSE,FALSE,386,2025-07-05,2024-089
0rfrar970l8tpak203m5bn1t,1.749558,65+,4-yr/post-graduate degree,Black,Male,Republican,Midwest,Not very accurate,Somewhat trustworthy,Very important,I would never participate in a phone survey,No,Not very likely,It would be one I would likely choose,It depends on who is asking,FALSE,FALSE,FALSE,462,2025-07-01,2024-089
dwlqrwemu118algtt69zwvkz,0.813814,30-49,Some college/2-yr degree,White,Female,Democrat,South,Not very accurate,Somewhat trustworthy,Somewhat important,Somewhat likely,No,Very likely,It would be one I would likely choose,No,FALSE,FALSE,FALSE,386,2025-07-12,2024-089
5qfnly65t1disslqr93naawp,0.954456,30-49,HS or less,White,Female,Republican,South,Very accurate,Not very trustworthy,Somewhat important,Somewhat likely,Maybe,Likely,It would be one I would likely choose,No,FALSE,FALSE,FALSE,210,2025-07-14,2024-089
dvgfkolfv5f5b1wjzzhf8hvk,1.063535,30-49,4-yr/post-graduate degree,Hispanic,Male,Republican,South,Somewhat accurate,Somewhat trustworthy,Somewhat important,Somewhat likely,No,Not at all likely,It would not interest me,It depends on who is asking,FALSE,FALSE,TRUE,287,2025-07-16,2024-089
ctbjj2kvd8ibi5pqrbxltbfq,0.843824,30-49,HS or less,White,Female,Democrat,South,Somewhat accurate,Somewhat trustworthy,Not very important,Very likely,Yes,Likely,It would be one I would likely choose,Yes,FALSE,FALSE,FALSE,309,2025-06-28,2024-089
rygqkapo13hxwuvt9d4pqbru,1.467165,65+,4-yr/post-graduate degree,White,Male,Independent,West,Not at all accurate,Very trustworthy,Somewhat important,I would never participate in a phone survey,Yes,Not at all likely,It would be one I would likely choose,It depends on who is asking,FALSE,FALSE,FALSE,261,2025-07-01,2024-089
uwgbk1mqx51xvjs24gs4hn5p,1.172516,30-49,Some college/2-yr degree,Hispanic,Female,Republican,South,Somewhat accurate,Somewhat trustworthy,Not at all important,Somewhat likely,Maybe,Not at all likely,It would not interest me,It depends on who is asking,FALSE,FALSE,FALSE,308,2025-07-06,2024-089
g9v5cvi0dbn6kp1ry8gdw5t1,1.115516,65+,Some college/2-yr degree,White,Female,Democrat,Northeast,Not very accurate,Somewhat trustworthy,Somewhat important,Not likely,Yes,Likely,It would be one I would likely choose,No,FALSE,FALSE,FALSE,402,2025-06-19,2024-089
fqg5mn06czqbf7617csa07sv,1.366709,30-49,HS or less,White,Female,Republican,South,Somewhat accurate,Not at all trustworthy,Very important,Somewhat likely,Maybe,Likely,It would be one I would likely choose,Yes,FALSE,FALSE,FALSE,220,2025-07-04,2024-089
mgt5ew6l71kn19hvfd23yah3,1.173108,30-49,Some college/2-yr degree,Hispanic,Female,Republican,Midwest,Not very accurate,Not at all trustworthy,Somewhat important,Not likely,No,Not at all likely,It would be one I would likely choose,No,FALSE,FALSE,FALSE,289,2025-06-18,2024-089
3pr2hw1huvj788xd68pl65er,0.88657300000000006,30-49,Some college/2-yr degree,White,Female,Republican,South,Not very accurate,Not very trustworthy,Somewhat important,Very likely,Yes,Very likely,It would become my preferred incentive offer,Yes,FALSE,FALSE,FALSE,316,2025-07-15,2024-089
evzrdank422tcy7gsnp224vk,0.816513,30-49,Some college/2-yr degree,White,Male,Independent,West,Very accurate,Somewhat trustworthy,Somewhat important,Very likely,No,Not at all likely,It would not interest me,Yes,FALSE,FALSE,FALSE,326,2025-07-01,2024-089
ksjlg1ez645qkak99x1hlxds,1.098048,65+,HS or less,Hispanic,Female,Democrat,West,Somewhat accurate,Somewhat trustworthy,Somewhat important,Very likely,Maybe,Very likely,It would not interest me,It depends on who is asking,FALSE,FALSE,FALSE,363,2025-07-13,2024-089
m4e5njox52vjdtipp1z6cddm,0.97757,30-49,Some college/2-yr degree,Black,Male,Democrat,Midwest,Somewhat accurate,Not at all trustworthy,Very important,Not likely,Yes,Likely,It would be one I would likely choose,It depends on who is asking,FALSE,FALSE,FALSE,400,2025-06-30,2024-089
ejn9kv2i9hw287v3h007k4ay,0.650231,65+,Some college/2-yr degree,White,Male,Republican,Northeast,Very accurate,Not very trustworthy,Somewhat important,Not likely,Maybe,Not at all likely,It would not interest me,It depends on who is asking,FALSE,FALSE,FALSE,358,2025-07-07,2024-089
r1n8ync4zk7arnw9jzcg7856,0.984433,50-64,Some college/2-yr degree,Hispanic,Male,Independent,South,Not very accurate,Very trustworthy,Not very important,Not likely,Maybe,Likely,It would not interest me,No,FALSE,FALSE,FALSE,283,2025-07-05,2024-089
qbqs1g25x4ih23mczcya404m,0.91802,65+,HS or less,Black,Male,Democrat,South,Somewhat accurate,Somewhat trustworthy,Somewhat important,Somewhat likely,Yes,Very likely,It would become my preferred incentive offer,It depends on who is asking,FALSE,FALSE,FALSE,332,2025-07-09,2024-089
ge6a098gd2zh3fnvq37kf563,0.886643,30-49,Some college/2-yr degree,Hispanic,Male,Republican,Midwest,Somewhat accurate,Not at all trustworthy,Not very important,I would never participate in a phone survey,Yes,Very likely,It would be one I would likely choose,Yes,FALSE,FALSE,FALSE,321,2025-06-23,2024-089
gfw13ecilsvhqmse9l9h8u86,1.153995,30-49,Some college/2-yr degree,White,Female,Other or none,South,Very accurate,Very trustworthy,Not very important,Very likely,Yes,Not very likely,It would be one I would likely choose,It depends on who is asking,FALSE,FALSE,FALSE,509,2025-07-09,2024-089
41ivukdkgs3h7tvlsrr6o18z,1.044953,30-49,4-yr/post-graduate degree,White,Male,Republican,Northeast,Not very accurate,Somewhat trustworthy,Not at all important,Very likely,Yes,Not very likely,It would be one I would likely choose,It depends on who is asking,FALSE,FALSE,FALSE,258,2025-07-15,2024-089
tjnnrd3iwz5b98gofhhz5ebv,0.812132,65+,4-yr/post-graduate degree,Other,Female,Independent,West,Somewhat accurate,Not very trustworthy,Extremely important,Not likely,Maybe,Likely,It would be one I would likely choose,No,FALSE,FALSE,FALSE,576,2025-07-17,2024-089
wyu7sns28j1rwixvih1womow,1.248481,50-64,Some college/2-yr degree,White,Female,Republican,West,Somewhat accurate,Somewhat trustworthy,Somewhat important,Somewhat likely,Maybe,Not very likely,It would be one I would likely choose,It depends on who is asking,FALSE,FALSE,FALSE,294,2025-06-24,2024-089
jeadzu7m7gtzldz4pt0wpzsy,1.126693,50-64,Some college/2-yr degree,White,Female,Independent,West,Somewhat accurate,Not very trustworthy,Somewhat important,Not likely,Yes,Likely,It would not interest me,It depends on who is asking,FALSE,FALSE,FALSE,377,2025-07-05,2024-089
hcud14515bugp5jmyu47n3kf,1.011127,50-64,4-yr/post-graduate degree,White,Male,Democrat,Midwest,Somewhat accurate,Not very trustworthy,Somewhat important,Not likely,Yes,Not very likely,It would be one I would likely choose,It depends on who is asking,FALSE,FALSE,FALSE,274,2025-07-10,2024-089
ke76aolpjkkiop4chp2da9kp,0.59239,30-49,4-yr/post-graduate degree,Hispanic,Female,Democrat,South,Very accurate,Not very trustworthy,Extremely important,Somewhat likely,No,Very likely,It would be one I would likely choose,It depends on who is asking,FALSE,FALSE,FALSE,266,2025-06-17,2024-089
4sgd0jza4mm1fw2spb3sjli2,1.111394,50-64,Some college/2-yr degree,Hispanic,Male,Independent,Northeast,Not very accurate,Not very trustworthy,Somewhat important,Very likely,Yes,Not at all likely,It would not interest me,It depends on who is asking,FALSE,FALSE,FALSE,307,2025-07-12,2024-089
33xzzupryn7ksk7427dwfyql,0.748389,30-49,Some college/2-yr degree,White,Female,Democrat,Northeast,Somewhat accurate,Not very trustworthy,Somewhat important,Not likely,Maybe,Not very likely,It would not interest me,It depends on who is asking,FALSE,TRUE,FALSE,159,2025-07-05,2024-089
p74v8bew3gm88qzvve3riaoc,0.602286,30-49,Some college/2-yr degree,Black,Male,Democrat,South,Not at all accurate,Somewhat trustworthy,Somewhat important,Somewhat likely,Yes,Not very likely,It would be one I would likely choose,It depends on who is asking,FALSE,FALSE,FALSE,324,2025-06-17,2024-089
fmgfb0q211q59bqzmafr0r05,1.181771,18-29,Some college/2-yr degree,Other,Other,Independent,South,Not at all accurate,Somewhat trustworthy,Not at all important,Very likely,Yes,Likely,It would be one I would likely choose,It depends on who is asking,TRUE,FALSE,FALSE,176,2025-07-01,2024-089
zzr9vz3wzwl1xqz3gh67375q,1.01908,65+,Some college/2-yr degree,White,Male,Republican,West,Not at all accurate,Not very trustworthy,Not very important,Somewhat likely,No,Not very likely,It would be one I would likely choose,Yes,FALSE,FALSE,FALSE,433,2025-06-19,2024-089
96ogk3mafqjl9av8gu1gzb0w,1.516683,30-49,4-yr/post-graduate degree,Other,Male,Republican,South,Very accurate,Not at all trustworthy,Somewhat important,Not likely,Maybe,Not at all likely,It would become my preferred incentive offer,Yes,FALSE,FALSE,FALSE,376,2025-07-12,2024-089
lkl4bsj7o24pzuqhqtsf24yg,0.670221,30-49,4-yr/post-graduate degree,White,Female,Democrat,Northeast,Somewhat accurate,Not very trustworthy,Not very important,Not likely,Yes,Not very likely,It would become my preferred incentive offer,No,FALSE,FALSE,FALSE,336,2025-07-05,2024-089
