respondent_id,weight,age_group4,education,raceeth,gender,pid_base,region,q28,q29,q30,q31,q32,q33,q34,q35,attention_fail,speeder,straight_line,duration_seconds,completion_date,project_id
uwzgillaozah1f2o3583p5el,1.068748,50-64,Some college/2-yr degree,Hispanic,Male,Democrat,South,Not at all accurate,Very trustworthy,Not at all important,I would never participate in a phone survey,No,Likely,It would be one I would likely choose,Yes,FALSE,FALSE,FALSE,470,2025-07-06,2024-071
rnd5s2m3xug3b3dlg4vnggcg,1.058369,18-29,Some college/2-yr degree,Other,Female,Republican,Northeast,Somewhat accurate,Not at all trustworthy,Somewhat important,Not likely,Maybe,Not at all likely,It would become my preferred incentive offer,Yes,FALSE,FALSE,FALSE,308,2025-06-30,2024-071
a9nbiv8d68uphbpfghbenazt,0.928364,30-49,4-yr/post-graduate degree,White,Male,Republican,South,Somewhat accurate,Not very trustworthy,Somewhat important,Somewhat likely,Maybe,Very likely,It would be one I would likely choose,No,FALSE,FALSE,FALSE,380,2025-06-23,2024-071
6kxit4i5kdk06mleouhv8q84,0.904175,30-49,Some college/2-yr degree,White,Female,Democrat,West,Somewhat accurate,Somewhat trustworthy,Somewhat important,Not likely,No,Likely,It would be one I would likely choose,It depends on who is asking,FALSE,FALSE,FALSE,325,2025-06-19,2024-071
6u528xsin25izooq739a3gx4,1.04851,50-64,Some college/2-yr degree,White,Male,Independent,Northeast,Not very accurate,Somewhat trustworthy,Somewhat important,Not likely,Yes,Not at all likely,It would be one I would likely choose,It depends on who is asking,FALSE,FALSE,TRUE,343,2025-06-21,2024-071
a0cjidnm3ddjqczftv91hevv,1.09348,18-29,Some college/2-yr degree,Black,Male,Democrat,West,Somewhat accurate,Not at all trustworthy,Somewhat important,Very likely,Yes,Not very likely,It would not interest me,Yes,FALSE,FALSE,FALSE,326,2025-07-06,2024-071
8iqsoqe2d6uo6ejwdxr1m1kg,0.673779,30-49,4-yr/post-graduate degree,Black,Male,Republican,Midwest,Somewhat accurate,Not very trustworthy,Not very important,Somewhat likely,No,Not at all likely,It would be one I would likely choose,No,FALSE,FALSE,FALSE,139,2025-06-30,2024-071
5ce5v5ud7zr0mu8qbqh5qb66,1.264272,30-49,4-yr/post-graduate degree,White,Male,Other or none,Northeast,Somewhat accurate,Very trustworthy,Very important,Somewhat likely,No,Not very likely,It would become my preferred incentive offer,It depends on who is asking,FALSE,FALSE,FALSE,252,2025-06-23,2024-071
h0yrt7cviwzqdvuzn4yjake8,1.212651,65+,4-yr/post-graduate degree,Hispanic,Other,Republican,Midwest,Somewhat accurate,Somewhat trustworthy,Somewhat important,Not likely,Maybe,Not at all likely,It would be one I would likely choose,Yes,FALSE,FALSE,FALSE,289,2025-06-27,2024-071
ullaf5cmoffryytrm5q6j0xv,0.744334,50-64,Some college/2-yr degree,White,Male,Republican,Northeast,Not very accurate,Somewhat trustworthy,Extremely important,I would never participate in a phone survey,Yes,Not very likely,It would not interest me,No,FALSE,TRUE,FALSE,138,2025-06-20,2024-071
