respondent_id,weight,age_group4,education,raceeth,gender,pid_base,region,q28,q29,q30,q31,q32,q33,q34,q35,attention_fail,speeder,straight_line,duration_seconds,completion_date,project_id,device_type
gou6w9vbpzqwn4l5aqpy3vpz,1.009245,30-49,HS or less,White,Male,Republican,West,Somewhat accurate,Very trustworthy,Not very important,Somewhat likely,Yes,Not very likely,It would become my preferred incentive offer,It depends on who is asking,FALSE,FALSE,FALSE,370,2025-06-29,2024-110,Tablet
a9lsfudj1q8he23ht6y3yj76,0.810272,18-29,Some college/2-yr degree,Hispanic,Male,Democrat,Midwest,Somewhat accurate,Not at all trustworthy,Very important,Somewhat likely,Maybe,Not at all likely,It would be one I would likely choose,It depends on who is asking,TRUE,FALSE,FALSE,380,2025-06-27,2024-110,Desktop
4k2ubpflt4wph8lzwsftztg1,1.004058,30-49,4-yr/post-graduate degree,White,Male,Other or none,South,Not very accurate,Somewhat trustworthy,Not very important,Not likely,Yes,Likely,It would become my preferred incentive offer,It depends on who is asking,FALSE,FALSE,FALSE,406,2025-06-28,2024-110,Desktop
keqbmg7vg2vdd06ruradovqr,1.130639,30-49,4-yr/post-graduate degree,White,Male,Republican,South,Somewhat accurate,Not very trustworthy,Somewhat important,Very likely,Yes,Not very likely,It would be one I would likely choose,It depends on who is asking,FALSE,FALSE,FALSE,361,2025-06-29,2024-110,Tablet
q0hcbk18jilxk3ucxzcu75ty,1.186349,50-64,HS or less,Hispanic,Male,Democrat,South,Somewhat accurate,Very trustworthy,Not very important,Somewhat likely,Yes,Not very likely,It would become my preferred incentive offer,Yes,FALSE,FALSE,FALSE,304,2025-06-25,2024-110,Tablet
yb90wuermg364fcd3ugk9yfo,1.138638,30-49,4-yr/post-graduate degree,White,Male,Democrat,Midwest,Somewhat accurate,Not very trustworthy,Not at all important,Somewhat likely,Yes,Not at all likely,It would become my preferred incentive offer,No,TRUE,FALSE,FALSE,309,2025-07-07,2024-110,Tablet
u14frajakkfgxh3x4gjdwhby,1.423353,65+,HS or less,White,Male,Democrat,South,Somewhat accurate,Somewhat trustworthy,Somewhat important,Very likely,Maybe,Very likely,It would not interest me,It depends on who is asking,FALSE,FALSE,FALSE,510,2025-07-04,2024-110,Mobile
ehdystfumy2c2ijnobe5zyac,0.584165,50-64,HS or less,Other,Male,Democrat,South,Not at all accurate,Very trustworthy,Not at all important,Very likely,No,Not at all likely,It would not interest me,It depends on who is asking,FALSE,FALSE,FALSE,287,2025-06-19,2024-110,Desktop
efr602g2m2g8oihpr78mza2g,0.728118,30-49,HS or less,White,Male,Democrat,South,Not very accurate,Somewhat trustworthy,Somewhat important,Not likely,Maybe,Likely,It would become my preferred incentive offer,No,FALSE,FALSE,FALSE,520,2025-06-23,2024-110,Tablet
yfv5cjfp0aa6vke6twdgq09m,1.049655,18-29,Some college/2-yr degree,White,Female,Republican,South,Somewhat accurate,Very trustworthy,Somewhat important,I would never participate in a phone survey,Yes,Likely,It would be one I would likely choose,Yes,FALSE,TRUE,FALSE,121,2025-06-19,2024-110,Tablet
omm8xbm9p0t5z0r92g1lcl6c,0.695375,50-64,4-yr/post-graduate degree,White,Female,Republican,Midwest,Very accurate,Not very trustworthy,Somewhat important,Not likely,Maybe,Not very likely,It would not interest me,Yes,FALSE,FALSE,FALSE,339,2025-07-10,2024-110,Tablet
