respondent_id,weight,age_group4,education,raceeth,gender,pid_base,region,q28,q29,q30,q31,q32,q33,q34,q35,attention_fail,speeder,straight_line,duration_seconds,completion_date,project_id
fwr171vtxafhc6m6vg54rnvv,1.542246,65+,HS or less,White,Female,Independent,Northeast,Somewhat accurate,Not very trustworthy,Somewhat important,I would never participate in a phone survey,No,Likely,It would be one I would likely choose,It depends on who is asking,FALSE,FALSE,TRUE,382,2025-06-18,2024-082
6dh9lf1reh27j1z17bj191kt,1.120405,30-49,Some college/2-yr degree,White,Male,Democrat,Midwest,Somewhat accurate,Somewhat trustworthy,Somewhat important,Not likely,Maybe,Likely,It would be one I would likely choose,Yes,TRUE,FALSE,FALSE,479,2025-06-18,2024-082
o8s4mkzefa7ib5afmwoh5vsi,1.052343,30-49,HS or less,Black,Male,Democrat,South,Somewhat accurate,Not very trustworthy,Somewhat important,Not likely,No,Very likely,It would become my preferred incentive offer,It depends on who is asking,FALSE,FALSE,FALSE,351,2025-06-18,2024-082
4rfdimynjr2j74lb5h9y8ufb,0.725379,65+,HS or less,White,Female,Independent,Northeast,Somewhat accurate,Not at all trustworthy,Not very important,Not likely,Yes,Not very likely,It would become my preferred incentive offer,Yes,FALSE,FALSE,FALSE,248,2025-07-08,2024-082
9ses3acgvuqlgybzccotb8si,0.96042,30-49,Some college/2-yr degree,White,Female,Democrat,West,Very accurate,Somewhat trustworthy,Somewhat important,Somewhat likely,Maybe,Not very likely,It would be one I would likely choose,It depends on who is asking,TRUE,FALSE,FALSE,407,2025-06-17,2024-082
kxq2iv80ytq2l83963wb4hjd,1.460106,65+,HS or less,White,Male,Republican,South,Not at all accurate,Somewhat trustworthy,Somewhat important,Very likely,Yes,Very likely,It would be one I would likely choose,Yes,FALSE,FALSE,FALSE,287,2025-06-28,2024-082
iso65q8ma28u19soq4kt1sjn,1.008572,18-29,4-yr/post-graduate degree,White,Female,Democrat,Northeast,Somewhat accurate,Not very trustworthy,Somewhat important,I would never participate in a phone survey,Yes,Not very likely,It would become my preferred incentive offer,Yes,FALSE,FALSE,FALSE,223,2025-06-17,2024-082
yu3j14dayn4ujmka4kaclyxc,0.93745,65+,4-yr/post-graduate degree,Hispanic,Female,Republican,West,Not at all accurate,Somewhat trustworthy,Somewhat important,I would never participate in a phone survey,Yes,Not very likely,It would be one I would likely choose,It depends on who is asking,FALSE,FALSE,FALSE,398,2025-06-22,2024-082
m2qrqdte2lbytxapcs9udwxn,1.60553,18-29,HS or less,White,Male,Republican,South,Not very accurate,Not at all trustworthy,Very important,Not likely,Maybe,Not very likely,It would be one I would likely choose,Yes,FALSE,FALSE,FALSE,219,2025-07-01,2024-082
9cl873w7x392d6fb5q5dmpjd,1.007863,30-49,HS or less,Hispanic,Male,Republican,West,Not very accurate,Not very trustworthy,Somewhat important,Somewhat likely,No,Not very likely,It would become my preferred incentive offer,It depends on who is asking,FALSE,FALSE,FALSE,376,2025-07-10,2024-082
3vfuo02vw1f02go04vl21syw,1.003944,18-29,HS or less,White,Male,Republican,South,Not very accurate,Very trustworthy,Somewhat important,Somewhat likely,Maybe,Not at all likely,It would be one I would likely choose,It depends on who is asking,FALSE,FALSE,FALSE,343,2025-06-17,2024-082
3atn50r952205iozi2pnu0g3,0.826668,65+,Some college/2-yr degree,White,Male,Independent,South,Not very accurate,Not very trustworthy,Not at all important,Somewhat likely,Yes,Likely,It would become my preferred incentive offer,It depends on who is asking,FALSE,FALSE,FALSE,321,2025-07-16,2024-082
pherxixmlxf9iwayzh3sjlkj,1.172026,65+,4-yr/post-graduate degree,White,Male,Democrat,West,Not very accurate,Not very trustworthy,Very important,Somewhat likely,Yes,Not at all likely,It would be one I would likely choose,It depends on who is asking,FALSE,FALSE,FALSE,413,2025-07-03,2024-082
7h5pwrembg4f2igrkb99n0jc,0.957713,18-29,Some college/2-yr degree,Hispanic,Female,Republican,West,Not very accurate,Somewhat trustworthy,Somewhat important,Very likely,Yes,Not at all likely,It would become my preferred incentive offer,It depends on who is asking,FALSE,FALSE,FALSE,304,2025-06-29,2024-082
