respondent_id,weight,age_group4,education,raceeth,gender,pid_base,region,q28,q29,q30,q31,q32,q33,q34,q35,attention_fail,speeder,straight_line,duration_seconds,completion_date,project_id,device_type
hyywtehsiwd1wasmlnaj3d3v,1.141481,65+,Some college/2-yr degree,White,Male,Independent,Midwest,Somewhat accurate,Somewhat trustworthy,Somewhat important,I would never participate in a phone survey,No,Not at all likely,It would be one I would likely choose,It depends on who is asking,FALSE,FALSE,FALSE,303,2025-07-02,2024-018,Mobile
pil8p5r3d7a3yr23yhc33c91,0.674224,18-29,HS or less,White,Female,Democrat,South,Somewhat accurate,Not very trustworthy,Not very important,Not likely,Maybe,Not at all likely,It would be one I would likely choose,Yes,FALSE,FALSE,FALSE,514,2025-07-04,2024-018,Mobile
rri9sbgimqbz0i2i6a6zpxlq,0.885813,30-49,Some college/2-yr degree,Hispanic,Male,Republican,South,Somewhat accurate,Somewhat trustworthy,Somewhat important,Not likely,Yes,Not very likely,It would be one I would likely choose,It depends on who is asking,FALSE,FALSE,FALSE,524,2025-06-24,2024-018,Mobile
e8y9cc99333uursn0gwm14ae,0.910055,18-29,4-yr/post-graduate degree,Hispanic,Male,Democrat,South,Somewhat accurate,Not very trustworthy,Not very important,Somewhat likely,Maybe,Not at all likely,It would become my preferred incentive offer,It depends on who is asking,FALSE,FALSE,FALSE,290,2025-06-19,2024-018,Desktop
y4m429up1bafpbwpdtrn9vlu,0.833987,18-29,HS or less,White,Female,Democrat,Northeast,Very accurate,Not at all trustworthy,Extremely important,Somewhat likely,No,Not very likely,It would not interest me,It depends on who is asking,TRUE,FALSE,FALSE,311,2025-07-13,2024-018,Tablet
rn2doer82udowl733bk0nfjl,1.097045,18-29,Some college/2-yr degree,Black,Male,Democrat,West,Somewhat accurate,Somewhat trustworthy,Somewhat important,I would never participate in a phone survey,Yes,Not at all likely,It would become my preferred incentive offer,No,FALSE,FALSE,FALSE,384,2025-07-08,2024-018,Desktop
bjtsb1qddz9tten0w5c5fvdn,0.998399,50-64,Some college/2-yr degree,White,Male,Republican,Midwest,Very accurate,Not very trustworthy,Extremely important,Not likely,Maybe,Very likely,It would be one I would likely choose,It depends on who is asking,FALSE,FALSE,FALSE,412,2025-06-28,2024-018,Tablet
iz83va8fvnc07n8vuhyg1xxj,1.328581,30-49,Some college/2-yr degree,Hispanic,Male,Democrat,South,Somewhat accurate,Very trustworthy,Somewhat important,Somewhat likely,Yes,Not at all likely,It would be one I would likely choose,Yes,FALSE,FALSE,TRUE,350,2025-06-20,2024-018,Desktop
m468v929qmpao1e424ild7pa,0.816071,30-49,Some college/2-yr degree,Hispanic,Male,Democrat,South,Very accurate,Somewhat trustworthy,Very important,Not likely,No,Very likely,It would be one I would likely choose,No,TRUE,FALSE,FALSE,396,2025-06-24,2024-018,Tablet
ii284whld4700fqu25k8x1j5,1.235005,18-29,4-yr/post-graduate degree,White,Female,Democrat,Northeast,Very accurate,Somewhat trustworthy,Not very important,Very likely,Maybe,Not very likely,It would be one I would likely choose,It depends on who is asking,FALSE,FALSE,FALSE,500,2025-06-20,2024-018,Tablet
n4vz2wkbgr6w08rvb15ojfaz,1.114588,50-64,HS or less,White,Male,Independent,South,Very accurate,Not very trustworthy,Not at all important,Not likely,No,Likely,It would become my preferred incentive offer,It depends on who is asking,FALSE,FALSE,TRUE,337,2025-07-11,2024-018,Desktop
12k1etqmk1dzbx24i4d6hn3b,1.229334,50-64,4-yr/post-graduate degree,Other,Female,Republican,South,Very accurate,Somewhat trustworthy,Somewhat important,Not likely,No,Likely,It would not interest me,Yes,FALSE,FALSE,FALSE,326,2025-07-12,2024-018,Tablet
wk20wxu8eyhk85mt04hern5u,1.068051,50-64,4-yr/post-graduate degree,Hispanic,Other,Independent,West,Somewhat accurate,Not very trustworthy,Somewhat important,Not likely,Maybe,Not very likely,It would not interest me,Yes,FALSE,FALSE,FALSE,376,2025-07-14,2024-018,Tablet
0lt7zyfqwf1ltzvg40s17epj,1.067437,50-64,4-yr/post-graduate degree,White,Male,Independent,South,Not very accurate,Not at all trustworthy,Somewhat important,Not likely,Maybe,Very likely,It would become my preferred incentive offer,It depends on who is asking,FALSE,FALSE,FALSE,286,2025-06-18,2024-018,Desktop
2mw3yt03aiased2cf2zmvyam,0.669134,50-64,Some college/2-yr degree,White,Male,Independent,West,Not very accurate,Not very trustworthy,Somewhat important,Somewhat likely,No,Not very likely,It would not interest me,Yes,TRUE,FALSE,FALSE,313,2025-07-10,2024-018,Desktop
hw47c2jfyzqbp3jzton0gagc,0.335018,30-49,4-yr/post-graduate degree,Hispanic,Male,Democrat,South,Somewhat accurate,Not very trustworthy,Very important,Somewhat likely,Yes,Not very likely,It would become my preferred incentive offer,It depends on who is asking,FALSE,FALSE,FALSE,494,2025-06-25,2024-018,Mobile
9sz3uajj7pqcfne7h0r64nw2,0.841648,30-49,HS or less,White,Female,Independent,Midwest,Not at all accurate,Not very trustworthy,Not very important,Very likely,Yes,Not very likely,It would be one I would likely choose,No,FALSE,FALSE,FALSE,265,2025-06-26,2024-018,Tablet
zg9x6mmbi9dz3kyyq0rydd5m,0.8507,50-64,Some college/2-yr degree,White,Female,Democrat,Midwest,Somewhat accurate,Very trustworthy,Very important,Very likely,Yes,Not at all likely,It would become my preferred incentive offer,It depends on who is asking,FALSE,FALSE,FALSE,305,2025-07-11,2024-018,Mobile
un3z4uohzwqou3qiudqklf3t,0.604568,18-29,4-yr/post-graduate degree,White,Female,Democrat,Midwest,Not very accurate,Somewhat trustworthy,Not very important,Very likely,Maybe,Not very likely,It would be one I would likely choose,It depends on who is asking,TRUE,FALSE,FALSE,355,2025-07-11,2024-018,Mobile
d2nr972n7w9bmv56395txo4o,1.404927,50-64,HS or less,Hispanic,Female,Republican,South,Somewhat accurate,Somewhat trustworthy,Very important,I would never participate in a phone survey,Maybe,Likely,It would be one I would likely choose,No,FALSE,FALSE,TRUE,188,2025-06-25,2024-018,Desktop
rnsy2q62zz3jojwz1xp82lr0,1.52745,30-49,HS or less,White,Female,Independent,West,Not very accurate,Very trustworthy,Somewhat important,I would never participate in a phone survey,Yes,Not at all likely,It would be one I would likely choose,Yes,TRUE,FALSE,FALSE,385,2025-07-04,2024-018,Mobile
w0v9eno54nlbfji7bwhbfug5,1.396231,30-49,4-yr/post-graduate degree,White,Female,Democrat,South,Somewhat accurate,Not very trustworthy,Somewhat important,Somewhat likely,Yes,Very likely,It would be one I would likely choose,It depends on who is asking,FALSE,FALSE,FALSE,281,2025-07-15,2024-018,Tablet
zuzbjqemdvpluj178nj44hk1,1.331904,30-49,Some college/2-yr degree,White,Female,Independent,South,Not very accurate,Somewhat trustworthy,Not at all important,Very likely,Yes,Not at all likely,It would become my preferred incentive offer,It depends on who is asking,FALSE,FALSE,FALSE,384,2025-07-04,2024-018,Desktop
tlhu9aa4ii5u8kbvvbedecxm,1.08967,18-29,Some college/2-yr degree,White,Male,Other or none,Midwest,Somewhat accurate,Not very trustworthy,Not very important,Very likely,Maybe,Not at all likely,It would not interest me,It depends on who is asking,FALSE,FALSE,FALSE,232,2025-07-06,2024-018,Mobile
178ap9b8hpjznnur8aorsxso,0.781415,65+,HS or less,White,Male,Independent,South,Somewhat accurate,Somewhat trustworthy,Not at all important,Very likely,Maybe,Not very likely,It would be one I would likely choose,Yes,FALSE,FALSE,FALSE,285,2025-06-24,2024-018,Desktop
t36foz9wd8b3ggv97npih3e0,1.623771,18-29,4-yr/post-graduate degree,Hispanic,Male,Democrat,South,Very accurate,Somewhat trustworthy,Not very important,Somewhat likely,Maybe,Not at all likely,It would not interest me,It depends on who is asking,FALSE,FALSE,FALSE,348,2025-06-17,2024-018,Tablet
f7msabksm0u9htz0lxemcv24,1.102082,65+,4-yr/post-graduate degree,Hispanic,Female,Republican,Northeast,Somewhat accurate,Somewhat trustworthy,Not very important,Very likely,Yes,Not very likely,It would be one I would likely choose,It depends on who is asking,FALSE,FALSE,FALSE,248,2025-06-20,2024-018,Tablet
ydpzx7ddd0crwm6vt6h04xl4,1.01239,50-64,HS or less,Hispanic,Male,Republican,West,Not very accurate,Not very trustworthy,Somewhat important,Not likely,Yes,Not very likely,It would not interest me,It depends on who is asking,FALSE,FALSE,FALSE,361,2025-07-10,2024-018,Mobile
854ks68unl2a8pd32vrdkdkv,1.112969,30-49,Some college/2-yr degree,White,Male,Independent,South,Very accurate,Somewhat trustworthy,Very important,Very likely,Yes,Not very likely,It would be one I would likely choose,Yes,FALSE,FALSE,FALSE,228,2025-07-05,2024-018,Tablet
109ifzao989el8t7g7rj13va,0.675313,30-49,HS or less,White,Male,Democrat,South,Not very accurate,Somewhat trustworthy,Not very important,Not likely,Yes,Likely,It would not interest me,It depends on who is asking,FALSE,FALSE,FALSE,519,2025-06-28,2024-018,Tablet
0lrc3oo8sfouhe67lgdrwdp6,1.014242,30-49,4-yr/post-graduate degree,White,Male,Democrat,West,Somewhat accurate,Very trustworthy,Somewhat important,Very likely,No,Not very likely,It would be one I would likely choose,Yes,FALSE,FALSE,FALSE,306,2025-07-12,2024-018,Tablet
