respondent_id,weight,age_group4,education,raceeth,gender,pid_base,region,q28,q29,q30,q31,q32,q33,q34,q35,attn_check_fail,speeder,straight_line,duration_seconds,completion_date,project_id
mpps6n5i224q8076e9jv5etc,1.383589,30-49,HS or less,Black,Female,Democrat,Northeast,Not very accurate,Somewhat trustworthy,Extremely important,Very likely,Maybe,Not at all likely,It would become my preferred incentive offer,Yes,FALSE,FALSE,FALSE,214,2025-07-14,2024-017
f238xtuytpithspw4gocxrwr,1.122385,18-29,Some college/2-yr degree,Black,Female,Democrat,South,Somewhat accurate,Very trustworthy,Somewhat important,Very likely,Maybe,Not very likely,It would be one I would likely choose,Yes,FALSE,FALSE,FALSE,259,2025-07-01,2024-017
cvgoxxbd0s0lg7o0zrqna9u5,0.793484,30-49,Some college/2-yr degree,Other,Female,Democrat,South,Very accurate,Not very trustworthy,Very important,Somewhat likely,No,Not very likely,It would become my preferred incentive offer,No,TRUE,FALSE,FALSE,342,2025-06-18,2024-017
k2lbw0mtl0zektm5h43ikd7y,0.689632,50-64,HS or less,Other,Male,Republican,South,Not very accurate,Not very trustworthy,Somewhat important,I would never participate in a phone survey,Maybe,Likely,It would not interest me,It depends on who is asking,FALSE,FALSE,FALSE,212,2025-07-14,2024-017
qkyfjw8hxfvctgl9zaw8w5gn,0.687896,18-29,4-yr/post-graduate degree,White,Male,Independent,Midwest,Somewhat accurate,Somewhat trustworthy,Somewhat important,Not likely,Maybe,Not very likely,It would be one I would likely choose,No,FALSE,FALSE,FALSE,369,2025-07-12,2024-017
5rm97dzn3uv18myfw3zgbllk,1.518162,65+,HS or less,Hispanic,Male,Republican,West,Somewhat accurate,Somewhat trustworthy,Not very important,Somewhat likely,No,Not very likely,It would be one I would likely choose,No,FALSE,FALSE,FALSE,514,2025-06-17,2024-017
9sc4og0sb7e34e5qn62h9s8u,1.39345,30-49,HS or less,Hispanic,Female,Democrat,South,Not very accurate,Very trustworthy,Somewhat important,Very likely,Yes,Not very likely,It would not interest me,It depends on who is asking,FALSE,FALSE,FALSE,285,2025-06-25,2024-017
l870207urnhirgsi1rcrahes,1.318027,30-49,HS or less,White,Male,Republican,South,Not very accurate,Not very trustworthy,Somewhat important,Not likely,No,Very likely,It would be one I would likely choose,It depends on who is asking,FALSE,FALSE,FALSE,454,2025-07-12,2024-017
pf38c1mos8zsd82mc0zc51s0,1.02489,30-49,Some college/2-yr degree,Black,Male,Independent,South,Somewhat accurate,Somewhat trustworthy,Not very important,Very likely,Yes,Not very likely,It would become my preferred incentive offer,It depends on who is asking,FALSE,TRUE,FALSE,71,2025-06-22,2024-017
z8ididkap1irz8txj7m8vmsl,0.625322,18-29,Some college/2-yr degree,White,Male,Democrat,Northeast,Somewhat accurate,Not very trustworthy,Not very important,Very likely,Yes,Not very likely,It would be one I would likely choose,It depends on who is asking,FALSE,FALSE,FALSE,440,2025-06-22,2024-017
isxwuo9xzm84w06srjndz5rj,0.963777,50-64,Some college/2-yr degree,White,Female,Democrat,Midwest,Somewhat accurate,Somewhat trustworthy,Somewhat important,Very likely,Yes,Likely,It would be one I would likely choose,Yes,FALSE,FALSE,FALSE,368,2025-06-22,2024-017
k3tcq86vv2xqg1qni8myl24x,1.050512,50-64,Some college/2-yr degree,White,Female,Independent,Northeast,Somewhat accurate,Somewhat trustworthy,Not very important,Not likely,No,Very likely,It would become my preferred incentive offer,It depends on who is asking,FALSE,FALSE,FALSE,306,2025-06-19,2024-017
actuvl607wv01voq3ixfbw92,0.819654,65+,Some college/2-yr degree,Hispanic,Male,Independent,South,Somewhat accurate,Somewhat trustworthy,Not very important,Not likely,No,Likely,It would become my preferred incentive offer,No,FALSE,FALSE,FALSE,368,2025-07-11,2024-017
aokxh542whjnyau6erckaqsn,1.314351,65+,Some college/2-yr degree,White,Female,Republican,South,Not at all accurate,Somewhat trustworthy,Somewhat important,Somewhat likely,Yes,Not at all likely,It would be one I would likely choose,Yes,FALSE,FALSE,FALSE,174,2025-07-14,2024-017
m4un4tui4frdz9b54fo3qeg7,0.593296,50-64,HS or less,White,Male,Republican,West,Not very accurate,Not very trustworthy,Somewhat important,Somewhat likely,Maybe,Not at all likely,It would become my preferred incentive offer,It depends on who is asking,FALSE,FALSE,FALSE,429,2025-07-11,2024-017
bxrrxx3854hqunmaqekb2zo7,0.899697,50-64,Some college/2-yr degree,Black,Male,Other or none,South,Somewhat accurate,Somewhat trustworthy,Very important,Not likely,Yes,Likely,It would not interest me,Yes,FALSE,FALSE,FALSE,354,2025-07-07,2024-017
lswkvgosab7gpcr3re46ii6r,1.08319,18-29,Some college/2-yr degree,White,Male,Republican,Midwest,Not very accurate,Somewhat trustworthy,Very important,Very likely,Maybe,Not very likely,It would not interest me,Yes,FALSE,FALSE,TRUE,386,2025-07-01,2024-017
y64d055vp82t8sssimdnc2yn,1.053491,50-64,HS or less,White,Female,Democrat,Northeast,Somewhat accurate,Somewhat trustworthy,Somewhat important,Very likely,Yes,Not very likely,It would not interest me,It depends on who is asking,FALSE,FALSE,FALSE,355,2025-07-12,2024-017
ubs0s17oa4dx84h5xdcctcbg,0.471999,50-64,HS or less,Black,Female,Republican,Northeast,Somewhat accurate,Not very trustworthy,Not very important,Very likely,Maybe,Not very likely,It would not interest me,No,FALSE,FALSE,FALSE,366,2025-06-26,2024-017
9d0nyxret3d3bqmt4t2olsu9,1.206661,50-64,Some college/2-yr degree,White,Female,Democrat,Northeast,Very accurate,Somewhat trustworthy,Not very important,Very likely,No,Not at all likely,It would become my preferred incentive offer,It depends on who is asking,FALSE,FALSE,FALSE,372,2025-06-27,2024-017
1v32gg6479kf1l4kl8h0x6ro,0.997297,65+,4-yr/post-graduate degree,White,Female,Republican,South,Very accurate,Somewhat trustworthy,Somewhat important,Somewhat likely,Maybe,Likely,It would not interest me,No,FALSE,FALSE,FALSE,336,2025-06-26,2024-017
gg94rb0ubmv1wj1myc643g54,1.489911,65+,HS or less,White,Female,Independent,Northeast,Very accurate,Somewhat trustworthy,Not very important,Very likely,Yes,Not at all likely,It would be one I would likely choose,No,FALSE,FALSE,FALSE,276,2025-07-16,2024-017
ueol9xhibtub6iy6gsysm583,0.922743,30-49,4-yr/post-graduate degree,White,Male,Republican,Midwest,Not at all accurate,Not very trustworthy,Very important,Very likely,No,Not very likely,It would be one I would likely choose,Yes,FALSE,FALSE,FALSE,475,2025-07-02,2024-017
