respondent_id,weight,age_group4,education,raceeth,gender,pid_base,region,q28,q29,q30,q31,q32,q33,q34,q35,attn_check_fail,speeder,straight_line,duration_seconds,completion_date,project_id
etgvzndif4fnoafqvn7n7lh3,0.803645,30-49,Some college/2-yr degree,White,Male,Independent,South,Not very accurate,Somewhat trustworthy,Not at all important,Not likely,No,Likely,It would be one I would likely choose,No,FALSE,FALSE,FALSE,250,2025-07-14,2024-010
giib62gcf3zqhi8q0am90k9h,0.719773,65+,Some college/2-yr degree,Black,Male,Republican,West,Somewhat accurate,Somewhat trustworthy,Not very important,Not likely,Yes,Not very likely,It would not interest me,It depends on who is asking,FALSE,FALSE,FALSE,353,2025-07-14,2024-010
oqkyo17nuvj1o26ak5t31yzc,0.830446,18-29,4-yr/post-graduate degree,Hispanic,Male,Other or none,South,Somewhat accurate,Not at all trustworthy,Very important,Not likely,Maybe,Not very likely,It would be one I would likely choose,It depends on who is asking,FALSE,FALSE,FALSE,484,2025-06-27,2024-010
hx9aznsqrp62sc84piktbb92,0.84169,18-29,Some college/2-yr degree,White,Female,Republican,South,Somewhat accurate,Not at all trustworthy,Very important,Very likely,No,Likely,It would be one I would likely choose,It depends on who is asking,FALSE,FALSE,FALSE,224,2025-07-04,2024-010
648uon80hav2c5t15cla943m,1.595102,65+,4-yr/post-graduate degree,Hispanic,Female,Republican,Midwest,Very accurate,Not very trustworthy,Somewhat important,I would never participate in a phone survey,Maybe,Likely,It would not interest me,It depends on who is asking,FALSE,FALSE,FALSE,436,2025-07-10,2024-010
0bdmpmoxkvjn8aodrakevehs,0.71924,50-64,HS or less,Hispanic,Female,Democrat,West,Not very accurate,Not very trustworthy,Somewhat important,I would never participate in a phone survey,Maybe,Likely,It would not interest me,Yes,FALSE,FALSE,FALSE,414,2025-06-29,2024-010
zq67skwnxstrnnfk00a7rdfz,1.382069,50-64,Some college/2-yr degree,White,Female,Independent,Midwest,Somewhat accurate,Somewhat trustworthy,Somewhat important,Not likely,No,Not very likely,It would be one I would likely choose,It depends on who is asking,FALSE,FALSE,FALSE,253,2025-07-08,2024-010
j5i1rsihhvu561n9jitiyp1o,0.926765,18-29,HS or less,White,Male,Republican,Midwest,Not very accurate,Somewhat trustworthy,Somewhat important,I would never participate in a phone survey,No,Not very likely,It would become my preferred incentive offer,It depends on who is asking,FALSE,FALSE,FALSE,333,2025-06-29,2024-010
swj5af1hdz8qrxsvne63x4as,0.597645,18-29,HS or less,Hispanic,Male,Independent,South,Somewhat accurate,Somewhat trustworthy,Somewhat important,Not likely,Yes,Not very likely,It would become my preferred incentive offer,Yes,TRUE,FALSE,FALSE,405,2025-06-18,2024-010
ki7q4fplky0d5fh381nrb98a,0.610747,18-29,4-yr/post-graduate degree,Other,Male,Democrat,South,Not very accurate,Not very trustworthy,Somewhat important,Not likely,Yes,Not very likely,It would not interest me,No,FALSE,FALSE,TRUE,294,2025-07-13,2024-010
