respondent_id,weight,age_group4,education,raceeth,gender,pid_base,region,q28,q29,q30,q31,q32,q33,q34,q35,attn_check_fail,speeder,straight_line,duration_seconds,completion_date,project_id
e1oaexxrlt3rfwqpu7vvwqyz,0.884477,18-29,Some college/2-yr degree,White,Female,Independent,Midwest,Not very accurate,Not at all trustworthy,Somewhat important,Very likely,Yes,Not very likely,It would be one I would likely choose,It depends on who is asking,FALSE,FALSE,FALSE,256,2025-06-18,2024-016
y2lo3ya7gs0ifhcsxk1z2lni,0.587889,50-64,Some college/2-yr degree,White,Male,Democrat,South,Somewhat accurate,Very trustworthy,Somewhat important,Not likely,Maybe,Not very likely,It would not interest me,It depends on who is asking,FALSE,FALSE,FALSE,349,2025-07-06,2024-016
uulb5adqvn4oyo0etuzdt60u,0.978089,18-29,Some college/2-yr degree,White,Female,Independent,South,Somewhat accurate,Very trustworthy,Very important,Very likely,Yes,Not at all likely,It would not interest me,It depends on who is asking,FALSE,FALSE,FALSE,491,2025-07-13,2024-016
h7t9rq906balt366ea0qxz2y,0.593826,50-64,4-yr/post-graduate degree,White,Male,Other or none,West,Somewhat accurate,Very trustworthy,Somewhat important,Very likely,Yes,Very likely,It would be one I would likely choose,No,FALSE,FALSE,FALSE,357,2025-07-09,2024-016
zdvwntn3yk0ez4k7zlkqkzog,1.616215,30-49,4-yr/post-graduate degree,White,Female,Democrat,Midwest,Somewhat accurate,Somewhat trustworthy,Not very important,Somewhat likely,Maybe,Likely,It would be one I would likely choose,It depends on who is asking,TRUE,FALSE,FALSE,359,2025-07-10,2024-016
dk58rjtk59z3vjrw5rjigzby,0.410888,30-49,Some college/2-yr degree,White,Male,Independent,South,Somewhat accurate,Somewhat trustworthy,Not very important,Very likely,No,Likely,It would be one I would likely choose,It depends on who is asking,FALSE,FALSE,FALSE,343,2025-07-16,2024-016
js36599ul0u86j9tnacfxv3w,0.906696,30-49,Some college/2-yr degree,White,Female,Democrat,South,Not very accurate,Very trustworthy,Somewhat important,Not likely,Maybe,Not very likely,It would be one I would likely choose,It depends on who is asking,FALSE,FALSE,FALSE,327,2025-07-06,2024-016
u2jej7zvjk54tjqxtnrh03it,1.063409,65+,Some college/2-yr degree,Hispanic,Female,Republican,South,Somewhat accurate,Not very trustworthy,Somewhat important,Somewhat likely,Maybe,Not very likely,It would not interest me,Yes,FALSE,FALSE,FALSE,398,2025-06-23,2024-016
e6ivz1ymgfcfdgg9noefjb1k,1.144061,18-29,HS or less,Other,Male,Other or none,South,Very accurate,Somewhat trustworthy,Somewhat important,Somewhat likely,Maybe,Not very likely,It would become my preferred incentive offer,It depends on who is asking,FALSE,FALSE,FALSE,210,2025-06-17,2024-016
zkvf7k4bb1qchndyk1omps8i,0.915724,65+,HS or less,White,Female,Democrat,Midwest,Very accurate,Somewhat trustworthy,Very important,Somewhat likely,Maybe,Not very likely,It would become my preferred incentive offer,It depends on who is asking,FALSE,FALSE,FALSE,364,2025-06-18,2024-016
ykwtrzpde1nun3jgclhndw95,1.052147,30-49,Some college/2-yr degree,Other,Male,Democrat,Northeast,Not at all accurate,Not very trustworthy,Extremely important,Somewhat likely,Yes,Likely,It would be one I would likely choose,It depends on who is asking,TRUE,FALSE,FALSE,549,2025-07-12,2024-016
gjaeromxmupvazil41j13vs9,1.046391,65+,HS or less,White,Female,Republican,South,Somewhat accurate,Not very trustworthy,Very important,Somewhat likely,Maybe,Very likely,It would be one I would likely choose,No,FALSE,FALSE,FALSE,327,2025-07-15,2024-016
6rpbaxe1doyyp66dbzrei1f4,0.912659,30-49,Some college/2-yr degree,White,Male,Independent,Northeast,Somewhat accurate,Not very trustworthy,Not at all important,Not likely,Maybe,Not very likely,It would become my preferred incentive offer,It depends on who is asking,FALSE,FALSE,FALSE,322,2025-06-17,2024-016
chomtfrbtbq5pewuwkxmxg7n,0.937826,30-49,Some college/2-yr degree,White,Female,Independent,West,Somewhat accurate,Somewhat trustworthy,Very important,Not likely,Yes,Not very likely,It would be one I would likely choose,No,FALSE,FALSE,FALSE,359,2025-06-18,2024-016
6r1jqyeb1wgunkqms108ckuc,1.186132,50-64,Some college/2-yr degree,Black,Female,Democrat,Northeast,Very accurate,Very trustworthy,Somewhat important,Very likely,Maybe,Not very likely,It would become my preferred incentive offer,No,FALSE,FALSE,FALSE,238,2025-07-02,2024-016
7mcrxswy5qvu8ht0k586msee,1.109066,65+,4-yr/post-graduate degree,White,Female,Independent,South,Not very accurate,Not very trustworthy,Somewhat important,Very likely,Yes,Not very likely,It would become my preferred incentive offer,It depends on who is asking,FALSE,FALSE,FALSE,404,2025-07-14,2024-016
o4iptpp65dlem6kebwpxkjbu,0.307175,50-64,HS or less,White,Male,Independent,Northeast,Not very accurate,Somewhat trustworthy,Not at all important,I would never participate in a phone survey,Maybe,Not very likely,It would be one I would likely choose,It depends on who is asking,FALSE,FALSE,FALSE,349,2025-07-04,2024-016
ds08ao98s18piy6kc9x4hrk9,0.60298,65+,4-yr/post-graduate degree,White,Male,Democrat,West,Very accurate,Somewhat trustworthy,Not very important,I would never participate in a phone survey,Maybe,Likely,It would be one I would likely choose,Yes,FALSE,FALSE,FALSE,385,2025-06-17,2024-016
291obiodz11wh2dgz44ttjt7,0.683124,18-29,HS or less,White,Male,Democrat,West,Not very accurate,Not very trustworthy,Somewhat important,I would never participate in a phone survey,Maybe,Not very likely,It would be one I would likely choose,It depends on who is asking,FALSE,FALSE,FALSE,294,2025-06-25,2024-016
ho2ecafpmjqk2jhjduow8qg8,0.774359,65+,Some college/2-yr degree,White,Male,Democrat,Midwest,Very accurate,Somewhat trustworthy,Not very important,Not likely,Yes,Likely,It would become my preferred incentive offer,No,TRUE,FALSE,FALSE,367,2025-06-19,2024-016
x0ndjj0tns8lajxna7nj6ha2,1.263722,30-49,4-yr/post-graduate degree,White,Male,Democrat,Northeast,Somewhat accurate,Not at all trustworthy,Not very important,Not likely,Yes,Not very likely,It would be one I would likely choose,No,FALSE,FALSE,TRUE,275,2025-07-16,2024-016
e6vcro8woh3zf4lxqigm1e4z,0.896289,30-49,HS or less,Hispanic,Female,Democrat,West,Somewhat accurate,Not at all trustworthy,Somewhat important,Not likely,Yes,Likely,It would be one I would likely choose,It depends on who is asking,FALSE,FALSE,FALSE,359,2025-07-08,2024-016
9s0jbyhzgs55m93uabbs9h2g,0.858996,50-64,4-yr/post-graduate degree,White,Female,Republican,South,Somewhat accurate,Somewhat trustworthy,Not at all important,Very likely,Yes,Not very likely,It would be one I would likely choose,Yes,FALSE,FALSE,FALSE,442,2025-06-27,2024-016
wtwhvihlx0hlvajcd838o09k,1.025884,30-49,HS or less,White,Male,Democrat,South,Very accurate,Somewhat trustworthy,Very important,Not likely,Yes,Not at all likely,It would not interest me,It depends on who is asking,FALSE,FALSE,FALSE,439,2025-06-22,2024-016
tzc5hbfpun1qyd4my1mu4ags,0.96372,30-49,HS or less,White,Female,Democrat,South,Not at all accurate,Not very trustworthy,Very important,Somewhat likely,Yes,Not very likely,It would become my preferred incentive offer,It depends on who is asking,FALSE,FALSE,FALSE,296,2025-07-09,2024-016
