respondent_id,weight,age_group4,education,raceeth,gender,pid_base,region,q28,q29,q30,q31,q32,q33,q34,q35,attention_fail,speeder,straight_line,duration_seconds,completion_date,project_id,device_type
5zb4edcei9o6fu3t3qfms5fl,0.561043,50-64,4-yr/post-graduate degree,White,Female,Republican,South,Not very accurate,Very trustworthy,Somewhat important,Somewhat likely,Maybe,Not very likely,It would become my preferred incentive offer,Yes,FALSE,FALSE,FALSE,280,2025-07-11,2024-009,Mobile
zl5b351ueqbum2sq7yktkehz,0.946023,50-64,Some college/2-yr degree,White,Female,Republican,Northeast,Not very accurate,Not very trustworthy,Very important,Somewhat likely,Maybe,Likely,It would be one I would likely choose,It depends on who is asking,FALSE,FALSE,FALSE,293,2025-07-04,2024-009,Desktop
je821nhbgxecl9zjqwyp7y73,1.476004,65+,Some college/2-yr degree,White,Female,Democrat,Northeast,Somewhat accurate,Somewhat trustworthy,Not very important,Very likely,Yes,Likely,It would be one I would likely choose,Yes,FALSE,FALSE,FALSE,378,2025-07-14,2024-009,Tablet
4vmd70kgthm3iy0pvzwpq8bk,1.024342,18-29,Some college/2-yr degree,Other,Female,Democrat,West,Somewhat accurate,Very trustworthy,Not very important,I would never participate in a phone survey,Yes,Not at all likely,It would be one I would likely choose,No,FALSE,FALSE,FALSE,392,2025-06-28,2024-009,Desktop
5kmr1uk5ms3fvsctzfdj78yj,0.79191,18-29,Some college/2-yr degree,Black,Female,Democrat,South,Not very accurate,Very trustworthy,Very important,I would never participate in a phone survey,Yes,Likely,It would not interest me,It depends on who is asking,FALSE,FALSE,FALSE,464,2025-06-29,2024-009,Tablet
fdb9ypf4iaxnobj3iksej18u,1.476128,50-64,Some college/2-yr degree,White,Male,Independent,West,Very accurate,Somewhat trustworthy,Not very important,Not likely,Maybe,Not very likely,It would become my preferred incentive offer,No,FALSE,FALSE,FALSE,291,2025-06-24,2024-009,Mobile
0vvj9n2n6lkg8uuqpx2jb09u,0.829701,18-29,Some college/2-yr degree,Black,Male,Democrat,Midwest,Not very accurate,Not very trustworthy,Not very important,Very likely,Yes,Not at all likely,It would not interest me,It depends on who is asking,FALSE,FALSE,FALSE,434,2025-07-05,2024-009,Desktop
k9ywptkupil98wsgj925tnbk,1.043559,65+,4-yr/post-graduate degree,Other,Male,Republican,Northeast,Somewhat accurate,Somewhat trustworthy,Somewhat important,I would never participate in a phone survey,Yes,Not very likely,It would become my preferred incentive offer,It depends on who is asking,FALSE,FALSE,FALSE,435,2025-06-21,2024-009,Tablet
603y99k8h7qi90lwd0wuhqjy,1.548469,50-64,4-yr/post-graduate degree,White,Male,Republican,South,Not very accurate,Somewhat trustworthy,Not very important,Somewhat likely,Yes,Very likely,It would become my preferred incentive offer,Yes,FALSE,FALSE,FALSE,346,2025-06-29,2024-009,Mobile
8znobt6hm49h72xqx17y5x5w,1.167035,18-29,HS or less,White,Male,Independent,South,Somewhat accurate,Somewhat trustworthy,Not very important,Somewhat likely,Yes,Very likely,It would be one I would likely choose,It depends on who is asking,TRUE,TRUE,FALSE,184,2025-07-08,2024-009,Desktop
