respondent_id,weight,age_group4,education,raceeth,gender,pid_base,region,q28,q29,q30,q31,q32,q33,q34,q35,attention_fail,speeder,straight_line,duration_seconds,completion_date,project_id
g0dzztdr2w8n467n91vd1scy,0.882271,50-64,Some college/2-yr degree,White,Male,Republican,South,Not very accurate,Not very trustworthy,Very important,Somewhat likely,Yes,Not very likely,It would be one I would likely choose,It depends on who is asking,FALSE,FALSE,FALSE,436,2025-06-19,2024-097
wcxx4imtletf5l90vzw8v27t,0.281307,18-29,4-yr/post-graduate degree,Hispanic,Male,Other or none,South,Very accurate,Somewhat trustworthy,Not very important,Very likely,Yes,Not very likely,It would become my preferred incentive offer,Yes,FALSE,TRUE,FALSE,143,2025-07-08,2024-097
evy239k0mksl0tvqimupth1g,1.299285,30-49,Some college/2-yr degree,White,Female,Republican,West,Not very accurate,Somewhat trustworthy,Somewhat important,Somewhat likely,No,Not at all likely,It would become my preferred incentive offer,No,FALSE,FALSE,FALSE,220,2025-07-15,2024-097
y8c61u5mome1fc5igxacme47,0.949954,30-49,HS or less,Hispanic,Male,Democrat,Midwest,Somewhat accurate,Somewhat trustworthy,Somewhat important,Somewhat likely,No,Not very likely,It would be one I would likely choose,Yes,FALSE,FALSE,FALSE,360,2025-07-16,2024-097
s48worjmqxbvtfifroh7ipo3,0.50104,50-64,HS or less,White,Male,Independent,West,Not very accurate,Not at all trustworthy,Very important,Very likely,Maybe,Not at all likely,It would be one I would likely choose,It depends on who is asking,FALSE,FALSE,FALSE,327,2025-07-10,2024-097
c5dsxhgea7s7vl4x4t18gxpp,0.64173500000000006,65+,4-yr/post-graduate degree,White,Male,Republican,West,Somewhat accurate,Not very trustworthy,Not very important,I would never participate in a phone survey,Maybe,Not very likely,It would become my preferred incentive offer,It depends on who is asking,FALSE,FALSE,FALSE,305,2025-07-10,2024-097
7o749p099msb3f4ghktv64sg,1.4757,30-49,Some college/2-yr degree,White,Female,Independent,Midwest,Somewhat accurate,Not very trustworthy,Extremely important,Not likely,Yes,Not at all likely,It would become my preferred incentive offer,It depends on who is asking,FALSE,FALSE,FALSE,343,2025-07-04,2024-097
xfy1sji3xccpcgopyx4x8686,1.249399,65+,HS or less,White,Female,Republican,South,Not very accurate,Somewhat trustworthy,Somewhat important,Not likely,Yes,Not very likely,It would become my preferred incentive offer,It depends on who is asking,FALSE,FALSE,FALSE,293,2025-07-15,2024-097
zipxbljdun1uu7jdq55tykb0,1.39546,30-49,HS or less,White,Female,Republican,Midwest,Somewhat accurate,Not very trustworthy,Somewhat important,I would never participate in a phone survey,Maybe,Likely,It would become my preferred incentive offer,It depends on who is asking,TRUE,FALSE,FALSE,418,2025-06-23,2024-097
dk8cw7o0p2zrcgdrk30cpjjz,1.549074,50-64,HS or less,White,Female,Independent,South,Very accurate,Not very trustworthy,Very important,Not likely,Yes,Likely,It would not interest me,It depends on who is asking,FALSE,FALSE,FALSE,249,2025-06-28,2024-097
