respondent_id,weight,age_group4,education,raceeth,gender,pid_base,region,q28,q29,q30,q31,q32,q33,q34,q35,attention_fail,speeder,straight_line,duration_seconds,completion_date,project_id
0vldrdesqtk0xlb8f01y7fzv,0.647208,50-64,4-yr/post-graduate degree,White,Female,Independent,West,Not very accurate,Very trustworthy,Very important,Very likely,Yes,Very likely,It would be one I would likely choose,Yes,FALSE,FALSE,FALSE,298,2025-06-27,2024-046
3v7s40a9korb9egtjc4uz4g0,1.159299,18-29,HS or less,Other,Female,Republican,South,Somewhat accurate,Very trustworthy,Extremely important,Not likely,Maybe,Not very likely,It would become my preferred incentive offer,No,FALSE,FALSE,FALSE,363,2025-06-26,2024-046
dspcg3cb7qxfrgisv1n71xb6,1.480128,30-49,Some college/2-yr degree,White,Male,Independent,South,Not at all accurate,Not very trustworthy,Very important,Not likely,Maybe,Likely,It would be one I would likely choose,No,FALSE,FALSE,FALSE,284,2025-06-30,2024-046
dwqwq9fkfwrpqabtxric9u3r,1.367576,18-29,Some college/2-yr degree,White,Male,Independent,South,Somewhat accurate,Somewhat trustworthy,Not very important,Not likely,Yes,Very likely,It would be one I would likely choose,No,FALSE,TRUE,FALSE,120,2025-06-22,2024-046
5fj9pt7sp9d0x238zg25q99e,0.898772,65+,HS or less,White,Male,Democrat,Midwest,Somewhat accurate,Somewhat trustworthy,Not very important,Very likely,Maybe,Not very likely,It would become my preferred incentive offer,It depends on who is asking,FALSE,FALSE,FALSE,326,2025-07-13,2024-046
gwtm7e18v68hlyj9qhnfnzfy,1.140871,65+,HS or less,Hispanic,Male,Democrat,South,Not very accurate,Somewhat trustworthy,Somewhat important,Not likely,No,Not at all likely,It would become my preferred incentive offer,It depends on who is asking,FALSE,FALSE,FALSE,509,2025-07-15,2024-046
0jb8r8le2rcnkhvlej7hgole,1.04487,65+,HS or less,White,Male,Democrat,Northeast,Not very accurate,Not very trustworthy,Somewhat important,Very likely,Maybe,Not at all likely,It would become my preferred incentive offer,It depends on who is asking,FALSE,FALSE,FALSE,259,2025-06-24,2024-046
erds104h420wjevvz7z0imt5,1.0079,65+,4-yr/post-graduate degree,Hispanic,Female,Independent,Midwest,Somewhat accurate,Not at all trustworthy,Not very important,Very likely,Yes,Not very likely,It would be one I would likely choose,Yes,FALSE,FALSE,FALSE,332,2025-06-22,2024-046
mylsg5weiqcardpm3i5rf05o,1.216678,30-49,HS or less,Black,Female,Republican,South,Somewhat accurate,Somewhat trustworthy,Very important,Not likely,Yes,Not at all likely,It would be one I would likely choose,It depends on who is asking,FALSE,FALSE,FALSE,465,2025-07-12,2024-046
6jy69oht8hkcdj95vt5x5pa5,0.881749,30-49,4-yr/post-graduate degree,White,Male,Democrat,Northeast,Not very accurate,Somewhat trustworthy,Extremely important,Somewhat likely,No,Very likely,It would be one I would likely choose,It depends on who is asking,FALSE,FALSE,FALSE,250,2025-07-16,2024-046
oq610hj1wek1khn8iqluntz5,1.064421,30-49,HS or less,White,Female,Democrat,South,Somewhat accurate,Very trustworthy,Somewhat important,Very likely,Maybe,Not at all likely,It would not interest me,It depends on who is asking,TRUE,FALSE,FALSE,426,2025-07-08,2024-046
ak1kj1sl9hrco69kc9o59h2c,1.268711,30-49,Some college/2-yr degree,White,Female,Republican,Midwest,Not very accurate,Not at all trustworthy,Somewhat important,Very likely,Yes,Very likely,It would not interest me,It depends on who is asking,FALSE,FALSE,FALSE,364,2025-06-22,2024-046
wf2uf7eps9r3u3nxsawqw47n,1.375962,50-64,4-yr/post-graduate degree,White,Other,Other or none,Northeast,Somewhat accurate,Not very trustworthy,Extremely important,Somewhat likely,Yes,Not very likely,It would become my preferred incentive offer,It depends on who is asking,FALSE,FALSE,FALSE,414,2025-06-27,2024-046
xar7baslmpk8f66mpv0adgr1,0.836168,50-64,HS or less,White,Female,Independent,Midwest,Somewhat accurate,Not very trustworthy,Extremely important,I would never participate in a phone survey,No,Likely,It would become my preferred incentive offer,No,FALSE,FALSE,FALSE,347,2025-06-23,2024-046
purypda4idgp5vcn83nx6hn8,1.139248,18-29,4-yr/post-graduate degree,Hispanic,Female,Republican,South,Not very accurate,Not very trustworthy,Extremely important,I would never participate in a phone survey,Yes,Not very likely,It would be one I would likely choose,It depends on who is asking,FALSE,TRUE,TRUE,74,2025-07-02,2024-046
paenqz9ay8nj3pcnuzczkusp,1.234884,50-64,4-yr/post-graduate degree,White,Female,Democrat,South,Somewhat accurate,Somewhat trustworthy,Very important,Not likely,Yes,Not very likely,It would become my preferred incentive offer,It depends on who is asking,FALSE,FALSE,FALSE,442,2025-06-22,2024-046
pcl7uky0f64y6c4sgnkiro3d,1.03942,30-49,4-yr/post-graduate degree,Hispanic,Female,Democrat,Northeast,Somewhat accurate,Not very trustworthy,Very important,Not likely,Maybe,Not at all likely,It would be one I would likely choose,No,FALSE,FALSE,TRUE,356,2025-07-06,2024-046
y4xg2navzitsmtzgx8iq4e14,0.92089,30-49,4-yr/post-graduate degree,White,Male,Independent,Midwest,Not at all accurate,Very trustworthy,Somewhat important,Somewhat likely,Maybe,Not very likely,It would become my preferred incentive offer,Yes,FALSE,FALSE,FALSE,418,2025-06-29,2024-046
gpd7r1a9wtp5tivu7pu40lww,1.302131,30-49,4-yr/post-graduate degree,Hispanic,Female,Republican,Midwest,Not very accurate,Somewhat trustworthy,Not at all important,Not likely,Maybe,Not very likely,It would be one I would likely choose,No,FALSE,FALSE,TRUE,304,2025-06-24,2024-046
pzld5qi1ixa9aukwj0bs8rs7,0.744055,30-49,Some college/2-yr degree,Hispanic,Female,Republican,South,Somewhat accurate,Not very trustworthy,Not very important,Somewhat likely,No,Not at all likely,It would not interest me,It depends on who is asking,TRUE,TRUE,FALSE,130,2025-07-09,2024-046
gc893cs83c7r4mm0as9vefcq,1.112438,18-29,4-yr/post-graduate degree,Hispanic,Female,Republican,South,Very accurate,Somewhat trustworthy,Extremely important,Very likely,Yes,Very likely,It would be one I would likely choose,It depends on who is asking,FALSE,FALSE,FALSE,445,2025-07-13,2024-046
xsyxogskvaou6765rhlx9gro,1.06966,18-29,Some college/2-yr degree,White,Male,Independent,Midwest,Somewhat accurate,Somewhat trustworthy,Extremely important,Very likely,No,Very likely,It would be one I would likely choose,Yes,TRUE,FALSE,TRUE,340,2025-07-17,2024-046
3qgsq72ztyx3xsif8n3y7l8i,1.649513,30-49,Some college/2-yr degree,White,Female,Independent,West,Somewhat accurate,Very trustworthy,Very important,Not likely,Maybe,Not at all likely,It would be one I would likely choose,No,FALSE,FALSE,FALSE,287,2025-07-08,2024-046
wkiugsrmo6030tu3efcgt7uv,0.724548,30-49,Some college/2-yr degree,Other,Female,Independent,Northeast,Very accurate,Somewhat trustworthy,Somewhat important,Somewhat likely,No,Likely,It would become my preferred incentive offer,No,FALSE,FALSE,FALSE,297,2025-07-01,2024-046
5yvxmubrzouhk10kbd7yvjaa,1.472652,18-29,Some college/2-yr degree,White,Female,Republican,South,Somewhat accurate,Not very trustworthy,Somewhat important,Not likely,Maybe,Likely,It would not interest me,It depends on who is asking,FALSE,FALSE,FALSE,296,2025-07-07,2024-046
92j95cmfvssscnksalzuo8er,0.998512,65+,4-yr/post-graduate degree,Other,Male,Independent,West,Somewhat accurate,Very trustworthy,Not very important,Not likely,Yes,Very likely,It would become my preferred incentive offer,No,FALSE,FALSE,FALSE,380,2025-06-21,2024-046
1hufewqw48kym0r2fabxybcd,1.072934,50-64,4-yr/post-graduate degree,White,Male,Republican,South,Very accurate,Not very trustworthy,Very important,Not likely,Maybe,Likely,It would become my preferred incentive offer,It depends on who is asking,FALSE,FALSE,FALSE,271,2025-06-20,2024-046
pvkas2xua80795bi15k0wn6x,1.162297,50-64,4-yr/post-graduate degree,White,Male,Republican,South,Somewhat accurate,Not very trustworthy,Somewhat important,Not likely,No,Not very likely,It would not interest me,It depends on who is asking,FALSE,FALSE,FALSE,364,2025-07-05,2024-046
wqz21ep8ummlv49yo3f3dqxh,0.539253,65+,HS or less,White,Female,Democrat,South,Somewhat accurate,Somewhat trustworthy,Very important,Not likely,Yes,Not very likely,It would not interest me,It depends on who is asking,FALSE,FALSE,FALSE,337,2025-06-28,2024-046
1u4bddh2svxln0ubxk0j619t,1.349245,30-49,4-yr/post-graduate degree,Hispanic,Female,Republican,West,Somewhat accurate,Somewhat trustworthy,Somewhat important,Not likely,Maybe,Likely,It would be one I would likely choose,No,FALSE,FALSE,FALSE,315,2025-06-25,2024-046
5d9963w1ypgrruvj60yfcalt,1.162017,50-64,Some college/2-yr degree,White,Female,Republican,South,Somewhat accurate,Somewhat trustworthy,Extremely important,Somewhat likely,No,Not at all likely,It would be one I would likely choose,It depends on who is asking,FALSE,FALSE,FALSE,318,2025-07-07,2024-046
fu7hqfpivi9nsh5lmg9fgeql,0.872053,65+,4-yr/post-graduate degree,White,Female,Independent,South,Somewhat accurate,Very trustworthy,Not very important,Somewhat likely,Yes,Likely,It would become my preferred incentive offer,It depends on who is asking,FALSE,FALSE,FALSE,326,2025-06-19,2024-046
98nrntnle7kvd3b7ht80yfyf,0.362723,18-29,Some college/2-yr degree,White,Female,Republican,West,Somewhat accurate,Somewhat trustworthy,Somewhat important,Somewhat likely,Yes,Likely,It would be one I would likely choose,Yes,FALSE,FALSE,FALSE,355,2025-07-05,2024-046
idxz3yr87twvpyhmf0g0xko5,1.547648,50-64,HS or less,White,Female,Democrat,West,Somewhat accurate,Not very trustworthy,Very important,Not likely,Yes,Not at all likely,It would be one I would likely choose,No,TRUE,TRUE,FALSE,113,2025-07-13,2024-046
06yvfcb16ksc6wf6svek3oex,0.670309,50-64,Some college/2-yr degree,Hispanic,Female,Independent,Midwest,Very accurate,Somewhat trustworthy,Somewhat important,Very likely,No,Not very likely,It would be one I would likely choose,It depends on who is asking,FALSE,FALSE,FALSE,411,2025-06-27,2024-046
